,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Joi B.,"Long Island, NY",3907,1738,1274,4.0,9/25/2018,"I love seeing performances here because the sound is pristine and the stage/seating affords everyone a good view. I need to keep an eye on their schedule because in the past I've seen brilliant performances by solo members of popular bands that would otherwise be playing in much larger venues. On Saturday night, I had the privilege of seeing German chanteuse, Katharine Mehrling. The performance and sound were super impressive and I was pretty blown away! The tickets came at a surprisingly affordable price at $20. I know every show is priced differently but this is really a NY steal if you ask me.As others mention, there's the drink or food minimum which didn't seem especially enforced as each time we wanted to order, we had to flag our server which I hate doing, especially at a show. The service was pretty much the only slightly sour note, besides the fact that they shockingly don't enforce a ""don't talk during performances"" policy (two guys behind me held a conversation throughout the show. I really don't love having to tell people to be quiet when that's just common courtesy). Those two slight complaints aside, I will gladly support this theater on the regular and recommend that you do the same. Just please go outside to chat! And Joe's Pub, encourage your staff to keep the drinks coming!",17,9,13
1,Neighborly N.,"New York, NY",0,61,18,5.0,9/21/2018,"This is an awesome venue for live performances. I always have a grand time here! I fell in love with flamenco here and keep coming back. If you have never seen flamenco live, you absolutely must see it at Joe's Pub. I guaranty you'll fall in love with it too!This is NOT a vegetarian friendly environment. My only wish is that the menu were more representative of what people normally eat. Finding an entree or appetizer is too troubling here and requires so much work to force myself into eating the least of all the things I hate.",,,
2,Tracey A.,"Marin County, CA",297,1261,1571,4.0,9/12/2018,"If you're headed to NYC and you haven't checked the calendar at Joe's Pub you're heading there unarmed.  Holding tickets to at least one event at Joe's Pub is standard operating procedure in my household.  Why?  A huge variety of shows to choose from, an intimate (but not tiny) space and, with the exception of a few ""too close to the stage"" seats, every seat in the house is quite good.  On an earlier visit I made time for a jazzy CD release party for a Turkish big band.  My most recent visit included an evening spent watching Kevin Smith Kirkwood (Kinky Boots) channel Whitney Houston (RIP), featuring doppelgängers for both Bobby Brown and Mariah Carey.  Just reading that you're probably regretting not sitting in that audience.  When you purchase your ticket you also select your seating and I'd recommend somewhere a table or two removed from the very front.  Beyond that, there's excellent sight lines and great sound from everywhere.  Show prices vary and each ticket requires either a $12 food purchase or 2 drinks which is standard for a place like this.  Joe's Pub is great on theater off-nights (generally Mondays or Sundays) when the Public (with which Joe's shares the building) is otherwise quiet.  It can also be good if you're seeking a fun, last-minute outing.  Cheaper and different than a Broadway show, Joe's Pub makes for a great night out.  I've never had a bad time here and expect I never will.",5,4,5
3,Audrey L.,"Englishtown, NJ",121,121,377,4.0,11/8/2018,Came to Joe's pub with a 14 person group to see Ryan Raftery perform the Obsessions of Calvin Klein. Ryan is amazing....he wrote the show and performed.  He's an amazing talent not to be missed.  The venue is small and set up cabaret style. You are crunched in at small tables but any seat is a good seat.  Food and drinks are served during show....$12 minimum per person.  Show tix were $45.  It's the place to see up and coming performances without taking a big chunk of change out of your wallet. Also handicapped accessible and parking sometimes on street or garage next door.,1,,1
4,Brenda P.,"Manhattan, NY",3,72,152,2.0,4/10/2018,"Pictures say more than a thousand words. Call me crazy but when I order the ""burrata, roasted carrots, orange and farro,"" and I'm expected to pay $18 for it, I expect much more than a tiny piece of burrata with exactly 12 (TWELVE!) tiny farro grains (please see my picture with count in green dots for evidence), and ONE orange slice sliced in 4 tiny pieces. This is abuse and my stomach, wallet and dignity felt violated. As a music venue, this place rocks. It's small and intimate. I wish there wasn't a minimum consumption, OR that the prices weren't so high, OR that the quality and quantity of the food were reasonable/a good value. At least one out of the three would be awesome. I give 2 stars instead of one because at least service was decent and because of the place as a music venue.",5,4,
5,Kimberly S.,"Brooklyn, NY",75,5,0,1.0,11/5/2018,"Saw the Tiger Lillies, who were absolutely amazing as always. Even Joe's Pub couldn't ruin the show, although they certainly tried really, really hard. After we sat there ignored for almost an hour, watching them constantly walk right in front of us over and over and over again bringing food and drinks to other tables, they finally came to take our order.  I laughed.  I wanted something an hour before. They said it was our server's first night. No apologies, just that explanation.  No management overseeing anything, making sure everyone was served. Although I was hungry and had to watch everyone else around us eat, that wasn't the worst part.  Servers loudly discussed orders next to us during quiet, moody songs, banged into my leg and table over and over again, and the seating was cramped and uncomfortable.  I hope I can avoid this place at all costs in the future, and the Tiger Lillies play somewhere else!",2,,
6,Cam E.,"New York, NY",601,196,1228,5.0,12/8/2017,"Joe's Pub is the quintessential New York music /performance spot. Excellent acoustics and good roster of performers.It's a good fun night venue compared to most. You're not squeezed in too tight, every seat has good views, the staff is great, plus the drinks menu and food menus are above par for this type of establishment.  You are guaranteed a fun experience! We love Loser's Lounge. They are the best note for note accuracy for every group they mimic, QUEEN, the BEE GEES, and tonight, Burt Bacharach.We all just love Joe's Pub!**cover is usually $30 with 2 drink and/or $12 food minimum **",20,10,25
7,Enzo B.,"San Francisco, CA",0,16,207,5.0,9/28/2018,Joe's Pub at the Public Theater is a genuinely hospitable non-profit music venue supporting everyone from beginners to old hats in a room that always sounds great. I'll go back again soon.,,,
8,Ryan R.,"New York, NY",730,1659,149,4.0,5/17/2018,"Went here with some friends to see a comedy-type show. The show had some high points and not so high points, but it was decent overall.As for the food, I ordered the fried chicken sandwich with a side salad. The side salad wasn't dressed completely enough, but it was quite large. I honestly wasn't expecting much from the fried chicken sandwich, but aside from it being a little on the small side, it was actually quite tasty. And being it's the cheapest entree on the menu ($19), I highly recommend it.Overall, this place serves up some decent food at slightly-higher-than-they-should-be prices and the shows are hit or miss. The service is minimal, but what else would you expect for a meal during a live event.",2,,
9,Dan W.,"West Hollywood, CA",70,13,1,4.0,9/12/2018,My husband and I enjoyed a beautiful night at Joe's Pub on Saturday night. We saw the delightful Justin Vivian Bond who was wonderful as usual and had a blast. The food was much better than I had expected and the venue is just divine! I couldn't believe how gorgeous and grand it feels. The staff were lovely and competent as well! The only little gripe I have is that you couldn't get a drink before the doors opened. At least 50 people were their early (it was 8.30 in a Sat) so a good chance for the venue to make some cash. And the seating in some areas (where we were) were WAY too close! Please shuffle the tables a little!!! There was room. But overall a fantastic experience. We'll be back soon!,,,
