,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Jessica D.,"Wall Township, NJ",85,161,137,5.0,11/8/2018,"Went to see American Son with Kerry Washington at the Booth Theatre. This theatre is a little smaller then others and I am giving it five stars because I sat in the last row and I was able to hear every single performer clearly and every part of the stage was visible to me. I was not able to stop at my hotel to drop my stuff off and was panicking because I didn't know what I would do with my things. I called ahead and I was informed that they were able to hold my things for me ($2 per item), during the play which I really appreciate. The women's bathroom has a section blocked off outside of the stalls that allowed me to get myself together since I had to do a mad dash fro lm34th street to 45th. There are drinks and snacks that you are able to purchase in the front or in the basement which cuts down the line.",1,,1
1,Fancypants X.,"San Francisco, CA",183,2014,3152,4.0,7/4/2018,"This intimate theater seats about 750, about half as many people as the bigger venues (I.e. Shubert & Winter Garden.) Perhaps that's why there seemed to be enough bathroom stalls in the ladies' room, for once! The theater seats, though quite close together, were clean & looked to be newly upholstered. We saw ""The Boys in the Band,"" a limited-run show with a star-studded openly-gay cast. From our seats, only about five rows back, we got a fabulous view of Matt Bomer in his skivvies for the first 10 minutes of the play. (Can you tell this was the highlight of my week?! Let's just say this was the first time I've hung around after a Broadway show to meet the cast.) Jim Parsons, Zachary Quinto, & Andrew Rannalls were the only other actors I recognized, but every single actor brought something amazing to the story & the stage; moments of vulnerability, humor, bitchiness, morality, violence, & self-hate tell the stories of gay men & their struggles with friendship & love. Though the play is set in the late-60s, the issues & overall message transcends time & is still relevant today. The script is witty & gripping & at times, heart wrenching. And this all takes place at a birthday party! Go see this revival before it leaves the Booth Theater in August. No intermission.",4,2,3
2,Darlene L.,"Sparta Township, NJ",1,22,80,5.0,6/13/2018,"THE BOYS IN THE BAND, the newest New York Broadway play. starting  Jim Parsons, Zachary Quinto, Matt Bomer,  Andrew Rannells and others. I saw it today June 13, 2018 at the Booth theatre and found it simply insightful and reminiscent of days past.  all scenes were set in a 2 floor appartment setting, back when mirrored walls, shagg carpet and sunken livingrooms where the latest crave. And oh gosh...so much red!. Beautiful red.I loved it. I found Zacharys' character to be a hoot!The cast also included Robin De Jesús as Emory, Brian Hutchison as Alan, Michael Benjamin Washington as Bernard, Tuc Watkins as Hank, and Charlie Carver as Cowboy.",,,1
3,Abby S.,"Denver, CO",3823,2159,6353,4.0,5/8/2018,"The Boys in the Band is now playing a limited run at the Booth Theatre. I had the pleasure of seeing a weekday matinee and enjoyed it very much!There was quite a bit of anticipation around this particular show, with a line down the block to get inside before 2 pm. That being said, once patrons were allowed inside, we moved quickly into our seats, grabbing some white wine along the way (because it's not an afternoon show without white wine!).Everyone working that day made sure to remind us several times that there was no intermission and once we exited the theater, we would not be allowed back inside. I'm sure that's often an issue and never hurts to repeat. The set design for this play is particularly awesome -- lots of smoky mirrors... and yes, there's plenty of man candy to enjoy. I particularly liked Andrew Rannells and Matt Bomer, they're two of my favorites anytime. One small complaint is that the street noise can be heard from inside the theatre, especially during a quiet moment during the show. NBD if the play is set in Manhattan or a busy city like it, but I can imagine that it could be problematic if that's not the setting. Beyond that, it was a true Broadway experience and I've been raving about Boys in the Band all week.",7,2,5
4,Melissa P.,"New York, NY",13,81,14,4.0,6/5/2018,"I went and saw 'The Boys in the Band' last night and LOVED the show. So, so much. Go see it. Now back to the theatre: it's pretty cozy. The seats were comfortable, the chairs were freshly covered, and the decor seemed restored from the original design. I really think that this theatre is so intimate in size that there can't be a bad seat in the house! I really loved our seats (Mezzanine, seats A 111/112). Phenomenal view! But if you are below about 5'10"" you will have to lean in a tad to get the full view. I would definitely seat in these seats again, just go in knowing that little tid-bit.",,,
5,Monica D.,"New York, NY",184,249,423,4.0,2/20/2018,Review is solely for the standing room ticket. Very decent although very top is blocked by balcony but I didn't miss anything in this performance. They were filming that night and a camera was set up just a few rows ahead that didn't obstruct the stage but was a bit distracting. Would def do it again!,2,1,1
6,Brandon B.,"Chicago, IL",544,1315,629,4.0,7/8/2018,"I have been here for a few plays now, like most old theaters here it is pretty packed, with terrible hallways and long bathroom lines, and very cramped bathrooms.  The plays are good enough that you forget the cramping and lose yourself in the art.   The ushers for our recent night were fun and aggressive at getting people's phones off which was nice (so many people just ignore, and of course a few do go off).  The choice to run a 110 minute play was pretty daring, my bladder was distending even at 40 minutes, but somehow I made it!",1,,1
7,Stacy K.,"Oceanside, NY",288,181,186,3.0,7/1/2018,"Located on 52nd Street the Booth Theatre has been the home for many limited run plays. We saw Meteor Shower (Amy Schumer, Keegan Michael Key) and Boys In The Band (Jim Parsons, Andrew Rannells) at this theatre. The views can be limited on far sides (the sets tend to the middle and we missed almost a third of the stage with a row E far right seat), and in rear orchestra (setting second level of stage if there is a second level was rough). For this theatre I would try for center mid orchestra. I have not sat in mezz here but would consider that over side orchestra for sure. Both shows were great.",1,,
8,Najwa G.,"Queens, Queens, NY",52,144,279,4.0,1/14/2018,"Five stars for Meteor Shower, three for the theatre itself. Whether you love or hate her, Amy Schumer has more zeros in her bank account for a good reason (she's talented :p). Was a very last minute decision with my friend and we were in the rear orchestra fourth row (I believe mine was D8). I did have a good view don't get me wrong but I don't want to be like two centimeters away from my friend LOL personal space is important. Don't go if you're claustrophobic (I am serious). Nevertheless, the show was hilarious and witty (a must see for all you pun lovers). Enjoy as it's a limited engagement!",1,1,1
9,Kat V.,"Coraopolis, PA",114,240,49,4.0,7/3/2018,"Decent theatre and even from the back row of the mezzanine, the seats are good. This is true in most of the Broadway theatres and I know where you go depends on the show you want to see. However, the staff was all very friendly, which isn't always the case.",,,
