,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Adam S.,"New York, NY",1542,292,2047,4.0,11/14/2018,"Route 66 Cafe is your basic glorified local diner.  That said, you have to go in with the right expectations.  I've visited several times for weekend brunch or a casual bite to eat for dinner and have had a pleasant experience every time I've gone.  A quick lesson: Most NYC ""diner"" style restaurants don't have amazing service, both usually have a large menu offering an eclectic variety of entrees with all sorts of proteins.  Route 66 serves big portions at somewhat reasonable prices. If you order from their brunch menu, it includes one brunch juice or alcoholic beverage and a coffee or tea.  The service is quick, the food is decent, the ambience is eccentric yet somehow all fits together.  One of my usual orders: BBQ Hickory Burger - made with a turkey burger instead of a beef burger.  Never disappoints.",2,,1
1,Kathy X.,"Queens, NY",733,389,4425,4.0,7/3/2018,"I came here without a reservation with a group of 5 friends and we were seated immediately. The booth seating was comfortable and the interior decor had cool silver balls of different sizes on the ceiling. There were floor to ceiling windows in the front, brick walls, brown tables and yellow/blue accents. It had a casual feel. After being seated, we were given complimentary muffins and pastries, which was great. There were bran muffins and corn muffins and the pastries had sweet cheese and apple or berry fillings. The corn muffins were nice and moist and the pastries were wonderfully sweet.The menu is quite extensive and includes breakfast/brunch meals, as well as sandwiches, burgers, wraps, salads, pasta, steak, chicken, seafood and desserts. I was having a tough time deciding but finally went with one of the frittatas, which consisted of bacon, meunster cheese, onion and peppers, with a side of potatoes. This also came with juice, coffee and toast. I enjoyed the frittata, which was a thick egg based omelet-like dish with melted meunster cheese on top. The frittata was delicious and flavorful, packed with crispy bacon, perfectly sauteed and fresh veggies and there was delightful melty cheese in every bite. The potatoes were well seasoned and tasty.Our waitress was lovely and made sure we had everything we needed. I would consider coming back, but only if they turned the AC on. When we came, they had the doors opened instead of the AC.",12,7,11
2,Dominique H.,"New York, NY",0,7,12,1.0,"6/13/2018
            





Updated review","Worst bison burger I have every had. It was like a pre made patty they popped out of the freezer and severed up. The coleslaw was discussing to even look at. Why even serve it, If it is old. The only good thing was the fires and delivery service. I would not recommend this place at all.I decided to give this place another chance considering it's right by my place of business. It seemed as if people sit outside enjoying breakfast and brunch and that was what I was in the mood for. I called to order delivery. To make a long story short the lady who answered the phone took my address but did not bother to ask for my name. I work in an office building so I gave her the extension to reach me. The food took over 45 minuets to come and I'm right across the street. When I called to check on the ETA the same woman said the delivery was on its way. 10 minuets later I call back because I had not received my food. The woman proceeded to tell me the delivery guy went to the 3rd floor and asked for someone who no longer works for the company (remember she never asked for my name and assumed the name correlating with the address was me). WRONG! She also never bothered to record the correct extension nor the correct floor that I gave her during our first conversation. To rectify the situation she had my food remade and sent TO THE WRONG FLOOR AGAIN. The front desk called and sent the delivery guy to the correct floor. I apologized to the delivery guy because it is not his fault that his coworker is not doing a very good job. Let's move on to the food. The French toast as decent. The eggs were cooked properly but had a burnt taste most likely due to a DIRTY flat top grill. The sausage was good going down but later that day I was as nauseous as could be and that breakfast was the only thing I ate. For midtown where the competition it competitive I don't know how they survive. I'm DISGUSTED and permanently turned off.",,1,
3,Hannah T.,"New York, NY",205,62,155,3.0,5/29/2018,"Relatively good happy hour specials for the area! I enjoyed my massive burger, fries, and beer. ($17.) unable to control ourselves, my friend and I split the happy hour fries pickles as well. It was a large serving size, complimented with a garlicky dipping sauce.  If I were to go back, I'd get there earlier and just order apps and drinks.  Normally I'm a staunch believer that more food is better, but this was a bit too heavy for my night out. There's outdoor seating and the service was good. Some of the other dinner menus seemed a bit more expensive and ""fancy"". However, for me this restaurant was a much more casual location. Overall, not bad!",,,
4,Caroline N.,"Queens, NY",37,235,1745,4.0,3/18/2018,"Came here for a bite to eat while waiting for an item and all the nearby restaurants were crowded.The restaurant is mid-sized, clean and it was packed.  There were 4 2-people hightop tables by the wall.  Unfortunately, we needed a table for four.  The waiting area is a bit narrow especially with customers waiting and others trying to exit or delivery guys passing by.  After about 15 minutes, we were seated.The waitress gave us a complimentary plate of muffins.  It isn't warm but it was good to stave off hunger.There is a brunch menu that comes with a drink (bloody Mary, Mimosa, screwdriver, juice, coffee or tea).  Nothing on the brunch menu was appealing to me, I wanted a burger (Swiss Mushroom Burger medium).  It came with pickle slices, coleslaw, tomato slices and lettuce and french fries.  It was made perfectly though I could only eat the burger.  If you need a refill on the hot water or coffee, might need to ask and it gets refilled quickly.There are 2 bathrooms...no gender specific...it's relatively clean.Nice place if you need a burger or local joint.",1,,
5,Keemy U.,"Manhattan, NY",122,103,197,4.0,6/1/2018,This is a great location and they're open practically all day. The strawberry colada was very good. You don't taste the alcohol but you do feel it at the end. It taste like a healthy strawberry smoothie. They're appetizer servings aren't that great but they are tasty. I would come back for a burger because they look very good. The waiter was friendly and nice. They have outside seating and a pretty small bar.,3,,3
6,David C.,"Bronx, NY",2,53,51,4.0,9/1/2018,"I just had the Route 66 burger and I loved it, it was flavorful, juicy and delicious. Also had the buffalo wings and they were delicious as well, crispy and not dry. I will certainly be happy to eat here again if I'm in this neighborhood again.",,,
7,Rachel M.,"New York, NY",188,145,247,3.0,9/9/2017,"This is a solid 3 - wouldn't go out of my way to eat here, but totally fine for a diner-style bite in the area. I went for brunch with a friend after a run in Central Park because we were starving and looking for the first place that looked like the crowds approved, and Route 66 was packed enough for us to feel comfortable with our decision. We both got eggs which were a good deal. $15.95 for our omelettes (she got the California frittata and I got the green omelette) which came with toast, a side (hers had potatoes and mine had fruit - really great berries!) as well as an alcoholic beverage + coffee/tea. Neither of our eggs came with cheese so we added it for $1.50 and they oddly melted it on top of the eggs, but it did the job. The meals were perfectly average - loaded with veggies, a bit greasy, but succeeded in satiating our post-run appetites. Additionally, the service was verrrrry slow.",,,
8,Kateland R.,"Washington, DC",249,39,77,4.0,2/17/2018,"This place wasn't that bad as it seems. Me and my bf just stumbled upon this spot when it was snowing really hard, so it was convenient and there was NO wait. I ordered the salmon burger, and my bf ordered the pulled pork sandwich. Both came with fries, some cole slaw, pickles on top, and a side of lettuce and tomatoes to put in your burger/sandwich if you wanted. Mine was good if you like a healthier alternative, but the pulled pork was way better. It had a hint of spicy too, so if you like spice order this! Also, the portions are pretty big so you'll get full fast. But I don't not recommend!",,,
9,Kathleen H.,"Manhattan, NY",212,7,4,5.0,9/24/2018,Fresh and fast service. Generous portions. We came for lunch and the variety of lunch specials is sure to please anyone. Great variety and they also offer soup of the day in 2 different flavors! Our waiter was friendly. Not so crowded place and the windows are floor to ceiling and opened up during the warm season. There is also some seating outside. Highly recommend !,,,
