,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Scarlette O.,"Manhattan, NY",58,130,510,4.0,9/11/2018,"They did the job. I was hungry and craving food. Breakfast food. After the cafeteria debacle I decided to walk home. With food still in my mind I asked a construction worker mining traffic what he had from breakfast. He directed me to Essen. I've spotted Essen around the city but I can honestly say I've never entered or eaten there. Well, when you're hungry and cannot find a decent restaurant - Essen steps in to save the day. I had the  mediterranean omelette and a mash pop. Service was quick, fresh made, and effectively executed. It was my first time so I was a little lost as to where to order.  Thankfully everyone was friendly and directed me. Oh and I had a side of bacon. There is seating on the upper level. I quietly sat upstairs and enjoyed my much sort after breakfast.  Thank You Essen!",1,,
1,Ben P.,"Manhattan, NY",0,19,0,1.0,9/18/2018,"The staff is simply unfriendly, unhelpful and rude. The convince and great selection is far outweighed by the shortcomings of the staff. Ask for eggs the way you like them, big inconvenience to the grill guy, they come out how he decide does to cook them. Stood at the counter waiting to get Ramen. All three people behind the counter see me, no one says anything. I ask for a Ramen am told I have to wait 10 min because they are not ready. I can see all that is needed. It's all prepped needs to be assembled. Nope I have to wait. Too crowded, unfriendly and just ok food. I'm done.",,,
2,Edward K.,"Manhattan, NY",4,88,6,2.0,8/9/2018,"Horrible management. good quality food, but pricey.1. Tried to order a pastrami and egg breakfast sandwich, but was told they only have pastrami for lunch. What? You literally have it, but refuse to sell it before lunchtime?...They lost a sale and I went to another place.2. Self-serve ice tea looked inviting, but when I got back to my office, it was ice coffee. NOT what I wanted.3. Came in at 11:05 to get lunch, but they were switching over from breakfast. I asked when I could order a sandwich and was told that started at 11:30. Fine. I saw pre-made chicken cesar wraps in the display case (about 20 of them) and asked the man if I could take one of those. He said no. So, the sandwiches will just sit there for 25 minutes before I can purchase? I said, should I really walk out and go to another place? Just got a blank stare.3 strikes Essen, this is a busy area, I can go elsewhere and tell all my friends and co-workers of your horrid customer service. Good-bye.",,,
3,Candice K.,"Atlantic Highlands, NJ",181,129,780,4.0,7/25/2018,"All in a New York Minute.   The coffee and juice is good, plenty of options for food.   One thing great about here is speed.   I tried the Super 6 (carrot, apple, celery, beet, cucumber) and it tastes great.  Juice was made in less than 30 seconds, I paid with credit card in less than 4 seconds.   Waited in line for maybe 20 seconds?  Lunch buffet is 10.99/lb and starts at 11:30 am.   There are so many options.   There is an upstairs too if you wanted to stay and eat.",3,1,3
4,Fateha A.,"Queens, NY",79,224,462,2.0,4/14/2018,I love buffets. I always get 50% more food than I can finish. I got lobster which was really good. The veggie dumplings were good. The salmon was good. The steak was good though although I didn't like how the flesh was pink on the inside (slightly blood too). The Fried wings were 1 of the WORST I've ever had. It was so bland. There wasn't even enough salt in it. I wonder whoever came up with the recipe ever heard of seasoning. The shrimp pasta was way too oily & the shrimp was bland. The Turkey breast was kinda dry & bland.,1,,
5,Stephanie S.,"Irvington, NJ",74,136,68,2.0,4/21/2018,This place is next door to my job so its convenient  but baby these prices are crazy. I think it's $10 a pound or something close to it which is high but we're on 8th so it's competitive pricing. As for the food it's ok I didn't try anything spectacular. The chicken and broccoli is not like ordering from a Chinese food restaurant it had a different taste it was ok. Sesame chicken chunk (the one piece I had) was ok. And the two wing flats I had was just ok. Nothing stood out to me and for $10 for that plate I should have been floored.I'm sure I'll be back since it's so close but only for emergency purposes lmao. I'll try something else and give an update.,,,
6,Wesley M.,"New York, NY",80,71,171,2.0,3/4/2018,"I have to mention how clean this place is. The food section had no spills around or on the counters and the floors had no stains or messes on them. I did visit early in the morning, so maybe that played a factor. I believe this place is fairly overpriced. At the buffet they charge by the pound so be aware of how much food you're piling on. It is $10+ per pound. There wasn't anything special about my meal. I had home fries, tater tots, a grilled chicken omelette and Turkey sausage. The home fries were soggy. The tater tots were oily and lacked basic seasoning. By far the omelette was the worse. It wasn't cooked properly... still runny and had a certain unpleasant taste. The only thing I enjoyed was the sausage which wasn't oily, and still had a snap to it. Won't be back.",,,
7,Ping K.,"Lake Oswego, OR",163,130,1223,5.0,2/8/2018,"Omg!! This place is a breakfast paradise! From 10's different types of scrambled eggs to hot noodle soup made fresh, to gazillion type of breakfast pastries, salad rolls, tarts, soups and donuts... and fresh fruits, all types including papayas!!!! I was speechless!! Their business model is awesome. Customers pack whatever they want in the to-go box and pay their food according to the weight. Check out is fast, food is fresh and all items are clearly marked and well displayed. Customers can pick up breakfast or brunch and be out within 10 min I will definitely come back when I am back to NY.",,,
8,Pamela L.,"Brooklyn, NY",117,26,6,2.0,4/2/2018,"There is no shortage of pay per pound eateries in midtown. It's not easy to make an impact unless you feature  salad, juice, noodle, rice bowl, and roast bars. 'ESSEN is equipped with these yet has managed to be one of the most expensive with poorest quality of service.  I went around 2pm, the eatery wasn't too crowded.  I stopped at the Pho station, caught the attention of one of the cooks and was given the equivalent of ""that's not my job"". Apparently it's also not his job to get the attention of the other cook.  When the Pho man finally came back, he served the guy BEHIND me.  I sat down to eat and there was a 6"" long strip of plastic intangled in the soup, the kind that might be discarded after opening a cigarette box. Never Again.",3,,
9,Laurie P.,"Oakland, CA",146,17,3,1.0,2/20/2018,"If I could give this place negative reviews I would. I just had a very tough 4 days of food poisoning thanks to eating what I'll admit looked like pre-made salads at their salad bar that had sat out way too long. When I just went in to let them know, in hopes it would prompt them to take more care in the future, the employee was hostile towards me and responded with ""how do you expect me to react when you come in here and insult us?""  I responded that I had been trying to do them a courtesy. I had hoped for an apology, and a response that they would likely into it. I entered in a good mood, finally well enough to walk over to let them know, and left crying and yelling. For the sake of public health, Do not eat here!!!!!!!!!!!!!",7,,
10,Yolanda R.,"Houston, TX",138,132,176,5.0,8/20/2018,"One word for this place AMAZING! I ate at this place over 7 times while in New York. They have so many food options. They have everything you would want for breakfast or lunch. They make fresh salads, sandwiches among many options. They are a big pricy and go by weight for the fresh food options. I wish this would open in Houston.",,,
11,Wei V.,"Jersey City, NJ",205,509,2651,4.0,9/3/2017,"This was pretty much my go-to place for getting a salad or a quick lunch. I didn't know before that the custom small salad cost $9 with one protein and unlimited toppings, which was a lot cheaper than the major salad chains. I liked how fresh the ingredients were. There normally had a line though.The food bar offered a variety of options. I finally tried it a few weeks ago, which wasn't bad at all.There were other stations like the noodle and sandwich stations. I definitely will give them a try one day.",3,,
12,Steven K.,"New York, NY",9,20,0,1.0,7/20/2018,"I was a regular customer...yep WAS a regular customer...My salad was overpriced by one dollar. I didn't see it until after I paid - incidentally, they throw the tiny receipt into the bottom of your bag, probably so you don't see how much they overcharge you until after you leave. So, I went back to the salad bar to ask the guy why I was overpriced. He explained to me that I ordered two dairy items and they charge a dollar for more than one. It would have been nice if the person who took my order had explained that to me beforehand. They seem to omit a lot of price information on their boards. I wanted to be polite so I told the man ""I understand, thank you for clearing it up for me!"". He then gave me the rudest look you would have thought I had insulted him. The cashiers are always rude so thats not a surprise. Yup, never going back there again...",1,,
13,David R.,"Long Island, NY",53,23,4,1.0,8/20/2018,"Worst customer service ever.  Its 2pm, salad bar has no more chicken.Ask the guy if he can throw in some shrimp, tells me that would be extra.  Don't get it.  How can they have no chicken left?  That place has chicken at every station!  I Tell cashiers if they take off from price since no meat available.  No.    Awful service. WAY to many options for lunch to give them my money.",,,
