,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Tanesha J.,"Bronx, NY",446,46,247,4.0,10/23/2018,"Had a nice time at the Sugar Factory. The drinks are always on point. Was slightly disappointed at the time it took to get my food. After 30 minutes had passed, I had to alert the waiter and ask him about our order. Was really disappointed that it was cold after waiting 40 minutes for it. I do understand that it was really packed but cold food is unacceptable. The garlic butter on the steak made it flavorful so it was still enjoyable. Cold fries suck. I ate a few but wasn't that enthused.Overall the atmosphere, the service, and drinks were good. I would go again and give them another try because there were a few items on the menu I would like to try.I had a good night out...",1,,
1,Lynn V.,"New York, NY",21,82,26,2.0,11/9/2018,"My boyfriend took me here to celebrate my birthday. Much like many other parties here. They bring out a nice dessert and sing a fun cheery song to you. He made a reservation and we still had to wait about 20 minutes before we got seated. This place is packed because of all the hype of the celebration.The food was meh, it was more of the ambiance of the place. The big dragon breath drinks was made for instagram and snapchat, so if that's your thing, then definitely check this place out. The drink itself was definitely cold. It was fun just to try it. We both got a burger and it was meh. I asked for medium and it was rare. Burger was quite disappointing. Price for the food was too much. It really just is a place to go to get the photo and video of the drink when the waiter pours it. Overpriced and just all hype. It was an interesting experience, but probably only worth one visit in your lifetime.",,,
2,Esther Z.,"REGO PARK, NY",0,19,1,1.0,11/1/2018,"Disappointing.Food: will 100% find better quality in the dumpster next door. Over cooked pasta that looked like soup because of the amount of sauce. Salad with unwashed lettuce and tomatoes. ($20 salad resembling McDonald's salad btw) Drinks: $38 bucks for 1 generic alcohol shot in a sugar filled goblet drink. (They charge even more if you want tequila) Service: Slow. Waited about 20 minutes for all of our drinks to come out, kind you at all different times. Impossible to track down your waiter. Manager seems like he's in over his head with all that's going wrong. If you're already expecting to spend this much on a night out, go to STK or literally any other restaurant on the blocks surrounding it.",,,
3,Paul H.,"North York, Canada",28,113,71,3.0,11/16/2018,"Go for the dessert not the mains.  The atmosphere is fun and lively but things do not move fast.  Our groups mains came out cold and not correct.  The staff did everything to correct the problem so big cudos for that.  That is the only reason why I am giving this place 3 stars.  As mentioned above, the star of the show was the dessert.",1,1,
4,Apephanie P.,"Philadelphia, PA",159,192,890,4.0,10/14/2018,This location is a lot smaller than I imagined. I'm glad we came the time we did because I can tell it will get very loud with screaming children. Service was good and fast. We had reservations and was seated right away. We even ran into a reality tv celebrity which was Awesome! Dreamdoll was super sweet and willing to take a picture with us even though she was in a business meeting (if I would have known that I wouldn't of bothered her)Appetizer came out quick and Hot. Entree's came out not too long after. We were probably only seated about an hour. The smoking drink is definitely just for show & not worth the price. They say it's 64 oz with 8 shots of liquor in it. That's the smallest 64oz I've ever seen and 8shots my butt. All I did taste was sweetness from whatever sugary stuff they put in itWould I return yes to try another dish but I wouldn't get that $40 drink again.,3,1,2
5,Petrina R.,"Brooklyn, NY",116,146,714,2.0,"10/21/2018
            





Updated review","My besties 10 year old daughter called me to ask if I could please help organize her birthday dinner at SUGAR FACTORY - I was honored.  I wanted to make her happy. She asked that I make reservations for 11 of her closes friends and family to meet to celebrate around 630pm. I was so excited to do it again. (3rd visit) Yet, there were a great deal of hiccups that had to be brought to mention. 1. Waitress- KIMBERLY spilled waffle syrup all over the birthday girls clothing. Kim was reaching over to place it on the table but rushed and flung it. The plate tipped and both syrups for the chicken and waffles ruined her dress and PINK coat.  She cried when we couldn't get it cleaned.2. When we received the birthday girls ice cream platter it had a hair in the vanilla ice cream. Yuck!3. To make matters worse...while tallying the bill the waitress - Kimberly decided to re-light the candles on the table and the napkin started to go up in flames when we moved a plate to make room for  our left over containers. Chris the manager immediately came to the rescue. He was pissed but I was not at fault. Why would a waitress light candles while we're still seated and getting ready to leave?Now these are too big of hiccups for me to discuss the taste of the food. The kids and adults were no longer excited after the BIRTHDAY girls clothes got ruined and the hair in the ice cream. We felt  the waitress was in to much of a hurry and that caused all the mishaps, well except for the long brown hair in the vanilla ice cream. Chris was very overwhelmed with everything and gave us the birthday cake with hair for free and a lollipop! The bill was $459.00 we paid and left not feeling pleased about the service we received. We came, we ate, WE will not be doing it again. Thanks but NO THANKS!",,,
6,Gustavo F.,"Union City, NJ",102,91,423,4.0,"10/4/2018
            





Updated review","This was deff my first time here!Was it a cool place? Yes.Was it well lit? For sure.Large variety of drinks? DeffLarge variety of food? I would say so.Drinks unique? Yea they are candy themed, so they are sweet. They bring you the big goblet out and then pour the drink in it and it starts bubbling and smoking! That was so cool lol 60oz drink! The food wasn't all that to be honest. I guess you can come here for the specialty drinks!If it's your birthday boooooyyyy to they hype it up! It was actually pretty dam cool lolThe floors tho were very slippery. I had to walk carefully. Even the bathroom the floors were slippery lol Bathrooms are neutral so don't look for a Mans or Woman's door. I also did want to mention that the waiter Earnest was super dope! Really friendly dude! Had a lot of energy! So much so I told him he needed to be around for my birthday hahaha he brought a lot of energy on to the floor which is really great! He deff needs some recognition.",2,2,3
7,Onvara A.,"Cary, NC",30,311,594,2.0,10/10/2018,"I was pretty excited to try out Sugar Factory but left feeling disappointed.Service is really poor and food is pricey and unremarkable.Each goblet is $36. We got the Fuzzy Peach Mango goblet which came with gummy penguins. It was cool seeing the fog effect with the dry ice when they poured the drink, but other than that I would say it's not worth it. We couldn't taste any alcohol in the drink at all, it was really really sugary, and the gummy penguins were so frozen we couldn't even eat them.Service is also very poor. We also ordered a crepe, but our waiter never brought our order out after 45 minutes of waiting. We ended up cancelling our order. He also never checked up on us or gave us cups of water, but we noticed that tables around us had all gotten water.Atmosphere is pretty good if you're looking for a night out or birthday celebration - music is very loud and pregame material.",,1,
8,Lisa C.,"Elmhurst, Queens, NY",36,224,353,4.0,10/10/2018,"A fun place to go for drinks with friends. They serve food too, but the drinks are the centerpiece of this place. They are fun to look at with the gummy candies mixed in and the dry ice overflowing out of the cup. They are also HUGE, which make them great for sharing. Each giant drink is about $36.My favorite was the ""Hot & Wild Spicey 305 Pineapple"" (designed by Pitbull!) The jalapeno and blended chipotle pineapples helped to balance out the sweetness of the drink. Wasn't super spicy but definitely had a nice kick. Also, those spicy chili pepper gummies that are in the drink are AMAZING! Didn't even know those things existed and I thought I was a gummy expert! They don't sell them in their storefront (meatpacking location), but our waitress hooked us up with quite a few pieces in a to-go bag. Apparently, they don't really sell them because the gummies aren't super popular (not sure why though- seriously, if you're into sweet & spicy things, you MUST try these chili gummies). Note: Many people were celebrating a birthday (except for me and my friend)... so every 10 minutes or so, the servers would come out singing Happy Birthday. If you splurged on a fancier dessert, they would shut off the lights and blast some music (as if you're in a club) before singing you Happy Birthday. Just wanted to point that out since some people might find this annoying.",,,
9,Wildary C.,"New York, NY",199,92,267,5.0,"8/30/2018
            





Updated review","My third review and probably my fifth or sixth visit to Sugar Factory...Like I said the first and second time, cannot complaint about the food or the prices. Servings are still HUGE and food is delicious. We ended up here on Saturday after taking a walk through the High Line, came with my partner as usual, my sister, her boyfriend and the bf's brother.Fifth or sixth visit and still, cannot complain about the service. The waiters are THE BEST. Always accommodating, they suggest drinks and food based on what you tell them you like. This particular time we had an issue and was quickly resolved by the manager, who didn't even have to... but again, they are soooo attentive. I will explain what happened: my partner and my sister's partner ordered the *Berry Bliss Goblet* but they did not like the taste of it, I called the waiter and explained to him what they ordered and the fact that they did not like it and he saw that they had not taken more than one sip, because the goblet was completely full so the attentive Dame (our waiter) spoke to the manager and he came to us and said he would exchange the drink for another one at no cost. Isn't this awesome!!?? They decided for the Lollipop Passion Goblet.Since it was Saturday night, the place was packed. I made a reservation when we were walking on the HL 'cause I already knew how packed it gets, specially on weekend nights. We waited less than 10 minutes, due to we got there before our reservation time and still they seated us in a huge table right after 9 minuted passed.Every time I come to SF, I go home DRUNK af, this was the first time I did not have any alcohol due to health concerns and decided to (FINALLY) try one of their shakes. I ordered their famous and delicious *Tie Dye Milkshake*, which we thought was going to be super sweet due to the ingredients in it but it came as a surprise the fact that although it is decorated with all these sweets, the actual shake is great-not sweet at all, and makes a great balance with the cotton candy and the skittles and the chocolate that decor the glass. It's my boo's birthday tomorrow so Dame was attentive enough to also bring chocolate cake and sing HBD for him. I keep recommending this place, specially if you have kids not too young, or you want to go to a rocking restaurant with crazy drinks and delicious cheap food. The ambiance is great, and the service is even better.",2,2,2
