,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Yan T.,"Manhattan, NY",2501,1708,228,5.0,11/19/2018,"Shuka is the greatest Israeli/Mediterranean restaurant since 12 Chairs. And after a recent visit with a party of friends for brunch, I would contend that it complements, rather than competes with, the longer tenured restaurant just a few doors down. And while 12 Chairs has a strong Eastern European influence on the menu, Shuka's culinary DNA is squarely Mediterranean and Middle Eastern.Our brunch was a real knockout. The big surprise was the Beet Tzatziki appetizer. I grew up eating beets but rarely found beet-heavy dishes inspiring. This one was a hit, so much so we ordered seconds. The house labne  was also good.All the mains are tantalizing, inviting thoughts of family-style sharing. Tunisian Breakfast spoke to me that morning (lamb merguez sausage, fried eggs, muhamarra dip, cucumber, and oil), but I still had gluttinous thoughts of the spit-roasted shawarma, smoked shuka, and even chocolate babka French toast. So many reasons to return.Pro Tip: Shuka gets hella busy during peak brunch times, but group reservations are quick and easy on OpenTable.",1,,1
1,Bridget P.,"West Babylon, NY",90,84,128,4.0,11/17/2018,"Food was very good. We came here for a birthday dinner and started with the labna and falafel. I loved the labna but didn't love the spice on the falafel but that's just personal taste. Other members of the party thought it was great. We ordered four different kebabs to share: steak, chicken, shrimp and chicken sausage. The chicken and steak were clear favorites. Each came with pita bread and a salad. My only disappointment was that we told the hostess that it was a birthday party and she said she made a note and would put a candle in the dessert. Unfortunately that never happened.",,,
2,Anitha K.,"Manhattan, NY",373,151,269,5.0,"11/16/2018
            





Updated review","Went to Shuka again but this time for dinner and it was even better! We really liked the fried halomi, beet tzatziki and the chicken kebabs (the chicken was cooked perfectly and super flavorful!) Sat in the back this time and the decor was super cute. Will be back soon!",3,2,3
3,Al L.,"Miami Beach, FL",324,361,1507,3.0,11/6/2018,"I came here after being recommended by a friend and I was a bit disappointed the food as it did not live up to my expectation. Here is the breakdown:Decor/ ambiance - plus Very unique and such a charming restaurant from a decor and a vibe standpoint. Very nice wall decoration details, the feel of the color choice of the walls and overall clean, light in a romantic setting but yet perfect for small group gathering. Definitely a fan. Food- did not live up for the expectation I was a bit disappointed with the food here. We were some appetizers to start with some spreads and cheese. It started well, I like it, I wasn't blown away. Then I went to order my lamb skewers and was a bit disappointed. It was average but definitely not worth the pricing. We debated ordering the chef's choice and leaving it to the restaurant and we decided not to go with it. But that option is available if you want to try a little bit of everything. Service - averageThe waiter was ok, not rude but also lacked that sense of urgency or attentiveness that we expected. Overall Too much hype but it did not live to what I expected",4,1,2
4,Scott O.,"Needham, MA",12,94,95,5.0,11/15/2018,"This is a great place! Unique items like the pistachio feta dip (you must order this), very reasonable price s for the city, and friendly staff. In fact in most NYC places I feel like they push you out as fast as you finish eating but I never got that feeling here. I got mixed plate with chicken and steak kabobs. The steak was much better but the chicken was good too.",,,
5,Jennifer R.,"New York, NY",418,354,3232,4.0,9/27/2018,"The short: super cute Mediterranean spot with really delicious food, incredible service, and a warm ambience. The longer: I've now been here twice and have enjoyed my experiences and meals immensely. I came during lunch for a business meeting. We were given a corner booth area near the door. I had a French Chardonnay and my colleague had a cocktail- both were delicious. We shared the beet yogurt dip and fried halloumi (FAB), and I ordered the chicken kebab skewer as a lunch entree. My chicken was a smidge over cooked, but the side kale salad, all the apps, the drinks & the service made for a really great experience. I'd recommend definitely trying their dips and the fried halloumi! Worth noting: the tables are extremely close together, so it can get a little noisy or distracting if you're trying to have a productive business meeting.",3,2,3
6,Kris L.,"Philadelphia, PA",354,829,714,4.0,11/10/2018,"LOVES:Ambiance: relaxed, welcoming, and polishedChicken SchwarmaBeet tzatzikiFried CauliflowerPitaLIKESZaatar friesOKAYLabneGolden ricePrices reasonable, adorable atmosphere, great service from the host to the wait staff! Will be back!",,,
7,Chris K.,"New York, NY",211,32,44,4.0,11/11/2018,"Friends and I wanted to grab Saturday brunch and decided to try Shuka for the first time. The atmosphere was definitely on point and we had excellent service. The food is okay, I wouldn't rave about it since it wasn't really that special.One of my friends ordered a Brunch Bowl and it was just a fancy salad, so no source of protein at all besides the eggs and nuts. But, the poached eggs I ordered was pretty good. It had pork belly as well, so it's a pretty heavy dish.",,,
8,Cri C.,"New York, NY",271,221,1526,4.0,10/5/2018,"I came here last night with a friend. I'm vegetarian, she eats everything but cheese and decided to go vegetarian for the evening.We ordered:* falafel* squash hummus with pita bread* olives* Yukon potatoes (sans feta)* fattoush salad (kept the haloumi in for me)She ordered a white wine and I got the Valletta cocktail. It is essentially a fancy gin & tonic with frozen concord grapes and rosemary. It comes so that you can mix it yourself and fabulously presented - the gin is in a fish shaped flask (mad points for Instagram potential).We really enjoyed all the dishes and the food went well together. If I had to choose a favorite dish it would probably be the fattoush salad (and I got to eat all the haloumi). It was very fresh and the dressing was great. Also loved the sauce that came with the potatoes, and that the falafels were crispy but still nice and moist on the inside. I like the squash hummus as well, probably bordering on a little sweet for me to eat all the time, but it complimented here.The vibe of the restaurant was great. It was dimly lit, completely bumping and felt very trendy. There was a front section with tables and a bar that looked out onto the street, a middle room (where we sat) and an enclosed back patio section. Really nice décor in keeping with the Mediterranean theme. I really enjoyed the music as well - they were playing a lot of Stevie Wonder, Lee Fields, Ray Charles and etc. My friend and I concluded it would probably be a tad loud for a first date considering the music volume, and that the seats were quite close together. But it would be a nice place for a later date, birthday, celebration or catch up with friends.I was also very happy with our server. He was friendly, attentive and sincere; available without being too pushy, able to accommodate dietary needs on the menu and generally looked pretty happy to be working there (which is also nice). On that note, so did all the other staff. At least five of them said goodbye to us when we were leaving.Tip - definitely make a reservation. They are booked out by the weekend (as I previously discovered) and even on a Thursday night it was totally packed until about 10:30pm.I'd happily come back anytime.",,,
9,Tran T.,"Long Island, NY",169,173,98,3.0,10/31/2018,"If you're going to name your restaurant after a dish, you better best deliver! The shakshuka here is super disappointing. Cute space and good vibes here, but that's about it. The only redeeming part of our brunch was the labneh dip and pita. Even the mint tea service I ordered was subpar. We ate at the bar and the bartenders were all friendly, but they didn't seem too knowledgeable about what they have stocked. My friend asked a question about one of their premium whiskeys and she replies, ""I'm not sure""... but didn't bother to find out the answer?! That was off-putting. When our shakshuka arrived, it was piping hot and looked delicious but tasted quite bland and extremely under seasoned. The bread that came with it was good at least.... I guess. Not sure where the disconnect or hype is about because I wouldn't even classify their version as mediocre.",,,
10,Abul R.,"Brooklyn, NY",51,293,148,3.0,9/15/2018,Beautiful space. Good service.But the food was lacking something. Can't exactly say what. Good but not there yet to great. And if you're charging these prices it should be amazing.,,,
11,Trisa T.,"New York, NY",199,402,586,4.0,8/30/2018,"I loved everything about Shuka -- the food, the ambiance, the decor! Came here for dinner on a weeknight on reservations we made same day. The restaurant itself is really cute and much larger than it looks. The front main area - which includes a combination of bar seating and regular tables - has doors that open up, which is so nice in the summer (when it's too hot and humid to go somewhere with outdoor seating, but you want to enjoy the summer air). There's also an entire section in the back that's decorated like a chic Mediterranian summer home. We tried the fava hummus, the falafel, and shared the chicken shawarma plate. I also tried the watermelon haifa. Our waitress said that we were a little light on food -- but it was more than enough for the two of us! We had a hard time finishing. Everything was so tasty and good!! 5-star food. The drinks were only OK, and not worth the price tag.Service was good but nothing spectacular; and we were asked to move to a shared table (which wasn't a big deal) after our hostess apparently sat us in the wrong section.Overall, delicious spot! Will definitely come back to try their brunch!",1,,2
12,Anna K.,"New York, NY",8,67,12,5.0,11/15/2018,What a nice find!  My friends and I came here for brunch on a Saturday - we made reservations but surprisingly it was not packed at 11-11:30am.  Things did start filling up by 12-12:30pm.The food was great - we shared a Feta Pistachio dip served with Pita - to be fair I didn't really enjoy it but my friends did.I had the Shakshuka and it was delicious.  I also ordered the Turkish cold brew which was a pleasant surprise - we ended all drinking it because it was a pretty big cup.Will come again!,,,
