,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Richard L.,"Queens, NY",825,717,14,5.0,10/25/2018,"I'll definitely come back here for a super cool sexy lounge to take someone to impress them with my knowledge of seemingly secret speakeasy joints in the city.  So what is this place?  It's a bar/lounge that feels super exclusive with its somewhat secluded group seating areas.  It's grand without feeling over the top, showing an antique chic decor that still feels modern.You walk in and are greeted by a young lady who walks you to the bar while she gets a spot ready for you to sit.  The bartenders are amazing, they are almost clairvoyant in their way they make drinks specifically for you if you don't want something off the menu and their drinks are awesome.  I'd want this place to stay open, but i don't want it to get crowded and presumptuous.  But definitely give this place a shot!",2,,1
1,Jen L.,"Cypress, CA",387,320,607,4.0,10/30/2018,"We initially had a little trouble finding this place - we ended up in a hotel/hostel where the attendant informed us the entrance was the black door next door. Except it wasn't...confusingly enough, there are two black doors right next to each other, and we wasted a good 10 minutes trying to force our way into the wrong one lol. We eventually figured it out. You ring the buzzer and wait for the hostess to come greet you. We were seated pretty much right away. The seating arrangements were pretty interesting - you either sit at the bar or in one of the couches facing each other. It was a little awkward because we were directly seated across another couple with only a small table to separate us. But other than that, I liked the intimate and cozy vibe. Cocktails were good and strong (at least the ones we tried). It was refreshing to be able to have a conversation without loud music blaring, which is one of my bar pet peeves. Out of every ""speakeasy"" I've been to, this bar felt the most authentic - like I've been transported back to the Prohibition era. P.S. Take a look @ the bathroom wallpaper for a nice surprise.",4,1,2
2,John S.,"San Diego, CA",2642,199,1121,3.0,10/30/2018,"One of many speakeasies in Manhattan... this one is located on kind of a sketchy street where not very many other businesses are. I do like the fact that it's kinda easy to miss, just like a real speakeasy would. Go into door 48 and walk down the steps. Walking into the speakeasy, I LOVE how dark it is in there! It was probably one of the darkest bars I've ever been in, which makes for great intimate conversation. The bar wasn't that crowded, but for some reason they sat us at a table with two other people... so that intimate vibe quickly went away. We were now so close in proximity to other people, that they could hear our conversation and vice versa. The whole pulling the chord on the wall for service sounded like it would be a great idea if it didn't take 10 minutes to respond. Our server rarely checked on us and when we did finally order drinks... it literally took 25 mins to get them. To wait that long for a $17, it had better be the best drink I've ever had. NOPE! My drink tasted like someone poured dish soap into it. I actually couldn't finish it. We immediately wanted to leave, so we pulled the chord to get our check. That was another 15 minute process. I love the location, the dark ambience was great, and the decor was on point. The proximity we were to other people, the long wait times, and the awful tasting expensive drinks are what would make me not recommend this place. It has a ton of potential but needs to go a long way to meet it. 3/5 Stars for unfulfilled potential but great ambience.",18,9,18
3,Sean W.,"New York, NY",3,329,483,5.0,10/12/2018,"Raines law room is a speak easy in midtown. They serve a variety of pricy, quality, and potent cocktails, as well as some wines and beers.Service is very quick, responsive, and helpful with recommending drinks. The venue is quiet and dark, with several curtained booths for large parties, as well as a bar and a few couches. It's a good date spot.  You might want a reservation if you don't want to wait. Ordered",2,,
4,Anna W.,"Asbury Park, NJ",3,14,4,5.0,11/19/2018,"Great cool atmosphere, everyone was super friendly, and great drinks! Was fun to stand at bar and watch the bartenders do their magic! Bummer we could never sit down though because the areas were ""reserved"" even though no one came while we were there. Definitely recommend a reservation",,,
5,Maria V.,"Jersey City, NJ",1726,624,4345,5.0,6/26/2018,"I loved this bar/speakeasy.We decided to check this place out on the spur of the moment. You enter thru the unmarked door and walk down the stairs . Ring the doorbell. Someone will greet you and let you know how long the wait is. It took about 15mins for us. Once you enter- its like you enter into the Prohibition Era. It's dark and cozy. Seating is plush and comfortableYou call your waitress/waiter via a chain you pull on the way to light up the assistance button. Staff is very knowledgeable and on their cocktail game for sure. They made me want to touch up on some cocktail lingo and terminology! Benjamin was awesome - he helped us find something perfect to order. I got the ""crimson fix"" and it was delicious!  Others got the "" Rebel Isle"" , the Manhattan and something that the bartender made up .... and everyone LOVED their drinks. The bathroom is small but quaint except the the wall paper design that is you look closely- it imaging having sex in different positions lol. See photos Drinks are pricey $16 but they are delicious well made drinks. If you come with a larger group on like 4-6 , you would most likely be seated in these little areas that have curtains for more privacy. It looks cool and intimate :) Will definitely be back again",17,5,13
6,Sabrina L.,"New York, NY",212,141,281,5.0,9/17/2018,Love this speakeasy. Had a blast with my friends here last weekend. You start by ringing the doorbell and waiting for someone to open the door. We put our name on the waitlist and was promptly called when they had space avail for us. When you walk in it looks like you are transported back in time of great gastby. Loved the decor! They had a table ready for us and to call someone over you pull the chain under the doorbell. The drinks were delicious. And the staff was friendly. We stayed there for hours hanging out and chatting. I would definitely come back again!,5,,
7,John D.,"New York, NY",97,230,215,5.0,8/21/2018,"One of the coolest places I've been in a while. Hidden speakeasy on 17th street. You have to ring the bell to be let in. You're then guided to your own little velvet couch.  It's very intimate and dark. They play old 20's, 30s style music. You have to ring a bell for service and to place your orders. The cocktails are delicious and made well. It's truly like stepping back in time to the roaring 20s.",1,,
8,Tori Z.,"Seattle, WA",8,136,244,5.0,8/13/2018,"Take a step back in time to this speakeasy style bar where the decor is classy and every drink is amazing. I should mention that you'll never get served a drink if you don't hear you waiter give instructions. It took us a while to realize you have to push a button on the other side of the table where another couple is to get the waiter to come and take our drinks. If you do know that though, this is one of the coolest and best bars. The perfect spot for a quiet date night.",1,1,
9,Kay W.,"New York, NY",1,161,10,3.0,8/2/2018,Made reservations for a Monday night. It was easy to do and we were seated promptly. It was just the two of us so we had to share a section with another couple. I can't say I loved it. That couple was on a hot and heavy date- I won't give the play by play- and the cozy ambience of RL made the two of them all the more comfy. I just wanted a nice night of sipping on well-made cocktails w crystal clear ice. -- The ice here is beautiful by the way. Super clear. You can see into a parallel dimension when you gaze into one of their cubes. Beautiful. Anyone. Quiet. Dark. Saucy wallpaper. Decent cocktails. Pricey in the way cocktail bars and speakeasies are. It was fine. Didn't know we'd have to share a space. Would have preferred to sit at the bar or gone elsewhere.,2,,
10,Yelena M.,"Manhattan, NY",0,9,7,5.0,11/16/2018,"Exceptional cocktails , sexy ambiance and a well structured waiting list system. Cannot complain, some of the best drinks I ever had,. Yes we waited 45Minutes, but the waiting list was legitimate and the host was very professional",,,
11,Mahsa T.,"New York, NY",981,879,724,4.0,3/6/2018,"Nice ambiance. Hidden speakeasy. Down the stairs to an unmarked door...ring the doorbell...best to have a reservation. Greeted at the door. A bit overhyped but worth a visit. Romantic mood lighting, comfy couches, antique decor. Cocktails are expertly made and beautifully presented. I had a sherry and coconut cocktail which was just the right amount of sweet and delicious.There's a small bar in back, standing only. The place itself is small and while romantic, if you're a party of two you'll be sitting communal style, sharing your space and table with two perfect strangers. Casual dress. Minus one star for the inattentive, uninterested, less than enthused waitress.",4,,5
12,Selena Y.,"Jersey City, NJ",105,422,1424,4.0,3/14/2018,"What a classy speakeasy! One step inside and you feel like you've been transported to the Prohibition era - the lighting is dim, the decor is vintage, and the whole vibe feels romantic and intimate.Although the speakeasy isn't exactly hidden (especially during the winter with the vestibule outside), it was still fun ringing the doorbell in anticipation. My friends and I came by around 5:15pm on a Tuesday and had no problems getting a table for four. By around 6/6:30pm, the place was packed!Drinks here were both interesting and delicious; all were around $16 each, which is a tad pricey but you're also paying for the experience. To get your server's attention, all you need to do is pull the chain on the call button and your server will come over almost immediately.Throughout the night we never felt rushed and the bar never felt overly crowded. Our waitress was also so sweet and accommodating! Really loved the atmosphere here - it's perfect for a dinner date or just a nice spot for a few drinks with friends.",1,,
13,German M.,"Miami, FL",733,247,1489,4.0,1/8/2018,"I visited without a reservation on a Friday and had to wait 20 minutes to be seated. The waiting area wasn't comfortable as we waited by the chimney (in the back) with 3 other people. However, the wait was worth it because the cocktails were delicious. They do provide a great selection or you may describe your current mood and they will craft something to your liking. Cocktails cost $16.Dim lighting sets the mood for small parties or dates so I would not mind coming back.",10,4,8
14,Yuan S.,"Jamaica, NY",10,24,15,5.0,9/16/2018,"This place is intimidating, dark and amazing! The lovely part is that customers need to ring a doorbell and get on wait list in order to enter into the subterranean space. The wait was approximately 30-45 minuets. But the following 4 hours definitely worth the wait. The quality and subtlety of the cocktails make it likely that you will fall in love of this place. Remember to Pay attention to the details and don't be too surprised at the discovery!",3,,
15,Juliana T.,"Manhattan, NY",207,239,464,5.0,1/3/2018,"Holy smokes, is this place sexy!  I love speakeasies in general and Raines Law Room doesn't disappoint.  I like that it's hidden enough to feel exclusive, but doesn't require you to do anything over-the-top like call a secret telephone number or memorize a password.  Once you locate the front door down a short flight of steps, all you have to do is ring the doorbell and the host will answer.  If you're lucky, you will be led right in to a table.  If (much, much more likely) you are unlucky, your name and number will be taken down and you will be texted when a table is ready.We showed up around 7pm on a Wednesday, when it's first come, first served.  We were told the wait would be 30 minutes.  A little over an hour went by before we got our long-awaited text that our table was ready, and that they would hold our spot for 15 minutes.  Needless to say, we hurried on back.When we arrived the second time that evening, our table actually still wasn't ready, so we were escorted to the bar in the back to wait.  We ordered drinks and stood around for about 10 or so minutes before our table was ready.  The wait didn't bother me because I appreciated that Raines kept the place from becoming overly crowded/noisy, and that patrons were allowed to sit and stay for as long as they liked.  Plus I knew that once my butt hit that couch, I was staying put.The drinks are all very well-made and decently strong.  I love that the menu is organized by flavor profiles; it makes ordering so much simpler.  They do not have a food menu, but they do offer a small snack platter of olives, cheese, and soppressata.  The process of ordering is great; you pull on the little chain on the wall and, like magic, the waitress appears to take your order.  Our particular waitress was great; after we paid our bill, she came around with cocktail shots for us before we left.Love love love, and I'll definitely be back!",7,1,4
16,N And N K.,"New York, NY",7,183,0,4.0,11/2/2018,Went here on a rainy Friday night and waited about 20-25 mins for a table....we requested a booth but were given a 2 chair setup which was nice. Totally understand as the place was packed and as soon as someone left another table walked in. Let me say the drinks here are good and strong but we only got to do 1 round as we had plans for dinner on the LES....the service was good as we were approached 5 mins into settling in and were given ample time or should I say were not bothered throughout the night until we grabbed the wait staffs attention. This place is not an all nighter as no food is available and 2 rounds is more the enough....I only speak for myself....that said we would come again down the road....lose a point as some tapas would have been nice.....,1,,
17,Kangil L.,"Queens, NY",54,14,5,5.0,9/8/2018,"This place is in my top 3 of favorite speaks in the city. It's simple and elegant, with an addictive atmosphere. It can be crowded at times but the layout of the place make it seem like your space is invisible to others. Drinks are on the pricey side. But you definitely get what you pay for. Perfect for date nights and medium group outings.Initially thought I would be there for couple hours but the experience froze time and sped it up to 4 hours. I highly recommend any of their mezcal drinks and try their bar food nibblers.",2,,
