,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Bridget B.,"North Hollywood, Los Angeles, CA",219,272,152,4.0,7/22/2018,"I am giving this review a 4 because the food deserves a 5 and the service deserves a 2-3. We were seated immediately, but our waiter abruptly comes and asks if we are ready, without introducing himself or even saying 'hello.' I also couldn't understand 95% of what he was saying so I opted to just guess what he meant. There was also a man filling waters and when we asked for refills, his face became bitter. I would understand if the place was busy and everyone was running around to provide service to everyone, but it was quite empty.The food on the other hand was delicious. My father and I enjoyed our burgers and fries. They tasted so fresh. My mother ordered the Salmon and she loved that it was odorless and juicy. It came with 2 sides so we chose corn and fries. The corn was a bit dull and tasted like it has been sitting in the water for a long time. My brother ordered the club sandwich and he enjoyed it as well. I took a bite of the bacon from his sandwich and it was as crispy as a potato chip. For a family of 4, we spent about $65. When you are patient, you can dine for cheap in NY! Do not be intimidated by trying something different and new!",2,2,2
1,Annzie A.,"Fairfax, VA",107,200,1864,2.0,"11/16/2018
            





Updated review","This diner is directly across from the bus stop, which is the only reason we stopped in. This was our second visit. The place still looks the same....old and dirty. The lady at the cash register....I guess she ""greets"" and seats???? Well, she seems to be grumpy and lacking words.Our server was prompt, quick with greeting us (even before we sat down!), taking the order, bringing the food and packing the food. The food itself was average, so this time I stuck with a plain bagel and coffee. The cakes in the display look good at first, but also appear to have been in there for a while.",3,1,2
2,Pooja M.,"Fremont, CA",528,258,1050,2.0,10/9/2018,"I really wanted to like Skylight Diner because of all the amazing items they have on their brunch menu, and diner food can feel so homey which is nice to have in a city like NYC that has posh and trendy food sprawled throughout the city.Our party of six waited more than half an hour for our food to arrive, and while I understand that Sunday brunch is a busy time for restaurants, we could see other patrons being served their food even though they arrived after us. I was definitely starting to get hangry (and trust me, when I'm hangry, it's bad for everyone!) and wanted to check in with our server about the food, but unfortunately, no one ever came to check up on us during our service while we were waiting for our food.And even when the food finally did arrive, a lot of the order was messed up - we were served the wrong pancakes, there was a missing side of bacon, a missing side of toast, etc. It was incredibly frustrating to first have to wait for a long time for our food to arrive and then when it did arrive, it was not even correct. And to make matters worse, the food was incredibly mediocre. I ordered the Salmon benedict, which is one of my favorite brunch menu items, but unfortunately, the lox that was served with my benedict was way too salty and the English muffin was hard to cut into. I ended up leaving it half eaten which is a shame, because I really hate wasting food. My experience at Skylight Diner left much to be desired, and the only saving grace I think was the great company I was with. I unfortunately do not think I will be making a return trip.",3,1,1
3,Sunshine S.,"Manhattan, NY",0,13,1,1.0,9/9/2018,"I just found a one-star review about Jose on the first page here and this is about him as well. I live just a few blocks away from this diner so I occasionally ordered food via Seamless or take-out. Most of the time, the experience wasn't enjoyable but it was still tolerable. Today i came here to pick up my waffle and sausages for my Sunday breakfast and Jose was already irritated by something when I got there. He asked me what I ordered like a NYPD or something... and again got irritated cause i added a sentence that I already ordered on the phone. He put my waffle, butter and syrup on the counter so hard with a disgusting attitude but it was still okay for me until i realized he missed a fork and knife.So i came back to ask those and he threw me this attitude again insisting he already put it. What's the point of his madness? I believe he needs some therapy...or something. So i had to open the brown paper bag again to prove that i am innocent. The other guy next to him tried to give me folk and knife and finally Jose put those on the counter(not to me) throwing all the anger and rudeness. There were quite many people  and I felt almost insulted by this guy. I asked the lady behind the counter ""where is the manager?"" and she told me manager is not here and Jose got mad because she was messed with two people already...? What does that mean? She sounded like... There are reasons on his rudeness so i have to understand him...? Oh also she added ""anyway you got the fork and knife?"" so what's a problem?  This place is just so stupid and they literally ruined my weekend morning. I won't never come back. I found most of the customers here were tourists. if you're local you'll definitely have a bad experience at some point just like me(before i left this review my yelp reviews were all five stars).",1,,
4,Carrie P.,"Troy, MI",3,70,4,5.0,9/23/2018,Really great milkshakes and egg creams.  Traditional diner with all day breakfast.  Service was fast and friendly.    Would definitely recommend.,1,,
5,Darya S.,"Manhattan, NY",918,1898,816,1.0,6/22/2018,"Before visiting, I thought the other one-star reviews were being harsh, because how bad could a diner in the heart of New York be? But no, there is nothing redeeming about this one. What made my jaw drop was the service. I'd asked for our food to go, and Jose, the server, literally rolled his eyes at me, scoffed, and got mad for my request, even though more than half of my dish was left and 99% of my friend's meal was as well. He took it, threw it into a plastic container while angrily cursing at me under his breath, and threw it in front of me, like I was the biggest annoyance of his life. Who does this? It's part of your job to prepare food to go if the patron asks. He was so mad at me that I felt the need to say, ""thanks, sorry about that,"" even though I had nothing to apologize for. Then, trying to be understanding, I asked the hostess if everything was okay with Jose and if I shouldn't have asked him for my food to go, and she merely responded, ""he's busy."" This left me with the worst impression. I had also gotten there earlier than my friend and scouted out two seats by the counter so we could be by the one TV they have and watch a World Cup game. I kept getting asked for my order (as in every thirty seconds), and I kept letting them know that I'm waiting for someone and that it'd just be a few more minutes. They were visibly annoyed with me, even though the diner was halfway empty and I wasn't taking up anyone else's space. I've never felt so unwelcome somewhere. As for the food, it was fully tasteless and the coffee was nothing to rave about. To start, I got the Mediterranean omelette and the iced coffee. My friend got the eggs and bacon, which he maybe took a bite out of. My omelette was a waste of an omelette. I didn't taste any of the ingredients. It was hardly edible. You can replace the potatoes for fruit for a fee, which I did, and that was the highlight of my breakfast here. The iced coffee tasted cheap, like water. A Starbucks breakfast, with the soccer game on my phone instead of on a TV, would've been better. Go figure.",10,3,3
6,Elvis L.,"Stone Ridge, VA",70,276,242,4.0,3/17/2018,Much better than iHop in my opinion. Traveled from VA to NYC over the weekend and found this nice little dinner around the corner where I stayed. Service was great and the food was good! Wasn't expecting much but this definitely exceed my expectation for a little dinner. Would definitely come back and try out their other items on the menu. If you don't know what to eat. Come here!,,,
7,Tom G.,"Portsmouth, NH",0,20,5,5.0,"11/9/2018
            





Updated review","I have reviewed this diner previously, but when I come to NYC (which isn't often), I always end up here. As diners go, this is a top echelon. Great variety on the menu. Came with my wife this time (previously only on business), and she liked it too. The cooks get the over easy eggs perfect, the coffee mug is always full, and the ambiance is bright and cheerful- great for the morning!  Service is efficient and attentive but never feel rushed. I am sure I will be back again!",,,
8,Christine F.,"Playa del Rey, CA",84,185,449,3.0,2/23/2018,"I made a mistake coming here. The food is bland, and dry. It's not worth any single penny.However I'm impressed about the service here. Mywaitress is very nice and polite, as well was the other staff that I dealt with. It's fast service too. That's why I give them three stars because of the service, but the food sucks.",,,
9,Jason R.,"Manhattan, NY",0,19,7,1.0,11/10/2018,"Let's just call it what it is; ""The Not Ready for New York Diner"". Slow service, cold and underdone food, waitstaff who don't know enough to refill coffee. This might fly in some podunk town, but not Manhattan.",,,
