,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Rachel K.,"New York, NY",291,11,427,5.0,"8/31/2018
            





Updated review","Oh. My. Glob.... Talk about going waaaay over expectations. So I'm one of those people that's trying to be healthier and eat more wholesome foods. I've been doing a good job of staying away from my usual orders (like burgers, fries, steak, chicken fingers, pasta, sandwiches, onion rings *cue Homer Simpson drool sound* ...wait what were we talking about....oh yeah, right). Anyways... I got out of work late and just wanted to grab a quick bite to eat, but because I'm trying to be ""healthy"", my late dinner had to be something along the lines of a salad or at least protein with veggies. After a quick search on Yelp I found this hole in the wall. When you walk in there is the counter, a tiny narrow space and the wall. It was also dimly lit and looked like they could use renovations, but that's not important. I ordered the lite delight salad and honestly I was just expecting lettuce and frozen chicken. Boy, do I feel like an idiot for judging a book by it's cover. I mean the photo I took speaks for itself. I ended up getting this monster of a salad with fresh ingredients (including hot, fresh off the grill cooked chicken that was somehow not oily but not dry).They have seating in the back if you're too hungry to take your food to go (which is exactly what I did). Not a lot of space but the food is phenomenal. I will definitely be returning to see how good their other salads are!",,,
1,Caroline Y.,"Brooklyn, Brooklyn, NY",92,66,17,4.0,8/29/2018,"Love this place - the perfect little deli shop to grab a good sammie during your lunch break if you work in the area. They are very quick to make your food and have a ton of different options. Everything is very fresh and also vegetarian friendly!! My personal favorites are the spicy veggie on pita and the veggie burger, and I can also never pass up one of those big chocolate chip cookies",,,
2,Lisa G.,"Port Chester, NY",37,3,5,5.0,8/11/2018,"The problem with Yelp is people like the ones on here that give LD one stars. That's actually ridiculous. Let's start with those that don't like the ""ambience"" or think it's a ""dump"" - this is a deli on Houston that charges fair prices and probably has exorbitant rent. So if they don't have the money to renovate it, who cares?! It's a DELI for grab and go sandwiches, salads, smoothies, etc. Does the decor even matter? No it doesnt. More importantly, the food is awesome. We eat here at least once a week, it's by far our favorite place to get a sandwich in NYC. If you don't like the food, you're ordering the wrong things. Get the Thai sweet chicken wrap or chicken deluxe wrap (add jalapeños) and trust me, you'll keep going back. Note: I must feel strongly about this since i don't write Yelp reviews ever but was astonished to see some of the other reviews.",2,,
3,Kendra C.,"New York, NY",51,170,469,4.0,12/3/2017,"Narrow place on Houston, came here for a quick bite. Pleasant enough service, there's even a few tables in the back. I ordered the bulgolgi rice bowl for $8. Cooked on the spot so it was quick. The bowl itself was pretty big, bulgolgi mixed with onions and mushrooms over brown rice. Also served with some lettuce, carrots, tomato, and optional jalapeño for a side salad. The bulgolgi was actually quite tasty, slightly dry but very good for the price and portion. The other bowls including the chicken bowls look good, so I'll likely be stopping by here again next time I want a quick, cheap, healthy meal.",,,
4,Evan H.,"Manhattan, NY",122,2,0,5.0,8/11/2018,"I rarely write Yelp reviews, but I go to this place maybe once a week, and it's the best deli in NYC. Their sandwiches are amazingly creative and delicious. I have seen delis in the area come and go due to increasing rents, but this place has stood the test of time for good reason. It's busy during the lunch hour, but it's great any time of day. I can't say enough about this place. My go-to sandwiches are the Thai Sweet Chicken and Chicken Deluxe. Get either one and prepare to have your mind blown.",,,
5,Chris C.,"New York, NY",148,185,24,3.0,11/29/2017,"small sandwich joint, they do have other types of food here. It's cheap, quick and what you see is what you get. I do think that the 4 star rating is a bit high, I got a buffalo wrap that was loaded with carrots and the chicken was extremely bland.",1,,
6,Cameron L.,"Manhattan, NY",3,68,3,1.0,3/23/2018,"Please spend your money elsewhere. The older Asian man who is the owner is SO RUDE and either laughs in your face or rolls his eyes at you. He can't be bothered with his customers requests and for that alone, I will stop coming in here twice a day and spending $40.",2,,
7,Ashley C.,"Manhattan, New York, NY",0,4,0,5.0,8/18/2018,"I order free delivery from here multiple times a week. It's super healthy, good quality food with amazing prices. The spicy veggie sandwich on 7 grain with an açaí twist smoothie is where it's at!",,,
8,Y P.,"Manhattan, New York, NY",0,7,0,1.0,7/12/2018,"The produce quality is not the best.  Also, I recently came in for a quick scrambled egg bagel while running to work.  The man behind the counter asked what kind of bagel I wanted, and I replied ""whatever you have"" because I was in a hurry and assumed they'd grab a plain bagel, onion, salt/pepper, or something like that.  Instead, I was horrified to find out that they put the scrambled eggs onto a cinnamon raison bagel.  I know I was in a hurry and should have specified exactly what I wanted, but COME ON!  That's just plain rude especially when I saw they had more than one bagel option available.  Assholes, poor quality fruits, and the place is a dump.  See the below reviews regarding how much of a jerk this guy is.",1,1,
9,Paddy D.,"Manhattan, New York, NY",0,1,2,5.0,7/10/2017,Love this place.DeliciousGreat value for moneyFriendly serviceTastes fresh and healthy options Much better than any seamless order considering the price. I recommend picking up (if you live nearby) - it's very quick.,,,
