,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Zach O.,"Belle Vernon, PA",0,23,3,3.0,10/22/2018,"We stopped at 830-9 on a Sunday night after visiting empire State building. Just looking for a place to stop.  Menu had a wide variety, but the burgers looked great.  Our 1st waiter was a little intimidating, the guy getting our drinks was kind of quiet, and the bartender seemed with it since he did our refills.  Food was GREAT. Wife got a pastrami burger that I was envious of. But the Queens burger was awesome, cheese was melted perfectly over burger and red pepper.  And the fresh cut fries were not overly salted, which if you read my other reviews I don't like a lot of salt. Service was pretty bad, as mentioned 3 people and none of which were busy.  But the food was great, just don't be in a hurry.  Also they auto add 20% tip to the bill, beware.",,,
1,Angie D.,"Manhattan, NY",7,81,159,4.0,7/10/2018,"Walked in around 10pm straight to the ladies room, manager asked if i was a customer I said Yes! I just need to use the ladies room first! He trusted my words, I wonder why did he....Anywayz! Sooo....  What ! Happy Hour after 10PM??Im staying here for the rest of the night!Sex on the beach $6Draft beer $6Nachos and Guac. I've Had better, but The Sex on the beach was better than others Ive had! The Manager was really nice, seemed like a great spot for lunch. Its also good for groups. The bar section is a bit small, but who cares if the drinks are this good and this affordable its cool!",,,1
2,Doreen G.,"Staten Island, NY",44,57,206,5.0,9/25/2018,"I stumbled across this place and I love the decor. It isn't big but someone put thought into the interior. My waitress was Maddi. She was so attentive. I had the shrimp quesadilla and it by far the best quesadilla I've ever had. For 14$ it came with sour cream, guacamole, and tomatoes on the side with 4 large cuts of quesadilla. Each slice had a great amount of shrimp, green and red peppers and onions. Each slice was  season to perfection. Amazing food",,,
3,Rachel E.,"Manhattan, NY",0,24,0,4.0,11/17/2018,"Totally surprised. Desperate to eat we picked a place that is clearly aimed at tourists, which we are not. The place is totally over priced, but the food and service were good.",,,
4,Kevin C.,"Danville, CA",157,163,668,5.0,12/13/2017,"An outstanding burger, fries and Diet Pepsi on a cold winter night in Manhattan. Bun was perfectly warm and lightly toasted. Tomatoes, onion and lettuce were very fresh. Great snap in the pickle. Fries were perfectly cooked and lightly salted.   $20 bucks.",2,,
5,Ana M.,"Willington, CT",66,77,96,3.0,12/5/2017,"Was looking for somewhere to eat lunch and came across 5 Boro Burger. There were 3 adults and 2 children all together in our party. We were seated upstairs and the decor seemed to be newly renovated or painted. We placed our order and everything seemed to move slowly. From getting our drinks to placing our order and then getting the check we were here for double the time that we expected.Food was pretty good but I was also starving. I had the steak and cheese with fries, boyfriend had a burger his mom had a chicken parm sub and we ordered 2 kids meals. What surprised me was when we got the bill I was charged $4 for fries when I swear the menu said it was included, if it wasn't I wouldn't have ordered the sandwich. The other thing is that a children's meal is $14 WTH. That's the same price as a normal adult sized meal!!! I think the children's menu needs to be cut down in price the portions were too big, give smaller portions and then charge less money!!! I felt bad for the waiter he seemed stressed but was nice that's why I gave this place 3 stars.",,,
6,Veronica C.,"Bronx, NY",202,95,191,5.0,9/8/2017,"Their salads are great, and I appreciate the Yelp check-in offer.  Went here twice for lunch and the service is speedy and friendly! Very large portions at reasonable prices. The lemonade was good! Bathrooms were clean",1,1,1
7,Jonas H.,"Vallentuna, Sweden",0,36,20,1.0,10/8/2018,"The veggie burgers we had here were the worst we've ever been served. Anywhere. Anytime. Tasteless och with a bread that was as tasteless and thin, and everything felt like it had been in a microwave. Out of two ordered drinks they managed to serve one correct. Could have been worse... Overpriced tourist trap, I'm sorry to say. McDonald's next door would be a better alternative. And way cheaper.",,,
8,Jim B.,"Somerset, NJ",347,1508,175,3.0,11/18/2017,"Best I can give this place is three stars and that is being generous. I thought that the burger was just passable; must have been pre-cooked most of the way and reheated so it came out very dry.  Price is cheap; $8.95 for a plain burger, a dollar more for cheese, Good size portion.  A Goose IPA draft was $8.00.Service was friendly, food came out quickly.",4,,
9,Natalie W.,"South Plainfield, NJ",389,79,565,3.0,4/30/2017,"Went earlier today for lunch before heading back to NJ. Hadn't heard of it kinda randomly chose to walk in because it looked simple... The Margaritas are $6 so we had one (was skeptical once I saw it was pre made in a jug) . But it was actually pretty good . A group of 5 . 3 ordered Quesadillas , 1 wings and Fries and the Other just Fries. Took us 45 MINUTES to get our food. Way too long for appetizer food. Though the wait was long, the food was tasty the Shrimp Quesedilla I ate had a good taste and the shrimp taste like Real shrimp. The service was descent though the waiter could have checked in more especially to explain the long wait.Also they definitely added 18% gratuity to the bill automatically .Wouldn't go out of my way to return but it will work if you are in the area and have time to burn.",3,2,3
10,Ian M.,"Owings Mills, MD",2,74,16,1.0,10/20/2018,"Food was high quality, price reasonable.  However, I'm marking this place down severely for our waiter Rania.  Clearly impatient, he didn't want to wait more than 10 seconds for you to order.  I saw him do this with other tables.  He then actively avoided eye contact every time he passed us when we signaled (just wanted a napkin/refill).  His colleague came immediately and did Rania's job.  Rania was then caustic when we paid.  We gave a decent tip ON TOP OF THE AUTOMATIC 20% THAT THEY ADDED AND WE DIDN'T NOTICE but Rania didn't deserve it for his terrible attitude and service.",,,
11,Qina W.,"Brooklyn, NY",11,8,30,5.0,2/13/2018,The food was delicious and service was great! I would recommend to my friends and would come back again to try other stuff.,2,1,1
12,Keegan Z.,"Richmond, VA",98,248,711,2.0,1/23/2017,"5 Boro Burger is a classic ""siren song"" of a restaurant: draws you in with pleasing exterior aesthetics, then dashes you on the rocks. Only here, instead of dashing you onto rocks, you just have a really crummy dining experience.Came here desperate for something to eat after pouring out of Times Square shortly after midnight on NYE. The outside looked nice enough, though the inside was extremely generic and claustrophobic. Our tiny table was in front of one of the TVs and crammed into a corner, as if they had been wondering whether to put in a fire extinguisher or an additional table there and opted for the table.The service was atrocious. The servers seemed to have some system where they ""helped one another"", though we apparently were not on the receiving end of any of this help. They did not communicate with one another and we found ourselves asking multiple times to get our needs taken care of. The worst part of all is: THEY AUTOMATICALLY ADD GRATUITY TO EVERY PARTY, seemingly knowing that the only way they'll earn tips is to extort it from customers.With all of this, you would hope that they would have good food at an affordable price. Your hopes would be dashed on the rocks as well. The fare here is decent, though strictly average, and served at ridiculously high prices considering it is no better than what you will get at a food cart.It was an awful idea to come here. Avoid my fate, steer clear of this place!Overall: 1.5 stars-------------Pros:- Food is decent, though not by any means memorable.- Outside looks nice, just nice enough to ensnare you at least.Cons:- Awful service with AUTOMATIC GRATUITIES? What nonsense is that?- Prices are ridiculously high for what is essentially food cart quality cuisine.- Interior is poorly designed and claustrophobic.",1,2,1
13,Ashlee S.,"Brooklyn, NY",773,371,28,1.0,1/16/2018,"I was staying at nearby hotel and got a craving for a turkey burger. As it was pretty frigid outside, I decided to order from my trusty faithful, Seamless. I reviewed about 10 restaurants before ultimately abandoning my usuals, Bareburger, Schindler's and Five Napkin Burger to try something new. Well now I'm regretting this decision as my turkey burger tasted like beef and has my stomach feeling awful. I do not eat beef so receiving a beef burger or turkey cooked near beef is a big problem. I contacted Seamless who then contacted the restaurant and they pretty much said oh well so I won't be ordering here again!",2,1,2
14,Rosalie W.,"Vernon, Canada",38,14,1,1.0,6/9/2018,"Worst meal on my trip to NYC. Turkey burger served dry. Service was terrible and mandatory 20% tip - didn't deserve a 5%tip, let alone 20%. 2 burgers and sodas was a 50 Dollar meal. Come here if you like being ripped off and ignored.",2,,
15,Christine P.,"Jersey City, NJ",5,10,2,5.0,10/14/2017,Listen this place has literally the best affordable burger in nyc. The fries are seasoned well and the burgers come out juicy. Loyal customer for a few years and I cannot complain about anything on their menu. The Bronx Burger. Absolute heaven.,,,
16,John R.,"Warren, NJ",174,1219,345,3.0,12/5/2016,"I cannot say I have been here on a ""normal"" day. This is one of a few places you can buy a ticket to see the Macy's Thanksgiving Day Parade from and from this event is what I am going to base my review on.You need to get here at 8:00 AM as noted as the entire area is in chaos with security, etc. Getting here this early means getting a reserved seat inside is the way to go. You can sit, relax, have breakfast, and later some hot food brunch served buffet style upstairs as the morning ticks onward.Unless you hit the lottery with a seat next to a window upstairs the only real way to see the parade is to go outside just about when it is coming close to 5 Boro. Since you need to have a wrist band from the restaurant to even be outside in front this at least limits the chaos and for us, not claiming a front row viewing point first thing, we still managed to rotate ourselves in before Santa came down the street.Yes, it is a quiet zone for the parade -- meaning no one will be performing at this point in the street -- but the vantage point is still great and everyone in the restaurant helped make a great day out of it form the people inside to the doorkeeper outside it all worked out really well.",3,1,1
