,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Nicole B.,"Brooklyn, NY",225,300,37,4.0,10/25/2018,I come all the time but last nite was the wing eating contest!!!  Hilarious and Gross all at the same dayum time.  I had a totally good time.  The MC for the nite was funny!!Happy hour was good and the wait staff even came around to give u the heads up that's HH was about to end....now that's A+Ah the the wings are really tasty teriyaki and bbq was delicious.  Had a knee slapping good time!!  I'll be back.,,,
1,Laura C.,"New Hyde Park, NY",753,759,1634,3.0,10/12/2018,"Came here for a private event, which was hosted on the second floor. Prior to the event starting, I ordered a hummus wrap at the bar. It was a bit disappointing and felt a bit... empty? Anyway, I shrugged it off, a hummus wrap at a sports bar was probably a poor choice on my end, but I needed something light and reasonably healthy after noshing on fried food all weekend.As mentioned, the party was on the second floor, which was fine. It's not the greatest layout, there's a side area where a good chunk of us were and it feels so cut off from the rest of the party. When the night started winding down and people had left, we made our way over to the main area, the part with the bar, to engage in our festivities. The bar staff was always nice and attentive.",3,2,2
2,Kristen T.,"New York, NY",613,129,510,4.0,9/15/2018,Ask for Empress Gin!! Naturally vivid indigo colored by botanicals - butterfly pea blossom!!    Fantastic and fun service by Kathryn aka grown up Merida from BraveCute clean establishment with patriotic flare and a wide selection of bar favorites & comfort food. Didn't have a chance to fully review menu or try healthy options but enjoyed what we had and look forward to coming back! Cheers!,1,,
3,Ricky Z.,"New York, NY",202,103,20,4.0,10/25/2018,"Wings were above average for NYC in my opinion. Great deal at $10 for 20 using Yelp too! Picked the wrong night to go as the were having a wing eating event, and announcer of the event was obnoxious. However, once the event ended it was a pleasant place. Wouldnt probably come besides during HH, but it does HH well!",,,
4,Gatangalie S.,"Queens, New York, NY",429,286,2949,4.0,1/1/2018,"Stitch Bar hosted the largest New Year's Eve singles party in 2017. I totally had a blast here ringing in 2018 with hundreds of total single strangers. Great bar with excellent taste in music. Seriously the music was jamming ridiculously non stop - cheers to an awesome DJ that night.There are two floors in Stitch. I gather the top floor is more for table services and that cozy VIP services. However, there is a mini bar as well and one can have a nice view of what's happening on the main floor. I personally fancy the main floor simply cause you have an option to sit at the bar, stand or grab regular seats in the back.Stitch is perfect for partying it up on a late night especially Friday night into the weekend. I like how the location is convenient to the public train station and not to mention a ton of cabs desperately waiting outside.Considering New Year's  Eve was super busy, I noticed folks didn't wait that long for a drink. In fact I was trying to order a glass of champagne and one of the managers actually took my order. Totally appreciated that.I'm looking forward to go back to Stitch again in the future and take advantage of their must have wings!",5,2,4
5,Steffanie B.,"New York, NY",260,353,80,2.0,8/27/2018,Pretty average in terms of service and bar food.  I did enjoy the sangria nevertheless. Plenty of seating.  Restroom was decent enough.,1,,1
6,Julianne G.,"Manhattan, NY",46,257,601,4.0,2/7/2018,My friends and I came on a weekday to drink and play games. Everything downstairs was taken but luckily there were tables upstairs. Happy hour lasts until 7pm and they have a $5 draft beer and food specials. I got 20 wings for $12 - yum! They let you choose multiple sauces and I got buffalo and teriyaki - both good.The waitresses were nice. My only complaint is our first waitress was hard to find before happy hour ended. And at the end of the night they gave us a bill with automatic gratuity even though we were only a party of 3.,1,,
7,Gerard P.,"Staten Island, NY",276,372,5,4.0,10/4/2018,"Great Midtown bar, albeit a little difficult to find. The main selling point is its wonderful atmosphere, which incorporates the fact that it's located within the Garment District. It's also incredibly spacious, and not overpacked like the typical Midtown bar. Well worth visiting if you're in town, or even if you're a native.",,,
8,Juju W.,"Long Island, NY",94,452,1484,4.0,4/25/2018,Cool bar near MSG. HH here for yelpers include $10/20 hot wings.  Great service. A long bar in front of a big screen tv. Dark wood/ lighting makes it comfy to hang out after work. $5 IPA and you cant go wrong,3,1,1
9,Colette H.,"New York, NY",717,521,4712,5.0,10/10/2017,"Love this place! I came here for an event on the second floor. The space was great. The bar was open on the second floor and there were constant appetizers. I hadn't been here before but had a great time. We had a lot of people at our event. And all of the servers were very courteous and helpful.Although it was super packed on the second floor there was still enough space to move around, get food, mingle, get drinks, etc.I'd definitely come back here for another event because the service was great, as well as the food and drinks.",3,1,2
