,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Priscilla H.,"Pasadena, CA",1,62,23,5.0,11/18/2018,I ordered the eggs Benedict It came with a nice arugula salad and fries.I was seated immediatelyI thought the place was charming and the food was pretty good,,,
1,Dawn B.,"Seattle, WA",44,191,31,4.0,10/13/2018,"No trip to NYC is complete without a stop off at Pete's. I was a little disappointed we stopped in on Declan's day off, as he is a legend in a legendary town but Garrett took pretty good care of our group.Minus one star because Joe charged us full price when he brought my gf a drink when I ordered another. We told him no problem, he could leave it but where we come from those mistakes are usually comped or, at most, half price. Charging us full price meant we went lighter on the tip and didn't get that same warm and fuzzy feeling like we normally do when coming here. Can't help but think we lost out 2x with Declan being off last night.",,,1
2,Shane E.,"Los Angeles, CA",555,230,205,5.0,9/19/2018,"Shout out to the manager who gave me the run-around on a phone order for some scallops! They were delicious, sir. And I appreciate you putting them back on the menu for me last night. ;)I live for establishments like this. Rich history, good drinks, and great food. My go-to if I'm in the area.",,,
3,Eric H.,"NORTH HOLLYWOOD, CA",410,359,103,5.0,9/17/2018,"Established in 1864,  Pete's Tavern is one of the oldest bars in the city.  What is almost as old is the continuing fued between Pete's and McSorley's over who has been around the longest.  McSorley's was established in 1854, giving them a ten year head start.  However, Pete's maintains that it has been opened since the beginning, while McSorley's shut down during prohibition.  Pet's say that makes them the longest running bar in the city.  But McSorley's says there is no record indicating they shut their doors during the 1930's, therefore, they are the oldest and longest running bar in the city!  Wow, does that make sense!! Regardless, Pete's is a fabulous place and the best bar in the city to eat and drink in history.   The food here is quite good and they offer everything from steaks, pasta, seafood to burgers and pub food.  I have often popped in for a quick bowl of soup and a beer, as they are great for a short visit or a long stay.  The tables in the bar are nice and cozy and the feel of the place really takes you back to another era.  There's also a nice dining room in the back.   I really enjoy coming here and I try to make it a part of every NYC visit I make!",5,,
4,Terre G.,"Los Angeles, CA",18,126,2,5.0,11/15/2018,Loved this place. What better place to have old school red than the storied Pete's? Had the eggplant parmigiana and a ton of vino. The staff couldn't have been nicer and more accommodating.  Big,,,
5,Damian W.,"New York, NY",13,620,469,4.0,7/16/2018,"Food: 3.0/5.0Service: 2.5/5.0Value: 3.5/5.0Decor: 4.0/5.0Overall: 3.5/5.0Old school bar, cool vibe.  Decent pub food that does hit the spot but nothing to really write home about.  Tables are tiiight...",1,,
6,Chris W.,"Locust Valley, NY",20,7,11,5.0,11/9/2018,Will I was thumbing from Montgomery. I had my guitar on my back. When a stranger stopped beside me in an antique Cadillac.   He talked about Pete's Tavern and I said let's go. It's one awesome place at the end of one awesome drive.,,,
7,Jim P.,"Brooklyn, NY",663,841,861,5.0,6/22/2018,"I'm surprised I have never written a review of Pete's before now. I come here for the ""old New York"" ambiance and love to bring visitors here.  Most people are familiar with O'Henry and I also think a lot of people fancy themselves as the next great novelist. (stick to your blog posts and Yelp reviews people)  But it's still a thrill to see the booth where O'Henry used to hang and chill with a pint.Now the food. I've never had a bad meal in here and have eaten here probably 20 or 30 times over the years. (love them for brunch) The service is always great.  However, my most recent salmon lunch was overcooked and over seasoned.  I just wished they'd move to a better mix of healthy options, to also help ensure their longevity further. For the full experience, come in the Fall or the Holiday's.  The afternoon light that streams in the front windows at the bar is magical.  You'll really be transported.",1,,1
8,Samantha C.,"Jersey City, NJ",99,113,71,5.0,12/20/2017,"Stopped by after a bust at Rolf's (expensive, crowded, not worth it). Who could resist the string of red lights lining the ceiling?! Loved the Christmas vibes, crowded but found a spot at the bar and had the best time. Great music, juke box so whatever your choice may be. Just all around great stop in the area. And it's a New York landmark so why not! Oh and I left a bag filled with vintage things and Christmas presents and they graciously returned it. Just...so happy! Thank you! Love love love!",2,,
9,Hiromi Y.,"Manhattan, NY",136,94,781,4.0,12/5/2017,"One of historical neighborhood gem still survive !Locals beloved diner, also tourist friendly.I like their dining section, especially by the window. We always have brunch without hectic,.Server are very attentive, my fussy  mommy is satisfied their service. That is kinda important for our  family brunch! Once when she loves, she is very loyal:)",1,,
