,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Cristián L.,"New York, NY",335,3,0.0,5.0,10/21/2018,Had a birthday celebration with my friends last night and it was a blast! The workers here were super friendly and very social. It was fun interacting with them. We rolled through with a whole lot of friends and did a two hour open bar. I appreciated  not having to put a down payment beforehand unlike other places when we were looking around for a space. We was able to order from the bar AND they had staff walking around serving drinks/food and they was on point! The second my cup was empty they asked if I wanted another drink. So much fun. Open bar price was great.Would so gather there again for a guaranteed good time.,,,
1,John K.,"Manhattan, NY",265,355,567,1.0,11/15/2018,"Worst service evvverBar was not busy at allIt was during a snowstorm Sat at the bar for 10 minutes and couldn't get service!I just wanted some chicken wings and the bartender would not take our order. Finally when I got her attention, she walked away! I asked the waitress if I could order and she said I had to order from the bar since I was sitting at the bar-being sarcastic! Nice!",,,
2,Ruwan J.,"New York, NY",376,679,30559,3.0,8/25/2018,"3.5 stars outta 5 starsThe Blind Pig is no watering hole for swines...large-ish sports bar with sidewalk seating and a good amount of flatscreens that are tuned to football, baseball, futbol, hockey, basketball, etc. the bar itself has that woody pub feel.stretches fairly far back with a variety of seating options from high tables, bar seats, booths, etc.stopped by here during the day for a casual biz lunch. fairly empty. not loud at all. perfect noise level for work-centric conversations.the menu is American casual eats: bar foods, burgers, other sandwiches, salads, etc. there are lunch specials served from 12-4pm and each costs ~$10. ordered a Chicken BLT Club which comes with fries. the sectioned up sandwich was pretty good -- chicken breast wrapped in bacon, lettuce, tomatoes, etc. on toast. while the sandwich was good, the food took way too long. there were a few other tables, but the kitchen seemed to be taking a really long time with everyone's food. the fries were kinda lukewarm and not crispy...which means the kitchen fired the fries first, let them sit, and then made the sandwich. our server, also the bartender, was great. and she had a nice friendly demeanor. it seemed like she was dealing with issues with the kitchen guy/s who were moving superslow that day as another table was also waiting for their lunch for a while. overall a solid casual lunch spot. not sure, i'd go here when it's busy, though.drop mic cuz lukewarm fries ain't hot yoi outzzz",11,5,11
3,Nan N.,"Brooklyn, NY",264,141,190,1.0,1/14/2018,"Trash. Ever factor that could be bad was. Had a reservation for 3pm Sunday. Due to the large football crowd, we didn't get our table until 3:30. Okay, that's out of their control and it is a bar scene. By the time we got seated and with the menu, our server told us the brunch and unlimited brunch drinks was not available because it ends at 4pm. Okay... That's not what your website says (brunch until 4, drinks til 5) but we'll go with the excuses. Onto the food: pulled pork Benedict - with NO hollandaise!! We told the guy who brought out the food that it was missing. His reply, ""do you still want it?""  we asked for them to just bring the hollandaise sauce out separately. Surprise surprise, it never came. Roasted potatoes with our dishes were actually crispy and cooked well. The parmesan truffle fries which came with ketchup, spicy mayo, and another sauce were actually good and seasoned well. Lamb burger: not bad. Bar standards, and not overcooked. Duck hash and breakfast roll were meh Bloody Mary's: Mary would come back from the grave and splash this stuff into the maker's face. BOTTOM LINE: boozy brunch bomb",4,1,
4,Bronwyn B.,"Long Island City, NY",175,162,10,4.0,10/23/2018,"My aunt and I landed here after going to see a movie on Sunday at the Regal 14; we just randomly picked the place and it turned out to be great!  Friendly bartenders; (HI JAMIE), great drinks and food; very reasonable pricing. I will definitely return!",,,
5,Elizabeth L.,"New York, NY",17,96,273,4.0,4/18/2018,"The Blind Pig is a good bar to stop by for a beer and hang out with friends. We went on a Tuesday night which was their trivia night. We wanted to hang out and chat so didn't stay there for long because everyone who was there was participating in trivia night. Good bar to stop by on your way to going out, to watch a game that's on, or just to chill out with some friends.",1,,
6,Rachel P.,"New York, NY",0,7,1,3.0,7/28/2018,"This review is only for Trivia Night.Trivia night is Tuesdays at 8pm, free to play. The quizmaster is a lot of fun and explains the rules thoroughly for every one who is new and all the veterans alike. The entire trivia night consists of 8 rounds with 8 questions per round. Yea, it's a lot. You're able to ""joker"" any round you want to double your points. For all you as competitive as I am, there is one team who has won consecutively for 16 months. Tuesday night specials include Sam Adams ($7) and house margaritas ($7). The bartender is so friendly! She makes a GREAT margarita! The bar food in standard and not very impressive. In the heart of East Village, great food is a short walk away. All in all, a great place to spend your Tuesday night!",1,,
7,Arthur C.,"Manhattan, NY",408,239,30,4.0,3/15/2018,"""And it's Arsenal, Arsenal FC, We're by far the greatest team, The world has ever seen....""Stumble into the Blind Pig on a weekend morning, and chances are you will be hearing this chant from the 14th Street sidewalk. Then again, what are you doing at a sports bar before noon?I like the Blind Pig because it does not mess around. It flies the Arsenal flag with pride yearlong, but when the team is not playing they will have whatever live sports are on at that time. Fair to say I am only here for Arsenal matches or trivia night (Tuesdays at 8!), but if I needed a sports bar in a pinch, the Blind Pig more than suffices.The food is actually decent bar food, especially the sweet potato fries and boneless chicken wings. They also have a few decent bottled beers available, which is a must for me. This is simply a quality sports bar in East Village.",,,
8,Hadley H.,"New York, NY",110,93,118,4.0,8/7/2017,"When it came to ambiance, this bar didn't really stand out in comparison to other sports bars. It did, however, surprise me with its food options!I love greasy bar food, but it's not always what I want when I go out on a Friday night.  The Apple and goat cheese salad that I ordered was abundant and delicious!  My friend ordered a burger, and it was so large that she couldn't close it.  The fried egg on top was cooked to perfection.  I want to try the baked zucchini flatbread, and wouldn't mind sampling their brunch menu as well.  The waitress brought us the check well before we were ready to leave - we easily could have ordered a couple more drinks each.  We didn't really understand this, as there were still plenty of other open tables.  Otherwise, great establishment, I'll definitely keep it in mind for a second try.",1,,
9,Brittany R.,"New Smyrna Beach, FL",610,3,0,1.0,6/5/2018,"I don't normally write reviews unless a place goes out of their way for good or bad.Unfortunately this was bad...very, very bad. A group of us emailed a brunch reservation, and the response from the Blind Pig was a pornographic video of a man getting a blow job on a rollercoaster. Beyond inappropriate and completely unprofessional!!We obviously won't be going there ever again.",2,9,
10,Victoria S.,"New York, NY",346,111,49,3.0,12/17/2017,"Fun atmosphere- great sports bar. I came here for a brunch with a very large group of friends. I would recommend their brunch, just not for large parties (there were about 15 of us) The staff was very busy and was not equipped to handle such a large party. Plus, there wasn't a table big enough for the large group, so we had to be broken up, which isn't the best situation as guests. The food was surprisingly great though - i had an omelette with bacon, mushrooms and cheese, i loved it! Plus with brunch, you can pick the bottomless option with mimosas and/or Bloody Marys! Or if you do not want bottomless - a free beverage is provided with your meal. I would definitely come back to watch a game or for brunch - just with a smaller party ;)",2,1,1
11,Adam S.,"Blooming Prairie, MN",88,1,0,1.0,11/4/2018,One of the worst bars I've ever been to. Maybe the worst. Went in there today at 11 am to get a bloody and breakfast in hopes of watching the Chelsea game. Me and my mom were the only people in the bar and the cool hipster guy with the curly mustache and remote said the game wasn't on. It was. He then said he needed to have the TVs set to the football games. So for an hour we sat watching screens with team logos on them. The food was cold and gross. My eggs Benedict had an uncooked English muffin with burnt slices of ham. The Bloody Mary was terrible. To add insult to injury the piece of celery more closely resembled a tooth pick. If you're thinking about going here I'd recommend just going to seven 11 and getting a beer and some snacks and brown bagging it on their patio since no one else is going to be sitting there. I had to ask to get a cup of water. Enough said. Blind pig sucks.,,,
12,Ed W.,"Manhattan, NY",177,354,19,4.0,12/28/2017,"This is a fun spot in the East Village.  I came in for a quick beer after a movie to find myself waited on by a really fun loving bartender.I used to live in Alphabet City and walked by this place hundreds of times, but never stopped in.  I am now kicking myself because it's a really great place.",,,
13,Amy Z.,"Brooklyn, NY",41,30,0,1.0,8/25/2018,"Picked up some food from Bao Haus across the street and came in here for some drinks. There were just four people in the place on a Saturday night, and two of them were the bartender and her manager. We asked if we could eat the pork buns here, and the manager said no. So we had one beer and left this ghost town of a bar.",,1,
14,Travis P.,"Manhattan, NY",5,9,2,5.0,"7/7/2018
            





Updated review",The best place for sports and bar food.  Great service and atmosphere. Been coming here for the past 10 yrs and never had a bad experience.   Love their wings and fries.  Shout out to Ernie and Ally. A must visit if you are in NYC!!!!,,,
15,Ramon M.,"Queens, NY",4,43,46,4.0,6/11/2018,"Pretty good food the lunch special is great and cheap. I had the wings and friends and it was sooooo good , the music was really cool and calming to relax and have a cold brew",,,
16,Ardita S.,"Brooklyn, NY",78,9,14,5.0,6/14/2018,"Obviously I only rate places that have tacos, nachos, sangria or oysters, and this is a great place to have nachos while enjoying a white sangria!",,,
17,Laura S.,"Manhattan, NY",120,296,4,4.0,10/29/2017,"Ended up here on a Friday night and it was a blast!Place gets a good crowd, but you still have enough room to snag some seats and walk around.DJ was great! Really had a good time here and would definitely return for a girls night out!",,,
18,Jeenie Y.,"Manhattan, NY",16,64,18,2.0,3/30/2018,"If you go here-double/triple check your bill at the end of the night. My friends and I went to have dinner and drinks here last night. It's a noisy sports bar, but we didn't mind. Their happy hour is pretty good, and the food is decent However, when we got the bill at the end of the night, we noticed that we'd been charged an extra $12 drink that none of us had ordered. They included a gratuity in the bill for us, but when we calculated it, they put a 22% gratuity on the TAXED amount, not just the subtotal. I'm glad we caught this because my bill ended up being $15 cheaper. We asked the waitress to take the extra drink off, and to not automatically add gratuity. They did so and everything worked out fine, but I don't like this business tactic at all. Will not be returning.",,,1
19,Caitlyn W.,"New Orleans, LA",202,25,27,5.0,7/31/2018,"This is such a great neighborhood bar! We love the outside seating and our dog frequently joins us when the weather is nice. Apparently they also have additional seating in the back patio that we haven't checked out yet. We also come here a good bit for trivia on Tuesday. The service is always top notch and we've never had any issues. Unlike most bars, they actually have really good food for a bar which is a great selling point for me! Happy hour deals are pretty good as well. I like to come for the boneless wing deal on Wednesday's! Sangria tastes more like a fruit punch but still delicious. They've gone above and beyond to accommodate us when there was a specific game we wanted to watch. Overall, a great neighborhood bar and everyone we've encountered has been friendly-unusual for the city and we've been here a lot!",,,
20,Cindy U.,"New York, NY",276,412,694,3.0,4/23/2018,"Came here for drinks after Happy Hour and prior to dinner and more drinks. Fairly easily to get a seat being that the real crowd didn't come yet. Didn't order anything too crazy that the bartender couldn't grab. I was super excited about my fries though! Fries were super crispy so it was the perfect way to kind of sober up before rallying again. I don't think I was a big fan of the service because it took quite a while to get some attention although it was still fairly dead. Wouldn't consider this a super clean venue as well, but it is your typical dive bar so you can't expect much out of it. Pretty on par with all of the other dive bars!",,,
21,Gladys N.,"Rahway, NJ",2,48,17,5.0,2/23/2018,"I have been waiting to write a review as I wanted to ensure it was PROPER!First things first, reservations- I called to make a reservation for a party of 30 for a Sunday brunch with not much notice. NO PROBLEM. Upon arrival at 12pm, (we had a 1pm reservation for the unlimited mimosa etc) we were seated in a large area, our party ended up being 37, so they were VERY accommodating and gave us a bigger space... they started serving us drinks with NO issue that the clock hadn't officially started. We ordered some pitchers of beers and mingled until everyone arrived.  Our server Jen was PHENOMENAL. That young lady took everyone's order without skipping a  beat and without delay, I AM TALKING ABOUT 37 people and 7 of them were kids, NO SMALL TASK!Our food order was FINE considering our party size, they (Jen and Luis the kitchen server) were PATIENT, were quick when needing to correct or add to the order and all while being professional. There was a little bit of a mix up but by no fault of theirs at all.The food itself was DELICIOUS, so much so that we had two pregnant ones in our party (not part of the boozy brunch) order twice!  Everything on the menu was SPOT ON. It was a LOVELY experience for our group and the celebration (25yr surprise) went off smoothly. Others at the bar were very gracious with our loud group!From the owner, to the bartender (awesome shots!) to Jen and Luis, THANK YOU!!We will absolutely be back here. CHECK THEM OUT!!",,,1
22,Jonathan T.,"Brooklyn, NY",562,263,2314,4.0,11/15/2017,"A decent neighborhood bar reminiscent of my college years. Sticky floors, dirty tables. The staff keeps up with the messes young NYU students make and the drinks are inexpensive. Music selection is made by bar tenders iPhone or iPod so don't expect it to flow from song to song. Beers on tap are decent and the prices aren't bad at all. Cash and credit are both accepted.",1,1,1
23,Sarah S.,"New York, NY",20,21,0,4.0,6/13/2018,"Came for Tuesday night trivia and had a blast. Great service and drink specials. Come for the atmosphere and drinks, not the food. The food is verrrrry high school cafeteria esque but at least it's cheap!",,,
24,Mike G.,"Chino, CA",1,74,49,1.0,11/10/2017,"All the chairs in the bar feel like they are about to break right under you.  When the bartender came up not even a nice hello, or a smile, just like a deer in head lights.  When we asked one simple question about the margarita special it seemed to bug him. It's only 4 o'clock.  After he dropped off our TWO beers he never checked on us again or to see if everything was okay. Wouldn't come back. Plus beer didn't seem right. Not the end of the world, but it seemed like him trying to hide that he was taking a shot was only thing that made him happy.",,,
25,Matthew D.,"Novato, CA",169,13,1,5.0,5/13/2018,"No crowd, incredible service. Bartender accommodated us in full for the NBA finals, changing any and all televisions to give us the best view while respecting other patrons there to watch soccer, golf, etc. My glass was never empty. Looking forward to returning on a Friday for their open bar happy hour for $25 from 8 - 10",,,
