,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Jim B.,"Somerset, NJ",347,1506,175,4.0,11/15/2018,"Windows on three sides with decent views - 18th floor. Cocktails run $15 to $17. I had a decent whiskey sour.Music is light pop, not loud at 4PM. Bar seats maybe ten people.  Rest of the room is set up like a lounge with a mix of sofas stools and chairs. Mostly low tables.",,,
1,Cristina G.,"Brooklyn, NY",182,293,614,3.0,11/13/2018,"I don't frequent the clerb scene, but on Halloween, I make a special exception. After our Halloween booze cruise didn't work out due to a torrential downpour, a group of friends and I were searching for things to do despite of the weather. We found a Groupon for entrance to Monarch Rooftop - $11 per person for entry (no drinks included which is fair for the price). The Groupon made it easy for us to skip the pesky line out front which was a really nice perk.The music was a nice mix of Top 40 and hip-hop which we definitely appreciated. The crowd was also not as young as I thought it would be which was a plus in my book. The views from the rooftop also reign supreme. If you're trying to exit the clerb, beware of the line (apparently there's one line for the exit and bathroom COMBINED which I thought was weird).All in all, a solid place to sport your costume and do a little Halloween partying.",3,2,3
2,Melissa K.,"Glen Head, NY",0,21,0,3.0,9/30/2018,"The food and views really were great! We had great weather and seeing the sunset near the Empire State Building really was nice. The music was ok.. it was all Bruno Mars. The food is a little overpriced for appetizers/small plates, but I understand you're paying for the views and atmosphere. We ordered chips and guac, a tiny pizza, and some boneless wings, one soda and the bill was $62. The customer service was so unimpressive. The hostess at front was sweet and sat us near the bar on these tiny little sofas to eat. Our server was nice but they are just so busy that they take the orders and run. The food runners had to be the strangest...they would come, drop the food, and run like you had a disease. No smile, no response to our thank yous, zero eye contact. Just so odd.",,,
3,Tara W.,"Midtown East, Manhattan, NY",18,104,274,5.0,10/25/2018,Amazing place to go grab drinks. We went there as two of our friends were leaving New York City for good and threw party here. The place is huge spacious outside and enough space inside too. It's beautiful place with two bars inside one and outside one. We got bottle services one after the other. We went there around 10pm and were there till 2am. The music is great. The heat in the bathroom was great and hot but the line for bathroom was long and they have single bathrooms and I think they have 5-6 bathrooms. We got food too and they were good. The dress code is I think like all the other clubs. When we went there around 10 was quite empty and it started getting really crowded. Over all we enjoyed the night. Shall go again.,1,,
4,Neha K.,"Cambridge, MA",396,94,307,3.0,7/30/2018,"Great views but customer service could be improved. I came here with two girlfriends and felt as if we were taken less seriously because we are all 21/22. I ordered an Angry Orchard Rose and went it arrived, it was only lukewarm, not chilled. The waitress said she would try and find a colder bottle but never came back or followed up. Additionally, most NYC rooftops have expensive cocktails, but the drinks here in particular seemed costly for the amount that you are getting. When we were leaving, the waitress circled the suggested tip amount on the receipt, ranging from 18%-22%, which I always find to be a bit impolite. In the future, I will probably stick to the other rooftops in the area that have both good views and respectful service.",4,2,
5,Maria V.,"Jersey City, NJ",1723,618,4315,5.0,6/26/2018,"I loved my visit to this rooftop bar. We came kinda spur of the moment on a beautiful Saturday . They check your IDs at the bottom before you get on an elevator . Thank God there was no line at the time .We got upstairs quicklyIt's a trendy rooftop bar - part of it is inside with outside seating The view of the Empire State is GORGEOUS. I would advise for you to make reservations ahead of time to get an outside seating and at particular times like sunsets :) We were able to get a table inside for about an hour before a reservation would come . We only came to check this place out and have a cocktail. You could grab small bites here. We all enjoyed out drinks except one person. She orders the Peach Perfect was said it was too light. Two other friends ordered the "" All the Way up"" which came with watermelon slices. Looked real good. They loved it but it was ok to me. I had the "" strawberry fields"" and that came in a tiki inspired glass. I enjoyed it. Drinks are pricey here $15-18 per pop. But it's trendy and you have a great view Music plays in the background Would definitely come back again :)",15,5,11
6,Greshka P.,"Boca Raton, FL",1368,931,4316,5.0,5/10/2018,"What are the keys to a successful rooftop?Ambiance, Drinks, View, In Crowd...  Monarch has all of these and more!We arrived in NYC Friday night.  Not wasting any time, we made our way there.  Quick change of clothes at the hotel (a good outfit is important), and we were in front of an elevator where they check if you have reservations (recommended).  If not, they will check if there's space and they'll let you in.Thanks to a freind our name was on the list, and in no time the elevator open and we were up, on the 18th floor.  You can make your way to either side.  To the left is a bit more casual/ bar like room.  To the right, classy, with a lounge vibe, and room to dance.  They, of course, also have an outside are where you can see the Empire State Building and takes some good pictures with the view.Hostess is immediately in front of the elevator.  While they had our table ready, we walked around, ordered a drink and was surprised how quickly we were served, since the place was pretty busy.As the night advanced, more and more people came in, and I was glad we had our own space to drink, talk, and dance.  Service was excellent. As soon as our drinks were about to be empty, there was our server asking if we wanted another, same thing or to try something else.  She also made sure we had waters, and that we were having a good time.  At no point were we rushed out of our table, to buy a bottle, or keep buying drinks fast.  We enjoyed our time there, soaking in the NYC party crowd on our first night there and it could not have been more perfect.As we had other plans for the night, we did not stay as long as we would have liked but for sure a place I would visit again.",6,2,6
7,Rachael B.,"Wilmington, DE",7,39,85,5.0,8/29/2018,Great view. Great drinks. Great ambience. Options for indoor and outdoor. Hostess professional and accommodating. Waitress friendly and helpful. Looking forward to going back for an early or late evening.,,,
8,Mark S.,"Queens, Queens, NY",8,120,201,5.0,5/13/2018,"This is definitely an upscale rooftop bar/lounge.I was here for a friend's birthday party in which we had bottle service.Prior to the bottles,I had a few drinks at the bar. The drinks were good but expensive at the same time. It is Manhattan so it is always a possibility.I love the set-up of their rooftop because in addition to the outside area you can also walk into the covered part of the venue so you have a option.The bottle service itself and the servers were very professional and kept our cups full the entire time.Will be returning during hot days throughout the summer",1,,
9,Nando F.,"Manhattan, New York, NY",0,10,1,1.0,10/28/2018,"I don't recommend this place.Music terrible (not for dance) impossible to move, but above all we bought a table that supposedly included a bottle of choice but in the place they told us that it was only vodka from the house. A row to enter of 45 minutes in the rain, but the friends of the promoters entered by a deferent line. Terrible experience",,,
