,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,1,10/25/2018,167,,"New York, NY",Pooja C.,640,4.0,539,"I've been here a few times over the years and am surprised it's not more popular. Great happy hour, cheap drinks, and friendly bar staff. They also have nice comfy couches to sit on. The vibe is low-key so it's a nice place if you just wanna hang out with friends and actually talk to each other. The first time I came here, we ended up making friends with two different groups of patrons and played Cards Against Humanity together! I think it's usually a little more crowded on weeknights/Fridays but when I came here on a Saturday evening, it was empty. That can be a good thing though if you're just looking to sit down somewhere and have a no-frills drink.",1
1,3,6/11/2017,809,1,"Denver, CO",Maria E.,254,5.0,1585,"Fell in love with this dive bar.It didn't have a lot of ""dive personality"" so to speak but it was clean and super low-key. Came at around 7pm on a Saturday and it was not crowded at all. The drinks were cheap. $3 PBRs and $5 well drinks. There was a couch area and tables if you don't want to sit at the bar. Some old books scattered around. Cozy. The clincher? They played Bowie for like an hour.",5
2,,1/14/2018,247,,"Hoboken, NJ",Lauren S.,3,5.0,16,Definitely not closed! That's the fakest news of the year. Same great staff. Same great menu. Same ambiance.,1
3,,2/10/2018,8,,"Adelaide, Australia",Josh P.,5,5.0,2,"This is the best bar in the area. You can dance here if you want to, you can leave your friends behind elsewhere, because your friends don't dance and if they don't dance then they ain't no friends of mine!",
4,,1/14/2018,137,,"Jackson Heights, NY",Gabriel S.,5,5.0,20,The notion that this place is closed is absolute fake news!!!! This place is awesome and the bartenders are great!,1
5,,3/14/2018,0,,"Boca Raton, FL",Daniel B.,0,1.0,2,"I was with Brent P on that night at the bar. It was unreal. I don't know what this Michael A is talking about or how he knows such specific details from that night. I'm pretty sure employees making their own profiles to bash customers and give positive reviews to their working establishment is against Yelp rules and guidelines.Anyway when we got there I ordered a PBR and before the bartender even gave me my drink, he asked me for a tip. I said I'll leave a tip after I get a few more drinks but he insisted I leave one. I also asked for water along with the PBR and he refused to give it to me. We were judged as soon as we walked into the bar. Then the woman hosting the trivia night SAYS OVER THE MICROPHONE you guys must be straight...I don't appreciate people assuming my sexual preference but fine we all politely ignored it. Then she says she's going to ask me a ""hard question"" then asks me ""Is it hard?"" and looks down at my crotch area. I ignored her sexual advance and I answered the question right and the woman told me that I get a free shot.So get this, she walks up to the bartender to say I get a free shot. The bartender looks me straight in the eyes and says ""You get this!"" and he flicks our whole table off. We left as soon as that happened as we felt scared for our safety. Needless to say we will never be back. Such a shame we are all college film graduates and wanted to watch the Oscars at a dive bar with people that enjoy the cinematic arts like we do. But as the woman hosting the trivia night put it we only know how to ""play the football'",
6,2,9/7/2016,282,,"Queens, NY",Shaji K.,1490,4.0,1524,"Happened upon this gem of a dive bar through the depths of Yelp research. Friday night, and barely anyone inside; bar seating, couches up front, and tables all around for groups big and small.Not sure why this bar isn't more insanely popular - $5 wells all day every day, cheap drafts, and a great location. Drinks are not watered down and the bartender is friendly enough for a chat. Yes the interior is divey and no fancy cocktail list/drafts but it's a good bar.CASH only and not sure if there is food or not. Hopefully not too crowded during school year.",2
7,,3/4/2018,251,,"East Rockaway, NY",Kevin D.,3,1.0,7,"Nice ambiance, the staff was quite rude to us. Hopefully their customer service can match their fashion sense someday.",
8,,1/16/2018,0,,"Brooklyn, NY",Red B.,0,5.0,10,I'm so sad this place is closed...the first time a bar tender ever gave me a free drink was here. Always so sweet. Loved the vibe and chillness for the area,
9,,3/21/2017,541,,"New York, NY",Nina L.,153,4.0,717,"Queen Vic is a dive bar. It's not trendy, it's not interesting, and I'd even venture to say it's not even that clean. Needless to say, it's a damn fine bar. The staff is nice, the drinks are cheap, and the seating was ample on a Saturday evening. You really can't beat $3 PBRs and $5 well drinks in the heart of the East Village. Our group was beyond obnoxious, stole all the high tops, and even brought in Dunkin Donuts at a point and the bartender didn't even blink an eye. While I wouldn't change your travel plans for QV, it serves as a good place to start or end your evening or a solid go-to if you're a local. All hail the Queen.",1
