,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,10/4/2017,0,,"Manhattan, NY",Guru F.,0.0,5.0,71,Great fresh juice bar with many veggie and fruit options should you wish to customize.I've also tried their baked goods and found them to be delicious.Nice staff and speedy service to boot!,
1,,4/10/2017,46,,"Cliffside Park, NJ",Mahmood S.,304,3.0,177,"Rating this place 3/5 due to price of the juice drinks they have available and the fact not everything is freshly juiced.For starters 8 bucks for carrot juice is pretty hefty, even if it is a 24 ounce cup of it. That and the fact the fresh vegetables and fruits are pretty limited doesn't help. Had a carrot and orange juice mix drink, carrot was fresh juiced, orange juice came straight out a bottle. I mean, it's not hard to grab an orange, slice it and throw it into the juicer, so why is my ""fresh drink"" coming from a brand name producer? In any case it wasn't bad but it didn't taste the way it should (orange juices fault). It's not a bad idea to drink juice in the morning, I'd stick to what they actually juice next time though.",1
2,,6/12/2018,1,,"Manhattan, NY",Alonzo A.,3,1.0,19,"To start, this place advertises a $8.99 deal for a salad with one protein topping, one premium topping and unlimited veggies. The guy making the salad was super rude. Got up.to the register and was told my salad was $10.88. Why? Because it wasn't a small salad. WHERE IS THE SIGN THAT SAYS THAT??? Would be nice if this was disclosed somewhere. Salad was soggy too. Avoid this dump like the plague.",
3,,10/2/2017,1,,"New York, NY",Eric G.,1,1.0,4,"Absolutely disgusting!!!! There are no words to describe the feeling I have...I almost ate this ""thing"".   Avoid this place at all costs.   Wtf!!!   They should be shut down.",1
4,,2/21/2018,0,,"Staten Island, NY",Tanya A.,0,1.0,3,"The workers inside are prejudice. I was waiting for the guy to serve me. He looked at me and walked away as soon as a white lady came by next to me. He ask who's next. Me ""duh"" anyway I ordered a bacon egg and cheese and told me to go over there. When he could of simply ask the guy that I wanted a bacon egg and cheese. Then I got my bacon egg and cheese and the bacon was over cooked. Never again, rated -1 stars",
5,4,12/14/2015,809,1,"Denver, CO",Maria E.,254,4.0,1585,JUICE REVIEW ONLY! Was looking for a juice spot on my way to the office since I felt a bit under the weather (I walk on 6th and couldn't find anything on Yelp along that route). Noticed a sign that said they offered juice and smoothies. Score! Juices/smoothies were reasonably priced. 5.00 for 12oz. 6.00 for 16oz. 7.00 for 24oz. Got a veggie juice (#4) and it was really good. They also have ginger shots (4.95) in the fridge area.,5
6,,7/19/2016,0,,"Bronx, NY",Jessica R.,11,1.0,13,"AVOID AT ALL COST. I use to order from this place a lot because it is literally one minute away from my job. Now it seems they have just gone down in quality of food and customer service. There was has a few instances where I've been less than pleased with this shop in particular. Shall we discuss? Once I ordered a custom salad with salad dressing on the side. The dressing did not come in the delivery which was fine because the shop is pretty close to my office but i expected for my delivery to come complete. Another time I had an order delivered and neglected to tip online. When I say the delivery guy was not happy about it, he was NOT HAPPY and made sure my whole office knew. Upon arrival he asked for me but someone else took the order then he requested to see me (alarming). I presented myself and he showed me the receipt and asked where his tip was. I was taken aback. How could you ask me for a tip, I think that is really rude. So I said there was none and he proceeded to yell in my office, ""TIP TIP NO TIP, WHY NOT"". I wanted to tell him off and say well you don't get a tip because you walked 5 steps from the store to my office (don't judge my tipping values) but my inner good heart said ""He may need it, give it to him"". So I did and vowed never to order for delivery again. My next unfortunate encounter comes today, when I visited this guy and gallard in hopes of having a delicious breakfast meal to jumpstart my day. I ask the man behind the counter if he could whip up a delicious Avocado Toast for me. He seemed confused so I explained, avocado on top of toasted wheat bread. He seemed to have understood that much. Once he began I let him know that I also wanted 1 hard boiled egg on top of the toast if possible. He pointed to the case across from me and let me know that I could do the eggs myself. (WOW) While he was making the toast I noticed the only open avocado was already browning (so unfortunate). Went out on faith and hoped that that wouldn't be on my toast. UNFORTUNATELY I WAS LET DOWN. It was the saddest Avocado Toast I had ever seen (see pictures for details). Sadder than a Trump rally (yep I went there). Welp. Hope you see this place and save yourself the trouble.",
7,1,2/1/2016,92,,"FOREST HILLS, NY",Edgar B.,3031,4.0,489,First off this place is ridiculously clean and the cooks display their work on the display case. I Had the chicken Marsala with bow tie pasta and roasted veggies. The chicken was made with the right wine reduction to bring out the flavor. Overall the taste was good. Looking forward to go back.,
8,,11/17/2016,2,,"New York, NY",Ingrid A.,4,1.0,5,"Will never be ordering from this place again! Ordered a large salad and I received a small salad in a large container! The salad wasn't even halfway filled. I even called and complained and all they said was that because it was chopped, it looked small. I would hate to see what a small chopped salad looks like then! Ridiculous!!",1
9,,11/21/2016,43,,"Manhattan, NY",Carl F.,2,2.0,34,"I used to go here very frequently for breakfast, however, I've stopped due to the sharp decline in product. This location recently went through a makeover and looks  a lot nicer than before. For some reason, after the face-lift it seems like the staff no longer cares what they produce.  Coffee is cold (not even joking) and registry lady is impatient. Wish I could go back in time to the way it was before.",
