,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,3,9/21/2018,342,1,"Union Square, Manhattan, NY",Deana B.,295,5.0,101,"Cibar is a great little cocktail bar tucked away on Irving. They make an amazing Old Fashioned here (sans sugar) and they are even better when enjoyed during their happy hour that goes until 8:00pm. During Happy Hour these are only $10 and they certainly sneak up on you.Cibar is perfect for a date or catching up with friends. I also see a good amount of small, intimate gatherings here. The bartenders are super nice here and know how to make a mean drink. Overall, come here for happy hour and stay until you've realized you had one too many Old Fashioneds : )",2
1,,10/26/2018,211,,"Jersey City, NJ",Jesse S.,96,3.0,109,"Dear Irving was closed for a special event, so we ventured across the street based on the good reviews. It was happy hour so we started ordering away. The happy hour cocktails were less than impressive. Tried both the gimlet and the old fashioned and forced my way through both. Couldn't decide if they were poorly mixed or bad quality alcohol. Based on those two, I didn't even bother trying anything else. I will say I had a sip of the beer of the day and it was decent. Service was slow. Had to flag down a server to get a refill of water or order more drinks. They did however make a point to come around just before happy hour ended, which was much appreciated.",
2,,10/19/2018,217,,"New York, NY",Frank W.,69,3.0,104,"If you want to avoid the crazy wait-time at Dear Irving (directly across the street from Cibar), then definitely consider checking out Cibar for a tamer atmosphere but equally delicious cocktails. Would highly recommend Cibar if you want to avoid Dear Irving.The bar tenders are much more social and provide the perfect personal touch to deliciously crafted cocktails. Although the menu isn't as creative or exhaustive as Dear Irving, you'll still find extremely unique drinks such as a frozen grape cocktail. Try to snag a spot on the plush couches across from the bar - it provides the best people watching while sipping a cocktail and catching-up with an old friend.",
3,,3/17/2018,113,,"New York, NY",Melville G.,593,4.0,326,"Cibar is great little lounge style bar! We stopped by for a couple of drinks before dinner, and we were pleasantly surprised by what we found here!The first thing you notice is the amazing decor. The place is done up in a middle-eastern, moorish sort of way which we thought was really elegant. It was a bit packed when we came since there was a private event going on. We got a seat near the entrance but they graciously accommodated our request to move a bit closer to the fireplace as the spot opened up a little later.Our server was really sweet and friendly and made sure we were well taken care of. The drinks here were a slight let down though, the cocktails though strong were a bit unbalanced with one flavor standing out over the others. Maybe we would have had better luck with some other drinks.Overall an above average cocktail bar in this area, I would be willing to stop by here again.",2
4,,7/23/2018,4,,"Queens, NY",Eli B.,69,4.0,59,"We came here over the weekend for drinks for a friend's birthday. It was pouring rain so the place was completely empty at 10pm on a Saturday night but definitely alright with us as we wanted low-key. They have a variety of different cocktails that cost $14/each but some were very good, others were O-K, depends on your preference. The food was quite pricey but we tried a couple of different appetizers to complement our cocktails. The lounge is very laid back and was a nice place to converse with friends over a few drinks.",
5,,2/25/2018,67,,"District of Columbia, DC",Juan-Luis P.,13,5.0,29,"Great bar between gramercy Park and LES. The cocktails are very well done, the service is great, the music and the ambiance in general is perfect to spend a fun night but still not too crowded. The crowd is in their 40s I guess. Try the Manhattans and order some appetizers, you won't regret.",1
6,4,11/5/2017,947,2,"New York, NY",Jackie S.,3018,5.0,751,"VERY impressed with Cibar! It's 1920's swanky meets Alice in Wonderland topsy-turvy, with an awesome cocktail menu and GREAT music. Who knew this was tucked away on Irving?! A hidden gem!It's beautiful inside, and despite the upscale feel, it's not snooty in any way. The vibe was excellent, as were the drinks. I had the Cognac French 75 which was great, and different. Service was really good too.I'll definitely be back.",7
7,,9/2/2018,118,,"Brooklyn, NY",Kay L.,10,5.0,22,Beautiful beautiful place! Happy hour was wonderful! Loved lounging with my close old time friends. Staff was friendly and the food was delightful! Looking forward to visiting this gem again soon!,
8,,5/24/2018,107,,"New York, NY",Melissa T.,104,4.0,110,"Taking a stroll through Madison Sq park, union Square, Gramercy, Irving area on a beautiful spring day. Seeking a cute spot for cocktails, we found Cibar. Adorable but sleek decor, happy hour, & good music. If you are in the area, check out this place for a different scene.",
9,1,2/18/2018,142,,"Los Angeles, CA",Alyssa H.,28,4.0,542,Came to this bar by accident but actually it was pretty rad. Irving street is a great location. Happy hour until 8 pm. When we came at 6 on Friday it was only empty and at first the decor seemed random (Moroccan + Asian + disco) but as it filled up it actually became fun and unique. The bartender was not overly friendly but the drinks were actually really good!,2
10,,8/2/2018,0,,"Manhattan, NY",Cindy C.,0,5.0,19,"This is my go-to place! I love the ambiance, service, and drinks! I always have a great time when I come here. You have to try the Gimlet! A MUST TRY!",
11,,3/12/2018,26,,"FLUSHING, NY",Kevin L.,174,1.0,109,I had a reservation at 8:45PM on Saturday and I really didn't need one. The place was empty. The bar was small with maybe 10 tables. A couple arrived 15 mins later sat next to us. He said the reason he was at cibar because Dear Irving the bar across the street didn't have any tables available. The service and drinks were average. They didn't have woodford bourbon for my old fashioned!! The place is between a regular bar lounge and a dive bar. The place was dark. The atmosphere was blah. No vibe to this place. Would I come back? I don't think so.,
12,,8/31/2017,134,,"Brooklyn, Brooklyn, NY",Sam K.,351,4.0,190,"Cibar's eclectic decor drew me in - mismatched chairs with decorative throw pillows, big comfy chairs, little tables for 2 and a mirror tiled bar lit with pink lights. It's a basement bar along Irving, pretty easy to miss and pleasantly surprised when I found it.They do have a happy hour with a few minimally discounted cocktails, but no bargain to rave about. Drinks we all about $10+ and they had a pretty all over the place assortment of snacks (price wise and food wise- no common theme or cuisine). Truffle Popcorn was an app standout- and the chips and guac (3x chips to guacamole ratio) were good but nothing special.Drinks wise I went classic here and ordered a margarita, then another, and maybe one more so you know it was good! I can't comment on the balance of the more specialty cocktail offerings, but there were a lot of pretty fruity pink drinks being served up so if I head back that way I'd dare to be more adventurous!",
13,,9/28/2017,0,,"Brooklyn, NY",M L.,61,4.0,40,"I came here for my birthday event and my friends and I had an amazing time. They have happy hour until 8pm, they have a food menu which was important as most of my friends just got out of work and were hungry. The place was spacious and non pretentious. The ambiance was great! It did get really busy around 8-9pm on a Friday night but it wasn't uncomfortably crowded. Our waitress was very attentive and nice. Overall, we had a great time, my friends came up to me and told me they really enjoyed Cibar. I would definitely come back again. It is low key and can be an intimate place for a date or just to catch up with a few friends too.The only reason why I took one star off is because they forgot to make note that all my friends will pay separately. So initially, everything that was ordered was on my tab. The waitress was nice enough to divide it up amongst my friends who needed to leave. But for some reason, at the end of the night, the whatever was left over was still a lot even though everyone paid their share. So In the end we had to still pay for it.I reserved 15 seats via email. The owner was very responsive and accommodating when we were communicating about the reservation. I did mention twice that everyone would be on separate tabs. So I don't know why it wasn't written down. Again, we had a great time. I really enjoyed everything Cibar had to offer and hope to go back. But if you're looking to reserve a table or something along with any special requests, make sure to double check with them when you arrive just in case.",2
