,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,1,11/12/2018,836,,"Brooklyn, NY",Mitch E.,445,4.0,1027,"One of the largest selections of tap beers I've come across. Various types of seating. From communal tables, to intimate couches, to tables for four, it's got it all. Randolph provides whatever you need. It's not in a prime location for weekend activities, but I imagine the place can be packed with work day crew over the weekdays. There's a self tap station. I have no idea how it works, or how you use it, but it's there. If you don't want to deal with that you can deal with other humans, such as the bartender at the bar. You know like before Watson or Skynet takes over. They have games in the back, which makes it even better for groups. As I explained though you can be couple here on a date and it'll be fine. I just have no idea what it's like here on a Saturday or Sunday as the neighborhood could be a little dead around that point.",2
1,,10/27/2018,68,,"Troy, NY",Nancy Z.,2,1.0,28,I would rate this place a 2 on the food and 0 for service.Don't expect to be served... You have to fill up your own water and beer and go up to the bar to order food. I got a calamari for $16 and it was an extremely small portion of food and definitely not worth the price.,
2,,9/29/2018,192,,"New York, NY",Rebecca L.,98,5.0,338,"My friends and I came here after work on Friday to celebrate my partner's birthday. We really enjoyed our night at Randolph Beer. Atmosphere:Upon walking in, I was impressed with the space and how favorable the layout was for both large and small parties. The reservation process online was easy and guaranteed us our table for 2 hours. Uniquely, the brewhouse is cashless but you can request tokens at the bar to play the games (Ski-Ball, Foosball, Pinball, etc). I liked how clean the place was, as it provided a slightly classier vibe than your typical drinking spot. While the place was busy, it didn't feel overcrowded and we didn't have to shout all night to hear each other. Service was very friendly as well. Food/Drink:Interesting menu consisting of both your typical bar foods and healthier options such as cauliflower rice bowls. I had the Burger with Waffle Fries. I was very impressed with the food- the Burger was juicy with a buttery taste, and the fries were also tasty. I also tried the Fried Chicken sandwich, which was also very good. Food was a bit expensive, (the Burger was $17), but the quality was above your typical bar standard. All food is ordered at the bar and there is a fun self-service beer on tap section. Overall:If you're looking for a relaxed bar with great food and drinks, Randolph Beer is an awesome spot. Prices are a bit high, but the quality and experience is worth it.",1
3,,11/14/2018,1,,"Bedford-Stuyvesant, NY",Andrew R.,0,2.0,3,The food is ok but the fried chicken sandwich is hit and miss- sometimes it's freezer burned and rubbery. More importantly though -- my coworkers and I used to come here a lot to play foosball on our lunch break. That was the main reason we came. But then they replaced that table with a cheaper one that wasn't installed properly; the handles are all out of wack. So we pretty much stopped going. If you guys fix that foosball table please reply to this review. We'll come back!,
4,,9/23/2018,154,,"Cortlandt, NY",Ray B.,0,5.0,23,"I know it's been awhile since I last took the internet by storm with a fevered review that shook the food service industry to its CORE, but fear not, for I have returned to take advantage of my position as a judgmental patron of occasional brunches to transform my biased perception of a brief two-hour experience into a full-fledged declaration of the objective quality of the restaurant. In this case, I declare that the restaurant is good!I came here for a co-worker brunch last week (get turnttt am I riteee???!). We decided to participate in the brunch special, with consists of 90 minutes of unlimited brunch punch, mimosas, select beers, a main entree, and--if you're a supporter of Satan himself--bloody Marys. The restaurant requires the entire table to participate and all members of the party to be present before the clock begins. I must commend the waitstaff for being so accommodating when one unnamed member of our party arrived 45 minutes late (cough*OLIVIA*cough) so we had to wait to start our ordering/drinking. We were not pressured to leave or met with any bad attitude (which honestly would have been completely justified). Once our full party finally assembled, the waiter was very attentive in refilling our drinks and giving us recommendations on what to order. The interior decor was spacious and comfortable, though the bathroom stall doors did not seem to lock properly so I had multiple people walk in on me and I also walked in on multiple people. Luckily, the alcohol had kicked in at this point so this was not a real issue for me. Turning to the food and drink, both were excellent. I am a sucker for eggs benedict, but thanks to a combination of peer pressure and my love for the classy exclamation ""kiss my grits!"", I am proud to announce that I broke from tradition and instead ordered shrimp n' grits, and I'm glad that I did. The perfectly-cooked garlic-poached shrimp sat on a creamy bed of well-seasoned grits, which was enhanced by a sunny-side up egg and shishitos, Asian sweet peppers that added both flavor and texture. The drinks were unique and refreshing. Between the tequila/cucumber and the dark & stormy, the alcohol provided a nice complement to the food and the conversation. I especially enjoyed the variety of the drinks, and how attentive the waiter was in refilling our drinks and reminding us of our time remaining so we could properly plan. Good friends, good food, good alcohol, good service - would recommend!",
5,,11/3/2018,439,,"Manhattan, NY",Kayli J.,0,5.0,3,"We had my husbands birthday party here and it was perfect. Food is fantastic (big ass pretzel, French friends with jackfruit  everything is delish) and our service was amazing. The server was communicative and willing to do whatever it took to make our experience the best it could be. Highly recommend  this place especially for birthdays or bigger parties.",
6,1,5/25/2018,107,1,"Jersey City, NJ",Sarah G.,26,5.0,142,"Although the Brooklyn ""bro"" culture is alive and well here, Randolph Beer is a cool place to hang out after work. Its location across the street from my office is a huge plus. I love that they have the pay as you go beer taps. I hadn't seen something like that since I was in the South of France and I have always wanted it to exist in the US. When I first started my job my coworker told me about it and my eyes lit up. I mostly just come here for the beer, I've never ordered food or even used the pay-as-you-go feature (we have been sitting outside since it has been so nice out.)  Randolph's house beers are on point and I do enjoy coming in to grab one of those. As for everything else: it's your standard craft brewery. At this point, nothing really impresses me when it comes to selection because so many places have a good selection of beer (I was also spoiled in Pennsylvania where we had a place with an 8 page beer menu and I frequented it ever since I was 21.) What always impresses me are the house beers and whether or not they are actually good. Randolph's selection never disappoints.If you are looking for a quality brewery with a cool tap feature, check this place out :)",1
7,5,10/26/2017,847,,"Brooklyn, NY",Kenny C.,11053,4.0,3176,"I've been to the NoLita and Williamsburg locations of Randolph so I was excited when I heard the DUMBO location was opening up because HH options around here suck.Unfortunately, their opening was delayed several months due to plumbing issues, but they finally had their soft opening and I went for a work event.First of all, the layout of the place is really weird. It's a split floor, and very winding. The beer ATMs are closer to the entrance than the bar (where you need to go to get a beer card), so that's awkward (especially when it's packed). Lots of tables though.There's also tabletop shuffleboard and a pinball machine.The upstairs area is tiny (3 picnic style tables that you can reserve) so not a lot of room to move around. Waitresses came by pretty often, so that was nice.Draft list had a lot of variety. Most beers were $10 for 16oz, which isn't the best, but at least they're good beers. But the beer ATM list is different, so hard to maximize your choices in one fell swoop.In terms of food, they have a full menu. We just did a bunch of appetizers to share. The waffle fries with cheese were yum (melted cheese on top and a dipping cheese on the side). Shishitos were also good, bit pricey at $11. And the Big Ass Pretzel was as advertised. I'm a sucker for beer cheese.Will definitely return, but maybe on a night where the whole neighborhood isn't there for the opening. Keep up the good work, guys!",6
8,,9/30/2018,0,,"Manhattan, New York, NY",Alex W.,151,5.0,38,"Randolph Beer is my favorite place for brunch. They have a great menu to choose from, and is also vegan friendly. They have great craft beer and their cocktails are so good. The dark and stormy and fresco are my two favorite. Great for groups and is kid friendly for those cool hip millennial parents!",
9,3,8/8/2018,27,1,"Howard Beach, Queens, NY",Raffaele P.,32,5.0,42,"Great service! Great food, cool environment... loved everything about it and staff was really friendly also.",1
