,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,"10/29/2018
            





Updated review",63,,"Louisville, KY",Giovanni H.,55,5.0,29,"Went here thanks to a friend that took us (he literally  lives around the corner from this place).. First impressions were bleh, I did forget that I was in New York and that an outside appearance of a place doesn't necessarily result in the food/atmosphere being alike! LOL It looked like your average smallish bar. Which after a long day of exploring New York, by train and foot, looked like a sanctuary to me and the group I was with. Everyone was courteous and prompt to refill our glasses with some fine Manhattan Tap water. It was delicious and cold, don't know what the fuss about New York water is?!We went ahead and ordered food. Their turnkey burger is out of this world. I have never had a turkey burger that was good or even decent, however, theirs was just perfect. My significant other had the salmon on quinoa, you gotta remember, this is still a bar, not really a Resturant. The salmon was to die for.  And the rest of the gang had turkey burgers and some vegan dish that I don't care much about. Everyone was pretty impressed by the food and the great service. I definitely recommend This place not only because of the pleasant experience, it's also right off the train station and some weird cookie place with some bad ass cookies. But that's material for another review. Cheers and thanks for making my NYC experience a pleasant one!",
1,13,9/8/2018,2571,7,"Torrance, CA",William G.,3976,5.0,1691,"I came here with some classmates for happy hour. The commute here took some time, as local traffic was congested. When we got here, I found the place to be quite small. Yet, we were able to fit in here adequately.There was one waiter and one bartender on duty at the time. The waiter got us menus and drinks in short order. Most of my classmates ordered random bar snacks, but I went with an entree. I ordered the grilled salmon, which came with quinoa and a blend of sauces.The food was amazing here! The drinks weren't bad, either. And although the bar was small, the environment was pretty good. We had a fun time here, which is great because the med school life is rather stressful.Thanks for the great service, people!",11
2,,7/19/2018,1,,"New York, NY",Andrea C.,0,1.0,68,"Yikes. There's absolutely NOTHING good to report about this place. 1) Waiter: a bland, yet pretentious, ""hipster"" type (you know, 70s-style moustache and arm tattoo firmly in place). Not only did he talk so low you couldn't hear him; but he forgot our beer glass (and there must've been just about 5 people in the place) and acted as if he wanted to be anywhere in the world but there.2) The Food: nothing had flavor. I didn't even finish my cheeseburger it was so bland and tasteless (oh, and I asked for rare and got something closer to well done). I knew it was going to suck by how they chopped the lettuce - into little tiny bits, probably to hide the fact that it was old.3) Price: And to boot, it's expensive for absolutely crap food! My friend and I paid almost $20 for each of our burgers. Unacceptable for this type of food. Honestly, I've had fresher, tastier food at a Wendy's.I've lived in this neighborhood for a while and always pull for new restaurants to be good. Some are; some aren't but at least they try. This place is just a hot mess running cool. Honestly, I can't believe anyone in their right mind would return to eat here. It absolutely sucks.",2
3,,6/16/2018,341,,"New York, NY",Brittni D.,129,2.0,65,"Huevos Rancheros - was excellent. I sat outside with my dog when I came. I would definitely return to this place to try the pancakes or French toast, looked delicious.The negative was the service, when I sat down I was not given a menu for at least 10 min, once they realized they were not being attentive, the waiter started coming to my table every 2 min disturbing me. When I indicated I wanted to check out, the waiter decided to ignore the fact that I wanted to leave and have a side bar conversation with his co workers . The service definitely needs improvement.",4
4,,10/13/2018,0,,"Manhattan, New York, NY",Sabrina C.,8,5.0,11,Nice bartenders and delicious snacks. I always come here on my break at work and order the cauliflower poppers. The burgers are also good!,
5,2,10/23/2018,21,,"New York, NY",G O.,630,5.0,264,"First time here.I ordered a cheesesteak which comes with fries and this good af chipotle mayo for takeout. Amaaaaazing. The sandwich was seasoned WELL. Baguette great. Fries, good amount. I'll definitely buy it again. Excellent customer service. Some regular patrons know the staff by name. A establishment doesn't get there if they're not good. I walked about a mile home and my food was still warm. Way to go Harlem Food Bar.",
6,1,10/4/2018,265,,"New York, NY",Myrna D.,87,5.0,21,"I ordered the Caesar salad with salmon and it was sooo good! I was already proud of making a healthy decision for the evening and tasting the salad confirmed my choice even more! Even the skin of the salon was delicious and I never eat the skin! My friend ordered the Shrimp Po'Boy w/fries and it looked to good not to try!‍Food, drinks, service AND music was all top notch-- I WILL be back!",
7,,10/23/2018,0,,"Manhattan, NY",Shia J.,0,5.0,4,"This is absolutely the best burger place in Harlem.  I live on 115th and I am here at least once a week.   I'm from the south so beef is my thing however their burgers blow me away. Oh... don't forget the fries. They are amazeballzzz!!!  The staff is super friendly and after dining here for 4 years, I've never had an unpleasant experience ever!   My favorite is a rare burger with just provolone cheese sautéed mushrooms and onions.   It's it's too die or and I never can finish it in on seating.   If you are in Harlem, HFB is def a place to stop by.",
8,,8/24/2018,1,,"Manhattan, NY",Andy R.,7,4.0,8,"Great food, great value and extraordinary service. Had a turkey burger with jalapeños - extra jalapeños because I love them so much. Fried mac and cheese sticks - a nice surprise. The menu is full of other choices. I will be back to try those.",
9,,7/31/2017,156,1,"Harlem, Manhattan, NY",Kendal F.,446,2.0,81,"This is a small restaurant that usually has more excitement during the summer when they open the outside seating. The bartenders are pretty cool and I think that's why most people go here. The drinks (specials). The food is not very memorable (to me at least) and I've tried it a couple times over the years. My most recent visit I just had the BBQ chicken wings, which were just OK. If you want a kind of cool atmosphere during the summer where you can get 2 for 2 drink specials. This is your place. I think the best thing about this place is Trump's face in the toilet.",1
10,,10/14/2018,0,,"New York, NY",Mimi L.,6,5.0,24,"Looking for the perfect hue is rancheros? You can find them right here, along with friendly ambiance and staff! You won't regret taking a hike up there.",
11,,10/9/2018,0,,"Plano, TX",Victoria L.,0,5.0,4,"Great menu, lots of choices. I had the pasta primavera with chicken. Service was good.",
12,,8/29/2018,0,,"New York, NY",Daniel C.,0,2.0,8,"I'm so disappointed after taking three friends last night.  Been coming here for years and it must be falling on hard times recently.First, I often get the meatloaf and substitute fries for the potato purée.  I love the fries...For years, I have done this.  So my friend ordered it...Last night, they refused stating they don't allow substitutions.  He ordered it anyway.  The meatloaf was okay...potatoes were bland and the ""garlic"" green beans we hardly cooked.I told my friend that it was no big deal and I would share as they always load on the fries.  I got my burger - arrived medium well after I requested medium rare.  And with 15 fries.  My other friend got a turkey burger - all dried out and with less fries than me.  He called it a hockey puck.  My other friend ordered the Asian salad with chicken.  The chicken had no flavor and looked boiled.This was more than a bad night.  This was indicative of a restaurant going downhill with no attention to detail or quality control.",1
13,1,11/15/2017,126,,"Manhattan, NY",Angel S.,34,5.0,95,"This place is great! Came here today with my girlfriend for dinner. Our waitress, Rhonda was super nice & very accommodating. I had the steak while my girlfriend had the Frisee Mesclun Salad. Both were delicious! The owner even said hi to us & was happy we enjoyed our meals. We'll definitely be back soon! Love the toilet btw haha",
14,,7/2/2018,138,,"New York, NY",Mary C.,153,5.0,43,"I've been to Harlem Food Bar a few times and I can say that I have enjoyed their food! I highly recommend the turkey burger, salmon BLT and cauliflower poppers. Their frozen margaritas are delicious. I would try to make it for happy hour to get the best margarita deal! They have outdoor seating which is nice in the summer. Or server, David, was attentive and funny. I plan on going back soon!",
15,,3/7/2018,279,,"Baltimore, MD",Desirée I.,3,5.0,13,"I walked to this restaurant from the hostel I was staying which only took 12 minutes (a major plus). I could've taken the M7 but wanted to explore. I linked up with a friend who lives in the area and suggested the place. At first sight this spot was lively and cute. The waiters were exceptionally nice, especially our waiter, Ephraim. My friend's 2 year old son was with us and Ephraim was super attentive, giving him some sheets of paper and crayons. The bartender even came over and engaged us in conversation. I ordered the passion fruit margarita and Lousiana Po'Boy both which were hitting my taste buds in all the right places. The fries were also hot, fresh and crispy just how I like them.Ephraim made my first solo experience in New York a great one. I'll definitely be back, hopefully for happy hour!",2
16,,3/4/2018,22,,"New York, NY",anup c.,11,5.0,42,"Went today for first time. Am surprised it was not more crowded when we arrived at 11:30, but it soon filed up.Bloodys were great, $10/per, 1/2 litre pitcher for $18.Food was delicious. Guacamole toast was perfect ratio of toast:guac... Eggs Benedict are not my thing but had the perfect runniness, tanginess, or whatever gooey egg ppl like...Recommend without reservation.",1
17,,7/13/2018,24,,"New Haven, CT",David W.,0,5.0,41,"Went here the other day with a friend who lives in Harlem. Nice, quaint place with indoor and outdoor seating. We sat outside and enjoyed some really good iced coffee, seltzer water, and hanger steak salads. Service was excellent. Food was terrific. If you're looking for a nice little cafe for lunch while in Harlem, this is the spot.",
18,,4/21/2018,0,,"Manhattan, NY",Donahue B.,0,5.0,1,The burger from HFB was elite!!! The wings could stand against those from the top wing spots in the city.,
19,,7/15/2018,24,,"Whitewater, WI",Amanda M.,1,5.0,26,"We stopped in for the World Cup finals because there were available seats. The place is amazing- good food, delicious drinks, fun atmosphere & the wait staff is warm, friendly, & attentive for it being a packed morning.",
20,,4/4/2018,19,,"Brooklyn, Brooklyn, NY",Adrian C.,8,5.0,10,A really nice place in the heat of Harlem. The food quality is great! Fresh ingredients and perfectly cooked. I recommanded the Louisiana Po Boy it's a must! Service is wonderful! Happy to know that that are some good service in NY...,
21,,5/13/2018,1,,"Manhattan, New York, NY",Raul N.,0,3.0,4,"Decent place, but the food is too expensive for just basic entrées. You're getting basically diner food but with five star prices. Stop by for a nice drink or two, otherwise go elsewhere to get more bang for your culinary buck.",3
22,,9/28/2018,0,,"Manhattan, NY",John Steven B.,0,5.0,1,"My go-to near home. Great drinks, great food, best fries in the city. Good vibe to boot!",
23,,6/1/2017,123,,"Queens, NY",Raymond W.,778,3.0,201,"3.5 stars if i couldcontrary to what most reviews say, my experience with service was fine.waiter was efficient and attentive despite us sitting outsidei will warn everyone however that the prices are kinda insanewe're talking like 20 bucks for a salad and another 6-8 bucks to add chicken.the poboy sandwich was delicious and came with a ton of baby shrimp. the sauce was perfect, not too spicymy girlfriend LOVES their fries.may come back during happy hour when things are a bit cheaper !",1
24,,9/24/2018,0,,"Marietta, GA",Alison P.,1,4.0,24,We had a great time sitting outside.  Great service (our server was a lovely young man) and food was really good.,
25,,5/25/2018,312,,"Manhattan, NY",Rodelix R.,0,1.0,5,"I have been to this place 3 times and always walk out with an issue, but i give it the benefit of the doubt every time because I like to support my neighborhood bars (especially the LGBT friendly ones). Today We walked in and greeted a server (white guy with a blue plaid shirt) he greeted back but didn't seat us so we took the open ourselves to sit in a nearby two top table by the door. We were sitting for about 20 minutes before the other server (spanish guy with glasses) told us he'd bring us menu's. By that point we were turned completely off but decided to give them a shot and order a drink. We ordered 2 mango margaritas which lasted another 20 minutes to get to the table. Overall probably the worst service I've ever received. We were literally ignored for the time we were there.  Some places you just can't give the benefit of the doubt.",1
26,,8/1/2016,138,,"Flushing, NY",Guitelle S.,346,2.0,138,"Hm, this wasn't somewhere I wanted to visit but my friends & I were out in the city and we wanted to get something to eat so we decided to check out this place. Probably wasn't the best idea to come here because this food lacked flavor and I also think they were just too overpriced for the quality of food they offered. I ordered the macaroni sticks for my appetizer and I was not a fan. For my entrée I ordered the half pound burger and I did not enjoy it at all. It came it out kind of cold and it tasted blah. I was only able to get through a half and that's because I was so hungry.The restaurant is pretty small place but it had a cool interior and the vibe was nice. It was packed in there but it was still comfortable. I don't understand why there was so much people there though because the food wasn't good but maybe the drinks were.As for service, our waiter Josh was busy throughout our time there but he was pretty cool when we did get a chance to interact with him.",2
27,,5/9/2018,0,,"Manhattan, NY",Laquisha G.,2,1.0,3,"I live in the neighborhood and usually have a great experience at Harlem Food Bar. For some reason, today, the owner of the restaurant was outside Monitoring who could and could not be seated at the restaurant. A group of black men arrived before my friends and I and they were told there was no seating available, when there clearly was, so they left. My friends and I were told the same thing and it was a blatant lie. We took pictures, because we were so in awe.",1
28,,3/31/2018,42,,"Foxhurst, NY",Nathália S.,32,1.0,21,"Didn't actually get to eat here. You know when you go to a place and the server woke up on the wrong side of the bed? Yeah, that's why. The food looked and smelled amazing. I'm not sure if it's my race or gender or even both combined. I wanted to treat my fiancé for a pre birthday lunch but the server was rude multiple times. Felt unwanted there. So sad.",2
29,,12/24/2017,70,,"New York, NY",Ivy C.,2,5.0,106,"Come once, you'll be back.We moved to the neighborhood and tried this busy place. The food is consistently terrific! Fresh, hearty, cooked just right (thanks Ernie!). The staff lead by Scott greeted us like part of a community from the first time we dined there. Brunch is especially good. The upscale pub menu has something for many appetites. Fantastic sidewalk seating when the weather allows.",
30,,7/27/2018,0,,"Brooklyn, NY",Adam H.,0,1.0,4,This place used to be the hot spot in harlem for drinks (not so for food) but now it seems like they just want a certain type of clientele and not everybody is welcome there. I was just there last week again and I witnessed the owner/manager arguing and yelling at the waiter for some reasons. I heard the owner isn't  pleasant and I can confirm that he is not.  I'm definitely not going back there and wouldn't  recommend this place to anyone.,1
31,1,2/16/2017,37,1,"Atlanta, GA",Lindsey H.,237,5.0,141,Our group of four were the only people there on a Thursday morning but it was delicious. The cook customized a member of the groups burger. Two margaritas before noon was the perfect idea! I ordered the chili as well and it was full of flavor and totally worth it. Their fries are scrumptious along with the white sauce it came with!!!! The breakfast sandwich was a good size.,1
32,,8/25/2018,0,,"Manhattan, New York, NY",Stevie J.,0,3.0,2,"HFB is a small no thrill restaurant with a flamboyant atmosphere, the food is good except for the french fries they're to fancy to be used as a side dish. The drinks are good but expensive. The service is ok nothing great. I was surprise to see a the face of a United States President in the toilet bowl. Barack Obama, ""I Got This""",
33,1,12/15/2016,246,1,"New York, NY",Louise R.,1386,5.0,288,"Ken the bartender made an amazing tasting strawberry martini with fresh strawberry puree. We ate prior at Zoma so we just had drinks. It was quiet and we stayed till close at 1130. Clientele was respectful and the music was very chill. Had a great lengthy conversation with Ken. The place has a coat rack in the back so you can settle into your seat uncramped. The place is relatively small and sitting by the window on a cold night will give you a bit of a draft.  To be fair, it was extremely cold outside. I would definitely return to try the food and enjoy the ambience and company of a cool bartender who knows how to carry an entertaining conversation.",3
34,,8/4/2018,0,,"Manhattan, New York, NY",Paul S.,0,3.0,2,"VERY GOOD BURGER !!!!! Felt bad for guy behind bar he was the waiter , bartender and the busboy. Lady at the bar don't know if she was the owner but she seemed more interested in her Martini then helping him out. Other  than that one issue nice clean place food was good would definitely go back and recommend to friends. Also wished they had better beer selection some more IPA's would be great.",
35,,"1/20/2017
            





Updated review",87,,"Jersey City, NJ",Diogenes M.,141,5.0,87,Came back for that burger and fries and it was really really good. Among the best if not the best in the area. I like my fries really crispy and htis fit the bill. Have not had anything bad here and the wine i spretty consistently good.,
36,,"7/19/2018
            





Updated review",0,,"Manhattan, New York, NY",Maurice A.,19,2.0,26,"So I've gone to HFB for about 4 years now. I've never really been the biggest fan of their food, however, the drinks have always been decent and the vibe was always young and cool. Every year the main attraction for me was always June 21st which is this anniversary/ music matters Part that they host. Dj stormin norman is the Dj which is amazing. I've noticed the last few years attending the event that it has become very elitists. The owners generally reserve areas for their friends (which is to be expected) and everyone else can sit where they choose (outside). They always have happy hour and just very friendly and attentive staff. This year however, the staff was very rude, not friendly and when my friends in I ( a group of 10) came to have drinks and eat we were told that this year not only were they not offering happy hour specials but they were only allowing certain people outside (aka the people the owners knew- those words came from our server) on the first day of summer they pushed most of the people inside.my friends who also attend every year were just as annoyed and over the situation as I was. To me it has become less customer driven and more cliquish which is kinda weird for a business that prides itself on being ""community based"" I will say if you eat anything the calamari, pita bread and the fried cauliflower were all awesome choices.... UPDATE: I was sent a response from the owners about the outside being reserved.. again, this could be a new thing as I have videos from each year that friends and I have attended and we were all seated outside!! This ""special guest"" rule should be made known prior to people attending the event as there is no way we would prefer to sit indoors on the 1st day of summer. Let me know if you need those videos as a reminder!",
37,,12/10/2015,278,,"Manhattan, NY",Julie B.,241,5.0,420,"I don't know what establishment the folks writing negative reviews visited, but my significant other and I had a great experience at HFB. So much so, that we decided to return two days later for my birthday dinner last night! The bartender, Julio, the Chef and the owner are beyond hospitable. The atmosphere and the crowd who frequents this spot are both very cool and a great addition to the growing ""restaurant row"" of Frederick Douglas Blvd. For my birthday meal, I had the meatloaf and my boyfriend had the short ribs and both were exceptionally good, stick-to-your-ribs type fare with little creative flairs. The meatloaf reminded me of my late Italian mother's meatballs because they even included veal! The only thing they could improve on is getting some bitters and ginger beer behind that bar! ;)",
38,,1/1/2018,13,,"Manhattan, NY",Kristin K.,1,5.0,13,Love this place awesome owners and the food is superb!! The chicken wings are a must and the Mac and cheese sticks ! Sometimes they serve a stew that is heaven!!!,
39,,7/1/2017,7,,"Beltsville, MD",Isaac M.,46,4.0,46,Reasonable prices for drinks and food during happy hour. I would recommend trying the shrimp poboy. The 2 for 1 drink special is definitely an incentive to come.,
40,,"4/23/2017
            





Updated review",172,,"Harlem, Manhattan, NY",James S.,0,1.0,9,Had the worst service here tonight.  I've come here multiple times and have always had a great time.  Tonight it seemed like the bartender was more focused on his friends at the bar as well as closing down.  It took myself and my friend an extended amount of time to get drinks. We watched everyone else at the bar get helped before us.  We only got a second round of drinks because we were persistent in getting the bartenders attention. He never came to our side of of the bar unless we asked for him. I like Harlem a Food Bar but I am not sure I'll be back based on the experience I had tonight.,1
41,,10/26/2016,259,,"Manhattan, NY",Sonia S.,81,3.0,131,"We were on this side of town and looking for any place to eat and stumbled across this place. I got the chicken sandwich and my friend got the burger. There was nothing special about the sandwich and especially the burger. I will say though, that the sides were incredible. My sandwich came with an arugula salad that had a very brine-y dressing that complimented it perfectly. Like everyone else has said, they have some of the best fries. They apparently bread them and then fry them, which I think is genius. I dont know why every other establishment doesn't do this. Would i come back? no, but it was alright for a mid week lunch.",
42,,6/9/2018,8,,"Manhattan, NY",Tamika C.,0,5.0,13,"I live in Harlem, so I've frequented this restaurant many times over the years. This is literally my hood.  The food here is consistently good. Today I got the chicken Cesar salad and it was superb. The owner is so cool. He sat and chatted with us for a while. Our waiters Cody and Jean Michel were so accommodating and extremely attentive. I'll definitely be back. I wish they delivered!",
43,,1/13/2018,1,,"Manhattan, NY",Alan C.,46,5.0,91,"always enjoy HFB and have visited countless times.  everything is good - from the benedict to the burgers to the salads.service is great, spot on.nice friendly neighborhood hang out.",
44,1,3/4/2018,1,1,"Manhattan, New York, NY",Scott E.,0,5.0,1,"I was at Harlem Food bar for brunch this morning and excellent. Good food, good menu, good atmosphere and good service. This is worth visiting and excellent brunch location - best I have visited in area.  I will be back and with my kids",1
