,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,2,10/7/2018,30,,"Thornhill, Canada",Sammie S.,564,4.0,431,"Excellent decaf coffee. Appreciated the choice of various bakery items, some vegan, as well as specialty items.Excellent decafGreat americanoYummy cherry Italian sodaValrhona chocolate - scoreBerries only two blueberries were not consumable.Less one star for service. Our cashier needed help and still got two of three drinks wrong.For my fellow Toronto area friends, this reminds me of Pusateri's in Yorkville.",2
1,,9/15/2018,52,,"Bayonne, NJ",Nastasya K.,0,1.0,4,Food is overpriced. An apple and a pear I bought were tasteless and unripe!Fresh juice and a protein drink were spoiled! They tasted like soda.. and a juice bottle was swollen...I threw about 20 in a garbage.. very disappointed!,
2,1,9/5/2018,78,1,"Brooklyn, NY",Felicitas O.,635,3.0,210,"Dean and Deluca was a favorite maybe 20 years ago but I have to say they are stuck in the past and have not added any new items to their large store. I went in last week as I was starving and wow there is pretty much nothing for vegan minded people! It's 2018 how hard could it be to stock up on a few options? At least some tofu spread for the bagels? That's been around in all NYC delis for decades, some lactose intolerant customers might enjoy it as well.... besides expensive fruit there is nothing here.It's hard to believe as the space is enormous and the location fantastic. Very little healthy and modern food inside! Very sad they are so stuck in the 1900s",1
3,,6/29/2018,74,,"New York, NY",Teresa L.,2624,4.0,347,"Wow, I forgot how great and huge this shop is! Looking for a variety of cheese? You are in heaven! Have a sweet tooth? You will leave this store very happy. Wanna grab a quick lunch? Check!This place must be one of the largest, if not the largest, Dean & DeLuca in the city. It literally has so much items from vegetables, all kinds of quality meat, salmon to boxes lunches, sandwiches, bread, cookies and cakes and many more!!Staff is friendly. Plenty of benches in the front and near the bread section if you want to eat inside and chill before you continue to your next adventures.",1
4,11,4/22/2018,144,4,"Reno, NV",Connie L.,724,4.0,95,"Always enjoy a trip to Dean and Deluca, especially this one because I didn't know there is one right on Broadway, it was a surprise, when I saw it, I had to go in and check it out. They have the usual offerings like other Dean & Delucas, a great selection of breads, pastries, pressed juices, prepared meals / salads, racks of wines, etc. The Pasty station is my total weakness, they are so well made and well presented. I wish I had the extra luggage to carry them all home !!! Would I go back ? Absolutely !",8
5,2,10/6/2018,48,2,"Washington, DC",Mariam S.,7,3.0,15,"Sorry for not joining the superlatives party. It was just fine, and for sure not as good as it used to be. So first, they do have some cool foods and some interesting gourmet products. But do they worth the prices? I am not sure. Also the store is so packed on weekends, that I am planning to return on a weekday just to check what is going on here.",5
6,,10/29/2018,26,,"Brooklyn, NY",Teresa C.,16,5.0,125,I've never been to a Dean and Deluca. So I was not sure what they have. I was impressed. I walked around then found what I was hoping they have soupsThank you Carleen for going over the soups with me. Once I explained I have food allergies she let me sample the chicken lemon soup and it was good. You get to choose bread with it. I chose the baguette and they give you more than enough. I was not expecting that but love bread with my soup! I enjoyed a nice lunch and ate it there since I only had a 30 min break.,
7,10,7/19/2018,299,6,"Queens, NY",Andrew S.,1198,4.0,618,"This Dean & Deluca should be considered one of those landmarks. It has been here from what I can recall and have visited for over 12 years. Not much has changed. It is the Soho Supermarket. I come here usually at the beginning of or after a Soho shopping experience. It is where I get something to drink or a quick bite. For one seating is none, you stand at the tables up front, in the middle of the market or in the back where the current sushi offerings are. It is a gourmet style super-market.I stopped by yesterday just to grab a drink. They have craft drinks along with the very commercialized name brand drinks. I grab a, I forget the name of, soda made with herbal additives, pretty good for a soda with herbal ingredients, something I have never had. I also grab a pastry from a booth on the opposite side of the market. The pastry wasn't that great. The crust needed more butter but the jam inside was good.Other than that they carry curated meats, pre-made foods including ribs/flank steaks, sandwiches and such to be found at most markets. It isn't really a supermarket but a market with gourmet style foods and accessories.The highlight this week is William's Family No No Sauce featured with the bottles flipped upside down as dispensers. And the bottles on pink painted BBQ Grills.",8
8,,8/8/2018,13,,"New York, NY",Melissa P.,14,4.0,81,"Anyone that's anyone knows that Dean and DeLuca is synonymous with New York. It just is. It's in movies and any TV shows that are ""based"" in NY. I was reluctant to try it, given many of the popular places are just popular because they are on some show, but I was wrong. As it turns out, Dean and DeLuca has some of the best prepared meals I have found in the city...I live all the way on the UWS but will go here at least 1x per week for their sushi (incredible), deli prepared items, and sometimes their baked goods if I am going to a party. Everything is always fresh and seems to be the highest quality. I always buy their spices and little odds and ends for my kitchen there. A few things I do not like is their coffee (lattes or mochas are too bitter and/or sweet) and the insane cost of the produce. It's fine, I just buy that at Whole Foods, but it's pretty pricy. Tip for locals: tourist madness ensues everyday around 11:30am until about 2pm. There's a lull between 2-4. Then a break after the dinner rush before they close. NEVER go on the weekends because oh my gosh...it is truly a madhouse and you can't even fight for space.",
9,,1/7/2018,194,,"Brooklyn, NY",Karen Y.,1571,4.0,394,"If you've been to SOHO, then you've met Dean & DeLuca, either passing by or dropping in.  I first met D&D while being way too earnest for a meeting and showed up like 45mins before anyone arrived quite a few years ago.  And of course recently on one of the coldest NYC frigid day, I again arrived 30mins before my girlfriends.  What's a girl to do? Drop in to Dean & DeLuca for a delicious cup of cappuccino with a self serve bar; browse through their wide selection of flowers, sweets, colorful candies, desserts AND they carry my all time fav square donuts from DoughnutPLANT!! What?!! Yes!! Each area have their own ""line""... just follow the flow or ask... otherwise, you would be skipped over by regulars and still wondering 'where can I get a cup of coffee??!' Prices are a bit steep but it's really just Manhattan prices! The freshness and variety makes up for it and gives you a place to chill while you wait for your day to start.  Happy discovering Yelpers! #willtravelforfood",4
