,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,5,11/14/2018,1086,,"Gainesville, FL",Matthew L.,1352,5.0,501,"Rare is amazing! First tip get the Fry basket it is so worth it! I went with someone who goes very regularly and they knew exactly what to get. The fry basket was a huge appetizer. It came with 3 types of fries.  The fries were waffle fries, sweet potato fries, and shoe string fries.  They also came with a lot of different sauces and once specifically that was a maple syrup sauce it was great.  The wait staff here is great and they had a daily special that I got. It was a Bison Burger with bacon and cheese on it and it came with a side of mac and cheese. This was great. The bison burger was cooked perfectly and not overdone at all.  The bacon on it was candied bacon and also was amazing!  The mac and cheese was good but I only had a bite of it because of how full I was.The only thing I would say was bad was the time it took to get drinks made from the bar. We ordered several rounds of drinks and it took them a long time to get the drinks to us.  Overall a great place and I highly recommend!",6
1,,9/2/2018,459,,"Manhattan, NY",Ray K.,16,4.0,24,Came here with a friend on the weekday for dinner. I got the rare burger with a side of truffle fries. The burger was very well cooked and was overall a solid burger. Juicy but not particularly memorable.Service was great and they often checked up on us how we were doing. I'd recommend this spot if you're looking for a great burger on a moment's notice!,
2,,7/16/2018,102,,"Mineola, NY",Merisa H.,60,4.0,68,"I would give this place 4.5 stars if I could. I came to this place on a whim with my husband for dinner, and it did not disappoint! Upon the recommendation of other Yelpers I ordered the Jameson Burger. Oh My Gosh, this is one of the best burgers that I have ever had! It was perfectly cooked, juicy, flavorful. AMAZING! Definitely recommend this! We also tried the cobb salad, which had very flavorful chicken on it (but otherwise it was a normal cobb salad). We also got the basket of fries which came with sweet potato, regular, and waffle fries, and dipping sauces. This was probably my favorite thing at Rare. Every fry was crispy and tender and salty...SOOO GOOD! Do yourself a favor and go here!",
3,,10/13/2018,104,,"Pittsburgh, PA",Julia E.,202,4.0,220,"Ate here for breakfast while staying at the Shelburne Affinia. You can charge it to your room which is great. I ordered the egg white omelet. It came with potatoes, toast, tea and fresh squeezed orange juice. I also ordered fresh fruit. The meal was delicious. Zero complaints and everything came out quick. It is a little bit pricey but isn't everything in NYC?",
4,10,5/29/2018,3651,9,"Hoboken, NJ",Nicholas G.,2091,3.0,952,When you come to a place called Rare you know you have to try the burger. The problem is I ordered it medium and the burger came out rare. The irony is incredible haha.  That being said it was a flavorful burger just a little undercooked for my liking. The tuna sandwich however was very good. Tuna was cooked RARE haha but that is how tuna should be cooked. We ordered the parmesan truffle fries which came out cold.  If they were hot they would have been a slam dunk.  The best part of the meal was the service. The waitress refilled our waters multiple times and was very attentive.Would I come back? Ehh.. idk but there is always a table available here for lunch. If they can get their temperatures right on the meat and fries this place could be a  4 star.,16
5,,6/19/2018,220,,"Houston, TX",Estelle Z.,418,4.0,113,"Went there with friends on Friday night. Was easy for me to get a reservation. Jameson black barrel burger came with a $5 deal of bourbon shot, def ask for it if you like bourbon! In general food was good, the waffle fries and sweet potato fries were the highlight of the meal. They have a rooftop which I heard came with an amazing view during sunset and after it gets dark. Unfortunately we were running late so didn't have time to check out. Maybe next time!",
6,,7/29/2018,0,,"Frankfort, NY",Christina M.,9,2.0,9,"Stopped in to grab a quick breakfast before having to grab an Uber for our bus ride home. Very few people in there which was nice. Ordered a coffee, which tasted good because I can be picky. Didn't offer creamer, just poured the cup and walked away. Less calories for me I guess. One waitress running dining room, so as more people came in for breakfast, she got busier. Someone else brought us our food. Dropped and walked away without a word. Would've liked ketchup and hot sauce. The hollandaise sauce is not what I'm personally used to. It tasted sweet and like a cinnamon cream cheese mixture..which the person I was with ordered French toast so idk if same bowl was used for something but overall, was fed. Would not go back. Also waitress was busy. After waiting so long for her to come over (which she didn't come back since ordering), had to go ask someone else for check.",
7,1,5/26/2018,479,,"Columbia, SC",Sherry C.,1501,3.0,405,"We came here for brunch only because it was convenient. It was pretty hot in there for some reason. The decor is totally outdated and worn. The service was slow considering we were one of 3 patrons. They brought out my orange juice which was warm. However, the food was actually pretty good. My husband got the omelette and he said it was very good. I had the oatmeal, potatoes, and bacon. It was great!  The oatmeal was seasoned just right. This place hopefully will get the update it needs. Also they need to work on the service. But the food was good. Our seats vibrated throughout the meal. I'm hoping it was the subway running underneath. Not sure what else could keep them vibrating.",
8,,9/6/2018,4,,"Charleston, SC",Candace M.,6,3.0,42,The bison burger was just meh.  I did really like the sweet potato fries with dipping sauce.  I was staying in the hotel and tried to order room service...took about 5 minutes to get through to the kitchen.  Everyone was really hospitable!,
9,,"2/12/2018
            





Updated review",0,,"Aylesbury, United Kingdom",Emmy H.,15,4.0,13,"Really tasty I had the 3 mini burgers (guacamole + mozzarella, slaw and one with bacon) - all were good and flavoursome even though they were mini. I felt that this dish is just the right size so you can fit in a side tooWe didn't plan the sides too great - we ordered a fries and dip selection for an appetiser which was enough for 4 people! Then we each had fries with out burgers which was too many fries in total!! Still great though, I'm a fan of the truffle parmesan friesThe staff are also really nice! The pictures aren't too great as the restaurant is really dark, maybe too dark, sometimes I couldn't see what I was eating, and the music is quite loud but overall I enjoyed my meal",
