,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,8/21/2016,147,,"New York, NY",Jennifer K.,25,4.0,40,"After discovering Balducci's, I'm never subjecting myself to Starbucks again. Starbucks: familiarity, long line, lack-of-seating, impatient workers, general aura of unrest, limited, over-priced food options, burnt-tasting coffee ($2.12)Balducci's: no line, pleasant service, spacious counters that are perfect for people-watching, excellent (hazelnut) coffee (2.06), surprisingly good sushi Skip the stress of Starbucks and hit up Balducci's for a soothing cafe experience.",2
1,5,9/30/2018,5000,2,"New York, NY",Scott L.,4007,3.0,2295,"If you've come to look at the Hearst Tower, and you should, this old school New York deli redeaux is an ok, but a bit overpriced place, to recharge with a coffee ($3.50 for a small), a sandwich (around $10) or a bag of gourmet candy (around $12).While not as awesome as the old West Village Balduccis of the 80s, the place offers decent quality goods with a nicer hotel outlet feel.   There are usually open window seats at the marble counter bar looking out onto 8th avenue.(The base of Hearst tower was built in the 1920s and left unfinished due to the depression.   Look up, the top was the first skyscraper completed after 9-11, and has enviable green building status and accolades.)",6
2,,10/17/2018,52,,"Seattle, WA",Paul R.,18,3.0,185,"Solid. Reasonable. Plentiful. Good crepes. Ham, Swiss, tomato ended up being quite a sizable lunch so if you order a crepe, plan to share. Staff seem happy and are friendly. Place is bright, clean, and has window bar seating with maybe ten stools, I had no problem getting a seat at 1:30 on a Wednesday afternoon. Coffee is lacking by that time of day, it seems, as I sampled two kinds and neither were hot. Note there are no ceramic cups so if you won't drink espresso from paper this isn't your place.",
3,1,12/20/2017,236,,"New York, NY",Eric G.,63,4.0,103,"They have my favorite build your own salad station that I've been to in NYC. You pick your base and then you can add as many toppings as you like. Proteins like chicken and turkey cost extra but you can get a very affordable, large salad at this gourmet deli. Their sandwiches are good but they feel expensive for what they are. There's decent coffee here too but I really only go here when I want a salad. Very few seats along the window but most people get their food to go.",
4,1,7/28/2017,186,,"San Antonio, TX",Felise F.,200,2.0,111,"It looks like a lot of people have had good food at this place, but this rating is specifically for the sandwiches. To me & my husband they were just meh. It's a beautiful place, clean, lots of pre-packaged options and a coffee bar. I was really excited to try it. Great presentation of the food. Perhaps if I had gotten a salad or the coffee I would've liked it and given a better rating, but my husband and I were not impressed by the sandwiches at all. After having Pret A Manger, I was expecting that level of quality and taste. The tuna tasted very fishy and the sandwich was more bread than anything. Same for my husband's chicken sandwich. He said it lacked flavor and was mostly bread. I'll just stick to Pret when I'm back in town.",2
5,,7/31/2017,55,,"Bronx, NY",Jaz M.,220,3.0,91,"Good food. Expensive food. Expected, considering the location. If you are in the mood for fresh gourmet groceries or a quick bite, this is the place. They have different food stations when you walk in, so it's fairly simple to pick up a sandwich, coffee or salad.",
6,,6/16/2017,321,,"Providence, RI",Heather V.,99,5.0,121,Literally the best build your own salad I have ever had!!! All the staff here are very friendly and help as I navigated this new place. I highly suggest this cafe if you need a quick but healthy lunch. There is also a nice seating area if you can stop and take the time to eat. I like that they don't do a million extra charges for toppings on your salad. All in all great experience.,
7,,12/14/2017,0,,"Teaneck, NJ",Renata M.,1,5.0,7,"Brought my kids there on Sunday and we had a wonderful time. Staff was very attentive and courteous and kids enjoyed their hot chocolate, crapes, loli pops and the views.",
8,,7/21/2016,180,,"Manhattan, NY",Anna G.,191,4.0,123,Balducci's is always my on the go sandwich shop. The location is minutes away from Central Park making it perfect to grab a bite and then go enjoy in every New Yorkers backyard. I am a fan of their coffee especially the hazelnut! They also carry Purely Elizabeth granola which is my fav.,
9,,5/26/2018,6,,"Manhattan, New York, NY",Tom W.,0,1.0,2,Am I in Russia or what?  The employees are so surly there is no way I'm ever going back.  Asked for a sandwich at the deli counter and was told they wouldn't do it on the weekend even though they had all the ingredients in the case. I guess she had something better to do than serve me like playing a game on her phone.,
10,1,8/28/2015,286,2,"Forest Hills, Queens, NY",Mick M.,94,3.0,129,"Baldducci's is a spot where I grab a sandwich once and a while, but not too often.  I work in the bulding, get a tiny discount, but am not really a big eater, so I tend to skip lunch a lot.  Plus, our cafeteria has the same stuff for half price.One thing I will say is the sandwiches and salads that I did have were fresh, presented well, and tasted great.  Nothing really stood out, except the vegetable salad with raisins that I have had several times.The staff is nice, if not a little on the slow side, but not a problem.Bring your wallet.  Expect to pay over $10 for a tuna sandwich, which you can get at a deli for $5-$6.",2
11,1,2/25/2014,950,,"Astoria, Queens, NY",Stephanie P.,25545,3.0,1045,"So I work at Hearst Magazines and occasionally when I end up doing lunch past 2:30pm (when our awesome cafeteria closes) I'll wander in here for something small...I've also come here because my boss has a hankering for lunch here and we'll walk and talk or it's someone's birthday and I need emergency macaroons, yanno all the typical reasons one would go in here...I really want to give this place 3.5 Yelp stars, really I do, but I'm gonna err on the side of rounding down due to a few factors...+ Prices: Yah, I know it's midtown/Hell's Kitchen/Colombus Circle, whatever you want to call it - but it's unnecessarily expensive and frankly their are better options in the neighborhood that are just as tasty (if not TASTIER) and not as overpriced. Although their pesto tortellini does look sinfully decadent...but until I try it, I'm sticking to 3 stars.+ Selection: So I hate to describe this place as a ""bougie deli"" (I'm lying, I don't really hate my description), but it's a ""bougie deli"". You know how some businesses add the word ""gourmet"" to anything so that they can justify ripping people off? Nope, not Balducci's! To be honest, their edible delights are gourmet and they DO use top of the line ingredients, but my problem is that I'm just NEVER a fan of pre-made food. If I'm paying for overpriced food, then I want it custom made, fresh and made just for me. + Bakery: Everything in their bakery section looks freakishly good. Their macaroons ARE delicious, but alas they're not up to Ladurée standards in the least. They still are the best macaroons I've ever had and yep, I've munched away at the original Paris location. I've also purchased a slice of their cheesecake for a friend who loves, loves, LOVES her cheesecake and whole she ""liked"" this one I could tell she was being nice. I kindly reminded her that I didn't make it and wasn't going to be offended (and even had I made it, feedback is good! lol) and she confided that Starbucks makes a better cheesecake...that would've saved me like $3-4, hah!This isn't an awful place to hit up if you want a fancypants lunch, made skillfully and with fantastic ingredients, if you don't mind the pre-made food thing - or if you want to get a quick snack...but I usually do prefer other things in the neighborhood...like Bread & Honey cuz yanno...they'll make me a sandwich or wrap to my specifications, charge me $4 less than Balducci's and Boar's Head meat is a-okay with me :].",2
12,1,4/19/2016,153,,"New York, NY",Erica S.,1,4.0,81,"I don't get to go here too often because I work a bit further downtown but whenever I'm in the area for a lunchtime doctor's app or something I make sure to get a salad from here. I wish I worked closer then I could try all the really tasty-looking sandwiches and sushi but alas I've only had the salad. Gotta say, at 9.49 it is quite a value, as long as you don't mind skipping on the meat proteins. You get unlimited THATS RIGHT UNLIMITED premium quality toppings for that price. I don't know many salad places that do that. And this includes cheese! And quinoa, which is usually extra in most places. And edamame, also extra usually.  And their omg mouth watering candied pecans. Ingredients are fresh and don't taste canned. Value. It's a seriously delicious, gigantic salad. Yum!Plus the place is really clean and neat and very pleasant and generally not a mob house. Only downside is the salad container is made of carton which is flimsy but I suppose more eco-friendly. Otherwise def the best choice for salad around Columbus circle.",1
13,1,8/31/2012,980,1,"New York, NY",Dan C.,478,3.0,899,"Balducci's is like an upscale deli / bodega in Midtown without the cramped spaces and the dumpyness.  I live nearby and often pop in here for lunch when I am working from home.  This location is inside the Hearst building and is relatively new.  The moment you walk in, you are accosted by the wonderful aroma of cookies, pastries, coffee and stacks of said cookies and pastries.  This is a bit challenging as you come in so hungry that you actually think that a bag of fresh baked chocolate cookies for lunch, washed down with a Pellegrino would be a good idea.After you realize that eating 12 cookies for lunch is a bad idea, you cruise on to the back where they keep the lunch stuff.  There is a sandwich counter that has a bevy of pre-made sandwiches that all look to me made of the finest breads, meats, cheeses, etc.  They also will carry cold pasta dishes and sometimes meat lasagna.  I usually go to the salad station instead.  It is typical Midtown ""make your salad to order"" set up: pick your greens, pick your meat / fish, then on to all the other crap you load up load up your salad with and still call it ""healthy"".The space is new, airy and spacious.  It seems to be popular with the Hearst crowd, i.e. young, very fashionable and on-trend, i.e. not an old creep like me.  There are about a dozen seats along the window to eat, but they always seem to be taken.  There is plenty of room to move around and lots of space between stations, so even when it gets busy at lunch, it still isn't NY stock exchange nutso in there.  This place definitely beats the pants of the other options in the area (McDonald's, Wendy's, 2-3 pizza places, Chipotle, etc).",3
14,2,1/15/2016,201,1,"New York, NY",Gab G.,4351,4.0,1481,The Iced Chai tea lattes are excellent. Not too sweet or spicy; just the way I like it. Looks like they have a pretty good selection of pantry food and baked goods - definitely will return to try more treats!,
15,,10/16/2014,162,,"Brooklyn, NY",Camille H.,363,4.0,453,"Super duper expensive but I love the salad bar. You get unlimited whatever you ant for like $11 and can add chicken / other protein for a couple more bucks. I know, a lot of money for a salad... if you usually like your salad minimal.I get it all - grapes, peppers, corn, tomatoes, nuts, cranberries, cheese, etc. I always get the chicken salad on top. The works! They put it in a huge bowl and mix it up and it tastes so good you don't even need any dressing! It also provides me with enough food for two meals, so you could say you are buying two salads for $6, which isn't bad!I've looked over their other food options and it's just too expensive per pound for me to touch it... plus, I really love the salad.This store is really small so they don't have much else in terms of selection. They do have a mini bakery section though up front with lots of scrumptious looking goodies. I have only sampled a mini pumpkin pie in the past that was pretty good.The customer service is fine, quick check out every time I've been there. You can sit at the bar facing the street and people watch while you eat or browse your laptop. I've always been able to pick up wifi but I don't remember if it belonged to balducci's or not.TIP: Parking is abysmal around here! Come on a Sunday!",1
16,,8/5/2017,88,,"Manhattan, NY",James S.,0,5.0,16,"Fresh food for lunch including pre-packaged sushi, sanwiches, salads, and baked goods. Clean, appealing decor and friendly staff. A bit pricey.",
