,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Gigi A.,"Manhattan, NY",132,899,5477,5.0,7/5/2018,"This location is much more of a Starbucks Express. The interior is no frills - no tables, no chairs, no restroom, no outlets. They have a counter top to stand at if you're waiting for an Uber, for example, but not to take a load off.Why the high rating? Very simple: it always serves the purpose. The customer service here is very polite and capable. Most recently, Steven and Mohammad were super kind and patient. I popped in with my infant child who was hot and cranky. Despite that I had a stroller, they made my drink and didn't give me a hard time about a crying baby. I was able to console him within minutes, I just needed to take him out of the stroller for a sec. They even gave me a water on the side Bc it's 10,000 degrees out. Thanks for being so cool to a Ma. Thanks also, for getting my cold brew perfy.",,,
1,Kimberly M.,"Spring Hill, TN",2,83,23,1.0,8/26/2018,Really bad service at the fulfillment bar. 3-4 people making beverages with no sense of urgency. Waited more than 10 minutes for a lemonade.,,,
2,Layla M.,"Burbank, CA",12,12,8,2.0,9/9/2018,No where to sit... music way too loud...not a place to sip and relax....Several people work here but only 2 seem to be actually working...also no bathroom,,,
3,P S.,"Brooklyn, NY",2,32,152,5.0,3/23/2018,Cool people!Matthew has great customer service and always pleasant!!! Keep up the good work.,,,
4,Jessie B.,"Queens, NY",213,213,146,1.0,5/13/2018,This Starbucks is the closest location to one of my offices and I dread coming here. Although I always mobile order to avoid the lines/crowds that are often OUT THE DOOR- drinking here take forever and are often inconsistent. This location is TINY for such a populated area of the city. Secondly the staff here is very rude and often provides service with an attitude.,,1,
5,Lori A.,"Ozone Park, Queens, NY",27,289,292,3.0,11/30/2017,It's Starbucks. Every aspect is aesthetically the same across the board.Service is fast and mostly correct. This place has high customer volume due to it's location in Midtown.Drinks are fine. Baristas can come off as rude but really they are rushed for time.I'd stop in again.,,,
6,Joshua C.,"Brooklyn, NY",3,13,15,1.0,8/20/2018,The worst overall Starbucks ever. Extra low despite me being there off peak hrs. 13 mins. For a cold brew cáscara.   What a mess.,,,
7,Joey T.,"Manhattan, NY",83,76,6,2.0,7/13/2018,"Place is always crazy crowded because it is tiny, and it is near the meth head mcdonalds so there is usually some less than desirable people outside, avoid this place and walk another block to another location.",,,
8,Susan L.,"New York, NY",174,206,1168,1.0,"7/1/2016
            





Updated review","Yea, I have been here countless of times and now I know why people want to sue Starbucks lol... The workers are friendly whenever I visit, but the time I tried the Purple drink they make it really nasty! I do not recommend it, because they don't even follow the ingredients to make it.The purple drink consists of passion fruit and some type of milk. They make it another way around, Idk why they would charge more for the blueberries when the drink is hella disgusting itself. The time I tried the Strawberry Acai for the first time, I had no problem with it. The second time I ordered a Venti in the morning, they did make it the correct way HOWEVER, they didn't fill it up all the way. Like, excuse me!! I paid for it and ya'll can't just not fill it up all the way -.-.... I only come to this Starbucks location, because It's close to the train station entrance and close to my work area. Please train your baristas please! Us customers don't want to pay $4-$5 for a disgusting ass drink or when it's not filled up all the way. This is the end of my rant. Thank you for reading.",1,1,1
9,Jonathan S.,"Brooklyn, NY",71,92,130,3.0,4/23/2017,Not much to say about this place. The staff is great. The best time to visit is definitely at night. In the morning and during the day the space gets super crowded really quickly. I'd give them a 4/5 for staff friendliness and helpfulness.,,,
