,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,9/1/2018,328,,"New York, NY",Louis T.,67,5.0,48,"First thoughts when passing by B Bar & Grill was, "" This place looks super attractive and I can imagine this place being popular in the Evening / Brunch. This is the second time I passed the restaurant on my way back up the block.  I came by to grab a quick lunch with one of my colleagues. He went to the side window where they served the same dishes and i ordered food from inside the restaurant. There were a few things that both sides were missing. The customer service was outstanding and although it was not too busy when I stopped by, each and server and manager were beyond helpful. Now, for the food.  The fish tacos were tasty and delicious and well cooked. I just got a burger but the burger was perfectly cooked to the way I asked for. I'll let my photos tell the story about how good the food was aside from the great presentation when you order a burger to go.I am most definitely going to come back during the evening for drink with my friends!",
1,,8/26/2018,0,,"New York, NY",Sabrina P.,10,4.0,14,Atmosphere was very chill. Drinks on the pricier side tbh. There seemed to be about 3 different bars within the place to get a drink which was nice so there wasn't a long wait for a drink- which weren't that strong but basic none the less. They closed down the one bar that had the DJ and playing okay music which was kinda a bummer (this was around 12 AM) and we were told to go into the other 2 rooms to continue on with the night. They did have a restaurant in one part as well which some people from our group ate tacos at and supposedly it was good. Good place,
2,,8/14/2018,195,,"Manhattan, KS",Madison H.,33,4.0,112,"B Bar is a great, trendy bar in a good location in New York City. I haven't eaten any food there, but the drinks are good and it is always busy with young people on weekend nights. It's expensive, but then again, so is everywhere in NYC. B Bar also has a great outdoor patio with lots of space to enjoy the summer weather. If you're looking for a relatively low-key bar to hang with friends or meet new people, check out B Bar. It does get very crowded sometimes, but is a fun place to hang out and drink.",
3,1,6/26/2018,266,,"New York, NY",Katie M.,114,4.0,47,"I came here for brunch on a Sunday with a party of 3 and even though there was no availability to sit outside (~30 minute wait), sitting inside was a great alternative. The restaurant is incredibly spacious which is a sight for sore eyes here in the city - especially in East Village. The menu was priced very, very well. I ordered Eggs Benedict for $13 and the other 2 in my group both ordered the Huevos Rancheros ($15). Most Eggs Benedict in the city for Sunday brunch is always at least $20. This came with a side of delicious home fries so I was very pleased! Everything was cooked nicely and presented well. I also got a nice large iced coffee with milk for $3, a decent price as well.This place has its days, and I've always wondered about it. I have passed this place numerous times on my way to class and now I'm finally able to see what all the hype is about. It's awesome! Our waiter was really sweet and attentive as well, and the hostess sat me before my entire party had arrived (which many places in the city don't typically do, grr).I will definitely be back and look forward to sitting outside next time!",
4,1,4/15/2018,229,,"New York, NY",Chloe K.,368,4.0,92,"Great brunch spot for families with kids and dogs.The brunch menu is fairly consistent and clean, but it's not anything special.  This place is great for groups and offers lovely outdoor seating without the push and shove from pedestrian traffic.",3
5,,8/21/2018,87,,"New York, NY",Lydia T.,90,5.0,167,Oh this place was SO CUTE. I actually didn't go inside the restaurant at all....they have this gated pavilion type seating and I sat by the blue gate. The whole green and blue was so picturesque. It drizzled a bit while I was there but the heavy tree leaves caught most of the water. The food and drinks were obviously great too...but somehow the scenery was most memorable.,
6,,8/4/2018,361,,"New York, NY",Drew L.,87,1.0,59,"B bar is an intern bar. As an intern I was happy to come here and dance. So we came early and got drinks and food. The cavetelli was good and the tuna tartar was alright. The drinks are watered down. But the reason for this review being so low is that we had. A terrible experience with the woman in the women's bathroom. In the middle of our dinner and drinks, we spilled a drink at our table and went to the bathroom to get the sticky margarita off of our legs. The minute we entered, the women sitting in the bathroom refused to let us get toilet paper (since there were no paper towels) to wipe the sticky frozen margarita off of our legs. We tried to tell her we had spilt a drink and we're just trying to get it off. She was immediately aggressive and started yelling at us and forced us out of the bathroom. It was completely ridiculous. We finished our meal and went to the dance area. The music is not very good. All together, wthe place is mediocre. I don't see myself coming back here.",1
7,18,2/10/2018,90,10,"Bronx, NY",Mercedes C.,5502,4.0,757,"B Bar has a buzz that we liked. It comes off as (somewhat) stylish but by the same token, it's not stuffy. Finished with a quick errand in the area and B came to mind. Still looks the same with some nice tweaks since the last time I was here ages ago. Place is huge. Really took me a bit to tackle all the nooks and crannies here. Nice 'Front Bar' as you enter, then you get a scope of B Bar's open dining space with lots of warm lighting and retro booths around. Liked this space a lot because it can (almost) come off as whatever you like. Can't give you any direction here, but hidden away, towards the front, the back or the side (pick one) of B Bar, is the 'Garden Bar' with a down to earth feel. Vintage photos of Lower East Side's Punk and Fashion heavy hitters make a bold statement like the ultra spunky Grace Jones, Keith Haring, Basquiat, Blondie- setting off their walls. Reasonable menu with nice combinations for all palates. My husband and I shared a Tuna Tartare with Avocado appetizer that was very tasty and hooked up with these Waffle Chips- not Fries (thank you Emily M. for correction) ;-). He went for the Steak Frites and said it was thin but for $21, his NY Strip was cooked to perfection. Would've enjoyed the Tuna even more so in my Niçoise, if it was done rare. I didn't mention any searing preferences as I thought B Bar just went with 'rare'- but also wished our server, could've asked. My Niçoise got a nice dressing of Balsamic and Olive Oil instead of their 'Red Wine Vinaigrette' that called for mustard- Thank you! Chocolate Molten Cake with Salted Caramel Ice Cream (my choice instead of Vanilla), was entirely scrumptious. Cocktails? Nice ingredients but weren't high quality. I liked B Bar's menu and honestly, it won't set you back. Hands down- our meals were decent, we just didn't count on weak cocktails. Food wise, B Bar hit the spot and wouldn't mind rolling through B Bar again. Let's just say, I'd sit by their Garden Bar next time- and compare notes.",20
8,,6/15/2018,381,,"New York, NY",Kiersten G.,139,1.0,183,"I've been here multiple times for the atmosphere and setting, but every time I leave beyond disappointed. The cocktails are horrible. I ordered a $13 drink and it came out with bottom of the barrel rum that tasted like pure rubbing alcohol. The food isn't much better. Order the basic food items with beer or wine and you will be fine, maybe. Just look up, enjoy the views and your company.",2
9,,6/14/2018,143,,"New York, NY",Laura K.,60,3.0,79,"This spot is a lot of fun on a nice day. The patio has couches and a glass ceiling to relax and enjoy the sun. Drinks were a little weak and over-priced, so maybe stick to their beer/wine list? I'd recommend it for the space and atmosphere but you may be able to find a spot that gives a little more bang for your buck. The service was decent. Our waitress was really sweet and funny, but her manager was incredibly unaccommodating when some other friends tried to join our group. I don't like to call out service usually, because everyone has bad days. But she was unreasonable and just plain rude. It didn't ruin our time but definitely tainted our experience",1
10,2,4/30/2018,869,1,"New York, NY",Michelle L.,1913,3.0,559,Great outdoor seating when the weather is nice. We just had some drinks and guac and chips but it was very enjoyable on a Saturday afternoon. The outdoor seating is enclosed in the restaurant but very large. There's also lounge seating as well as indoor seating. The restaurant is quite big.,7
