,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,7/27/2018,200,,"Manhattan, NY",Lyndsey R.,54,4.0,23,"Not sure why Bocado has 3 stars. The quality of food is excellent and everything I've had in the cafe and/or gotten delivered has been great. I've chosen to give it 4 stars due to the most recent delivery - my fries came pretty overwhelmingly soggy. Some sogginess is to be expected, Bc it's delivery and it's summer, but this was almost to the point where I couldn't eat even one. However - the turkey club was ON POINT. Wowza ---For more drool-worthy eats - check out our Instagram @twobetchesonefork (instagram.com/twobetches…) or our blog at twobetchesonefork.com!",1
1,,9/22/2018,0,,"Merriam Park, St. Paul, MN",Philip M.,0,2.0,1,"Food was very average.  Flavorless Brussel Sprouts.  Flavorless flatbread.  No full bar so couldn't even drink it away with a a good cocktail. Not bad, just plain old average.  Given price, disappointing.",
2,,6/9/2018,11,,"New York, NY",Camille V.,1,5.0,10,"Probably one of my top 5 favorite restaurants in NYC. My sister picked out this place for a family dinner after we had spent hours walking around the Met. I was already entranced by the warm Christmas lights and hip/rustic yet sleek ceiling lighting fixture that caught my eye from a block away. The place is very clean and has an intimate yet casual feel to it. It was moderately busy, pretty expected for a Saturday evening in the Upper East Side, but my family and I had such an excellent time.Our food order was taken promptly by such a genuinely kind and friendly waiter. He was tall and very sweet. Our food was brought out with perfect timing from appetizer to entrees and there were no errors. I noticed that the wait staff to customer ratio was very appropriate and the staff were all helping one another throughout the hour or two we were there for.The food itself was amazing and they have some unique items on the menu. I wanted to try everything! I ended up having the lamb burger which had some greek yogurt dressing on it. I also love how they plated the fries in a mini frying basket. Plating was well done and the food was all delicious. They have great desserts too - especially the cheesecake and chocolate mousse (which had a citrus taste to it)!Also, I would just like to thank the host or manager? His name is JR and he did such an excellent job of working with the other staff and making sure everything was running smoothly. He was also very friendly with the customers and my family, showing a lot of respect and courtesy.I'll definitely be back for some drinks at the bar or brunch. I can't wait to try the rest of their menu and to see the staff again. Thank you for such a wonderful dining experience! It's something you'll rarely find anywhere else.",
3,,11/10/2018,3,,"New York, NY",Ashley A.,202,5.0,91,"We've walked by here a few times and never went in but so glad we did. The service is great and the food is even better. We sat at a two person table which was nice but the seats were a bit uncomfortable after sitting there for an hour. The decor, however, makes up for this and the food is very good.",
4,,8/15/2018,273,,"Manhattan, New York, NY",Najee B.,189,5.0,42,"By far, my new favorite spot in new york. My mom and brother were exploring the upper east side and found this quaint cafe near the guggenheim. The food and stellar is phenomenal and the ambiance takes you back to the early 1920s. I would definitely recommend this place and we even went back here 2 more time after for the crab cakes and the calamatta olives.",
5,,10/14/2018,36,,"Vancouver, Canada",Melissa T.,28,5.0,110,"Excellent service, good food. The breaded shrimpswere particularly original & delicious.",
6,,11/5/2018,276,,"Staten Island, NY",Gerard P.,5,3.0,372,"Cute little cafe on the Upper East Side which you should definitely pop into if you're in the area-perhaps visiting The Met or some other attraction. Good food-especially the fries-and generally good service. The one caveat being that after I told one of the waiters that I didn't want a second drink, I was served one anyway. I know this doesn't seem like a huge issue, but to me, good service hinges on listening to the customer/client and being attentive. That reservation aside, I do think this is a good restaurant/cafe.",
7,,3/9/2018,188,,"Brooklyn, NY",Emily C.,102,4.0,56,"Bocado Cafe is an absolutely adorable Italian cafe. The ambiance inside is very sweet, calm, and intimate -- the perfect place for date night or dinner with family. The waitstaff is also very attentive and pleasant, which made the meal that much better.Their food is also very, very good and actually blew my expectations out of the water. I got one of their specials as an appetizer -- a spinach and quinoa soup, which was chicken broth based and also contained a medley of peas, carrots, and onion. It was delicious! A little lukewarm, though, which was a bit upsetting. As an entree I got a simple Mediterranean Salad ($16) with all the usual fix-ins, and added chicken (for an extra $5). It was topped with a caper and lemon vinegarette, which added a wonderful note to the dish as a whole.My companions got a chorizo flatbread to share, which was small enough for an appetizer, and the spinach linguine with seasonal vegetables and the crab cake burger. They said both were excellent, and I don't have any reason to doubt!The next time you find yourself on 87th and Lex, definitely give Bocado a try!",
8,,11/5/2018,0,,"Pittsburgh, PA",Quentin S.,21,4.0,11,"Whenever on the upper east side and looking for last minute brunch, look no further, this place may satiate that appetite. At 12:30p, there was no wait, seated and served without any wait.. The server was accommodating to seat preference and available at the right time. Food: I ordered the NY steak and eggs. The food was efficiently prepared and well plated for a simple meal. My only critique was the medium-well steak I ordered was more just medium. Overall the meal left me full and satisfied.  This place is good find for someone on the run and looking for a time-out for brunch or lunch.  If in the area will come back",
9,,12/7/2017,23,,"Brooklyn, NY",Joann L.,70,4.0,100,"I came here with my friends from school for brunch after our finals. We stumbled upon this place because of its cute lights inside. Since we came on a Monday afternoon, we got seated immediately with no wait. The waitress was very friendly and she took our order and brought out our food pretty quickly. We all ordered different items and everything was absolutely delicious. I went with the eggs benedicts which came with a side of home fries and it was amazing. I did wish the home fries were more crispy, as these were the soft potato kinds which are not my favorite but the flavors went together amazingly. One of my friends got a nutella crepe with bananas and it was super good, the crepe itself was filled with nutella and there were slices on banana on top. Overall, the food here was solid, all my friends loved their dishes and I could see myself coming back here. My bill came out to be around $18 with tips and tax which is pretty standard for a NYC Brunch.",2
