,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,10/21/2018,248,,"New York, NY",Sean D.,4,5.0,25,"This place is a gem and just keeps getting better! Easily by far my favorite place in the city to grab a beer or take beer to-go. You appreciate City Swiggers more and more the longer you're a customer there. The variety in cans and bottles will astound you it's impossible to ever get bored. They have around 999 different beers to take home to choose from and every Friday a new brewery does a free beer tasting from 6pm - 9 pm. They have around 18 different beers on tap from all around the world and there constantly changing the kegs. Pretty much they always have a completely new list of draft beers every time I go, they never repeat the same brand and style twice in a row. Quality and variety at its finest. They always have sour ales and whatever seasonal beer that is going on that time. There are no discounts on the growler prices but that's only because, if abused it would be unfair to all the customers enjoying the beer inside the establishment. The staff is super friendly and knowledgable as well!",
1,,"9/30/2018
            





Updated review",92,,"Manhattan, NY",Ryan H.,2,3.0,40,"This place is fantastic except for this one bartender/cashier.Extremely rude. I accidentally sat somewhere I wasn't suppose to and he was very very rude about it. He is not what customer service is suppose to be like. Very unprofessional. He has a beard and wears transition lenses and a blue trucker hat. Avoid when he is there. Very unfriendly. All the other staff members here are fantastic, why can he not follow suit. I sat on a case of unopened still packaged beer. Next time just be like ""hey man, I'd appreciate if you didn't sit there"". I honestly didn't think it was a big deal. He sort of made an unnecessary scene. Whatever I still fuck with this place heavy.",
2,11,8/30/2017,836,8,"New York, NY",Jennifer A.,409,4.0,218,"Casual and laid back with beers from wall to wall. Need I say more?Beers in a can, beers on tap, beers in a bottle, or in your growler,  beers for every rough day especially on a mundane Monday. I randomly pass through if I'm ever in the area since they carry some of my faves (IPAs mostly) that are not easily found on the shelf of a liquor or convenience store. Build your own 4 packs are the way to go, well as much as you can carry if you ask me, ans fairly priced considering it's UES.PSLove when they have all pumpkin everything in the fall!",9
3,,10/20/2018,0,,"New York, NY",D K.,0,1.0,4,I was a loyal customer for many years. I was so excited when City Swiggers first opened in the neighborhood. I usually go once a week as it is difficult to find beers of that selection on the UES. I will never go back there due to an unfortunate incident over the weekend. It seems as though the yelp reviewer Ryan H. had the same customer service experience as I had (same gentleman). Women should avoid this place if they don't want sexist comments hurled at them.,
4,,8/14/2017,302,,"New York, NY",Allie R.,19,4.0,99,"This place is super cool. There is a small bar (6 seats maybe?) where you can sit and try some of the beers they have on tap - usually around 14. There are tables in the back, but not many so the seating room is limited.The vibe here is very casual. If you like beer and trying new/different beers you should check this place out. You can either order a beer on tap or they will open any of the cans/bottles they have in stock for you. You can also make your own 6-packs or buy beers individually.",1
5,1,11/29/2017,6,2,"New York, NY",Andrew K.,0,1.0,20,"I have been supporting this business since it opened. I often pop in to see if they received anything new because it's on my way home from work. Sometimes I don't buy anything, but I buy something every single week. Not anymore, though.Today the owner Alan told me that he would not sell me a limited bottle of beer ... because I don't buy enough beer from him. This is a terrible way to treat a long-term customer who lives nearby and has always supported the shop. If he didn't want to sell it to me, he should have kept his mouth shut and not even told me it was in stock just to tell me that he would not let me buy it. It was rude and unprofessional and weird AF. It's not the first time I've encountered strange customer service at City Swiggers but it surely will be my last. I probably don't buy as much as I would because I often feel weird vibes whenever I ask the owners about a beer in stock - giving even a minor effort to provide direct customer service is annoying to them. I would also probably buy more if their prices weren't the worst in all of NYC. Their business model is to intentionally gouge on bottles and cans that are even slightly limited (and not hard to find elsewhere.) I'm sure their pricing model is to look for the highest price on Beermenus and add on top of that. Sometimes bottles sit on shelves for months when they sell out quickly elsewhere, because smart customers don't want to get ripped off.Many other people who frequent this place won't find this surprising. Everyone thinks the owners are strange, unfriendly, and weird ... oh, I guess that's a synonym for strange. Get out of a customer service industry if you don't know how to be a person.I know a lot people in NYC who live craft beer and have agreed with everything I've said above. They have also decided to boycott this place. So, I hope it was worth it to not sell me that beer. One more thing: My wife would never join me here because she doesn't drink beer and the wine they serve is horrible and literally spoiled. You don't have to sell wine, but if you do and claim it's an option, make sure it hasn't gone off and maybe make some effort to serve something decent if you're charging a premium price for a glass.",10
6,,8/20/2017,177,,"Manhattan, NY",Ed W.,19,4.0,354,"This is a great place.  I love these spots that allow you to assemble your own four/six packs.  The beers on draft are always good and the staff is usually very nice and knowledgeable.Sometimes, however, the staff get caught up in talking to the regulars that it can take a while to be served.",
7,,7/31/2018,21,,"New York, NY",Geo S.,2,1.0,4,"When I first discovered this place I was very excited but after a few visits my enthusiasm quickly wained. First off their prices are exorbitant, even by Manhattan standards. Secondly, the staff is aloof and unfriendly. Additionally, they're unknowledgeable and seem unwilling to make an effort to help you find what you're looking for at times seeming baffled by your inquiries into fairly well known beers. In a nutshell this is an overpriced beer shop in need of an attitude adjustment. While their beer selection may be vast I'll continue to seek my selections elsewhere.",
8,,6/5/2017,262,2,"New York, NY",Cristina L.,8,3.0,101,"I had an OK time here. The person behind the bar counter was very nice, and the craft beer selection was certainly vast, but I felt a bit of out of place here.I'm big into craft brews -- specifically NC craft beers -- but City Swiggers doesn't have anything from NC. No biggie though.I was just really underwhelmed by this place. It's mostly guys, which is fine, but it makes for an unusual environment. I felt a bit ignored. Nobody offered to help, it was a little clique-y. I may be back but not my first choice.",1
9,1,10/4/2017,388,1,"New York, NY",Danielle M.,41,4.0,497,"Been to this bar twice in the past week.  These types of beer bars don't seem to be as common uptown as they are downtown, so glad to see a popular one like City Swiggers in the area.  Great selection of cans/bottles and nice draft list.  What really makes this place special is the friendly bartenders and the even friendlier locals who seem to be regulars.  Lovely place and will keep it on my rotation for sure.",2
10,,10/24/2017,121,,"New York, NY",Mel-Lisa S.,92,3.0,45,"Great selections for bottles and draft beer.  I am not a beer drinking but as someone who is learning to appreciate the quality of new beers and taste, I find the patrons as well as the staff is well versed in what is on tap. I go during my lunch shifts and it is a great place to be casual and just wine down from the day.",
11,,8/4/2018,0,,"Broomfield, CO",Heather Ferguson F.,0,5.0,1,"Found this spot while visiting from Denver and wanted to find local craft beers. They were great at recommending local brews and suggesting other places in the city to see. Great selection of cans and bottles to take home, and 14 beers on draft.",
12,,8/6/2017,331,,"Manhattan, NY",Michael V.,310,4.0,99,"What a cool place! I only spent 10-15 minutes here, on the way home picking up a few bottles, but it's definitely somewhere I want to go back to. The variety of brews is quite expansive, with many different types of beers, bottles and cans, and all relatively inexpensive. They also have a ""create your own 6-pack,"" which would be fun to try with all the different varieties. They also sell growlers and beer on tap. The concept is cool - that you can purchase cans or bottles to go, or you can purchase some to try and grab a seat in the back area. Very cool, relaxed vibe. A nice place to grab drinks with a friend or two in a relatively quiet bar-like environment and atmosphere, without the crowd or loudness of a bar.",
13,,6/17/2017,183,,"New York, NY",Lauren C.,61,5.0,89,"What a fantastic bottle shop! I stumbled upon this place while walking in the neighborhood, and I was so impressed with the selection of bottled and canned beer at very reasonable prices (many for less than $3 per bottle/can). They also had a number of drafts available at the bar. I can't wait to return!",
14,,8/17/2018,5,,"Manhattan, New York, NY",Scott G.,0,4.0,8,"great selection, especially of NEIPAs, which can be hard to find, but boy are the prices expensive. that said, the prices aren't out of line for the neighborhood",
15,,4/11/2017,202,,"Bronx, NY",Zografinia K.,23,5.0,24,Very chill and good for a drink in the neighborhood. They have a good range of different beers. Should definitely check it out!,
16,4,12/19/2014,2102,5,"Pasadena, CA",Jenny S.,6849,4.0,2513,"SPECIALTY BEER STORE w/ lots of single bottled beers you can't find elsewhere... you can even create your own six pack mix OR sit in at the bar where they have $7 draftssome of the beers are chilled some are not & if you want to enjoy it RIGHT THEN & THERE, you'll have to fork over a $3 corkage feeTHANKS CITY SWIGGERS for having the Rekorderlig cider.. so glad someone carries it & i finally got to try it..  the verdict? the strawberry lime flavor is delish!NOTE: they advertised tastings on Wednesday and Fridays last time I went, i'd check to see if this is still available though",4
17,,2/16/2016,470,,"Decatur, GA",Michael L.,160,4.0,705,"Only had a chance to drop by and pick up a few bottles of beer, but I can tell this place is a keeper. Whenever there are flowing taps and flights available, it can't be all that bad. Bottled beer prices did seem on the expensive side to me- but I'm hailing from Georgia, so I can't compare apples to oranges. Next time we visit our friends (who literally live across the street), we're going to sit down for a flight (or two).",1
18,,10/24/2016,26,,"Carmel, CA",Tim M.,0,2.0,9,"Had some high expectations on a growler refill. However $34 (after tip) for a 2/3rd fill on a 64oz growler is just horrid. Had a great selection, however that is easily overshadowed by lack of care when filing and passing it off as 'usual foam'.I will not be returning.",4
19,6,9/11/2015,1355,5,"Manhattan, NY",Michael W.,1222,5.0,597,"99 bottles of beer on the wall...99 bottles of beer...Wait, that's not quite right; there's much more than that here. If only Sublime knew about this place they may have written a song called ""400 Brews to Freedom"". Hundreds of different craft brews from the world over including a beer bar filling pints and growlers alike from an ever-evolving draft menu at prices unfit (ie inexpensive) for the UES make this a salvation from your typical liquor store blues. They even cater to the season, seeing as how it was early September when I came (thanks to a hat-tip from Phil H.) they carried an enormous selection of pumpkin brews! Seriously, anything you can imagine and more. It's like walking through an orange-ish vortex into an Alice In Wonderland-type acid induced euphoric world where buildings are made of delicious booze. AKA heaven.Don't wait until you die when heaven is just a few steps from the 4,5,6 trains.",10
20,1,10/9/2015,479,,"San Francisco, CA",Sally L.,1123,5.0,389,"If you love beer, you'll love this place. No question about it.Pretty much EVERYTHING you could possibly want. I've never seen such an extensive selection at pretty reasonable prices. If you love IPAs, try Victory Golden Monkey ($2.99) and Ithaca Flower Power.So so so many ciders! Try the Kopparberg pear cider for ~$3-4All the Belgian ales you could want too.Of course they rotate their selection, so the one time I was there, they actually did not have Dogfish 90 minute in stock but they did have pretty much everything else. A little disappointed, but pretty sure that doesn't happen often.I have absolutely no complaints about this place and I'm super excited to try everything!",1
21,,1/18/2016,149,,"Brooklyn, NY",Sean E.,61,3.0,134,"Solid location to grab craft beer if you live in the neighborhood or are visiting the museums. The draft beer list isn't extensive but the options are fairly diverse, with a few fridges to choose from as well. The decor leaves a lot to be desired (think Good Beer in the East Village, but more room) and the $7 corking fee on bigger bottles is a bit of an anomaly, even in NYC.",
22,,11/20/2015,389,,"Belmont, MA",Jeff D.,55,4.0,709,"A very cool bottle shop/tap room that isn't too far from our normal base of operations in the UES.  Yeah it's a bit pricy, but it's New York.  It's expected.  I didn't load up too much.  I'd done that at OEC in Oxford CT on the way down.  But I did see two forelorn cases of Westbook Gose sitting on the floor all alone.  So I saved a six-pack from it's lonely existence.  It will be much more happy in my belly (update from when I started this review in June....the Gose was much happier in my belly)I also gained a small window into the types of people who buy beer there, both good and bad.  All the patrons were cool, enjoying their beers, asking questions.  The beer I chose on tap was from Other Half Brewing in Brooklyn, one of their brett-based sour ales.  I was asked if I knew this was a sour, I told them I knew exactly what it was and throughly enjoyed it. I was asked the same thing while checking out with the Westbrook by a different employee.  I asked him if this was an ongoing problem and he laughed that it was, that a lot of people don't know a thing about sour beers (or that they even exist.)  We started chatting and it turns out his brother runs Enlightenment Ales (now on hiatus as he does a guest brewing gig in Denmark.)  Small world, it pays to be friendly :)",
23,,4/5/2016,366,,"New York, NY",Dan L.,6,1.0,40,"I've been here a few times and although they have a decent selection, my two biggest gripes about this place is the price gouging on specific bottles and lack of customer service on the phone.As other Yelpers have noted, they markup bottles (sometimes over 100%) which is ridiculous. I've personally spoken to other beer stores that refuse to partake in this practice.When calling in to ask about the availability of a specific, hard to find beer (since it's being released at other beer stores in the area), I was greeted with a rude ""I don't know. We don't answer beer geeks over the phone. I can't help you. Maybe call back at 1pm and you'll talk to someone nicer than me."" Fair enough, so I call back after 1pm and was received the same ""I don't know. I can't help you.""You're a beer store. Your main clients are beer drinkers who know more than your average Joe and expect knowledgeable responses. I mean this in the nicest way possible, GYST.",5
24,,8/17/2015,103,,"New York, NY",Molly S.,405,5.0,527,"Excellent selection of beer! They have many bottled beer that you can create your own 6 pack (mix and match style) or just purchase individually. The bottled beer a piece is pretty cheap ~$3. They offer beer flights that change each day, and plenty of space to sit, like a normal bar. (They also sell beer by the growler if you're one of those type people). We came with a big group and had plenty of space at about 2pm on a saturday. They had a few food options, but no one ordered (pretzels, empanadas). I would recommend the grapefruit hefeweizen, suuuuuuuuuper good.",
