,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,11/4/2018,4,,"Bronx, NY",Fanny B.,13,4.0,29,Who grandma is in the back making the wings and homemade potato chips?!? And the onion rings. (I just started eating them) just wow.Please be patient during happy hour times- it can be very busy at the bar and limited servers. But overall- I'm gooodddd.,
1,,10/30/2018,588,,"Sylmar, CA",Armen M.,30,3.0,70,"My two friends and I were recommended to come here from a NY native, and it was a nice bar to come out to.They have a Thursday special for beers that was great. I love the mugs they bring the beers in too. They have dart boards and a pool table where you can get the equipment by giving them something as a collateral. The place almost felt like a dive bar - dim lighting and cheap beers. I think they also have a comedy bar attached to it.The really big issue I had was with the bouncer and our waitress rushing to me to tell me I can't charge my phone there. I understand that might be a rule but you can't talk to a customer OR rush a customer like that. They offered me to charge my phone in the front where everyone walks in; I declined since I didn't want to lose my phone.Will I come here again? Probably if I'm in the area but I'm going to make sure I have a fully charged phone.",1
2,1,9/25/2018,35,1,"North Haledon, NJ",Alison R.,167,2.0,81,"Came here recently to celebrate a friends birthday.Drinks from the main bar were okay, nothing spectacular and definitely pricey. The comedy act was not for me. I was hoping for something beyond taking jabs at the crowd and making fun of different religions, ethnicities, your ""run of the mill"" comedy routine. The show was $20 with a 2 item minimum. I stuck with my Tito's and tonic and ordered some fries which were good. I think we all had higher hopes for coming into NYC for a comedy routine. Maybe next time...",2
3,,11/18/2018,162,,"Los Angeles, CA",Frances G.,21,1.0,327,I came here to wait for a show next door and there was a guy on the phone at the bar having a very graphic and violent conversation for over 30 minutes. I asked to move over and they wouldn't let me due to space and I told them he was being obnoxious. This woman (who wasn't even my bartender) said they couldn't do anything about it even though they work there LOL. Service is awful obviously and it's just an intermission to go somewhere better.,
4,3,8/31/2018,394,2,"New York, NY",Edward W.,2735,5.0,1456,"Seats are assigned on a first come first serve basis. There are couches near the front of the stage that are close to the action and extremely comfortable. If you sit too close, the comedians will pick on you for fun. Our group of 5 was split cause most seating was 2/4. Interior decor is certainly dark and gloomy. I would imagine an opium den to look like this. We saw Hasan Minhaj here for only $5 and he absolutely killed it! Tonight's show was about affirmative action and mainly focused around Asians suing Harvard. It was a pretty dense topic, but fairly interesting. He was practicing it on us for his upcoming Netflix show. Two item minimum here. I opted for the beef skewers, minimum 2 orders for $2 each, and a bottle of water for $4.",4
5,5,1/5/2018,517,2,"New York, NY",Ginette P.,6100,3.0,988,"We were in the area & we wanted to grab drinks my friend mentioned this place so we decide to stop by.After walking in we decided to sit by the bar, checked out the drink menu & decided to try the Moscow mule this was pretty good, nice taste & good amount of alcohol our drink for the night. As for the bar interesting name to go with an interesting looking place, very dimly lit, dark decor & decent music playing adds to the gloomy interior of this restaurant , bar. Service at the bar was good & prices are decent We enjoyed our time & drinks decent place to sit, relax & have a few drinks.",13
6,,11/9/2018,1,,"Leeds, NY",Sugar M.,0,5.0,39,Cool place. We stopped in for a comedy show. The standby/ticketing line was a bit of a cluster f*#£ but it still worked out and we were able to get in. Was a good crowd and the food was decent. Pineapple vodka was bomb,
7,6,3/3/2018,607,,"Jersey City, NJ",Sandeep R.,566,4.0,157,"Far back in the days before the dawn of fancy cocktail bars, this place was a heaven for most of the kids I went to grad school with (obviously aged greater than 21 :)). I've been a loyal visitor for almost 7 years and I try to drop by once in a while just to reminisce old times.Amongst the pros, this place magically seems to have all the space to accommodate large groups on the craziest of Friday nights no matter how packed it is :). I don't recollect ever paying an entry fee to get in but times might have changed. The drinks are fine, service is commendable and the music's straight out of your Billboard top 50. None the less, a place to have a solid time with a large group during peak hours.",6
8,,8/19/2018,152,1,"New York, NY",Lovereen K.,131,5.0,193,I enjoy everytime I come here. It can get noisy and crowded. But just behind the bar there is an entrance to another room. The other room is pretty royal and interesting in its own way. Definitely recommend going here for a casual time.,
9,2,1/14/2018,141,1,"Brandon, Tampa Bay, FL",Tim K.,694,4.0,397,"What a great comedy club!Small venue of like 80 people, so any seat is fantastic and you can see the comedian up close.  Room is a deep burgundy with old couches and tables, and interesting old wall art and decorations.  A small mezzanine for some of the guests rounded out this very interesting room.The evening began with a host / opener who was quite funny.  Four other comedians for a total of five performed for the almost 2 hour performance.  The warm up comedians were funny, and the headliner was John Kelly, a very funny comedian from Comedy Central and someone I knew from Pandora Radio.  He was great!Admission was less than $20, with a 2-drink minimum.  Ended up costing about $80-90 for two people - totally reasonable for a top-performer comedy show in New York.  Highly recommend and also recommend you get reservations - they sell out fast.",3
