,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Susan F.,"Elmhurst, Queens, NY",1,12,7,5.0,8/3/2018,"Great place for a snack when you don't know what to eat nearby. A lot of the food in this area is either on the pricier side or unhealthy. At cafe r you can create your own salad from the salad bar or get food from the hot buffet bar. They also have pre made stuff like sushi and sushi bowls. Towards the front there's a pizza station and also hot meals, smoothies and wraps prepared especially for you. The place is massive so it could get overwhelming. But there's lots of space for seating and it's pretty clean.",,,
1,Mihael K.,"New York, NY",102,447,1007,2.0,8/10/2018,"Let's start with the pros of this place: it's open 24/7. There are few places around to get a snack (as opposed to a full meal) and a cup of coffee past a certain time in the area, so I can appreciate that.That being said, R Cafe was disappointing. It wasn't awful, but fits the ""Meh, I've experienced better"" description perfectly. The employees seemed bothered to give you service (and I do understand that nobody wants to be working at 4am, but alas) and the offerings are mediocre.It isn't horrible or anything especially compared to fast food, but there are so many options in NYC, so unless you need a cup of coffee after midnight, why come here?",,,
2,R C.,"Washington, DC",72,43,51,4.0,6/11/2018,This is a great place for when you are in a hurry and you are with other people and everyone has a hankering forSomething different .. this place is a smorgasbord and you can find something for everyone. We were even treated to loveMusic as we enjoyed our breakfast.,,,
3,Sara G.,"Livingston, NJ",3,2,0,2.0,11/14/2018,I LOVE this place and come here everyday as do all my coworkers. I get the same salad every time. Last time I asked for the fresh mozzarella balls and the guy put the shedded mozzarella in (it's VERY different) and when I tried to stop him he yelled at me and saying I don't have a choice. He said to get over it and they're not getting it anymore and that's it's too expensive. ...are you kidding me out of all this stuff in there? And it's always slammed in there and the prices are higher then any other deli.. sorry I think it's bullshit I have to bye mozzarella separate for my salad they won't even fill.,,,
4,Chunjai K.,"Brooklyn, NY",250,221,1720,4.0,10/8/2018,Nice salad bar place. After my friends and I went to nightclub and wanted to eat something before separating. We went to this place and they have so many food and salad to choose. There is area to sit and not crowded late night.,2,,2
5,Young S.,"New York, NY",32,86,0,4.0,11/7/2018,I went for the chicken teriyaki during lunch time and the portions are HUGE.  They offer a wide variety of foods and different ethnic cuisines.,,,
6,Takeshi Y.,"Brooklyn, New York, NY",1191,226,5649,5.0,5/25/2018,"OVERVIEW: CAFE R is New York City's largest international food court (11,000 square feet). It is made of the signature giant scale Pay-Per-Pound-Buffet Restaurant in addition to many specialized small size delis, that serve hundreds of popular and delicious dishes, including Americas, Japanese, Chinese, Italian, Mexican, Indian, Mediterranean, etc. CAFE R opens 24 hours a day 7 days a week, and also offers all kinds of popular foods, snacks, and drinks, that can be found at any supermarkets. It is super crowded during the peak lunch time. (1). FOODS:The variety and quality of foods and dishes served at CAFE R is truly phenomenal and breathtaking. When I first visited here many years ago, I was simply shocked to see all these amazing dishes around the world served here in one place - I really felt the powers, strength, and obsession of this amazing city for keep leading this nation. Personally, I really enjoy their Pay-Per-Pound Buffet dishes because I love tasting a variety of cooked meat dishes and a variety of fresh fruits for my each meal. They serve these huge variety of foods 24/7 (although the quality of some of the hot cuisines at the buffet section may not be the prime condition late at night, compared to the lunch time here. Specifically, this was the case for the oxtails - only the ones with tiny bit of meat were left, when I dined here after 9:30 PM today. It was still very tender and tasty, though. see my attached photos.)  -American Cuisine (Burgers, Steaks, etc.) -- all the popularitems-Japanese Cuisine (Sushi, Udon, Traditional Mochi Cakes, etc.) -- The packaged sushi are surprisingly reasonably priced -Chinese Cuisine (Lo Mein, General Tsao's Chicken, Fried Rices etc.) -- Some of these are real Chinese restaurants' quality, in my opinion.-Italian Cuisine (Pasta Bar, Pizza, Italian salads, etc.) -- very popular here-Mexican Cuisine (Burritos, Quesadillas, etc.) -Indian Cuisine (Curry Chicken, Kingfish, etc) -- do not miss the Goat Curry if you like spicy Indian curry dish (This is my friend's favorite here.)-Mediterranean Cuisine (Gyro, Shish Kebab, etc.) -- I think the quality of these are far better than what you get on the streets of the Times Square. NOTE: During the peak lunch time, CAFE R is packed. the buffet section moves rather quickly BUT you may see a long line particularly at the sections of the Salads, Sandwiches & Wraps, Smoothies & Shakes.   (2). INTERIOR:The interior of CAFE R is NOT romantic or fancy/upscale in any traditional sense. Nevertheless, it is clean, well-organized, functional, casual, and well-maintained. You do NOT see any giant bronze statues or pricey artworks created by the famous painters on display here. In short, it is very casual but professionally managed American. Each table is rather small/tiny and with strange geometrical design on the top. (see my attached photos.) CAFE R has two floors of seating areas.  I usually dine at the first floor simply because it is just convenient.  Bathrooms: CAFE R has two separate clean bathrooms in the back. You need the secret four digit code from the cashier to press the door buttons for opening the door of these bathroom to get inside.  (3).SERVICES: CAFE R operates 24/7. They accept all the major credit cards with over $7 purchases (this amount is very common in New York City's restaurants.) The cashiers seem all very well-trained and friendly, as far as I saw them. CAFE R also offers 24 hour free delivery service. Nevertheless, what makes CAFE R so unique and distinctive is the free live music performance by the local professional musicians during the lunch time. I particularly enjoy their awesome Jazz music sessions, personally.   (4). PRICES: Flat rate of $9.99 plus tax for 24/7. There are no discounted prices for after lunch hours, unlike its competitors with shorter operating hours. This rate is quite high but expected by considering the extremely busy and expensive prime location right by the New York Penn Station, and such a high quality of foods they serve. (Although I must admit some of the foods at the food station for the buffet may not be as great as the peak lunch time. I saw some of them got too dry, for an example late at  night, when I dined there.) Nevertheless, overall, their foods' quality is still good (far above average) all day long for justifying the price even at the 1am in the morning, like I dined here. I have absolutely no complains about it, personally. I highly recommend CAFE R to my friends. Please do not miss the free live music performance during the lunch time here, when you are in the area! Dr. Takeshi Yamada and Seara (Coney Island sea rabbit)Many photos of mine were posted below",32,28,29
7,PhechPloy Patt P.,"New York, NY",40,96,103,4.0,10/20/2018,"Love this place!! They have so many options of food that you can choose and it is cheap. I like to go here when im going to school. They have a buffet or hot food likes pizza, pasta, sushi etc. U must try",,,
8,Alexandra R.,"New York, NY",473,112,78,5.0,5/11/2018,"Wow! Amazing made to order or buffet options with impeccable service. Mind blowing how they can offer so much, do it right, and make it so fast! Options for legit every type of eater. Such good service and a good collection of beverages. All day breakfast lunch dinner and a nice place to eat in, though it gets crowded lunch during weeks.",,,
9,Danny O.,"Manhattan, NY",12,126,0,3.0,3/29/2018,"This is a big emporium with tons of choices.  There's an udon bar, sushi to go, a large hot and cold buffet, japanese grill, korean grill, pizza, smoothies, deli, american grill, breakfast station, wings, indian, and probably a couple other things.  So you have a lot of choices. Most of the quality is just meh to average, honestly.  It's not super great.  But it's fast and convenient, and there really are a crazy number of choices, so that flexibility is nice.  2.5 star quality, rounded up for convenience.  Pricing is not bad for lunch.",,,
10,Mitchell R.,"Roslyn, NY",6,30,8,5.0,10/15/2018,"Always consistent, and very good, wraps and sandwiches have lots of meat for below $10. Great work lunch",,,
11,Ryan T.,"Queens, Queens, NY",5,97,64,4.0,3/8/2018,"This is my go-to place for lunch. I've been coming here for about 2 years now and haven't had a bad meal yet. They have a little something for everyone and the cost is fair, around $10 pp. The buffet food is good (well-maintained with a fast turn over during breakfast and lunch) but the stations are what keep me coming in. My favorite dishes are the Hot & Spicy Pork Belly, the Bim Mi Bop (Korean Station) and the Assorted Sushi Bowl, all which are big enough for 2 meals. Like every market of this type, the grocery items are priced a bit high, but for that you can stop in Jacks. Environment is loud and upbeat, a nice pick-me up after sitting in a quite office all morning, just don't expect to have much conversation if you sit near the live band.",,,
12,Kylie L.,"New Providence, NJ",3,66,1,5.0,9/29/2018,"+Great place for meat lovers. The hot buffet had all the classic American favorites: BBQ pork and spare ribs, beef brisket, meatloaf, and roasted and fried chicken. -Cold buffet was uninspiring and monotonous (lettuce everywhere).+Nice and bright seating area.-Surly guy at the cash register. +Conveniently located half a block from Penn Station. Better here than getting those Auntie Annie's pretzels!Favorites: meatloaf, kale saladPrice: $9.99/lb + tax",,,
13,Mary P.,"Brooklyn, NY",584,1502,2549,1.0,10/9/2017,Nope.No AC made approaching the heated food area torture on this humid day.The food is sub par for one of these buffet places. They do have a lot of options?The place itself had no AC going on a 80 degree muggy day. Also there are a ton of hustlers and beggars roaming around harassing you.Out in 30 minutes or else?Yea. Don't do it.,2,1,1
