,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,8/21/2018,1,,"St. Louis, MO",Lily K.,32,5.0,35,So good and pretty fast as well. I got the Aloha Açaí bowl and damn it was good. Perfect texture...lightly sweet very creamy. Easy to eat. loved the space..connected to equinox. Reasonably priced!! I took my bowl and ate it at Petrosino Square Park. Very peaceful.,
1,,6/9/2018,212,,"New York, NY",Aditya R.,107,3.0,95,"I had a PB and joe without coffee, was expecting something amazing based on what the barista told me. It was ok...   All the ingredients are definitely fresh and service is quick, but smoothies are way overpriced for what you end up getting.",2
2,,1/25/2018,76,,"New York, NY",Magda S.,390,4.0,160,"I love Saturdays! It's the first day of weekend so you can sleep long but what is more important at same point of the day I will take a walk to Juice Generation. They will welcome me with a smile, I will order mucho mango and gluten free, vegan banana muffin and will start to walk back home. Mucho mango is so good that you just can't no drink it so as soon as I get home there will be almost nothing left. I will sit down and start working on this muffin. You just need to try.It's Thursday today - can't wait to get my weekend treats!",
3,,4/14/2018,495,,"Manhattan, NY",Alicia C.,740,2.0,794,"I didn't have anything here to be honest, this is based on service...I came in and I'm on a diet at the moment that I need to understand the possible added sugars or additives in the drinks. I went to one of the staff members to ask them about the coconut milk and what brand they used in the drinks or I could see the package to look at the ingredients and see if it met my dietary needs. They told me they weren't allowed to tell me what it was. Really? As a customer I'm not allowed to understand what I am going to put into my body? Hmmm. That feels mighty crazy. They told me it was the policy. Ok, people should be able to know what their food is made out of. I just walked out. Not cool.",2
4,,9/27/2017,8,,"Vancouver, Canada",Simran M.,225,5.0,56,"So rad! We came back to this place about 5x on our trip.I've never been to a juicery that carries ""blue majik"" -- YASSSSSS HONEY!their cold pressed ""holy water"" was like having access to that ""jordan's magic stuff"" from space jam! and hello, selma hayak?! i didn't know until we got home that she co-founded this place.. way cool!",
5,,7/23/2017,308,,"New York, NY",Denay W.,736,4.0,226,"Great place to grab a smoothie, juice, or smoothie bowl to-go when in the UES. The storefront itself is pretty small with only a little bit of standing bar area but it's incredibly clean and very cute inside. All of the fruits and vegetables are on display and you know that the drink you're getting is made with real fresh ingredients. The staff there is always very friendly and quick to get orders out. I've never had to wait long for my drink and it's always been correct. My go-to is the Mr. Greengenes. Love the combo of banana, spinach, almond milk, and other ingredients. It's so good as is that I always opt out of adding any additional sweeteners. Definitely doesn't need it!",1
6,,6/22/2018,0,,"New York, NY",Melissa S.,6,3.0,41,"This place is always packed and I myself have frequented several times. Outside of the Mucho Mango, I've never had another smoothie flavor there I'm that wowed over by but everyone has their preferences and this place has a decent size menu. Overall though, I find a lot of their smoothies to be bland and lacking in flavor. My other complaint is that I feel for a $9-$10 smoothie the cup should be full. Numerous times, the cup looks exactly like it did today, missing about an inch and I haven't even taken a sip. I think today is my last day to visit this place for awhile. There are numerous smoothie places in the UES, I'm going in search of one that gives customers the full amount they paid for.",1
7,,2/21/2018,355,,"New York, NY",Devonta W.,185,4.0,80,"I'm in love with Açaí and Juice Generation is by my the gym I visit the most.A little expensive but has delicious menu options for smoothies, Açaí bowls and energy shots. I try to get here every so often when I'm in the mood for something health.This location is small.",
8,,1/12/2018,212,,"New York, NY",Heather R.,234,4.0,248,"Yep, I've been a fan of Mr. Greengenes for awhile, but due to the high cost of him, I can only manage to visit every so often. I live less than a block away, so when I'm running late or need something, this is a go-to spot for me that apparently also caters to every gym, yogi, mom, nanny, student and person in the area, as it's always crazy busy. Yet, the staff is great, helpful and they're always kind. I also like the other smoothies and their cold pressed goodies to go in the fridge.",
9,3,2/13/2018,339,1,"New York, NY",Kim B.,140,4.0,747,"Excellent to have in the UES. I love how they offer both options of to go (already bottled) juice that is easy to take on the subway or out for the day, but also have the more traditional juices that they make based on your order. They have a great selection of juices, smoothies, acai.. basically everything you need for a healthy breakfast.SO many good, delicious, fresh choices that they make in front of you. It was very crowded and there isn't much room, but they were able to make the juices fast. Price was appropriate with other juice places. Overall, its convenient, delicious, healthy, great aka dangerous for if your in the area, but nothing special to go out of your way for.",3
10,,6/12/2018,32,,"Manhattan, NY",Lena M.,120,5.0,41,"I like their energizing cold oat brew smoothie, especially after my 90-minuets hot yoga class around the corner... I like that it's not too sweet (I believe they add dates to sweeten their smoothies). A deliciously perfect 'breakfast' after morning Bikram challenge.",
