,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Evan P.,"Parkville, MD",8,4,1,4.0,10/21/2018,"Stopped in for brunch on a Saturday morning. The service was a little slow (we made reservations for when they opened) but the food was really great. We ordered a bloody mary and a pear bellini. Drinks took about half an hour to get  and the bloody was extremely lackluster. Real heavy on the tomato juice without much additional flavor.Once they had been open for a little while, service started to pick up a bit. This was rapidly approaching a 3 star rating until the food came. We ordered the short rib sandwich, the hangover burger, and a side of the hash with chipotle hollandaise. The food was really great. It took about 40 minutes to get to us, but it was worth the wait. Every aspect of the meal was well executed and we left eating far more than we should have. As long as there isnt a wait, we'll be back, but I wouldnt wait too long for a seat knowing how long it took to get items on the table.",,,
1,Matt P.,"New York, NY",1243,371,51,4.0,10/1/2018,"A pretty chill and cozy location for the good ole ""catch up and cocktails because we're approaching our thirties and need to make up for lost time""A little too on the nose huh?If cocktails aren't up your alley, this place is a carb haven, pasta and sandwiches are your secret weapon in the fight against mediocre midtown establishments",2,,1
2,Amy T.,"New Providence, NJ",0,11,6,5.0,9/9/2018,"Our entourage of almost 20 friends gathered here for dinner last night.Despite arriving earlier than official opening, we were graciously received by our bartender, Carolina, with an assist from Colette. The table arrangement was outstanding, managing to be elegant yet intimate.  Quite a stunt with such a large party.The service and food were outstanding.The chef went out of his way to finesse my order.  Plaudits & *****",2,,
3,Yasmin A.,"New York, NY",204,170,310,5.0,7/1/2018,"Had an absolutely amazing dinner here. Was looking for something good close to my hotel in the rain. Saw this on Yelp and I wasn't disappointed. Cute hipster restaurant with great staff. Sat on the cushioned seats by the window. Wasn't too crowded when I went probably due to the rain and because it was closing in an hour.Ordered the papardella and it was SO DELICIOUS! The pasta was very large and wide and handmade. The meat was so tender, juicy, and tasteful that it melted in your mouth. Good portion size if you are hungry. If I wasn't so stuffed, I would have ordered a second portion.Will definitely be returning to eat this dish again and try the other dishes!",1,,1
4,Melzie C.,"San Mateo, CA",157,241,311,5.0,6/3/2018,"I had never been to NYC. I am a Californian - total food snob. I expect fresh, flavor, and inviting decor. I had less than 24 hours to eat my way through this city. I found this spot on OpenTable and booked it for a colleague and myself, and her flight made her miss out dinner. I stayed and had a tuna tartare and a prosciutto and arugula pizza. I loved both - fresh tuna, great chips, beautiful pie -- perfectly aged proscuittI loved the nighttime decor -- sexy brick, black wrought iron, and a big pizza oven. Intimate seating. I got to listen in on two different peoples conversation :P very entertaining!Next day, my colleague takes me to breakfast, a place her sister-in-law swears by. A ""must-see"". We walk a few blocks and I start laughing -- we're back at till and sprocket!I had a goat cheese and leek omelet and an americano. No clue what my colleague had -- I was far to absorbed in this omelet. Our waitress was lovely. Had great recommendations. I ate only at one restaurant out of all the places in NYC - and it was here. And I don't regret it one bit. I would love to come back again!",2,,
5,Deana T.,"Baltimore, MD",142,72,40,4.0,5/30/2018,"I came by for a quick lunch during my trip to NYC and this place was exactly what I was looking for. I ordered a glass of Chardonnay and the MSG pizza (bechamel, mozerella, arugula, and prosciutto). The wine was good, and it was $13. Not sure on pricing of wine by the glass in NYC but this felt a little steep. The pizza was incredible. All the ingredients were fresh and the taste of the fresh mozzarella really came through. And there was a decent amount of prosciutto which is always a win in my book. The dough was fresh and perfectly cooked. I would gladly try some other pizzas at another time. The vibe inside was nice, but cramped. I was nearly elbow to elbow with the tables on either side of me. The food was good though which made up for the lack of personal space. I would probably come back if I was in the area again.",1,,
6,Danielle A.,"Ridley Park, PA",57,197,368,5.0,5/8/2018,"So we decided to do our girl's birthday in NYC this year, and the first thing i wanted to do was a funky New York brunch..... I got everything plus more here. Thanks to yelp for finding this gem!i was SHOCKED to walk in to this quaint, homey, peaceful place like this. it's off fashion ave, across from the DMV and it's so posh. (yeah i went very 1996). though a reservation is recommended we walked in tot he bar no problem and got set up to eat. my service was very unpretentious. The staff greeted us at the door, we didn't need a reservation and the decor was very modern, but not so hipster to the point where we wanted to leave. the service was fast. those who were tending to the kitchen were very ""in the mode"". their lead chef (dressed in all black) was cooking his tail fin off and it showed. ALL I ORDERED was pancakes and eggs. when i tell you this alone would make me visit NYC monthly if i could. I live smack dab in the stick and it's diners galore. this place was like diner encrusted with diamonds. perfect pancake. that's all you needmy best friend got the french toast, again the brown sugar butter needed to stop playing with me. she got a mimosa....and i got....a cup of coffeeFresh. New York. black,,,,coffee...I could have gone home after that. mission accomplished. but we stayed paid and enjoyed every minute of this establishment. please see my photos which included this outstanding coffee.",4,,1
7,Lynda C.,"New York, NY",0,48,0,3.0,11/12/2018,I had the braised short ribs and thought they were OK.  Nothing to wow about and nothing overly disappointing.  The ambiance of the restaurant was pretty nice though.  Service was decent.,,,
8,Kia A.,"QUEENS VILLAGE, NY",1,203,1044,5.0,8/4/2018,"I went here on a Saturday to meet up with a friend for brunch. I can't believe I never noticed this place! It's has an ideal location being so close to Penn station and Herald Square. Interior: The place is a lot bigger than I thought it was. In the very front there are tables on each side of the entry. They have soft couch seats or regular chairs you can sit in. Then there are seats at the bar to eat at, as well as more tables in the rear of the restaurant. The bar is very long and it's fully stocked! They also seem to have a back room which can hold a good number of tables. Food: The food was so good! I ordered something that I had never had before because I didn't want to play it safe. I'm so glad that I did that. The meal was amazing!! I ordered the shakshuka with a side of spicy andouille sausage. The flavors were so rich and satisfying. The real winner of the meal was the shakshuka! I'm so happy I got it- warning there is raw egg in it so if that isn't your thing I'm sure you could ask them to cook it more (bastardize the recipe). My friend got the classic pancakes  with eggs. She said it was good as well. Service: The waiters were top notch! We started off with Don and then ended up with another guy. I didn't get his name but he's the one that will make you feel guilty for eating the unhealthy stuff. I liked that they didn't rush us to be finished while we were chatting and catching up over our meal. Also I eat hella slow so I'm glad they didn't make me feel awkward about it. Bathroom: It's a single use bathroom. Luckily I didn't have to wait long to use it- that can be really annoying and a turn off! Overall: I'll definitely come back here! I had a really good time.",2,,
9,Christina N.,"Clifton, NJ",186,101,399,4.0,4/10/2018,Was around the area so we decided to get something to eat and till & sprocket came up on yelp. Super cute place to take your significant other and also good for small groups.Entering in there are a couple of tables near the front and the bar expanded all the way towards the back attached with the kitchen. There was also seating all the way in the back of the restaurants where it's nice and private. Interior of the place was classy and sleek and so was the food. I order the t&s burger that came with a side of fries cooked at medium well and made to perfection! It was also a really thick burger. Almost too thick were i almost wasn't able to fit it in my mouth but I made it work. Haha. Yet so delicious and soo juicy! The fries were just as good. Crispy on the outside and soft on the inside just how I like it! The servers were also really friendly and occasionally checked up on us and constantly refilled our water glasses.,3,,1
10,Jenn G.,"Manhattan, New York, NY",414,34,4,4.0,11/10/2018,"If I was only reviewing my server she would get 6 stars! She was so funny and helpful. I came here for lunch to meet a friend who had to catch a train at penn station. Location is great in that regard, good vibes too and we didn't have to wait for a table at 1:30 PM. The food was really good but didn't knock my socks off, therefore, 4 stars. Coffee was wonderful though and prices are reasonable for the city!",,,
11,Kathy T.,"Monterey Park, CA",22,15,7,5.0,9/16/2018,Nice place for brunch at Midtown. My friend and I went for a chat. No waiting time to be seated.,1,,
12,Niki N.,"Brooklyn, NY",6,60,44,4.0,5/18/2018,Unfortunately missed brunch so I ordered off the lunch menu - I had the chicken sandwich while my friend had the Argula salad. Both looked very good and tasted fantastic! The coffee was decent. I will definitely come back to try the brunch menu.,1,,
13,Mark R.,"Double Oak, TX",4,100,2,3.0,4/25/2018,"We needed a quick lunch and found this place just around the block from our hotel. Reviews seemed solid--passed my Yelp-algorithm--so in we went. Friendly atmosphere. Very gastropub-ish. We sat at the bar and both ordered the arugula salad with chicken. The salads came out quickly and looked good. The arugula was fresh, the chicken was nicely grilled (if not the tiniest bit dry) and overall, we enjoyed the salads.Here's the thing. When you're paying $20 for a arugula salad with chicken...it's hard not to get your expectations up--even when you're in midtown Manhattan. These salads were excellent $14 salads in terms of quality, freshness, taste and size. For $20, I wanted either more ingredients to jazz things up or more of what they gave us to make me feel like I got some value. Final tab (with 20% tip) for 2 arugula salads and 2 Cokes--$61.40. I guess that's Manhattan, but does it have to be? The atmosphere, service and the rest of the menu all make me want to go back and try it again, which I probably will. It has too much potential to let one kind-of-overpriced salad turn me away. It feels like a 4 star-worthy place, just can't go there on this review.",2,1,1
14,Tammy T.,"Manhattan, NY",178,94,162,3.0,5/3/2018,"Ambiance: lively and busy. Best to make reservation.Drinks: apple pie cocktail is deliciousFood:Tuna tartare is so-so. The fries are good.Squid ink pasta is ok, good amount of seafood.",2,,
15,Jem S.,"Brooklyn, NY",32,441,166,3.0,4/19/2018,"Came to Till & Sprocket for lunch. It is a good spot for lunch and not too crowded. The portobello mushroom sandwich is good. It is vegetarian and feels healthy because it is filled with veggies.The feel of the restaurant is like an upscale gastropub. Overall, a decent place for lunch.",1,,
16,Emily W.,"New York, NY",215,98,80,3.0,10/5/2017,"I made a reservation for Till and Sprocket on a Friday evening because I was worried that it would be really crowded, but the place was pretty empty. I really liked the decor and overall design of the restaurant, but the table my friend and I were seated at was kind of small, and it was difficult to get into the booth seat because the tables were all so close together.I'm a sucker for fruity drinks with silly names, so I ordered some cocktail that I think was called ""And With a Kiss I Die"". It was pretty expensive ($15) and came in a small glass, but it was decently strong so I didn't feel completely robbed. I ordered the burger with a single patty. I wasn't super impressed with the burger and the fries that came with it. The burger didn't taste bad or anything, but there was nothing special about it, and I definitely don't think it was worth $18. In addition, our waiter didn't ask how I wanted the meat cooked which I thought was a bit strange for a sit-down restaurant. The fries were really disappointing. They were these super thick wedges of barely golden potato, and there were like eight wedges in total. Overall, the food here tastes good but I think it's a bit over-priced, and you can definitely get much better food in NY for that amount of $$$!",1,,
17,Torie W.,"Queens, NY",235,251,545,5.0,9/14/2017,"A small foodie place with maybe 30 seats. Sit in the back with the skylight roof for either lunch or dinner and you'll be in awe. The wagyu ribs were amazing with polenta and au jus. The steak fries and chipotle mayo were crispy, and the mozzarella and red beets were the perfect vegetable/dairy mix.Service was great, but if you sit in the little alcove with the skylight it might be a bit slower.",2,1,1
18,Asha C.,"Westside / Home Park, Atlanta, GA",6,6,1,5.0,4/4/2018,"Went here for lunch yesterday while doing some shopping in the city. I loved that this place was so close to Penn Station, very easy to grab some food before going back to catch the train home. Or server was very friendly, when asked for recommendations she was very knowledgeable and I was very happy with what she ended up recommending: the T & S burger, it was so good!!! One person I was with had a sesame allergy, and she made sure to let the kitchen know to prevent any cross contamination which we really appreciated. I would definitely recommend this place to anyone in the area looking for a quality place to eat",1,,
19,Ricky S.,"Manhattan, NY",0,4,0,1.0,7/27/2018,"Whoa!  Might be good one day if the owner gets lucky. I'm sure the goal was to rip off tourists. I felt sorry for the charming Carolina the waitress. She and the bar girl run the show. What could they do if the pizza isn't as good as a super market one. Horrible dough. The shock came with the bill. 4 of us over 215.00 in a BAR. $21.00 for a burrata appetizer the size of a .50 piece!That blew us away. And it wasn't served until the dinner came out!!! Extremely overpriced. Get a hamburger because they looked terrific. $16.00. Hanger steaks $32.00. No bread. Martinis served in cordial glasses. They don't even have the right glasses and only three choices of Vodka. For a bar?  Tito's, a cheap one from Iceland and one other. This place could be good if there was a proper and sane owner because the area needs a good place to eat.",,1,
20,Connie H.,"Brooklyn, NY",1334,623,289,4.0,1/18/2018,"While this place doesn't have a ton of reviews, it is very solid and I would definitely recommend it for a group dinner.FOOD - Our table of six tried lots of things: medt. dips ($16), octopus ($21), tagliatelle ($18), squid ink pasta ($26), MSG pizza ($16). We absolutely loved tagliatelle, and my second fave was the MSG pizza.SPACE - Very clean and nice space. The layout of the restaurant is long and narrow, so you won't feel like you're too close to other tables.OTHER - Our waitress was super nice and awesome. When it came to paying, she allowed us to use six cards and instead of signing paper receipts it was all on their iPad which is great.If you're looking for a more low-key space in NYC to eat with friends, this place would be a good choice!",7,2,5
21,Bill T.,"New York, NY",1325,2209,8239,3.0,5/26/2017,"The food is good.   Our server was very nice.  The space was weird.  There's the restaurant part, then past that there's a room with more tables, then even further back and around the corner, there looks like some kind of big, open event space that has a few tables in it.  That's where we were seated.  It was okay but there was no ambience or anything so it seemed like we were being seated in a warehouse.I had a Wiseman cocktail and that was very good.  The menu online had more items than the printed menu we had...I really think they should be consistent.   My friend wanted one of the pizzas she saw online (it had mushrooms and bacon on it).  But that wasn't on the printed menu.  She asked if it was possible to get it since there were other things on the menu that had the ingredients.  The waitress (who was really, really nice) said she'd check and then came back to say it couldn't be done.   Then my other friend asked someone who looked like the floor manager if we could just get that on the side and he said he'd check.  He was also very nice and when the pizza came out, there was a side dish of mushrooms and a side dish of pizza and my friends were able to assemble their pizza.On a positive note, the pizza was good and the mushrooms were delicious.  Also, my mini-meatball dish with grilled bread was really tasty.  I highly recommend it.  I guess the only thing that left me disappointed was the whole pizza topping thing.  Either update your website to match your actual menu or just throw some mushrooms on top of a pie.  Why would you offer pizza and not have the ability to put any toppings on it?  I have to think it was more work to get a plate and a small dish and spoon mushrooms into it than to just toss them on the pie.  Are pizzas with toppings absolutely forbidden a thing?  I'm sure there's a reason for it, but I can't imagine it's a good one.  Reading Mallory L's review, it seems she had issues getting a topping on a pizza too (maybe it has something to do with mushrooms)Aside from sitting in what felt like an empty warehouse and the unnecessary drama to get mushrooms on a pizza, I enjoyed the food and the service.",6,3,5
