,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,5/25/2018,107,,"Jersey City, NJ",Sarah G.,26,3.0,142,"This place was a random option that my date and I went to while we were searching for a bar that wasn't too crowded but also wasn't too empty (on a Tuesday; it was a challenge). The bartender was nice enough and she left us alone for most of the evening. The bar itself was super empty for 99% of the time my date and I were there. It wasn't really until the end of the evening that a group came in celebrating a birthday. That made the bar lively. The problem with Shades of Green is not really anything except that...I'm unsure how it can compete in an area where there are so many other bars and nicer places to go. It's an OKAY place to grab a drink... but the entire inside can be described in no other word than ""blegh"". Honestly, the worst part of it, was the fact that the bathroom didn't actually lock. It looked like it did--but I realized quickly that the door lock was broken and anyone could barge right in. This is a problem for a bar where everyone drunkingly walks around not knowing what is going on. I can only imagine that others have had issues with it themselves. Or no one has noticed that the door lock is broken (FYI I did test it too, to make sure I wasn't being crazy about the lock not seeming right. the slider goes in, but it doesn't hold the door in place.)I don't know if I would ever come back here, but it was decent enough for a Tuesday night drink.",
1,,10/15/2018,3,,"Brooklyn, NY",RA W.,13,1.0,76,"The new staff does not know how to make drinks, pour beer, or treat loyal customers. The customer sitting next to be warned me that the current staff is a mess. As I have been coming here since, 2011, I decided to give this place a chance. Now I feel like an idiot and must agree this place has gone down hill. Crossed off my list of places to hang.",
2,1,9/12/2018,0,,"New York, NY",Meg A.,1,1.0,75,"Service was really awkward. The woman sitting next to me said it was the worst she'd ever experienced, didn't finish her food, and left.It was not the worst I'd ever experienced, but the server was really really rude, and even though I'd purchased food and alcohol, and intended to purchase more, he was not happy with my rate of consumption. I am a small framed woman, and did not appreciate the drink pushing. Especially when there were only four people in the place. He also refused to give me water and told me I had to drink faster or leave. It was creepy AF.(Make sure to check out the Google reviews, there are too many that say ""worst service of my life."" Yeah, it's hyperbole, but most people don't throw that phrase around completely willy nilly. I wonder if it's one horrible bartender or all of them.)",1
3,,10/22/2018,0,,"Manhattan, New York, NY",Luis G.,0,5.0,1,"Awesome pork sliders and great beer. The pub has got a nice vibe too. I definitely recommend it, the chicken fingers are also great",
4,1,9/7/2018,0,,"Brooklyn, Brooklyn, NY",Megan T. T.,17,2.0,48,"Warm beer. Rude bartender.  Bartender was so rude that I was shocked they can still continue to have a business in Union Square. She seemed to be the owner as oppose to the bartender. She told me ""read the menu miss, when it's busy I ain't got time to tell folks what's on happy hour"" and it's only 3 people here.....",1
5,,12/5/2017,111,,"Brooklyn, NY",Cori C.,18,2.0,405,"Revival has long been our go to spot and sometimes it's too crowded or inexplicably closed so we end up at Shades of Green.Sometimes it's okay. Sometimes it's slightly less than okay, but in a way that's pretty benign.Last time I came on a quiet night and took a table. The server (table service? really?) kept coming over because he was very concerned that I didn't really have friends who were coming. He seemed pretty angry about it, even though the bar was fairly empty. My friends were not late. Then he reversed course and forced us to split into two tables. Because it was pretty empty.That pretty much sums up my experiences at this place. The service is...weird. But you could do worse. Or better. Try for better.",2
6,,9/15/2018,2,,"Manhattan, NY",Joe L.,16,4.0,101,Had a Guinness and chicken fingers. A little pricey for the kind of place it is but I like the space and the wooden bar is nice.,
7,,2/12/2018,4,1,"Augusta, ME",Tim B.,1,5.0,2,I came to visit and we ended up here. I was not disappointed. A few pints of the Guinness and a delicious plate of bangers and mash! Next time I'm in town I will be stopping by here. The bartender/server was so friendly too. From Northeast Ireland she was. I really didn't see any of the negative events mentioned in other reviews.,
8,,7/24/2018,0,,"ASTORIA, NY",Amy I.,1,5.0,9,"Best French onion soup in NYC! Yum! Yum! Yum!Old schoolIrish bar no frills, but great bar food and cheap beer! Lauren is a great bartender, too!",
9,,12/28/2017,177,,"Manhattan, NY",Ed W.,19,4.0,354,I've come here many times over the years.  It's a good Irish pub with good food.  I've always received good service.  This will remain a stable staple for me in Union Square.,
10,,7/5/2018,0,,"Pelham, Pelham Manor, NY",Cristal C.,0,5.0,2,This is such a great place especially if you're into a chilled environment with great drinks.,
