,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,1,7/13/2018,674,1,"Theater District, Manhattan, NY",Carina P.,382,5.0,378,Rogue bar is awesome. I arrived around 5:45 on a Friday. Wasn't tooooo packed on a Friday that you couldn't get a bar stool but was definitely full. Every stool was full by the time we left around 7. TVs were playing both sports and fail army. Food was really solid and bar food usually is pretty questionable for me. We got the pretzel and chips and guac. Pretzel was XL and looked like one you would get at a beer garden. Guac was definitely fresh and made in house.The wraps I saw come out looked great too. Will be back!,1
1,,6/15/2018,360,,"New York, NY",Asuka N.,103,3.0,1568,"I've been to Rogue a few times, largely because it's really close to where I live (virtually right across the street) and because it was the sports bar of choice for one of my good friends. It's got what you would expect of a regular watering hole in NYC - lots of TVs showing whatever sports is on, high ceilings, some outdoor seating along 6th Avenue (not the most scenic), and decent food and beer. My only comment about the beer selection is that it's a bit limited relative to what I would expect to be available, but they do make an effort to carry at least a couple beers of the regular types. As for food, it is your typical bar fare...you can tell when 'chips and guacamole' is one of the specials of the day that you're not necessarily in for the most adventurous fare. The Rogue Burger is pretty standard but tastes solid. The side salad was nice and light and not too drenched in dressing. The guacamole was properly made (i.e. fresh) but relatively unremarkable otherwise (and a bit on the small side).In short, Rogue is very much the average, prototypical sports bar. It's got a bit more space, which is nice, and the food and drinks are solid as well. If you are looking for a place that puts a bit more focus on the food aspects, or has less of a generic ambiance, there are other places that will likely be a better fit.",
2,,2/10/2018,75,,"Beverly Hills, CA",Ray Z.,32,4.0,60,"I always enjoy stopping in for a proper pint of Guinness & lunch, for the most part the staff is exceptionally friendly and their food menu is surprisingly good. On my most recent visit I ordered seared crusted sesame tuna on a bed of delicious greens mixed with seaweed. The greens are a tad bit oily however tasty nonetheless.",1
3,,11/3/2017,224,,"Newark, NJ",Julio G.,1216,2.0,362,"Service was terrible!Food was okay, overpriced for simple food. I had the calamari which didn't seem to be cooked well. The coconut shrimp was pretty good but he sauce was gross hat accompanied it, I used all the sauces from the calamari which seemed to be better. Happy hour specials are okay, loud and rowdy place to have a bite or beer after work. Nothing special. Service sucked, did I say that?",
4,,4/16/2018,66,,"Brooklyn, NY",Brandon G.,142,3.0,218,"Rouge is a casual bar with a good New York feel. All the sports games you can handle are playing and you will find your average bar food/snacks and typical drink specials. The bar is very clean and very spacious. The reason for my ""ok"" rating is because of the service. We stood at the hostess' podium for way too long, despite there not being much of a crowd and visibly empty tables we could sit at. We stayed because of the drink specials. Our waitress was also very slow in responding and it took forever to get refills on water and the drinks we ordered. I'm not sure if it was simply an ""off-night"" because aside from the service, everything else was pleasurable. Maybe they were short staffed? I just hope should I visit again they bring their A-game.",
5,1,12/15/2017,947,,"New York, NY",Jackie S.,3018,4.0,751,"A casual bar-restaurant with a great vibe and good happy hour specials. The staff is awesome too!I came on a Thursday evening and basically you get your standard NYC afterwork crowd looking to have a bite, a few drinks, and watch football/basketball. It gets busy but I was able to snag a spot at the bar.Great service, I'd come back.",1
6,,7/10/2018,24,,"Bronx, Bronx, NY",Ahmed M.,11,5.0,17,"Great place,wonderful service, great food what else do I need . Go France go England.......",
7,,10/6/2017,112,,"Manhattan, NY",Bree R.,40,4.0,118,"Met a big group of my bf's old coworkers here for some drinks and snacks. We had a great time! It's a sports bar, so you shouldn't go expecting a super fancy place. But the food, for an American sports bar, was awesome. The truffle mac n cheese was top notch. The burger was good but had way too much onion, even after we took off the onions, there were some cooked within the sauce or something. The waitstaff was ok, abrupt and not the friendliest but I've stopped expecting good customer service in New York. Drinks and food were Manhattan prices, it was loud inside due the fact that we went during a soccer match, but the vibes were cool. We had a lot of fun. @eyeofshe",1
8,1,8/28/2017,366,2,"Brooklyn, NY",Josh M.,52,3.0,428,This place has what you need. 1. Tons of TVs2. Fantastic staff3. Cheapish drinks *during happy hour4. Space to move around5. Ease of bathrooms *this dude has a tiny...bladderGo and check it. Great place to start a night off!,2
9,5,8/21/2017,62,3,"New York, NY",Monica B.,217,4.0,139,"The place is great for indoors and outdoors eating. But there were a couple of guy screaming at each other around 1130pm, which created quite the nerve wrecking experience, considering we were only tables away from the scene.Other than that, the bar food was excellent. Just enough salt to make you want to drink more but the quality of the food was better than most places. The veggie burger wasn't your average Boca moosh and it was served on a delicious oat mix bun and the cod fish wasn't soggy at all. The fries were hot and crispy but not hard or soft either. I had a glass of white, German Riesling wine.. it was crisp. I'll be back!",5
