,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Mike M.,"ROCKAWAY PARK, NY",44,82,95,5.0,6/14/2018,"I'm here for dinner before the ballet.  This icon is not for the feint of heart. The menu is always oriented to the culture and period of the opera or ballet being performed.  Tonight it's Italy because the performance is the timeless Romeo and Juliet.    This is truly the last vestige of civilization.  The food is just absolutely delicious.  Have never had a bad meal here.  The service is from another time and place. Jason my waiter is always assigned to me by the maitre d' James.  Attentive doesn't describe adequately the level of service.  The wine list is full of the very best the vintners have to offer.  Generally I opt for a bottle of chateau neuf du Pape But I start with a Bordeaux, the house wine,  because I'm solo tonight One dines under the Marc Chagall masterpieces and is transformed back to another era.   White table clothes and Reidel crystal are all pristine   The clientele is decidedly older upper crust.  I know many of the people because of all the years I've been associated with the American Ballet Theatre.  Tonight the ABT is sponsoring a party so the restaurant  is packed. Anyone looking for a true unique experience needs to come and enjoy this amazing place.",2,1,1
1,Ariel M.,"Westfield, NJ",59,141,188,4.0,12/11/2017,"I had reservations for 3 for Sunday Brunch before attending the Nutcracker. Reservations were easy to make online, and surprisingly it wasn't crowded at all. 11:15 AM was the perfect pre-matinee time. We opted to go for the pre-fixe brunch menu which was surprisngly on $45 and included an appetizer, entree and unlimited Grand Tier Bellinis. I went the breakfast route and started with the Yogurt Parfait which was great! Very filling, topped with granola, pineapple, banana and coconut. I had the soft scrambled eggs with house-smoked salmon and baguette. It was great. The atmosphere was the perfect holiday brunch. The staff was friendly, location is beautiful and there was even a performance by a young opera singer. Wonderful way to enjoy the holiday season and feel a little fancy!",3,,
2,Cyce S.,"Manhattan, NY",33,8,5,4.0,4/1/2018,"Having first experienced Sunday Brunch at Grand Tier in January 2017, I thought it would be the perfect place to celebrate Easter after mass at St. Patrick's Cathedral.Today I had the Spring Lettuce Soup and Wild Mushroom Risotto and both dishes were presented delightfully. The highlight was the recital from rising artists Kang Wong (Tenor) and Zalman Kelber (Piano).Sunday Brunch at Grand Tier in Lincoln Center is the place to revel in the senses of sight, smell, taste, and sound. It might become my new Easter Sunday tradition.",1,,
3,Larry R.,"Burlington, VT",158,151,20,5.0,1/10/2018,"High-octane dining. Singular experience. Put the food in some divey food-geek spot in the middle of nowhere. It would stand up. Well. They make good food here, and they don't have to. Because they are in one of the most unique and stunning spaces on the continent. Look left; look right. Those are Marc Chagall murals. Look up. Those are gorgeous Austrian chandeliers. Look out. It's the plaza of Lincoln Center. Look around. You just don't get spaces of this, well, space, in Manhattan. Meanwhile, the food. For a starter, most of us opted for the crab cake, and it did not disappoint. Oh, to have something crabby at the start of a winter that seems to have already gone on forever. Sublime, yet fun. Then we all had the filet. It did not come out piping hot. Because they were cooked expertly then allowed to rest, and the result was divine. I think it was the best filet I've ever had (it's a tricky cut to cook, and most cheat by wrapping it in bacon). Totally worth the $7 up-charge on the prix fixe. A nervy Sonoma Zinfandel was only $80. We weren't being cheap, but we all like old-school Zin, and it was a great counter punch to the assertive treatment of the filet. We all loved our desserts at the interval. The chocolate souffle was by the book, and this is good. Just the right size. Gorgeous balance of light and rich. Kids, don't try this at home (I have; it's never what you'd hope). Oh, and for the booze nerds (that'd be me) in the crowd, I ordered grappa just to be contrary. It was AWESOME. Battery acid from a really expensive car, in a way-too-cool glass. Let these people do their thing and you won't be disappointed. Go off piste and trust them. Good fun is not cheap. $175-ish per person (big tip), and we didn't worry about the bill as we were ordering. This is why we work.  Once a year we trek to New York City, and our cards have been punched at some pretty awesome spots (Robert, le Bernardin, the Mandarin). But this is now our go-to for a night at the opera. Great food, service, and atmosphere. Next year, if there's nothing worth seeing at the Met, we'll come here for the food, the service, and the place. HIGHLY recommended.",4,1,3
4,Carol S.,"Brooklyn, NY",0,12,0,1.0,10/18/2018,"Mediocre, over-priced food and inattentive service best describe The Grand Tier Restaurant.  If you're attending a performance at Lincoln Center there are much better establishments at which to dine.",,,
5,Nancy D.,"Middletown, DE",74,13,1,5.0,8/8/2018,"We have season tickets for the Opera and always dine at Grand Tier prior to showtime. Chris, the manager, always make sure that we're well attended. The food is nothing short of perfect. We always start with the caviar and a bottle of Veuve. :)",1,,
6,Fatima S.,"Fort Lee, NJ",1,9,10,5.0,4/26/2018,Very elegant and unique Brunch with an unbelievable performance. The food was perfect. Definitely is a MUST GO!!!,,,
7,Nina P.,"Manhattan, NY",0,6,9,5.0,12/17/2017,This is my favorite place to dine with the family before the opera! The staff are friendly and the scenery is splendid! Looking up at the grand stairway and the incredible chandeliers you can't help but feel magical! The food is great too! I always start with salmon cakes and end up with the baked Alaska ... and the view of the fountain and Lincoln square city lights at night... ugh you can't beat that! The city comes alive through the 20 foot windows which makes a great view day or night! Enjoy!,1,1,1
8,Vanessa H.,"New Hyde Park, NY",565,98,87,2.0,1/16/2017,"I had family friends visiting from out of town and had thought this would be a good place to bring an out-of-towner. Brunch + opera, how nice does that sound? I was somewhat disappointed with my visit.  Service: Our friends had been seated first and when we arrived and checked in with the waitress, she didnt even bother to show us to the table and had just suggested us to walk in and look for them. What was the point of checking in if we could have done that in the first place?Second, our waiter greeted us fairly quickly and proceeded to take the orders around the table. After that, he was barely seen. We had ordered 3 prefix menus (39$ with endless bellinis) and 2 a la carte entrees and share plate. The waiter had gotten one of our orders mixed up but it took a few minutes for the food runner to track him down in order to fix the mistake. Endless bellinis, you would expect them to refill the glasses correct? Our glasses were not refilled AT ALL until we asked. If you looked around servers were walking around refilling everyones glasses except ours. Food; We had gotten the figs and cheese share dish which was good but a little on the bland side. Amongst the table we had gotten a mushroom risotto, (2) soft scrambled eggs with smoked salmon, (2) benedict royale and a smoked salmon platter. The risotto was incredible salty to the point where it was inedible. When the waiter was informed, he had walked away as if he had not heard us. The benedict royale was good. The eggs were not overcooked but the potatoes were a little dry and bland. The soft scrambled eggs were a little too much eggs to be honest. You get one baguette, a bowl of soft scrambled eggs with smoked salmon topped with some truffle. It was a little too much. I did not try the smoked salmon platter.I will most likely not be returning to visit. Oh, and the performance started around 1:30PM and there was a tenor who came out to perform for a little bit. I expected more.",5,2,
9,Walter O.,"Jackson, NJ",0,6,11,5.0,"11/6/2017
            





Updated review","Once again.  Great experience. October 31, 2017. Halloween. Thanks Edwin Gallegos for finessing this reservation and others for the season and assisting us with navigating the new menu!  You should be listed in the program with the other performing stars!  Looking forward to our next visit!",,,
