,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Valerie N.,"Manhattan, NY",12,324,399,4.0,10/29/2018,"I'm surprised the score is low since I actually enjoyed my meal. I ordered the eggs benny with smoked salmon, but they did mess up my order and give me lobster instead. My Benedict was delicious and a generous portion. The lobster was moist and the eggs were poached well! The caveat is the muffin got soggy VERY fast. Perhaps if they toasted it longer, it would have been better. Side of bacon was good too! The side bagel is skippable, but the jam that was included was great!",,,
1,Giselle C.,"New York, NY",497,42,75,3.0,10/29/2018,"Food 4/5. Service 2/5. Ambiance 3/5. Location 5/5. This restaurant is located right in Herald Sq, close to the Broadway intersection. It is such a convenient area to locate to, so it's great for groups. The inside is small and is two stories. There is a bar on the first floor. The seating on the first floor is a bit awk because people are waiting for tables and they could be right next to your table while they are waiting. It's awkward.  The second level is a bit cramped and noisy since the noise from the first level will rise up. We came here for brunch on a Sunday morning. We had a mix of dishes ordered from breakfast and lunch menus. The burger and fries that I had were cooked perfectly and the eggs I heard were also very well done. In general the food I would give a food rating for both taste and plating. The beverages though I would rate lower. The juices are expensive and So is the coffee. They don't taste very fresh and our server was MIA so we couldn't ask for refills. Make sure to call and make a reservation because it does get busy. I called that very morning for a table for 8 and we were squeezed into the schedule. A+ for the hostess. Brunch place with my big This restaurant is so cute! From the pictures n yelp and in person it is truly a wonderful find. On the weekends it is not too crowded, and allows for a group to comfortably sit and social for a couple hours. The back room has a two floor vaulted ceiling with skylights so that the sun can shine through. We ordered a couple breakfast items (pancakes and eggs Benedict, and a couple burgers). All of the food was well done, and the server was very attentive. Bathrooms were downstairs and dimly lit. Would return again if I was more of a brunch person.",,,
2,Sean C.,"Kissimmee, FL",265,91,212,5.0,10/5/2018,"I am really glad we ran into this restaurant while wandering around town.  It was a very pleasant surprise - and included a 5% yelp cash back offer!First, try to sit upstairs, the view is great and it's less crowded and much quieter.  We snagged a seat by the window, which was perfect for the beautiful fall day.  Our service was very quick, everyone was attentive; so much, that our waters were never more than half empty. I was hoping for bit more of a brunch style menu, but was thrilled to find the omelet on the normal lunch menu.  It ended up being pretty tasty and came with some thin cut French fries and a salad. I loved the subtle difference from a normal omelet with heavy side dishes.  If I wasn't so bent on getting breakfast food, I would have really enjoyed the bread that came out first. The bread was great, but I wasn't in the mood, sadly.",1,,
3,Ilse V.,"Murrieta, CA",88,222,443,4.0,10/1/2018,"We came here for breakfast during the week after I found it online. I loved the way it was set up and decorated. Staff was friendly and service went fairly fast. Only remark regarding our server was that when we ordered Nutella and Banana Toast she just wrote it down. When the table next to us ordered it she went ""Oh you can also have pancakes with Nutella and Banana"". Wish she would have told us. The Greek yogurt and Eggs Style plate were good. The bathroom unfortunately did not look recently cleaned at all. Kind of surprising at 8:30am. Really a turn off.All in all a good experience though. I'd come back here.",,,
4,Megan C.,"Chicago, IL",466,98,44,3.0,9/7/2018,"We came pretty late for brunch on a Monday, just a party of two. Service took quite a while, we waited at least 15 minutes for just the menus. Our server let us know that if we wanted to order brunch (they stop serving it at 11:30AM), we'd have to order quickly.. yet they didn't come back to take our order until 11:40? Confusing but at least they were still able to cater to my brunch entree choice. We got the flight of dips as an appetizer, it was good! However, I got the Chorizo and Manchego scramble and it was quite underwhelming. Practically no flavor and it was lukewarm when it arrived at our table. My friend also did not enjoy her salmon burger either. I would say this restaurant was a complete miss for us, although we did enjoy the decor, everything was super cute but the food was just not up to par with the prices or the wait that we experienced.",,,
5,David S.,"Alexandria, LA",23,120,49,3.0,9/2/2018,"The food was good quality, but the portions are kind of small. The service was good in getting the food to the table, but it was difficult to get the waitress' attention to get butter for the toast or a refill of water. And, don't even venture into the bathroom. In the men's room, there's one toilet, without a seat!!! I wonder if it's any better in the ladies room?",,1,
6,Janice D.,"Boston, MA",47,80,65,5.0,8/22/2018,"I found this cute restaurant on my way downtown. As its name may suggest, it is located near Herald Square. I came in for brunch by myself and sat at the bar. The bartender was very attentive and nice. The bar is decorated with fruits and flowers, what adds to the relaxing asmosphere among the chaos of the city.Due to their advertising on the door, I was expecting a more extensive brunch menu (especially coming in around 11am). Instead, at this time they offered me a menu that had a few brunch dishes hidden throughout. I had the Egg White Omelette, which was divine. The mix of avocado with pico de Gallo was unexpected in a ver serendipitous way. The omelette was served with toasted bread and chips, and its portion was enough to get me through the day. I left feeling very satisfied with the quality of the food, the service and clean facilities. I would recommend it based on my one visit.Ohh... and they do happy hour M-F from 4-6pm.",,,
7,Christen W.,"Bayonne, NJ",0,1,1,4.0,11/13/2018,"Decided to try this restaurant since it was our first time visiting the Harold Square area. We waited about 15min for a table, mostly because the server forgot us since she accidentally erased our name from the wait list. We were seated upstairs which has a nice view and the decor is very pretty. Waited some time for the server to come over to take our orders. Once we ordered, the food came quickly. The breakfast was a little pricey but good. Both my friend and I ordered the two eggs breakfast which came with spinach salad, a piece of whole grain homemade toast, your choice of breakfast meat (I ordered maple chicken sausage), and rosemary potatoes. While the food is quite good, the price and hardly seeing a server come by during the meal is the reason for the 4 star rating.",,,
8,Sou M.,"Seattle, WA",226,168,640,2.0,7/9/2018,"We came to this place for a sunday brunch on our last day of nyc trip. Here's the breakdown on my interview: Ambience: nice, touches of french and elements of macho culture (hats every where), well litService: nice and friendly staff, helpful host. Got coffee refills upon request Food: this is the part that really underwhelmed us. My friend ordered a medium rare burger ($20) and a side of grits. I got the eggs and ribs. The burger came out raw inside, uncooked, and tasteless. The ribs were immersed in a fatty broth, and had no taste or seasoning. I tried to spice it up by adding salt and pepper but i couldnt really change the tasteless taste. Why 2 stars? I think the food was 3 stars but the overall experience, including the value for price was not more than 2 stars. When i pay $20 for a burger and $75 for two brunch plates and coffee, i expect a minimum level of quality.",1,,2
9,Amanda K R.,"Lindenhurst, NY",91,162,1015,5.0,1/20/2018,"Woman's March 2018 - got a sick deal on a room after logging 5 milesGetting the evening started with a appetizer ""flight"" Warm pita with a perfectly portioned  plate of baba  ganoush, teramusalata, tzatziki and something. Spicy.  Yummy. Prosecco chaser and off we go!My mixologist Alyssa (?) was fabulous. Running her butt off but never missed a beat keeping her full bar well attended to. Definitely a spot that will have me returning to.  With all the lights and touristy hoopla that can have a local wishing to get off the beaten path, the Harold was classy, affordable (by NY standards) and an eclectic menu that would satisfy even the pickiest eater.  Well done.  You have a fan for sure.",3,2,4
