,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Kaitlyn F.,"New York, NY",252,42,43,5.0,10/5/2018,"Okay ok obsessssssssed with the wings. Holy cow are they delicious! I've been meaning to come here for wings quite some time now, and it certainly did not disappoint! Firstly, you can tell the staff are like family. Everyone communicates to one another and helps to ensure anyone that walks through that door is having a good time and eating/drinking well, even the bouncer is great! The specials defiantly cater to wing Wednesday's and football season, but the drinks are also at a good price. I got the classic single wings (10 a piece for 13$) which I think is a steal. I got the Thai chili flavor and they were delicious. I did not stop eating them until I was finished, I didn't even engage in conversation they were that good. They are perfectly crispy and crunchy but also somehow perfectly coated with the sauce. I probably could've split the order and got a dip but I'm beyond happy I didn't. Highly recommend, prob some of the best wings in the city!!!!",1,1,1
1,Alison A.,"Manhattan, NY",361,84,138,4.0,9/18/2018,"Great spot. Have been here a bunch of times, they do the wings and beers well.Ton of beer specials on Sundays, for football. $18 for a bucket of 5 beers, can't be that!Wings - Get bone in, buffalo, bbq or garlic parmesan, you won't be disappointed.Definitely try the 'chicken littles,' cooked the same as wings, but boneless, essentially.PRO TIP: Try wings Carrie's Way. I don't know how to describe the flavor, it's a mix of sauces, not on the menu but so delicious.",,,
2,Marijana B.,"St. Augustine, FL",0,10,7,5.0,7/26/2018,"Great place with good music, the atmosphere and the service is excellent. Nice selection of beer (the Brooklyn lager highly recommended), didn't try the food but the people around who did - they looked happy and satisfied :).Not empty, not too crowded- enough room for everyone. I'll definitely come back!",,,
3,Dimitric H.,"Manhattan, New York, NY",61,115,154,4.0,5/13/2018,"Still on the search for a great bar that has great wings and also a place I can watch games. This place is definitely an option on my radar. Wings were solid, my favorite option that is not on the menu were ""Kerry's Way"" a mix of honey mustard and BBQ. These were the standout and excellent. Also got the garlic parmesan personally did not like this flavor.Waffle fries were hot and fresh out the fryer. I will definitely come back here to watch a game, the only flaw is that I wish they would change the supplier from where they get their wings. The wings are on the small side and wish they were bigger. Another than that pretty good overall.",,,
4,Erick S.,"North Wales, PA",327,117,406,4.0,10/7/2018,"came here after a friend recommended it, so a few of our friends decided to come through. we came on a friday night, it was packed and loud, exactly what i expected at a sports bar. we ordered a few drinks, had their classic buffalo and the sweet chili, both were delicious and meaty, and the waffle fries and onion strings were well fried and on point! i'll recommend it to any other bar food and wing enthusiast out there.",,,
5,Michael C.,"Manhattan, New York, NY",0,1,0,1.0,10/28/2018,"Service was somewhere between an Arby's and a middle school cafeteria. Order was incorrect and the staff was rude. There is too much competition in this area to half-ass anything, let alone treat customers poorly.Customers are expected to drink draft beer from filthy lines, which clearly are not kept in compliance with code. A separate complaint has been filed with the City of New York. Avoid at all costs!",1,,
6,Andrew C.,"Melville, NY",147,638,2320,3.0,12/17/2017,"A good sports bar to watch Sunday football with friends and family. We love their wings, especially hot wings. This bar is located on the corner of 1st avenue with plenty of flat screens and room to roam. There is a mix age group you will find at this bar from young to older which works well.",4,1,1
7,Michelle A.,"Bronx, NY",1,9,19,3.0,10/7/2018,"My job is close to this place so I have been here a few times for beer and wings. They do change their beer selections. They do seasonal one which are sometimes are good. Im a cider girl so I do drink the cider they have which is good. The wings are great. I LOVE spicy but the nuclear hot sauce is ok. Its not spicy it just numbs your tongue. Its hard to explain if you dont eat much spicy stuff. We ordered the nachos and sometimes bars would add cheese, your choice of protein, beans/chili, sour cream and guac buuuuuuut in bar coastal it was just nachos, chicken and cheese. Guac, sour cream and chili were in small plastic containers. When they gave us the nachos they didnt look appetizing to begin with. We got wings which were hot and good, onion fries were ok cant complain. Service was good they checked in on us regularly. The whole place was good and lively.",,,
8,Kim B.,"New York, NY",339,747,140,5.0,"2/24/2018
            





Updated review","I ended my original review stating, ""how can I get this place to be my local spot?"" and little did I know, 1 year later and it would be..... NYC really makes dreams come true.The vibe is still all that its about.  Cali' livin, sun lovin', surf ridin', it's all about the slow life. The decor and vibe is fun, with surfboards, sharks, and lots of Cali memorabilia, with a lot of it being throwback . Music is always spot on, raggae, beach, throwbacks. Great cocktails and cheap beers. I've explored the food menu more, and can honestly say they have the BEST waffle fries and chicken fingers that I have had in NYC. This brings ""sports bar"" ""local bar"" to a whole new level and makes competition for any other place tough. Good tunes, good vibes, good beer, lotta tv's, good food.. how did I get so lucky for this to be my neigbhorhood bar?",5,3,4
9,Peter D.,"Manhattan, NY",19,65,332,5.0,10/16/2018,"Best place to watch a Yankees game. Wings are awesome and super cheap beer. This is the quintessential NYC sports bar. Waffle fries are bomb. Also, one of the best places to watch the NYC marathon. It gets crazy, but they party all day and blast music. Fun",,,
