,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Alexander B.,"New York, NY",150,55,111,4.0,11/12/2018,"If you read nothing beyond the first line of this review, the chicken parm sandwich was beyond phenomenal.Admittedly, it's strange to see a Michelin starred chef develop a fast food restaurant.  However, Chef Michael Ladner (formerly of Del Posto) was quite clear that he believes Pasta Flyer occupies the same market space as McDonald's and Taco Bell.  With prices ranging between $3-$12, it's sure to save you some expense, but the food is far and away better than standard fast food fare.  As some others have noted, the location is not the most enviable.  Near the intersection of 14th street and 6th avenue, Pasta Flyer is certainly positioned to capture the commuter crowd who might be in the area, along with the tourists who have strayed just west of Union Square. Similarly, the crowd while I visited for a brief lunch was loud and messy, managing to spill a very full bottle of water over a significant portion of the floor, which speaks more to the quality of the consumer than of the restaurant. The interior of the restaurant, while not offensive, reflected a restrained budget and the potential for patrons who are there to consume calories, not partake in some kind of foodie adventure.  The Halloween decorations were a nice tough, however.  To order, just approach the host and order from the menu above.  You're given a number and you can choose any open seat.  Once your order is prepared, the meal will be brought out to you (if anyone is a Whataburger fan, they are familiar with this process).I ordered the well-hyped chicken Parmesan sandwich which lived up to all expectations.  Perfectly crisp and fried to perfect, the breading stuck to the meat throughout the entire meal, which reflects thoughtful and proper preparation of the chicken before frying.  The sandwich was well constructed and didn't fall apart, with just enough sauce and cheese to give you flavor without drenching the chicken.  The sesame buns were a little flatter than one might expect with a chicken parm, but this assisted with fitting the rather tall sandwich in your mouth without an issue. You could also tell the chicken was high quality, as it wasn't stringy or tough at any point.  If nothing else, try this sandwich. As many others have noted, the pasta is very good, particularly for its price point.  I ordered the fusilli with pesto, which cost an astonishing $7 (other pasta spots of lower quality can get away with $18 pasta and a $15 sandwich). Despite the bargain, the pasta was cooked al dente and the basil pesto gave a fresh, herbal kick to the bowl.  Between two people, the pasta and the sandwich was more than filling.  If replicable on a larger scale, Pasta Flyer has uncovered the secret to Italian fast food that isn't solely pizza.  I wholeheartedly endorse giving Pasta Flyer a try if you're in the area, or even making it a regular lunch option if you live or work nearby.  Pasta Flyer provides a very compelling argument that fast food can both be fast and quality, while not incurring astronomical costs that must be passed on to the consumer.",,,1
1,Garima K.,"Jersey City, NJ",142,127,134,2.0,11/6/2018,"Such an awesome location but really really terrible food!We went to this restaurant for an event where we had the 4 course menu option only for $75 which included wine.When we said that we preferred non red meat options, the staff was gracious enough but they included fish in all the 3 courses- the first being a lettuce wedge, second being a room temp flavorless  pasta and the third was just some fish topped with chickpeas. I ended up returning my third course because I could not eat sooo much fish! They were nice to replace it with potatoes and chickpeas but I was pretty much done by then. We just finished our dessert and left.I gave this experience 2 stars only for the service which was impeccable!",,,
2,Richard L.,"Rosemead, CA",240,3,0,5.0,10/18/2018,"I don't normally go to restaurants that are rated less than 3.5 stars on Yelp. But after trying Pasta Flyer out, I truly believe it is worth 5 stars. Their pasta is al dente, reasonably priced for the area, and came out in minutes. Their chicken nuggets (highly recommend these despite their unfortunate name) were perfectly seasoned, crunchy on the outside and juicy on the inside. Yelp's aggregated reviews, but this restaurant goes to show that sometimes the best way to judge a restaurant is to give it a chance. Honestly, I'm writing this review because I know poor Yelp ratings can kill a restaurant and Pasta Flyer's restaurant experience is just too good for that to happen.Side note - if I still haven't convinced you, just look at how many Elite Yelp users are defending this place. When's the last time you've seen that happen?",2,,
3,Paul A.,"New York, NY",256,402,462,5.0,7/25/2018,"I personally found the pasta here, which is somehow miraculously gluten free, to be pretty much as a good as the last two Michael White restaurants I ate at. Also, I remember when this place was a popup and everyone was losing it on Eater and Grubstreet, but honestly, I like it more now. It doesn't have the best atmosphere perhaps and I am not crazy about this part of town but sweet baby Christmas this is really solid pasta and equally awesome sides.I only tried the rigatoni with meat ragu here and the broccoli raab, which comes with a dollop of fresh ricotta on top, and both were outstanding. It is like a story about a child who grows up and stays a child, who is as in awe of the world around her as when she first saw the earth. There is a kind of honesty and naiveté about this place, as if simply serving truly excellent food could be enough. I know, in this age and especially in our fair city, that this is never enough, that good food is irrelevant next to how good something looks on Instagram or how long the line is out front. But I can't say that, as I ate here, that thought didn't fill my eyes with tears.",2,1,
4,Dia Q.,"New York, NY",123,99,201,5.0,9/18/2018,"Well made AND well-priced pasta that I don't have to make myself?! Count me in! This place was started by chefs that have worked in some of the best Italian places in the city. It shows in their food. Whether you're a broke college student or not, you can enjoy a high-quality meal and not spend too much. Entering the restaurant, you have to walk up a small set of stairs or they have a chair lift. The decor is cute and eccentric: an Italian UFO landing site with a touch of feminine pasley prints. The wheat stalks evoke visions of crop circles while calling on the origins of what you're about to eat. Try the garlic knots; they will melt in your mouth.",,,
5,Michael V.,"Manhattan, NY",76,86,45,4.0,6/5/2018,"Reading some of the reviews - I don't know what people's expectations are. If you're looking for a full on 5 star Italian dinner - picking a fast food joint isn't your best bet.With that said. I think the food is great. I love the way the pasta is cooked, as well as the sauces/flavoring/seasonings etc. It has quickly become a favorite go to spot. Have yet to step foot inside, as I've mostly stuck to ordering. Give it a try! Ive had the Rigatoni & Nonna's Meat Ragu and the Fusilli & Petso, as well as the fried cauliflower. All delicious.",1,2,1
6,Lieselle B.,"Manhattan, New York, NY",759,170,157,3.0,4/22/2018,"This is more of a 3.5 for me because this is one of the few spots near the union square area that does cheap, fast, and casual italian.Pasta bowls range from 8-10 and you get a decent sized portion. I tried the nonna's chicken parm sandwich which I really enjoyed with my first few bites, but I soon found that the chicken parm sauce had a spicy kick to it. It wasn't super spicy but I wish I was given notice of that prior to ordering. Also, the bread to chicken ratio was off and that bothered me. Overall this place is okay, i'll definitely come back to try a pasta bowl because of the prices.",4,1,1
7,Kara M.,"Manhattan, NY",454,215,485,2.0,4/17/2018,"Convenient? Yes. Clever idea? Yes. Good? Not really. Honestly pasta is the easiest thing to make at home, so I expected it to be as good as something I can easily make for about $6. But it wasn't. And it cost $9. I had the spaghetti & meatballs. Meatballs are baby (bite size) and I got 4. The pasta was cooked al dente. No issue with that. Maybe I expected more out of my spaghetti and meatballs that was ready in 3 minutes. I didn't try any of the sides, but not sure I'll come back to even try to. I think the concept is really a great idea. And I'm sure they're making a killing selling bowls of pasta that probably cost $1 to make! Nice seating area inside to dine in! Oh and they serve alcohol. Always smart.",2,1,2
8,Ingrid S.,"Brooklyn, NY",815,1318,10947,4.0,4/9/2018,"I'm starting to become a fan of these convenient cafeteria style pasta places that make amazingly delicious authentic Italian meals for $10 or less. Mark Ladner previously was the chef at Del Posto and opened this fast-food style place for quality food at a reasonable price. They were written up in the New York Times and everything with rave reviews so it had been bookmarked for awhile.For our meals we split the organic fusili with a basil pesto sauce and the fettuccine with a creamy alfredo sauce. Thoughts: the fusili noodles were cooked better than the fettuccine. Both sauces were really good but I think the alfredo sauce tasted slightly better. For being only $7 or $8 the portion size was very generous and the food was well above average. Maybe not ""the best"" alfredo I've ever tried but for it's value - damn. One thing you do have to get here are their garlic dots. I've died and gone to heaven. They're warm, buttery, flaky, and an explosion in your mouth. We also had a side of the spicy broccoli rabe (which I mostly consumed because my dining companion is afraid of vegetables) but I loved this. It was both sweet and spicy with some kind of vinaigrette dressing and covered with a pillow of fresh ricotta to cut the bite of the vegetables. I'm such a fan. I have to come back because also we were told Chrissy Teigen orders from here all the time and loves their chicken parm sandwich. (Special of the month) I'm already envisioning John Legend saying 'hey, this chicken sandwich is clutch. Let's order from that pasta flyer spot again, babe.' and I can't mentally get this imaginary scenario out of my head.",5,2,5
9,Dan L.,"Brooklyn, New York, NY",150,179,19,4.0,7/12/2018,"A fast food place where you can get a decent-ish meal for under $10 in one of the more expensive food neighborhoods in Manhattan. Not bad.There are *a ton* of complaints about this place on yelp, but the complaints don't really seem to make sense? A lot of people think the food should be half the price because they could make it at home for half the price, but that's also true of basically any sandwich, salad, or steak place, not to mention 80% of the menu at most ""ethnic"" restaurants if you're familiar with the cuisine. Who goes out an expects the food to be as cheap as you can make at home?The other half of the complaints are about how the food is terrible. That's ultimately a matter of taste, so I can't say for sure that those are ""wrong"", but I think people are comparing to food that's way out of the price range (and speed) of this place. This place has pricing comparable to Chipotle and gets you food in the same amount of time. I think the food is a bit better than you'd get at Chipotle; I could believe that people with different taste would say that it's a bit worse, but I don't think warrants giving the place one star. Maybe you'd say it's one star food if you compare to Pepe Rosso To Go, but this place is half the price even though it's in a neighborhood where food is more expensive. You shouldn't directly compare it to a place like Pepe Rosso To Go!",1,,1
10,Jake M.,"Indianapolis, IN",10,318,7,3.0,11/2/2018,"It's like this place doesn't know what it is, it's like Fazolis with a fresh coat of paint but without the awesome breadsticks. I was curious so I tried it, I got the Fettuccini Alfredo, for $8 all it was was a small bowl noodles with Alfredo sauce, it actually was pretty good but there needed to be more, more noodles, a piece of bread, something, the overall experience is lackluster, it won't last in a city with so many better options as is.",,,
11,Denise L.,"Queens, NY",457,140,183,4.0,11/23/2017,"I'm a fan of the fast casual phenomenon that is sweeping the city right now. Pasta Flyer is part of this trend, serving mix-and-match bowls of pasta and sauces using fresh ingredients. All menu items are $10 or less, and its proposition is that your order will be ready within 3 minutes.On my visit, I ordered the whole wheat rigatoni with the basil pesto sauce as well as a side of the baked eggplant parm. The portion was decently sized, and I was able to taste the quality of the ingredients. For $11, you can't really beat that anywhere else. From reading other reviews, it seems like there was a special offered which includes a pasta bowl, side, and drink for $10. I was not able to see this deal during my visit, so perhaps it was removed, but it would have been nice to have that offer as well.Friendly staff, nice ambiance, I'll be coming back!",5,,
12,Jerrius J.,"Bronx, North Hempstead, NY",220,147,334,4.0,1/21/2018,"Saw this on a Yelp Instagram story and even read an article about (link here: ny.eater.com/2017/11/9/1…) and had been waiting to go for awhile now. It is good for someone who is not starving because the portions are not large but full with a seasoning sequence that makes your soul smile.  Since I was not super hungry, I only got the deep fried lasagna but man did it hit the spot.  The lasagna was crunchy but also soft, spicy but also sweet, great but also wonderful . In reality, it was the dipping sauce that made the snack. I am not sure what it was made out of but I am sure it was a handful of spices that are hard to pick off of a spice rack.Overall: Cannot wait to go back and get a different menu item but my initial trying of it was GREAT!",,,
13,Antonio V.,"New York, NY",713,2,0,5.0,11/4/2018,"High quality food at very affordable prices in a centrally located neighborhood. Order the chicken sandwich! Doesn't get much better than that, but the icing on top is the phenomenal playlist.",,,
14,Mike C.,"Forest Hills, NY",5000,1637,64809,5.0,"10/30/2017
            





Updated review","Pasta Flyer is finally open after several years in the making, and it's even better than it was at its brief popup in 2014.From chef Mark Ladner, formerly of fine dining restaurant Del Posto, the idea is for it to become like a McDonald's for pasta, but with actually good ingredients.It's a simple menu with just pastas and a few sides and everything is prepared super quickly. This is the year of fast casual pasta with so many others opening recently, and this one is definitely at the top of the list.",14,3,7
