,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Lucy L.,"New York, NY",0,16,6,5.0,8/27/2018,"Absolutely delicious. Just ate here today after my co workers raved about it. I got THE RANCHER and devoured it. Perfect mixture of sweet and spicy. The homemade tortilla was a huge plus AND it came with a cookie. They really go the extra mile. I would say it's a little expensive but to me it was worth the few extra bucks. I hear they do great deals on mealpal so maybe I will be doing that soon! Did I mention it comes with a cookie? And the cookie is BOMB? Well it is. Love the entrance. I almost walked into a freight elevator, but I eventually found it. This place reminds me of Its Better Being Underground R.I.P.Just go here.",,,
1,Sammi M.,"New York, NY",188,6,0,4.0,9/8/2018,Got lunch here per reccomendation if a coworker. I ordered the Late Night- really good sandwich! Kind of place your goto for a specialty sandwich. The free cookie was delicious too!I recommend calling in and ordering or ordering from seamless/grub hub. Its literally a kitchen that you get to from the door in between the hotel and planet fitness - definitely worth it!,,,
2,Faith J.,"Madison, NJ",0,7,1,5.0,8/18/2018,"Yum yum yum! Clean and delicious Just ate ""The rancher"" is so dang good Everything I've gotten in the menu has been pretty good. Not one item has been a let down .",,,
3,Elianny S.,"Astoria, NY",155,353,1310,4.0,10/17/2018,"I discovered this place through Mealpal. I've had a few of  salads and sandwiches. My absolute favorite is the crispy Chinese salad. The chicken is flavorful and actually crispy,  combined with the shredded cabbage and yummy sesame soy dressing is such a delicious crunchy combination. They also give you a delicious cookie with your order. It's totally worth the strange journey of finding this place. Don't come here expecting a place to sit and enjoy your meal, this is strictly a pick up/delivery only place. The staff here is  always nice and friendly.",4,1,2
4,Jane Y.,"Fresh Meadows, Queens, NY",289,185,1611,4.0,8/9/2018,"Following a friend's referral link I signed up for Mealpal on a whim.Having had the account and realizing the meals expire based on a 30 day cycle I reminded myself to try it out.The app itself was easy to navigate, selections are plentiful and you enter your location which populates multiple nearby pick up spots.What I didn't expect was the Mealpal pickup was sandwiched in betweeen a hotel and bar in an unmarked glass door, down the stairs of concrete halls and into the back end of a restaurant. A little uneasy getting there and I hesitated a few times on my journey to Mealpal but it was fun seeing post it notes and signage directing you there and joking suggesting they were not a kidnapping ploy. Umm...ok I guess. Not really funny but also eyerolls after the fact because the set up is funny.The burrito was good, freshly prepared and so economical. Not sure I'd jump through hoops for a Mealpal Lunch again but thanks for the jitters. Nothing beats hot humid concrete underground stairways to get to a nyc food program prepped meal.",7,4,6
5,Yuya M.,"Forest Hills, NY",68,102,495,4.0,7/8/2018,I come here frequently using my Mealpal.  Couple of cool things about this place.  It's located on the lower floor next to a hotel and a gym.  It's difficult to locate but there are signs all over once you're inside the building to guide you around.I'm not sure if this location in particular has a seating area because you have to walk through the kitchen area to pick up your mealpal.  The food is always great and the staff are friendly.  They offer two different types of food to pick on a daily basis and the food is really good.Varieties of food include wraps and salads.  It also comes with a cookie!,1,,
6,Aricka L.,"Santa Maria, CA",217,189,553,5.0,6/21/2018,Had breakfast served while we were staying at the renaissance midtown and the avocado toast was the best I've had! My husband had the egg sandwich with a side of bacon (A generous side I must say),2,,3
7,Jonathan S.,"Brooklyn, NY",71,92,130,2.0,1/16/2018,"TL;DR Frank's favorite - not my favorite. Super salty and drenched in sauce. I will very likely come back and try something else because it has many good reviews. One of the most fun ways to enter a venue.------Entrance: in between renaissance hotel and planet fitness. Black door. Once you go in just follow the signs. The signs are hysterical btw! Venue: you're led into a kitchen and u either place your order to go or pick up if you ordered in advance. My order: Frank's favorite which has crispy fries buffalo chicken, shaved celery, romaine, cherry tomatoes, bleu cheese, flour tortilla.Results: I was not happy. The wrap was drenched in sauce and it was so salty. The sauce felt intense on my tongue and that's when I knew this was packed with sodium. I ended up drinking 6 bottles of water and a cup of tea. My team that went with me saw how I didn't feel well. I'm definitely not getting this again.",2,2,
8,Lina F.,"South Slope, Brooklyn, NY",154,304,538,3.0,2/28/2018,"I ended up quite dizzy after my journey to pick up my lunch.  For $19, i ordered the rancher (at the suggestion of the staff) and old bay fries.  The rancher had a rather wet, mushy texture.  It was also a bland if it was lathered and bathed in sauces.  The fries were like room service fries since after all this is the hotel kitchen.Many of the orders came from people on Meal Pal and other sites.  Hence the popularity and probably the affordability for the millennials.  I wont be trekking back through the labyrinth of doors and stairs in the future - I am too old for this stuff! Haha",,,
9,Jessica S.,"Brooklyn, NY",1,112,10,3.0,11/1/2018,"Went here on a meal pal lunch and was super excited to try the rancher because of all the great reviews on yelp. I was excited going down the back alleys to get to the kitchen to pick up my mysterious veggie burger. When I sat down and opened it, I was underwhelmed. When I bit into it, I was underwhelmed. The break was hard and crunchy and the burger was way too dry. When I got some slaw it helped but there wasn't enough. The sandwich is also very small (because of the tough flat bread, a texture I don't want with my burger). The slaw was good but I wish it had more and maybe soaked into the bread a bit. They did give me a cookie which was very tasty but I was still hungry after my burger. I would maybe try it again and get the other veggie sandwich but overall I was very disappointed",,,
