,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,1,9/17/2018,675,1,"New York, NY",Brandon D.,175,4.0,55,"4/5! This place had a really great interior / vibe. It's a very classic breakfast joint. Food: 4/5.I had an amazing eggs Benedict but was a bit disappointed with the short rib scramble that needed to have more flavor. The Benny, though, was phenomenal. The English muffin was spongy, and absorbed all of the yolk / sauce well and made for a super well balanced bite. Atmosphere / service: 4/5. Good service, however we had a meal that was forgotten about, but that happens. Over all good, though, even for a large group (9 without notice early in the morning). Price to experience ratio: 3.5/5. I thought the place was pretty pricey for what you were getting (especially the short rib) and the coffee was overpriced at $5 a cup, but I guess this is NYC. I do think there are better deals to be had, but honestly just come here for the Benny!!",1
1,,10/22/2018,250,,"Nashville, TN",Mallory T.,0,2.0,12,"2 Stars because the food was good.But 3 stars docked because at 9:30 am on a Monday, with multiple open tables, the service here was insufferable. You had to beg for someone to bring you a drink or a check. Once you begged, you waited 10 minutes for anything to show up. Also, the dining room was so loud I could not hear my fiancé across the table. We were also seated in the middle of the room about 1 foot from 2 women practically shouting at each other. When I asked about other tables (as there were many open), the hostess said she had none. We had a reservation, I should note.All in all, I would skip this place. Even if the food is good, the atmosphere and service are miserable. Even on a Monday.",
2,,9/8/2018,449,,"New York, NY",Caroline B.,32,3.0,1226,"You can't not like Sarabeth's.  It's reliable across its many locations (worldwide!) and, as an executive assistant, I find myself sending people to breakfast meetings at a few of them.  The jams are good and readily available at grocery stores, though I assume that may be regional.  This particular Sarabeth's feels homey with pale yellow walls and comfortable booths but less modern that some of the other ones I've been to.",2
3,,11/17/2018,0,,"New York, NY",J S.,0,3.0,23,"Although I have been to other Sarabeth restaurants in New York City, this is my first time reviewing it. I found the tables very close together. It was hard to get by with a large coat and not knock something over. I ordered Grilled Octopus and the Chicken. The Chicken came with root vegetables. I wanted to know what root vegetables. In the answer I was told that there were no substitutions. I am not a fan of the word, ""No."" I have to admit that the root vegetables were good. The Octopus was also tasty. When it came time to pay, I used cash. After waiting too long, I finally asked for the change. I would never have received my change if I had never asked. That would have given the restaurant around a 30% tip. My service and food would have had to be extraordinary for that amount.",
4,1,5/16/2018,149,1,"New York, NY",Hong An N.,1551,4.0,139,"I came here with a party of 5 for dinner after visiting a museum nearby. We called before coming and were told that the wait would be around 30 mins. We got there within 10 mins and waited another 10 mins and they were able to get us seated pretty quickly. I was happy that we did not have to wait the full 30. I am a little confused with Sarabeth's vibe. The dining area and menus looked to be a little bit upscale, but the waiting area and front display of desserts looked pretty causal. I did liked the decors in the dining area and found the ambiance to be very relaxing. Our waiter was super professional and nice. He answered all our questions and made our experience here super pleasant. For appetizer, we all shared the chips with crab guacamole. I have never seen crab meat in guacamole before and was quite intrigued. The dish turned out to be delicious and they gave us a lot of crab meat. For my main course, I went with the crab spaghetti and it tasted delicious. Again, they gave a lot of crab meat in this dish. I was a little disappointed because they did not have red pepper flakes, but I got over it. One thing that I'm not sure of is that some of the crab pieces in the spaghetti actually tasted like fish. They had a more dense texture versus the more fluffy and light texture of crab meat. Despite this, the dish still tasted great. The other people in my party tried the filet mignon and they had great things to say about it. Someone also tried the cheesecake for desserts and she said it was too sweet. I did not have any desserts asI could not even finish the spaghetti. Overall, I think Sarabeth's is a close to solid restaurant. If you are looking for a little more fancy restaurant (but not super fancy), then I'd recommend coming here.",2
5,2,2/18/2018,169,,"Jacksonville, FL",Markos K.,1702,4.0,183,"This restaurant is a little upscale.  We came in here for a late brunch on Sunday and the waitress came by the table and then as we were ordering - disappeared.  No not like a magician, she didn't David copperfield us, she walked off.  It's ok though because - like I told my wife, if you love them let them go, I knew she would be back....Anyhow- the interior of this place is really warm and cozy- no seriously, warm isn't a metaphor, it is actually pretty hot compared to the frigid slushy arctic weather outside.   Definitely good atmosphere in here.The food came out and was well played and definitely photographed well, however great photos don't always indicate great flavor do they???The spinach and goat cheese omelette was a little bland and could have used salt and definitely a little pepper.  The spinach itself was not properly drained making it a bit soggy too.   Friends, it might sound like I am being an over critical douche buuuut at almost 20$ for 3 eggs and some goat cheese, why the hell not.The food came and we didn't hear from our server until it was check time.  Another sign this place is riding off its reputation earned in years when there was a more stringent adherence to good customer service.   Pretty lame for this price point .   We also had French toast and avocado toast- both of which were very very good, perhaps I just ordered the wrong thing???  For the omelette and the super sorry service I am giving this place 4 stars which is really a little more than they deserve, but guys- the potential is there.   With the right staff this place could be a 10.  (Err 5 because this is yelp)I can't wait to give this place 5 stars, I want to in my soul, they just fell short this time.  I will be back Sarabeth's!!!",2
6,,10/17/2018,0,,"Raleigh, NC",Hannah Y.,8,2.0,5,"I stopped at Sarabeth's on my way to visit the Museum Mile. The place was packed and people were queuing almost out the door to eat here. Unfortunately, I found it extremely underwhelming. I had the Lemon Ricotta pancakes. They were lovely, but not worth $21. The portion was large - five pancakes in total, and yet the condiments they provided didn't seem enough for five. The pancakes were slightly thick and heavy, and I struggled to get past three. The servers were all nice and friendly, but the tables were all set so close to each other that i just felt uncomfortable and rushed to eat.With coffee, I ended up spending $30 on breakfast. That's a high price to pay for average food in an uncomfortable setting.",
7,,11/17/2018,0,,"Manhattan, New York, NY",Hana G.,0,1.0,2,Was very disappointed. There were black flies in the restaurant. food was brought cold to the table.  Even the coffee was luke warm. Very long wait time for food.  The prices are too high and the service is too low.,
8,,11/8/2018,1,,"Piscataway Township, NJ",Parth P.,4,4.0,13,Great service and cool environment. Very down to earth place and packed on a weekday! Was tasty and full of flavors. Would recommend to go again. Service was very responsive to accommodations. Should check out this chain in one of its 3 locations!,
9,1,4/7/2018,76,,"Westmount, Canada",Jana T.,502,4.0,255,"Nice breakfast place on the upper east side.  It's a local chain with several other locations in the city.  Very popular, go early or be prepared to wait.  Decor is pretty basic.  Service was quick and friendly.  Coffee was very good.  I had the kale salad and eggs which was very tasty and filling.  Great bread.  Menu has lots of choice of both sweet and savoury items.  A little on the pricy side but not outrageous by New York standards.",1
10,,10/13/2018,162,,"New York, NY",Geraldine K.,0,3.0,483,"Solid place for brunch, particularly near Museum Mile.  I really love the fact they had the brunch and lunch menu together. Service was good overall.  We shared the short ribs omelette and fig & burrata salad - both were great. I haven't tried Sarabeth's in other locations, but I wouldn't hesitate to do so.",
11,,8/2/2018,157,,"Washington, DC",Joanna M.,160,3.0,191,"I was here recently for an early dinner during restaurant week, and had a pre-fixe meal (roughly $70 including 20% tip). The watermelon salad was a real highlight, where the fish was not a stand out and the coconut ice cream used in the brownie sundae was a bit odd. However, I want to congratulate the staff on how well they handled some difficult patrons seated on both sides of me--classic UES ""ladies who lunch"" types who were extraordinarily demanding and kept the staff on their toes. I will say that if you need to use the restroom, the available option is awfully small, and the venue is not well equipped for anyone in a wheelchair. I might come back for a drink, but probably not for dinner again.",
12,4,1/18/2018,574,2,"Frisco, TX",Cindy S.,78,5.0,142,This will always be one of the greatest breakfast spots on the planet! I ate here often when I lived a few blocks away but now every single time I'm in NYC breakfast here is a MUST! Every dish is good and the English muffins are homemade and amazing and my favorite! You've probably seen their jams and jellies on your grocery store shelf. They have an even larger selection at the store. Do yourself a favor and stop here. Dinner is really good too but they are famous for breakfast/brunch! Dishes I recommend:Lemon ricotta pancakesOmelet with red pepper sauce and tomato (I forget it's official name)English muffin - I could eat 10! of these. LolAll varieties of French toast,6
13,,3/24/2018,212,,"New York, NY",Heather R.,234,4.0,248,"The Lemon and ricotta pancakes with strawberries are to die for. I'm a big fan on Sarabeth's, but it's a little too formal and fancy for me on a regular rotation. The food here is good, solid choice, yet I feel that I should come here when I'm with family or someone uptight. Lol. Not sure why. The food is yummy.",
14,,"5/31/2017
            





Updated review",132,1,"New York, NY",Kim G.,986,1.0,329,"We came for breakfast today and left. I just had to review. How disappointing, to walk in sit down and feel like your out side swatting nats from in front of your face.  The light powder yellow walls were filled with disgusting nats. Anyone who knows if there's is a few in the dining area there are a ton in the kitchen.  As we were talking and planning our exit we noticed that it felt like the table wasn't even wiped down properly. Sticky and oily with butter and maple syrup from the last guests.Sarabeths has gone from a elegant restaurant for a lovely breakfast, to just a reg dirty diner I wouldn't step foot in. What a turn-off. This place I thought, WAS really good. Not anymore! It such a shame!",8
15,1,12/23/2017,106,,"Astoria, Queens, NY",Heather S.,68,5.0,109,"I love everything about Sara Beth's.  Super cute and classy, and everything is delicious.  Great for brunch.  I have been to all of the locations in NYC but the Madison ave Location is the coziest in my opinion.  This time I had the lemon ricotta pancakes, Goldie lox omelette with a scone and home fries.  The ricotta pancakes melt in your mouth to the point where you barely need syrup and the Goldie lox eggs are so tasty.  I really loved the scone too- reminded me of the scones you get at afternoon tea.  It does get quite busy so make a resy!",1
16,,1/25/2018,198,,"Upper East Side, Manhattan, NY",Kchu C.,95,4.0,56,Restaurant weekShort rib - good with the aioli saicePan seared chicken -yumCarrot cake -dry/moist Service is so so but i guess it's because it's busy.Food is very good!,
17,,5/26/2018,537,,"Washington, DC",Dominique C.,45,3.0,198,"I really enjoyed my breakfast: omelette with ham, leaks, and gruyere a lot, I was extremely disappointed with the service received at Sarabeth's. I met a friend who frequents this location pretty often for breakfast on a Monday morning. I was literally the first person in the restaurant, yet somehow even though we ordered about 10 minutes after sitting down, our food came significantly behind several people who had more complicated orders,  and who ordered after us. The server was overly chatty with other employees even after she told us she was going to check on our food. My friend was frustrated because she'd never had such poor service and felt bad for bringing me here. So as stated previously, the food was enjoyable, but the staff make me question returning again.",
