,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,1,10/6/2018,0,,"FLUSHING, NY",Sameer S.,0.0,5.0,2,This is a very cute Korean Mom and Pop place which gives you a very homely feeling The food is super delicious and top notch and I will certainly recommend this place to anyone in the area for some authentic Korean cuisine,
1,3,9/2/2018,28,,"Brooklyn, NY",Sophia L.,16,5.0,22,"Nice little mom and pop restaurant that I will definitely recommend. We ordered the spicy octopus over rice, bulgogi over rice, and spicy rice cakes with cheese. It came with 4 banchan plates and refreshing soups (tasty chilled vinegar naengmyeon soup). We definitely ordered too much for 2 people because portions are big. Total came to about $40 before tip.The most notable thing about this place is the owner's grade school daughter who speaks Korean and Mandarin, and was playing trap music behind the counter LOL. When we walked by after checking out the puppy store across the street, she was practicing on her keyboard piano. This girl is going to places!",
2,,8/27/2018,17,,"Jamaica, NY",Devindra S.,2,3.0,17,"GF and I were craving some Korean food & remembered that my sister had recommended Gossip House. Upon entering, you could tell this is a legitimate family run restaurant. A little girl took our order and her parents served us about 10-15 minutes later. We ordered the spicy bulgogi hot pot, rice cakes w cheese & ramen, and the spicy squid over rice. Having eaten Korean food almost exclusively in K town over the years, the bulgogi did leave something to be desired - the flavor wasn't quite as strong as I'm used to. The rice cakes & ramen were pretty tasty with a sweetish sauce. The biggest loser was the spicy squid over rice . Squid was a tad hard and not as well flavored as I expected, especially after such a raving recommendation from my sister... maybe I got this dish on an off night. Overall, the value proposition is excellent, so if you're looking for value Korean food, this is a great spot: maim dishes are around 12 bucks for huge servings. Sidenote: I took the bulgogi to go and and some the next day. Flavor had settled in and I thoroughly enjoyed it. If it jad tasted that way as I was eating in the restaurant I would've been a happy camper.",
3,2,6/22/2018,312,,"Queens, NY",John T.,466,5.0,392,"There aren't many hardworking family owned small kitchen restaurants left in NY. So when you find a good one, hold on to it tight! It makes everything taste better when you know the whole family is working to make the business a success. From the daughter and son to running the front and mom/dad/grandma cooking in the back. I could really taste the ""seoul"" in each dish. I came with my wife and we ordered the fried chicken in sauce which was a eye opener, I never had fried chicken done this way, sweet and spicy, almost candied. My wife loved the cold noodles and I loved my bulgogi pot. It was a delicious dinner for a good price. Gossip House is one of those places for homemade momma made goodness so the restaurant is a bit on the smaller side. Seating can be tough if you have a big party BUT you can always order takeout. I will be ordering takeout from here often.",2
4,2,5/27/2018,474,3,"Queens, NY",Cynthia D.,6306,4.0,866,"Gossip House has to be the cutest mom and pop shop! It is small but it is fully loaded with great food and happiness. It is cozy and comfortable in here!My friends and I started with banchan which are super fresh and a nice bite before digging into our meals. We shared the Spicy Squid Kimbap, I loved how fresh the ingredients are. We got it with very spicy. The squid seems more like the dried squid but it worked well with the other ingredients. We got the Spicy Pork over Rice, Green Onion Hangover Soup, Bibambap, Cold Noodles, and the Spicy Sauce Cold Noodles. All were really good choices. The variety of food that they offer here was great and it covers what you may crave for the day.Inexpensive, great food, and it just gets it done! I loved how friendly the owner and his family were. It was such a homey vibe overall!",2
5,1,5/11/2018,35,,"Queens, NY",Meng L.,663,4.0,149,"I always passed by here but never knew it was a restaurant. Always thought that it was a fast food Chinese take out for some reason. Maybe because of the way it looked from the outside. Today, I tried gossip house for the first time. The food was here pretty good and service was good.I ordered the seafood pancake. The seafood pancake came in a big plate. The serving was bigger than what most restaurants give and there were a lot of seafood inside. I liked the seafood pancake it tasted very good. The price was very good too. Much cheaper than a lot of other Korean restaurants around this area.Also got the bulgogi hot pot. The Bolgogi hot pot was a little too sweet. Other than that the taste was alright. I ordered a spicy tuna roll. But, I'm pretty sure they got it mixed up with another roll. The roll that they served me did not have any spicy tuna in there. I did not return the rolls because it didn't taste that back. So, I just kept it and ate it wi h no complaints.",2
6,1,4/7/2018,79,,"Queens, NY",Fateha A.,462,4.0,224,"Their Kimbap is cold but really good. I just wish it was warm. They put fish cake in it. They use dried squid in the squid kimbap. If you get spicy Kimbap, it's pretty spicy.They give kimchi, string beans, broccoli, cauliflower & cucumber kimchi as banchan. The cabbage kimchi is too fermented for me but it's still good. The string beans & broccoli & cucumber put out the fire in your mouth if the food is too spicy. They also give tea which I didn't drink since I only drink milk tea with sugar. I would've appreciated a glass of water as soon as I sat down instead of having to ask for it though.",2
7,,5/20/2018,16,,"Flushing, Queens, NY",Dana H.,63,4.0,170,"Gossip House is a small Korean restaurant on Northern Blvd near 150th st. When I was here, I ordered a omelet rice and kimbap. I've passed by this place many times but I never had the chance to actually eat here. It's a small place but it gets very busy. The omelet rice was different from any other ones I've had. The sauce wasn't ketchup based, but it was a bit more creamy? Maybe savory? They also don't have a lot of tables, especially when it gets busy, but the staff is very nice. Tip: If you're pressed for time, I recommend calling 15 minutes before hand and ordering your food. I didn't realize how long it would take for the food to come out so I almost burned my mouth trying to finish everything before going out to work.",
8,,11/12/2018,23,,"Los Angeles, CA",Christina E.,6,5.0,7,I love coming here not only because the food truly tastes like grandmas cooking but also because of the service. The grandma that cooks in the back is the sweetest!,
9,1,9/22/2018,1,,"Elmhurst, Queens, NY",Sayuri T.,47,5.0,7,"Food, service and cost are amazing!!! A lovely family runs the restaurant and they are also amazing people. Highly recommended. Best Korean food ever!",
