,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,8/29/2018,0,,"Anaheim, CA",Christine J.,17,5.0,7,Great Classic Pub!!!   Super Friendly bartenders and very welcoming.  We make sure to visit and have drinks with Gene & Staff on our Annual LACo Fire Department visits for St. Patty's Day..  Slainte!!! (CHEERS),
1,,3/24/2018,212,,"New York, NY",Heather R.,234,4.0,248,"Love this neighborhood bar and Barry the bartender. Always a good time. It's a small dark bar filled with so many dudes. I live across from here and have wondered in late night by myself and made so many friends. They have regulars that frequent it and if you stay awhile, it gets pretty fun late at night and there is always the strap hangers from Dorian that are still seeking that last chance to take a girl home for some loving...",
2,,2/6/2018,1,,"San Jose, CA",edward C.,0,5.0,59,"Nice friendly bar tender, quiet pub, great place to have a drink ... Love it!But no finger foods just drinks.",1
3,,11/22/2017,54,,"OZONE PARK, NY",Roy R.,60,5.0,62,I've been to a few places on a deliberate search for the best pour of Guinness in NYC. This place wins. Trinity pub has the closest pour of Guinness to what I had in Dublin. Very good bar overall. Always a cool bartender on staff and just a low key environment to enjoy a beer.,
4,,2/25/2017,3,,"Detroit, MI",William S.,46,5.0,18,"A great local pub in the Upper East Side.  Steps away from the Q, get out at 83rd St, take the escalator. Good beers on draft and more cans and bottles, including $5 daily specials on Founder's IPA, Modelo, Guinness Blonde, Michelob Ultra, Magic Hat. Friendly Bartenders and a comfy, intimate pub.  Located on 84th, between 2nd and 3rd Ave. This is a great bar to stop in with some friends, great for nightcap. Come here for Happy Hour after work, it's mellow then, a perfect way to unwind after a long day of work. You'll meet friendly people and have some great conversations. There is free WiFi.  It's a captive portal.  Tip, give your real email and you'll get an occasional offer to redeem a free beer. They don't spam, just an occasional message. Love this place, it's a such a benefit to have this in my neighborhood.",
5,5,8/1/2016,2501,4,"Manhattan, NY",Yan T.,228,5.0,1708,"A gem of a bar on the UES in Yorkville. Small, comfy neighborhood feel. The kind of place you can make quick friends at the bar. There's a little alcove in the back if you get there early enough, if you're feeling less social or have a small group of friends.Duncan the bartender is a really good guy. He'll take care of you. There's a nice selection of beer and they always have something locak, like Bronx Brew. It also has one of the best trivia nights in town on Mondays (starts around 8 pm). Don't miss it.",5
6,,11/5/2017,128,1,"Goleta, CA",Austin J. H.,0,5.0,1,Friendliest bartenders I've ever met and they definitely know how to pour a proper pint of Guinness. Come here any weekday to find a great conversation or for the fantastic music taste on the weekends,1
7,,3/5/2018,48,,"Brooklyn, NY",Timmy C.,0,5.0,17,"The kind of bar you enjoy going to by yourself. Always an interesting crowd from the neighborhood. Friendly staff, great draft lines and sometimes trad music",
8,,7/9/2017,3,,"Manhattan, NY",Sebastian C.,1,4.0,46,"Great place. Loved it. I see people discussing here the ""douchiness"" of UES or the ""fake Irish"" bars of UES. Well, probably the same people that prefer to pay unwordly prices downtown at some rooftop for the same stuff and then buckle up and save to pay the rent and utilities. Don't get me wrong, I love some of the downtown places or Brooklyn spots (per my reviews), but they are insanely priced for what they have to offer, especially when the end result is the same, you get tipsy. With that said, I think Trinity it's awesome, because there's no BS. No food, no false advertising or anything like that. It's a good bar, plain and simple, with ""reasonable"" prices (as reasonable as NYC goes). I feel the UES is very underrated. From someone who went out in every neighborhood in NYC.",1
9,,10/24/2016,8,,"New York, NY",Veronica C.,16,5.0,32,"This. Place. Is. AWWEEESOOOMMMEEE!After dinner out on the town with my friend I was on the hunt for an badass Irish Pub with an Irish bartender and that's exactly what I got at Trinitys. The atmosphere was so chill, people playing music from the jukebox (the good stuff, no belieber or Kanye nonsense), and just everyone being friendly and talking to each other. The bartender, Barry, such a nice guy and great bartender. I'll be back for you Barry!!",1
