,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Joley B.,"Rochester, NY",70,499,547,3.0,6/6/2018,"Not far from where I was staying, Cafe Olympia was a reasonable option for quick buys. I was  actually here three times in three days simply because it was convenient. There is an assortment of items from ice cream, to coffee, to beverages, to fresh fruit, snacks, and their buffet offerings and made to order counter. I was mostly interested in getting a yogurt or kobucha or a banana for quick bites since breakfast wasn't an option at my hostel.  While prices are admitedly high, $5+ for a kombucha which costs $3 back home, it is the reality of being in NYC. I do question the ""I'll charge you $6 instead of 5.99 and no tax""... Do they even charge tax on kombucha in NYC? If it had been a food item, is there tax on that? I'm not losing sleep over pennies, I'm just curious if there is some shadiness going on...Overall, for my needs I cant really complain. Would stop in again for the convenience.",,,
1,Pau L.,"Manhattan, New York, NY",19,2,0,1.0,11/11/2018,"Used to come here for a quick snack but service is getting worse and worse. Last time there were a few gentlemen who could barely speak English and were very rude. They did not want to prepare any of the menu items. I complained to the kid at the cashier and he barely helped. I'm not coming here ever again, except to complain with the owner who usually stays at night.",,,
2,Jill B.,"Manhattan, New York, NY",0,1,0,1.0,11/15/2018,This place is around the corner from where I work so I have tried it on occasion. On every occasion I have been there the staff is always very rude. This morning I went in to get a very small oatmeal with milk on the side. I put it on the scale and the rude cashier said I need to pay full price for my small oatmeal because I put it in a large cup. I explained there wasn't any small or medium containers left. She said it didn't matter. I showed her the inside and she could see I only had about 2 inches of oats. She also said she will charge me for my side of milk (1 inch of milk). And then she followed it up with that she is figuring in the price of the containers themselves into the hefty price. She was extremely rude and completely ridiculous. It's clear they are out to rip off their costumers and they don't care about keeping locals coming back.In addition to this after leaving I looked them up and found out that they have had some very serious health violations in the recent past including rodents and cockroaches! Please don't waste your time and your money going to this place!,,,
3,Nicolette F.,"Brooklyn, NY",62,35,76,3.0,9/24/2018,"Boy, do they have everything here. That's cool. Butttt,  just another typical Manhattan Super Deli. Busy, so you know things move.Decently Clean, so I would choose this over some others. Pretty Good Açaí bowls! If you are in the area and you want something good and fast, this is an ok option.",,,
4,Amal A.,"Hoboken, NJ",16,56,223,1.0,7/31/2018,I've had the Hawaiian acai bowl and replaced the banana with blueberries. It's the worst acai I've ever had! The oats were just regular oats they didn't even toast it and they should've put granola instead of oats. The blackberries were sour. The acai was gooey not even chilled!,2,,1
5,Abrianna R.,"Reno, NV",632,66,118,5.0,3/20/2018,"I went here for lunch a few weeks ago off a recommendation from a coworker because it's so convenient to our office. After getting a salad there (yum) I looked up Cafe Olympia on Yelp and was shocked by the low rating. This place is great! They have so many options for whatever you may be in the mood for, from salad and sandwiches, to a hot bar, Japanese and Korean food and much much more.The place itself is pretty standard, really big open space with lots of kiosks with the different types of food. There are tables to sit down at, as well as free wifi (which is sometimes wonky at first but it will work). I personally usually get the salad (I got there at least twice a week now) and if you don't get a meat then you're actually allowed 6 options to have with the salad instead of 4! I also just had the veggie ramen today which was pretty good as well, they make it fresh right in front of you.Yes the cashiers are pretty short with you, but such is the standard for a busy lunch spot in Manhattan. If they were going slowly and taking their time to talk to you I'm sure dozens of people would be pretty upset.  There is a $7 card minimum, but most of the lunch dishes cost just around that after tax anyway so hasn't been an issue for me. This place is so much more affordable than many of the other lunch spots around, and I go here often and haven't been given a reason not to come back! The salads are also really good and if you haven't tried the lime chipotle dressing you definitely should!",2,3,2
6,George B.,"New York, NY",3,113,79,3.0,5/2/2018,"Stopped in today for a very late lunch (4pm) and went to the buffet spread . There's plenty of options to pick from . I ended up getting 5 or 6 items, and I found the food to be decent . Would I go out of my way again, probably not, but it's good to know there's a place open 24hrs with a decent spread .",1,,
7,Cathy M.,"Manhattan, NY",0,3,0,1.0,5/20/2018,"They charge more than what their menu states. It's probably better to order exactly what you want, even if it's not on the menu, and ask how much it will be. I also found the food to be very greasy and heavy. I couldn't eat it.",2,,
8,Benedetto S.,"Queens, NY",11,58,1,1.0,7/10/2018,The cashiers in Cafe Olympia are scamming people every day. My total for my egg sandwich was $8.00 @ 8.875 taxes that's $8.71. The cashier charged me $9.71. When I confronted him he said it's only a dollar. I told him if I were short a dollar you wouldn't give me the sandwich! This also happened to my coworkers. I could just imagine how much money they take in at the end of the week! You've been warned....,2,,
9,Connie K.,"East Arlington, Arlington, TX",19,12,10,5.0,7/23/2018,We visited the United Nations during our trip to New York and the family friend who works for the UN recommended this place to us. We were starving after hours of walking inside the UN and were glad to be able to quickly pick out what we like among so many options for hot dishes and salads. The food tasted pretty delicious to us.,,1,
10,Annie M.,"New York, NY",349,79,343,3.0,4/26/2017,"So far, this is my go-to for lunch break. It is clean, modern, and offers a variety of literally everything you can think of. You can get burgers and quesadillas on one side, Korean food and sushi on the other, then in the middle is a yummy hot foods bar. There's even a cafe with pastries and cake to the left of the entrance.Notes: While I do wish the hot food could be hotter, it's maintained and replenished often. I love the jap chae!The sushi rolls are huge. And fresh.The health drink selection is awesome. I got a detox aloe water that's flavored with lychee & white grape.I've had nothing but fast and friendly service here :)",6,3,3
11,Oyasimi N.,"Manhattan, NY",0,2,1,1.0,10/9/2017,"It's very disgusting and shady that the place is selling expired food. I bought the gum this morning. When I was chewing it, I felt something weird of the gum. I always buy the same brand, so I can know it. Then I check the package, and I noticed that somebody deliberately destroyed the label so that customer would recognize that it was expired. This behavior is really awful and irresponsible.",4,1,
12,Helen O.,"Ridgefield Park, NJ",86,1,8,5.0,6/27/2018,"This deli is perfect for people on the go as well as those who want to sit down for a hot meal. You can also go grocery shopping here as they have a wide variety of selection to take home with you including wine. Everything is fresh made and there's a ton of healthy eating options here for those health food nuts. I particularly love their noodle bar, gotta have me my ramen on those rainy days!",,1,
13,Josh G.,"Brooklyn, New York, NY",0,2,1,1.0,7/30/2018,"Out of 10656 restaurants in Manhattan, only 81 received a ""C"" grade for their healthy inspection rating. What violations did Cafe Olympia have? Well... ""Sanitary Violations1) Hot food item not held at or above 140º F.2) Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.3) Evidence of mice or live mice present in facility's food and/or non-food areas.4) Live roaches present in facility's food and/or non-food areas.5) Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.6) Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.""You can find this information on NYC's Department of Health website. They are hoping by being open 24/7 and in a high foot traffic spot in Midtown that people will not notice/care of the ""C"" grade. So I wanted to post this so that people are aware.",4,,
14,Brandon G.,"Brooklyn, NY",66,218,142,3.0,12/5/2017,"There are a lot of options here. Anything ranging from shrimp fried rice to yams can is part of the hot bar. There are also salad bars, a place for acai bowls and sandwiches. Be careful, however. Food from the hot bar is weighed, and it can get pretty pricey, pretty quickly. It gets crowded around lunchtime, and there are not enough seats to dine in when busy. The food is o.k. It depends on the day, to be honest, but if you're indecisive, it may be an ideal spot to go to get a little of everything.",1,,
15,Jianna L.,"Manhattan, NY",96,23,189,2.0,4/3/2018,"I tend to order lunch from this place because it's close to my office.  However, they almost always get the order wrong. The Smoked Turkey Sandwich that I got, which is described as having ""smoked turkey, roasted red peppers, bacon, lettuce, tomato and ranch dressing on an orilan focaccia"" only had the peppers, turkey, and cheese. There was no bacon, lettuce, or tomato; they put Russian dressing instead of Ranch, and it was in a hero instead of Focaccia.  Any of the steak quesadillas are actually just cheese steak quesadillas. (And I've found papers mixed into the steak before.) And spinach salad with dressing on the side is somehow turned into Arugula salad with dressing mixed in.",2,,
16,Danika P.,"Houston, TX",0,3,2,3.0,6/6/2018,It was okay. They have everythingggg from affordable sushi so sandwiches and good candy. But they guy who made my sandwich was really rude and made me feel so pressured when making my sandwich. He wouldn't tell me what any of the toppings options were and got mad when I didn't know what they did and didn't have! Well I finally got my sandwich and it was soo average. But whatever got a p big sandwich and chips for $10. Probs wouldn't go back,,,
17,E M.,"South Kingstown, RI",0,11,0,2.0,4/17/2018,"Stopped in for breakfast but wish I had known John's was so close. Big cafeteria style place with many options for all meals of the day.  I asked egg, turkey bacon snd cheese on a roll but am sure I got a handful of the cold pre-cooked bacon in the corner of the griddle. Coffee is awful.",1,,
