,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Mo 1.,"Jersey City, NJ",0,18,13,4.0,10/25/2018,"Came in and ordered during a busier time in the morning. Ordered the Chorizo breakfast wrap with chipotle. Took a solid 10 min which was appreciated! And only 5.44 with tax! As many others have mentioned efficient, convenient and good!",,,
1,Epiphany C.,"Manhattan, New York, NY",0,5,0,1.0,11/17/2018,"My mom and I happened to see this place before going to St. Patrick's Cathedral. My mom ordered the chorizo wrap and said tasted like it had bits of plastic in it. She was unable to swallow it so it was tossed in the trash. Unfortunately, we sat close to the restroom, worst mistake ever! The restroom stunk soo bad - the smell of crap wafting in the air, it made you lose your appetite almost immediately. In addition, the workers gave us odd looks the whole time we were there. One of them glared as I passed the chip area, like what, do you think I'm going to steal a chip bag? As a matter of fact, another lady was actually stealing chips while they were fixated on us. We will never come back here, overall not a good experience.",,,
2,Thomas W.,"New York, NY",1230,795,524,4.0,"10/14/2018
            





Updated review","Toasties is a busy place after Mass on a Sunday.  They are not the fastest place, but the quality of their food is better than most off these breakfast/lunch places.  A scrambled egg platter will put a smile on your face.  It is around the corner but worth the visit!",3,1,1
3,Alex W.,"Boise, ID",12,229,363,5.0,7/26/2018,"I can't believe I haven't been to this place sooner-- it literally has it all!  Pizza, salads, sandwiches, snacks, etc.  They offer so many amazing sandwich combinations, it would take you days to read over the menu and decide.  I went with the ""Popeye"" sandwich: grilled chicken breast, melted mozzarella, spinach, alfalfa sprouts, roasted red peppers, shredded cabbage, romaine, honey mustard, and I added balsamic vinaigrette.  WOW!  What a tasty, and filling sandwich!  It was also pretty reasonably priced for around $9, so not bad at all.  The service is also very fast & the employees are friendly. Make sure you stop in when you're in midtown if you're looking for healthy, tasty, and cheap options!",3,,1
4,Jaden M.,"Sioux Falls, SD",39,6,4,4.0,9/26/2018,"The food here is delicious, reasonably priced, and the service is quick. It is confusing though if it's your first time to know where to order and where to pay.",,,
5,Julia B.,"Brooklyn, Brooklyn, NY",14,11,10,5.0,7/17/2018,One of the best breakfast/lunch places in the area. Nice and clean. Prices are reasonable,,,1
6,Frank W.,"New York, NY",217,104,69,4.0,11/30/2017,"Faster than fast food!! Toasties has a monopoly on the midtown, lunchtime sandwich scene. Their sandwiches are superior to Pot Belly, Lenny's, Subway, and all those random delis found at every other corner. And they have more than just sandwiches! With a hot food selection, plus salad bar they offer more variety at a reasonable price than any other quick-service lunch spot in midtown. They're run like a well-oiled machine. Toasties also has an excellent reward system - buy 9 sandwiches, get the next one free! Although, beware, certain locations are very cagey about stamping and redeeming the card unless all stamps are exclusive to that location (the unfortunate reality of a franchise system).",1,,
7,Brittany P.,"Louisville, KY",58,53,13,4.0,4/7/2018,"I've been to a couple of these locations. Service is quick, the food is good, and the restaurant is clean. It's a perfect place to stop by when you want to grab a quick bite.",1,,
8,Robin M.,"New York, NY",33,41,1,2.0,8/28/2018,"Getting really fed up with their salad makers, as much as I love their salads. The usual guy DRENCHES the salads with the dressing. An observation made by several ppl in my office. So much do some have stopped going to Toasties. And today I order a salad with chicken and guess what - no chicken! Trying to eat my beet soup salad but really can't. What a waste of money. Really not sure what is going on with their salad bar staff this summer....",,,
9,Alexandra L.,"Manhattan, NY",1021,678,2376,4.0,12/17/2016,"The Quick: Hungover me LOVES this place! Quick service and high quality ingredients, makes for  the perfect cheesy breakfast sandwich. The Details: They can handle crowds of hungry midtowners with a smile- you've won me over. The Damage: Bacon egg and cheese sandwich with avocado for $4.90 total... I'm in!",8,5,8
10,Onix M.,"Nanuet, NY",290,5,1,1.0,2/1/2018,I asked for a lil more dressing for my salad and the woman behind the counter decided to drown my salad in dressing. Definitely not returning but crappy bc it's in my office building. Wanted $13...this is going in the garbage.,,,
11,Bill H.,"Los Angeles, CA",34,185,76,5.0,10/23/2017,"Fast, fast, fast.If this is your first time, please stand aside and figure out what you want while the locals order.Good food all around and a big variety so its tough to get tired of things if you work nearby.",,,
12,Tarun G.,"Manhattan, NY",0,34,0,2.0,12/3/2017,"I usually order breakfast from here on weekends. The food is usually pretty decent. However the delivery is horrendous! It usually takes anywhere from 45mins to 2+ hours, have had to call 2-3 times to get my order, and the people answering the phone, atleast at this location tend be quite rude and not helpful. Overall, if you're picking up from here you're ok. Do not order! Hope this place gets its act together.",,,
