,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,9/26/2018,362,,"New York, NY",Sarah P.,333,4.0,209,"Good vibes always here.The drinks are strong, the outdoor patio is .Happy hour is just ok, could be better.I love the spicy frozen margarita. You only need one/ maybe two to get you drunk. ( I know, off of a frozen marg!!)The service is good, and the space is great.I'll keep coming here with my friends for sure.4.5/5",
1,1,9/26/2018,25,1,"Manhattan, NY",Chanel D.,7,1.0,42,"Visited (briefly)on Sunday while celebrating my birthday with a small group of friends. The male bartender misquoted the price on the frozen margaritas then drunkenly proceeded to interject in the conversation my friend's and I were having about the mishap.He loudly told us ""if you do t like it don't drink it"" and that he ""didn't need those kind of people"" in the bar.We left our drinks untouched, tipped the female bartender who was excellent, and left. Luckily, Marielle at Vig bar across the street was a blast and took care of us the rest of the evening.",1
2,,8/9/2018,3,,"New York, NY",Tessie V.,149,3.0,296,"It's alright.Despite the outdoor space and neon lighting, and alright DJ. It's alright. I can't really put my finger on why it's just ok.Maybe it's because the 2/3 of the bussers are often jerks, half the time the tables are reserved 3 hours ahead of time for a birthday party that shows up late anyway. Bartenders ignore you, or roll their eyes when they serve you. It's one of those places where customers are a hassle. The bouncers are always hitting on you, and the bathroom lines are rowdy and nasty.But I don't know why it's just ok....In all seriousness, It's in my low level B tier of bars to go to. Especially on a Friday night when things are crowded. I think this might be a lot of people's mid/last level resort as well. I've come in at 11-12am and still been able to find a couple of seats. The margaritas are average. If you drink regularly, you will not find them strong. They're ""strong"" because they're layered poorly. It's an slightly below average bar and seems to keep me in it's web because the outdoor space, good DJ, and basically being the only bar in the area with those two things. Feel free to come, but be prepared to be overcharged, so check your statements after",3
3,2,5/11/2018,720,1,"Flushing, NY",Daniel F.,1131,4.0,628,"I stepped inside and it felt like a cabin type of vibe. It was crowded in there for sure but my personal space was respected. There were a lot of bench seating inside and additional seating available in the patio outside in the back.The drink of choice as I look around is their frozen margarita. Seems like everyone orders the peach, so I did the same. I think the cost was somewhere around $11, and it was really good and really really strong. I like the fact that It wasn't too hard to grab the bartenders attention either. There's also a live DJ spinning old school hip hop. Definitely digging this place and love how chill it is. Unfortunately we didnt stay that long, my friends wanted to leave early. They told me to chug my margarita so we can go. Note, there is no possible way to chug a margarita.. no matter how hard I tried. Will try again the next time I come though.",3
4,,7/1/2018,128,,"Somerville, MA",Courtney P.,50,3.0,60,"A small group of us went here on a HOT Saturday to enjoy the frozen drinks. I had the mango and it was delicious! When we arrived around 10 PM it was not too crowded but it definitely got very crowded over the next hour. This was a fun place with a chill vibe, indoor and outdoor seating. The reason for my low rating was I ordered one shot from a bartender for my friend, a bride. The bartender charged me for the shot I ordered and a different shot (she did not give me 2.) I noticed and asked her to correct it and she said she would only give me another free drink, which I did not want. She would not refund the $11 shot I didn't order. That was poor customer service.",
5,3,"7/23/2018
            





Updated review",397,2,"New York, NY",Rose K.,591,5.0,452,"Four years later and I would still call myself Sweet & Vicious if I could have a superhero name. We got here early to claim tables for a friend's birthday. The DJ was doing a good buildup around 10pm, but we got really hype around 11:30pm. The music was a fantastic mix of 90s hip hop and current stuff. When we made a request for Drake's In My Feelings, the DJ queued it up IMMEDIATELY. It was amazing. Kiki, do you love me?People were real chill, a diverse crowd. The back patio area is a place for a different vibe, but when you are ready to dance again you can go back to the divey bar area and get down. Bouncer was chill with some purple-lens sunglasses, and he'd periodically tell us to stop dancing on the table, haha. So, take your table-dancing elsewhere, but otherwise this is a fantastic casual place to go dancing (and you don't have to dress all crazy, people were wearing normal street clothes). Thanks for the music and a great time.",3
6,,11/19/2018,0,,"Hawthorne, NJ",Sam I.,8,1.0,36,This place is such a joke.  Went here the other night for my friends birthday and got a table.  We were sharing a bench with the other table and the girls we were sharing the bench with started bumping us around (which quite frankly if you're getting a table and bottle service you shouldn't be sharing anything with anyone you don't want to).  Long story short one of the girls got physical with us so we left and the manager followed us out and asked if we'd like to come back in that he saw the whole thing on camera.  We said only if you kick out those girls which he said no he will only move them to another table.   So unprofessional!  Don't waste your time and money to sit on a shared picnic bench for bottle service.  It's absolutely ridiculous.,
7,1,6/7/2018,174,,"New Hyde Park, NY",Sonal U.,177,4.0,131,"loved the margs but after work this place gets packed! Happy hour is okay with only 1-2 dollars off drinks but the drinks are good.   The music was on point around 8 pm!  All and all, not the best place for a huge group or a birthday party unless you get there super early and get a table/ seats.",
8,,6/9/2018,149,,"Queens, NY",Bryant K.,231,3.0,73,"Nice place to be with some friends and the gf loves the margaritas here cause she says it's really strong. Has a good amount of space but it gets packed with people as the night goes on, which becomes a hassle when you're trying to navigate your way to the bar. Check out the outdoor space towards the back and try and grab a table. It's away from the loud music and it's a very chilled atmosphere. There seems to always be a line at the bathrooms, male and female, so plan ahead of time if you have a feeling 'cause you'll need the extra time to navigate through the people and hope the lines aren't too line.",
9,,7/9/2018,49,,"Queens, Queens, NY",Daniel H.,14,4.0,33,"This is a fun spot for either day drinking, or a night out. They have a nice outdoor area in the back, but there's no service there. You have to come inside and order from the bar. The bar is spacious and plenty of places to sit and room enough to stand. Came here for a birthday party as a starting point and ended up staying for 4 hours.",
10,,5/25/2018,14,,"Bronx, NY",Edward A.,103,4.0,30,"Came here for a coworker's birthday around 6:30pm and it was a bit packed. However, the drinks were good and the bartender was really nice. It has a small outdoor area similar to a patio but can get really packed during the summer.",
11,,7/12/2018,126,,"New York, NY",Yara F.,340,4.0,259,"Came here for drinks/music on a saturday night and had a pretty good time! Its in a location thats great for bar hopping, which does mean that it can get pretty crowded, but the music is good and the vibe of people is fun so not too much to complain about. The prices are fine, and they have fun flavored margaritas that are pretty cheap and really good! I will say that the regular margarita (non flavored) is the most bang for your buck. I would go back!",1
12,,6/27/2017,480,,"San Francisco, CA",Alicia W.,62,2.0,64,"Ordered a frozen margarita in the guava flavor. Honestly mediocre if not straight up bad. This margarita looks cute in photos but because of the layering, it tastes sour until you get to the guava flavoring at the bottom. It was also difficult to drink because there was too much ice. Plus side is that at $8 the size of the margarita is huge, probably 2 or 3 actual ""drinks"".",2
13,1,12/6/2017,229,1,"New York, NY",Sabrina T.,27,5.0,176,"My main go to place for realllllly strong drinks, chill vibes, and a really good time. Frozen margaritas are $10 for one and you can bring outside food if need be. AKA, this place is reasonable af. I haven't been here during the summer to enjoy the outside patio area, but inside is sure hella good.",1
14,,4/30/2018,276,1,"New York, NY",Cindy U.,694,1.0,412,"One horrible experience, enough to never go back.** Do not judge me on my choice of liquorFirst stop of the night, first drink of the night - I wanted shots of Patrón, but the bartender wanted to pour me some house tequila. I stopped her, asked if it was Patrón and she said ""I'm doing you a favor."" I told her again, I want Patrón and of course she proceeded to pour the drink so rather than dealing with someone who looked intoxicated to begin with, I looked for another bartender. She then intercepted the order and started to flip out on me and wanted to fight me. Of course it got out of hand and the manager came over when everyone around me was telling me that she was intoxicated and not to deal with her, when she then proceeded to spazz out. Manager finally came over and rather than dealing with it in the way a manager should, he just took her side and poured me my Patrón which I still paid for. No big deal, I have money to blow.My one horrible experience may not be the same for you. Saw crowds of people lined up and ready to join the party as I was exiting. Total crowd pleaser!TLDR; Dealt with an intoxicated bartender who wanted to fight me over shots of Patrón.",1
15,,7/29/2018,0,,"New York, NY",Tammy H.,5,1.0,4,"I went here with a group of friends to celebrate a friend's birthday. The night started out fine, until one of my friends had her chest grabbed by a male patron. Instead of asking the guy to leave, the bouncer asked my friend to leave. Seriously disappointed in how this establishment handled the situation.",2
16,1,3/1/2018,141,,"Manhattan, NY",Anisha R.,950,3.0,249,Good place for weekends if you want to dance. Hard to get a table as it gets really really crowded after 11. So make reservations if you are coming with a big group. There was a big fight here in front of us and hence we decided to walk out.,5
17,,2/27/2017,191,,"Tuxedo Park, NY",Heather B.,87,4.0,229,"I was here about three years ago for a birthday celebration and it was a lot of fun. Sweet & Vicious is a great spot of large groups. They have a nice outdoor area and their drinks are priced fairly.This past weekend I went again and they were a lot more crowded than my first trip here. It's a spacious place so even though it was crowded, my friends and I were able to find a spot to sit and enjoy our time here. There were spots that weren't as loud and an abundance of benches.The frozen margaritas are cute and are served in mason jars with handles, but the margarita on the rocks is better! I love the little cherry they add.",5
18,2,8/29/2017,254,2,"Los Angeles, CA",Pam C.,128,4.0,195,Deadly Margaritas - CAUTION!! DRINKS ARE MAD STRONG.Good vibes and great hip-hop music on the weekends!! Great if you want to black out over 1 marg with your date,3
19,3,10/16/2017,249,,"Queens, NY",Melanie D.,310,5.0,496,"Cool spot! very downtown, and the location is convenient like 3 blocks from the 6 train. very large space inside with a trendy outdoor private yard. service was great and drinks were fabulous! i had some kind of guava frozen drink, i can't remember since it was THAT strong ! i would totally come back and meet my friends here again.  Thumbs up !",
