,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,1,11/15/2018,394,1,"New York, NY",Edward W.,2735,5.0,1456,"I came here on a Thursday evening and it was really chill. The band plays in 1 corner and the rest of the crowd creates a half circle around them. We went to Stage 1 since it was free although at the end of the show they have a recommended donation of $10, so I'd recommend bringing cash! There was also a one drink minimum which is extremely reasonable and loosely enforced.Listened to two different bands, one was pop rock and another was new jazz. Very different styles and extremely refreshing to watch. I would definitely come back here for more live music and would be even tempted to check out stage 2 / 3 at some point if I know the artists there.",1
1,2,8/27/2018,25,,"Queens, NY",Kabir A.,211,4.0,134,"Came in for the first time one Sunday evening to see a friend perform. Place is tiny, plainly decorated with wood, dark paint, tall windows and music instruments in front of a small stage.Their was a few tables to sit but right in front / next to the musical instruments so you'll definitely need ear plugs. Drinks were standard city prices but heavily watered down.Cool experience. Worth a try!You rocked Kenny!",1
2,,8/21/2018,0,,"Manhattan, New York, NY",Rachel A.,0,3.0,4,Came to see Joseph King and sadly found out the server that served his last two shows or so no longer works here.  I'm so sad that I didn't get her name. Amazing performance by Joseph though.,
3,,11/1/2018,42,,"Allentown, PA",Shawn B.,771,5.0,170,This place is simply great. It's like a mini music-fest every single night. Three stages. Great acoustics. Friendly bartenders. I've discovered some great artists here (Crooked Coast; Camelo). I'd recommend previewing the artists via the Rockwood website (artist links embedded) so you know which stage (caution: stage 2 and 3 require separate cover charges; stage 1 is free) to be at and when.,
4,,6/24/2018,354,,"New York, NY",Katie H.,100,5.0,204,"Found this place while looking for live music options in Manhattan, specifically cover bands. While Rockwood didn't have that, they do feature really good small artists. They have three separate stages (two of which were cover-free). The venue was small and intimate, but I never felt crowded. There is also a one drink minimum, but I never felt pressured to order. It was a nice, relaxed atmosphere to listen to some unknown but talented musicians.I didn't go down to stage three where they had a cover, but I enjoyed stage two a lot. They had good acoustics, and it was a pleasure to get to see two different bands with varying music styles live.The people in this venue seemed like they were here to have a good time listening to good music. It wasn't pretentious at all, and everyone was respectful to the performers and each other.I would come back for sure!",2
5,8,12/2/2017,2967,7,"San Francisco, CA",Tiffany D.,7458,5.0,2180,"Awesome live band music and it's unique on how they structured two separate rooms to showcase the music groups!  One has to go out and enter the other corner building to get to the other music venue, but it's the same place altogether - just with different bands playing! Drinks can be ordered and the music was pleasant.  Enjoyable time, but one can't hold a conversation if you're looking for thA little bit of rock style, but down under.  Underground and aspiring artists making their way in NY! My motto in NY - if you can make it here, you can make it anywhere!",11
6,,2/15/2018,362,,"New York, NY",Sarah P.,333,4.0,209,"This place is great. I love the variety of music that shows up on stage and I love that stage one has no cover fee.This is a great idea for date night or even just to pop in to see a random set on a Tuesday. The drinks are moderately priced, I mean, this is New York and you are getting a show, so it's worth it.The only thing I would say is GET AIR CONDITIONING. It gets so humid and stuffy in there.This place definitely isn't spacious, so you get to know your neighbor pretty fast.All and all, still an amazing venue jam packed with great artists. 4.5/5",1
7,,11/21/2017,211,,"Columbus, OH",Sarah S.,68,5.0,52,"This place was recommended to us by some friends we made while we were visiting from Columbus, Ohio. I'm not sure what I can say to convey what an excellent time we had- it was kind of magical! We wanted to see live local music while in the city, and this was perfect! All of the staff was SO friendly and welcoming, the musicians were top notch, and the drinks were quick and plentiful. Not to mention the sound was professional and clear! Definitely the cherry on top of our weekend trip to the city, and we will be back in the future!",2
8,4,7/20/2018,2035,,"San Diego, CA",Rob P.,1070,4.0,2394,"I came here back in April to see a singer I knew named Anahita Skye. Never been to this venue but it was pretty cool! Live music every day, multiple rooms, how great is that. The room we were in had no cover but a two drink minimum at the table. Our server didn't enforce it, so I think we only got one drink. Great place to discover new talent while grabbing a drink. I'll have to remember this one next time I'm in New York.",3
9,,4/14/2018,12,,"Manhattan, NY",Valerie N.,399,5.0,324,"This is a great music venue with fair ticket prices. There's 2-3 music halls, which is great to have options. The drinks were easy to get as waitresses frequently walk around to ask if you'd like anything. The music rocks. I heard music from some really great groups I've never heard of.",1
