,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,11/12/2018,66,,"Brooklyn, NY",Brandon G.,142,4.0,218,One of the smaller venues I've been to that house Broadway shows. Very clean theatre and prices are on par with all other houses.The seats are a little small. So take advantage of the intermission to stretch your legs. Staff was very friendly and helpful and Waitress was a good show.,
1,2,9/16/2018,549,2,"North Brunswick Township, NJ",Lana L.,3296,4.0,420,"My friend and I saw Waitress here last night. We arrived at around 7:50pm for the 8:00pm showing of Waitress. There was a line down a third of the block, but it moved quite quickly and only took about 5 minutes to get in, then another couple minutes to find our seats. We had orchestra seats (row J). Sound quality was good. The theater was not large and there wasn't much leg room (and this is coming from a tiny person), but it was pretty clean and had a classic look and feel with the red and gold. Bathroom lines during intermission moved quickly.",3
2,1,8/31/2018,0,,"Buffalo, NY",Denise G.,23,4.0,38,No bad seats!!The sound was great; the view perfect.The only negative was the very limited bathroom facilities and difficult concession location.The staff was friendly and helpful.The location of the theatre ... convenient.,1
3,9,8/21/2018,369,2,"Troy, MI",Rebecca A.,214,5.0,142,"I visited this quaint little theater while visiting NYC and saw The Waitress. It was amazing. The acoustics were absolutely stellar! Katherine McPhee's voice gave me chills. I honestly can't say too much about the theater other than the sound quality and the view (we were in the upper mezzanine and could see perfectly) since I didn't use the restrooms or get up and walk around during intermission. I will admit, I was surprised at how small it was when I first walked in, idk I guess I was expecting some giant auditorium. But this was actually the perfect size- it was just small enough to feel intimate and so everyone has a great view.",5
4,3,3/4/2018,419,,"Brooklyn, NY",Jenny T.,220,5.0,86,"Waitress was amazing! The acting was extraordinary, the voices were beautiful, the story was captivating, and there were tons of hilarious scenes.They serve mini pies for $12 each at the entrance of the theater. My lemon pie was delicious, but my sister's salted caramel pie was way too sweet.I recommend using the restroom before arriving at the theater or right when you enter the theater. The line for the female's restroom was about 60 people long. There was no wait for the male's restroom.",5
5,16,12/3/2017,2967,9,"San Francisco, CA",Tiffany D.,7458,4.0,2180,Nice theatre!  Seats are appropriately laid out to see the center stage!  Commendable layout. Typical theatre and classic look. Watched Waitress here and it was a heartfelt show.  I love Broadway musicals.  It's applicable to lessons and journeys in life!Theatre represents the stages in life.,13
6,1,2/1/2018,382,,"Irvine, CA",Kathy T.,879,4.0,296,"This theatre is definitely small, but I think that allows for most of the seats to have a decent view not too far from the stage. I arrived around 6:30pm for the 7:00pm showing of Waitress and there was already a line down the block! They started letting people in a little before 7 and the show probably started sometime between 7:15-7:30pm. The line for the restroom gets long, so if you come after 7pm, you may or may not have time to use it before the show starts. I had Orchestra seats (Row L, Seat 18/20) and the view was great. At about $229/per ticket, it's definitely not cheap, but Waitress was worth it and the seats ended up being great for me! It's a little tight, but I'm small, so it wasn't bad (the people in front didn't block my view either). You can't really see the far right side of the stage, but luckily for me, there wasn't much going on there (just the band playing).NOTE: I was hoping to go to the merchandise store after the show, but sadly, at the end of the show, everyone was directed to exit out of the building -- so if you want a souvenir, get it before the show or during intermission!",1
7,,6/6/2018,385,,"Jamaica, NY",Gabriella T.,164,4.0,144,"I loved this theatre when my family and I went to see Waitress (which was absolutely phenomenal)!!! It isn't too large, yet isn't too small.. the perfect amount of room to feel comfortable but still a great view from the top section! The only downside is that there is only ONE bathroom which obviously gets incredibly crowded before the show/during intermission. Also, there was a problem with the credit card readers when I was there which was a big inconvenience for people who wanted to buy food/souvenirs and didn't have cash. The drinks were awesome but at that Broadway price point of course. Service was very sweet. A good theatre overall!",
8,1,9/29/2018,0,1,"Wilmington, NC",Cochran D.,4,5.0,35,"Every seat is excellent.  Don't worry about your seat location.  This theatre is smaller than most, which is a GOOD THING. There's one bathroom for men and one for women.  I recommend women bolt from their seat immediately as the intermission curtain comes down.  The staff said that nearby restaurants allow the use of their bathroom too, so that's an option if you are late. Take your ticket as you will need it to get back in.  Staff does a great job. Theatre is cozy and a wonderful experience.",1
9,,1/2/2018,359,,"Manhattan, NY",Angela K.,119,2.0,368,"Waitress is a wonderful show!With that being said, I'm only reviewing the theater. What type of theater/venue nowadays doesn't take electronic tickets? There's nothing on any ticket that says it has to be printed out, yet they wouldn't even try to scan my electronic ticket.If you bought your ticket from Ticketmaster, you are in luck since the box office will print it for you. Otherwise, they direct you to the Edison hotel next door, where they charge you - I saw a ton of people going through the same thing because they bought their seats from SeatGeek or some similar app.Buyer beware - make sure to print your ticket. I'm surprised since it's now 2018 and they still can't accept electronic tickets when every movie, other Broadway/off-Broadway show, and sporting events have all been able to easily scan tickets off of my phone...",2
