,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,11/11/2018,0,,"New York, NY",Cara K.,0.0,5.0,42,"I don't understand the low reviews! My family loves the food and the service. Everyone is very kind to us and hands down they have the best rotisserie chicken around. I can't believe what I'm about to write but it's way better than even Cosco.   And, make a point about checking out specials. Plus being from the Midwest their prime rib is well worth the price. However, the best thing by far are the side dishes. The only problem is trying to decide which sides to get with your main dish. Still can't believe the deal with the Thanksgiving meal. Anyways my only wish is that there would be more Boston Markets.",
1,,8/30/2018,118,,"New York, NY",Kevin O.,0.0,1.0,65,There should be no review for this. A simple No. Just no.Threw away half my foodI work in customer service. i say thank you. i get no reply at all.Just no. Do yourself a soild and just dont. Like dont even bother reading other reviews. I. Threw.away.half.my.food. should be enough for you.,
2,,10/26/2018,0,,"Bronx, NY",Tanya C.,2,2.0,5,"Boston market is Boston market but what irks me the most is lack of good customer service  . I'm just getting off from a long day at work and picking up dinner for my family . I go to place my order and the young lady is speaking so low that I have to keep asking her to repeat herself and every time I do she starts to get an attitude . And as I am about to pay and ask just to verify  if the gravy was in the bag she replied in a sarcastic tone that it was in the bag . I didn't have the energy to say anything in response to her rudeness but it's just annoying having to deal with ppl who can't even smile or say thank you. I just wonder how these employees acted when interviewing because their attitudes suck. But overall I can't complain about the food , it is what it is .",
3,,11/29/2017,2614,,"Jackson Heights, NY",Jamel O.,191,3.0,891,"This Boston Market should get four stars because in .y experience the staff goes above and beyond.Recently on Thanksgiving they ran out of turkey.Like the kids say: ""you only had one job""The staff was working their butts off. Nice people. Whomever does the logistics isn't properly supporting them in my humble opinion.",
4,4,5/25/2017,428,,"Bronx, NY",Chris M.,1149,5.0,175,you can never go wrong with Boston Market! pretty much everything taste great especially all the side items!,2
5,,1/9/2018,0,,"San Francisco, CA",Roopak A.,0,4.0,6,I had dinner here yesterday and had such an amazing experience. Love it! Thank you,
6,,11/27/2017,1,,"Clinton Hill, Brooklyn, NY",Jason H.,0,3.0,137,"It's Boston Market, so you know what you'll get (taste wise) from the food. The young lady who prepared my online order was pleasant, and helpful. Unfortunately the food was cool by the time I got back to my office, which is a 5 minute walk from BM. How they keep the food open during preparation attributed to this. Hopefully they'll work on this issue, because I prefer a hot lunch without having to microwave it.",
7,,3/30/2018,51,,"Midtown West, Manhattan, NY",Jon F.,0,1.0,26,SCAM ALERT! I got there 45 minutes after they started serving prime rib and they were out of it.  Clearly they're cooking very limited quantities of this particular product hoping that after you've waited on line you'll have resigned yourself to eating there and order the everyday dried out chicken.  Everyone on the line in front of me fell for it but I walked and won't be back. I also noticed that nobody in the restaurant was eating prime rib so one can only wonder if they cooked and at all.,
8,,9/22/2015,97,1,"Brooklyn, NY",Julia W.,62,4.0,125,"Good ol' Boston Market, where everyday is Thanksgiving. I have missed you and your fresh ingredients. The turkey was tasty and stuffing savory. The candied yams so sweet they could have doubled as dessert. The restaurant was clean, and the service was prompt at this well executed Chelsea chain.",5
9,,10/27/2015,208,,"Queens, NY",Damon L.,105,3.0,85,"I was genuinely surprised by my experience here. My friend loves Boston Market, and she wanted to celebrate her birthday here. After paying for both of our meals, the total came out to be $15. I was in shock, considering I've spent twice as much only on myself in other restaurants. The serving sizes were pretty good, too! The mashed potatoes and corn were standard. The stuffing was pretty bland. Overall, it was very unmemorable, but in the best way possible. I don't think I'd ever go to a Boston Market regularly for food, but I wouldn't be opposed to coming again in the distant future. If you choose to eat downstairs, you will find yourself in what feels like a medieval dungeon.",2
