,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Rebekah B.,"Winter Park, FL",263,358,465,4.0,10/31/2018,2018 Review 99/100Great food. Great location. Bubby's is worth a try. A great stop for lunch or dinner when exploring the High Line.The biscuits are delicious. I ordered the Kale & Farro salad as my main course and it was great. Good portions. Great service too.A great spot I would definitely dine at again when in the area.,1,1,1
1,Cheng C.,"Little Neck, NY",55,32,0,3.0,11/12/2018,"I don't get they hype, the location of this place is in a tourist trap, where they can hike up the price for very mediocre food.I was there for Breakfast and right on par with the other reviews, the service is LACKING, nobody comes over to ask you how everything is, can't find the waiter to pay.The food is average at best, only in meatpacking can you probably get away with charging $10 dollars for diner pancakes for kids.  The seating arrangement here is just not thought out carefully, as you are sitting right on top of each other, which makes it uncomfortable to eat.I don't mind paying, but the food really needs to step it's game up!",,,
2,Sean B.,"West Hollywood, CA",2365,3057,1714,3.0,11/1/2018,"Line was very long. Menu a bit limited. Service a bit spotty. The food was decent; not great, not bad. I'd return, but on a slow night, at the behest of friends, perhaps. Nothing about it really grabbed me.",1,,1
3,Bonnie G.,"New York, NY",127,476,780,5.0,9/22/2018,"Grab an outdoor table on a Saturday and this is paradise! You feel like you're on vacation as you feast on thick slices of bacon, eggs and fluffy pancakes with fresh blueberries. The huevos rancheros with cilantro rice and a thick tortilla soaked in egg is also delicious. Big mugs of coffee. A comforting delight.5 Stars!!!!!",3,1,1
4,Lauren And Mike M.,"Secaucus, NJ",632,94,120,5.0,10/15/2018,"When is Bubbys ever bad!?!?Had a meeting int NyC( I work in NJ) and had time to grab some breakfast.  I'm soooo glad I don't live around Bubbys, that wouldn't be good for me at all lolGreat biscuits, coffee, eggs and salad !!",,,1
5,Ann S.,"Brooklyn, NY",54,193,450,3.0,11/1/2018,"Great brunch place by the High Line, pretty spacious with outdoor seatings. Great location, right across the street from the staircase to go up on to the highland. My favorite item from Bubby's is their biscuit. The biscuit is usually serve warm with cream and jelly. Super flaky and utterly delicious. I've had their pancakes, portions are huge and feels pretty heavy. Other breakfast items like eggs, bacon, home fries are pretty basic and taste like they always do. If you go, try the biscuit instead.",2,,
6,Charles R.,"Manhattan, NY",16,154,249,5.0,8/19/2018,"I have been hearing about Bubby's for years. Well, I finally tried it for dinner.I was always daunted by their prices, but the portions are large and therefore justified. We ordered the burger with blue cheese, and the fried chicken and pancake.The burger was juicy and humongous. The cheese was delicious and the bun was perfectly toasted. The pancakes were moist and delicious. They didn't even need any butter. With a dollop of their delicious maple syrup, the pancakes butteriness increased ten-fold and worked really nicely with the thyme which was really unexpected. While the fried chicken was not my favorite and I felt it could have more flavor, the pancakes more than made up for it.We finished with a slice of Banoffee Pie which had a really delicious and buttery graham cracker crust, topped with slices banana and whipped cream.Now I see why people love this Brunch spot. I really wouldn't mind coming back!",,,
7,Miguelito F.,"Portland, OR",4,6,0,2.0,10/30/2018,"The hostess and the bartender were great, so at least part of their staff has their act together.  However, the waitress was a nightmare and screwed up our order completely.The menu at first glance looks interesting and I was interested in some Americana as an expat: however, the fried chicken was some of the worst I've ever had and made food in Germany tasty by comparison, which is a low bar to fall under.  The cole slaw tasted weird and it was altogether a very un-enjoyable experience.  Would never go back.",1,,
8,Cyrus A.,"Manhattan, NY",138,79,73,4.0,9/15/2018,"Bubby's provided me with the quintessential NYC brunch experience. The outdoor seating was great for people watching while still maintaining some separation from foot traffic to give a bit of privacy. The ambiance was upbeat, with attentive service and no sense of being rushed. The food was good - my friend was spot on with his recommendation of the pancakes, which were delicious. Eggs and sausage were okay, but the pancake definitely stole the show. Lots of cocktails and a few beers on tap if you want to make it a boozy brunch. And, as with almost any NYC brunch, the price isn't easy on your wallet, even before drinks. Overall a good time, I plan to come back and splurge once every couple of months!",1,,
9,Maxine W.,"Minneapolis, MN",0,3,0,2.0,10/20/2018,"This might be a hot take, but I didn't love Bubby's. I think it's more of a touristy spot than it is a good spot for locals. The pancakes were really overpriced and even though they were good, they were nothing special. We also got avocado toast, which didn't taste very fresh. All other main options were super egg-heavy.I think you can get comparable pancakes for much less at somewhere like the Original Pancake House. I looove OPH because I know what to expect every time, but I didn't particularly love Bubby's because it was way overhyped and expensive for what it was. The best pancakes I've found in NYC are at Clinton Street Bakery on the Lower East Side and even though the wait there might be longer, it's definitely worth it (and less expensive!)",1,,1
10,Tom T.,"Poughkeepsie, NY",141,293,0,2.0,10/25/2018,"First, the food was good. I had a Caesar salad with chicken & the greens were very fresh & the chicken was nicely grilled. Bad news is that the service & the menu were VERY disappointing.Seems like there's a trend toward having a limited menu between lunch & dinner at a lot of restaurants I've been to recently. Bubby's offered what they called an ""intermission"" menu & it only had about 10 items that were either burgers or salads. They did tell us in advance that the intermission menu would be offered for the time we reserved, about 4:15pm, but that call came when we were on the train from the Hudson Valley to Manhattan. Less busy times, less business but I don't like the lack of variety restaurants are doing with this time period at all. After waiting about 10 mins for one of the staff to take our order, we waited for another 30 mins before I chased down one of the staff to tell them we'd been waiting a long time. I saw our server race back to the kitchen & not 30 secs later another staffer appeared with our salads. Pretty obvious that they were already done but the staff had forgotten about us.",,,
11,Andrew S.,"Queens, NY",299,618,1198,4.0,8/18/2018,"Had two entrees, couple non-alcoholic drinks and desert from Bubby's. The first being their fried chicken, which is pretty good but not superb. I like that the shell had a little bit of crispness to it with a more emphasis on hardness than crispness. It was tasty but not very flavorful. The meat itself was meaty rather than tender/soft. But I liked it.The biscuit was also very good in that it was moist (it felt like a right amount of butter or such was used), soft and had a good texture in what something baked with crust should be.The burger was good. It tasted as beef should be, soft with a bit of a meaty bite. It was exactly as I asked for, cooked medium rare.I also liked their cherry pie and chocolate cookie. The filling was right on the spot. But what I liked most was exactly what I liked in the biscuit. This also goes for the chocolate cookie. It seems Bubby's makes a very good pastry like food. Those items were soft, moist, perfectly sweet with a very light chew and shell to them.Their pink lemonade and hibiscus tea are refreshing, also!",11,4,8
12,Van V.,"Montclair, NJ",55,544,945,4.0,4/28/2018,We stopped in here for drinks at the bar and look forward to returning for food. A classic and comfortable restaurant environment in the trendy Meatpacking area of Manhattan. Our only criticism: it was hard to get the bartender's attention and they were not all that busy. Alas. But we liked the blanc de blanc and IPAs  on tap anyway! Let her talk to her Co-workers! They have an ice cream shop right there too!,3,1,1
13,Kendra B.,"McLean, VA",190,81,255,5.0,4/27/2018,"Good southern hospitality in the heart of New York!!! This place was walking distance from my hotel so I decided to check them out for happy hour/dinner. I was so pleased with both the service and the food I came back for lunch today!I was seated quickly - they had available seating inside and out. The weather was nice but I opted to sit inside as the music is amazing!! Ellie was my waitress and she was super attentive and sweet! She took great care of me! She convinced me to try their homemade buttermilk biscuits and I'm so glad I did!! They were to die for!!! I started with a Bubby's Punch for happy hour. It was really good. Cool, crisp and refreshing. It was cucumber-y. Lol!! That's the best way to describe it. For my entree, I did the Peruvian chicken and the bacon mac n cheese!! So delish!! The chicken was flavorful with lime, garlic and oregano. Sooooo delish!!! The mac n cheese was piping hot, creamy and cheesy. If you're in NYC, this place is definitely a must try! Right outside the high line, it's situated among lots of shops and things to see and do. Also, the people watching here is the best!! LOL!! Please check them out. Everyone from the hostess to the bartenders were super friendly. When you stop in, ask for Ellie!! You'll be glad you did!!",2,,4
14,Phillip S.,"San Francisco, CA",4,46,28,5.0,10/21/2018,YUMMY YUIMMY IN YOUR TUMMY - that's whats this place is all about.If you haven't tried it you must - food is amazing and location rocks.Right next to the high line and the new fabulous Whitney museum.Must try!,,,
