,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Anna L.,"East Village, Manhattan, NY",2306,212,646,4.0,8/21/2018,"Food was alright! We got the brisket burger and I split it with co-worker. He said it was smaller than he imagined and I agree.I want the sweet potato fries next time! It was half price off lunch special.There's some beer thing you can do to get BOGO! Price was an average American burger joint. Service: server was really nice, they made sure we were served and not left alone. I'd probably come back for the fries",2,,
1,Kristie P.,"Inwood, NY",162,101,306,4.0,7/9/2018,Came to have lunch & also watch the World Cup match. I've been here many times before and not much has changed. You can get half off apps and bogo drinks when you sign up for their brew club. I tried their IPA (was not a fan).  We also ordered the backyarder and the hot mess burgers with a side of disco fries to share. Both were delicious and cooked perfectly. The fries were also really good - the gravy and the cheese mix worked perfectly. Service was not the best but it could have been because of how packed the bar was for the game. Still a solid option in the neighborhood. Should mention that the fried Oreos are out of this world!,,,
2,Foodie X.,"New York, NY",4,62,9,1.0,7/6/2018,"My waitress Dallas was always smiling, which I loved, and the service was decent, but that bland, unseasoned, inferior cheddar burger with unripe, slightly yellow tomatoes looked more appetizing on their Yelp page than it tasted. IT was NOT worth it. I think Shake Shack has burgers on lock because of the quality of the beef, their recipe, and their ultra-fresh ingredients. I loved the McKenzie's Cider Rotation; an amazing Gluten-Free cider-it was delicious. It wasn't busy, so the ketchup condiments should be replenished-I ran out. It is almost blasphemous to mess up hand-cut fries; sacrilegious, sinful, shameful, disrespectful to potatoes...",1,,
3,Eddie M.,"New York, NY",9,33,2,4.0,11/6/2018,"Mel's burgers and food as a whole is solid, if not uninspiring. Good burgers, good apps, good fries and good specials. That said, it hits the spot and the selection really does lend itself to a lot of different preferences. What really makes Mel's awesome is the space (so cool) and their drink menu. Such an array of beer and drink selections! If you sign up for Brew Crew, there is also plenty of wonderful benefits. If you're up in Morningside, definitely worth a stop.",,,1
4,Nychoopaholic B.,"West Village, Manhattan, NY",48,99,4,2.0,11/18/2018,Their burgers are pretty good but very small for the price. Felt like they were a little bit bigger than sliders. Their happy hour menu is solid. They have some good deals there. Too pricey for the size of the burgers.,,,
5,Kwame S.,"New York, NY",161,618,565,4.0,6/10/2018,"Beer, beer, ...and liquor I'm somewhat new to the Columbia U social scene, but I had a blast at Mel's. I feel like this place may become my post-work watering hole. Mel's has a great selection of various beers, and even subtypes of beer. For example, I had quite a selection of IPA's at my disposal; however, there was a limited selection of sour ales. :(. But, that's something that I can work around. The bartenders (Victoria, Blair, Dallas) were very nice and friendly, especially Blair. She always made sure that my glass was full. The regulars at the bar seem down to earth and willing to start a conversation with a new person. Even though the restaurant has the word, ""burger,"" in it name, I did not get an opportunity to try one, but the food smelled delicious. If I did not have other dinner plans, I probably would have tried one. But, you have to leave something for the next visit.",2,,
6,Mark S.,"Queens, Queens, NY",8,120,201,5.0,4/26/2018,"I really enjoyed my visit to this bar.I came here to just grab a quick bite,a few beers,and watch some sports.They have an very extensive list of beers to choose from so whatever your taste is you're sure to find it. Whatever type of beer you are looking for,they more than likely will have it.In additions to the various beers I also had a burger. They have a wide selection of burgers to choose from on their menu with various topping combinations.If it the area and looking for a bar to grab a quick bite and a good beer then you should definitely Stop by here.",,,1
7,Diamond G.,"New York, NY",336,143,2054,4.0,1/25/2018,"This was definitely my go to spot about 5 plus years ago. I was surprised Mel's Burger Bar was still opened as so many places in this neighborhood have closed or changed in the past year. We came to Mel's at around 11:30PM on a Wednesday and there were a decent amount of people still eating. We were seated and given menus quickly, we ordered our meals along with a shake. Our waiter asked us both a few questions in terms of toppings and how we wanted our burger cooked. The food didn't take long to come but it did come completely wrong, I   for some reason got a burger with jalapeños and raw onions instead of a well done cheese burger with bacon lettuce and tomatoes, my friend got mac and cheese sliders that were a bit raw. The fries were the only thing we ate, my burger wasn't extremely bad but I  definitely do not eat jalapenos so I could barely eat the burger. The waiter brought us some bacon on the side that was not cooked. I   was way to tired to complain or even wait for them to make me another burger so we ate what we both could and paid our bill. The service was great and so was the atmosphere. The food wasn't bad I   just wish I'd gotten what I  ordered.",12,2,7
8,Brian S.,"Union, NJ",651,53,69,4.0,2/26/2018,"I've only been here once after attending an event at Columbia University and I was pleasantly surprised at the price and quality of the food. It was definitely worth the visit and would consider going to again if I am ever in the area. The Bacon Mushroom Melt was delicious and the selection of beers was plentiful. The Nasty Shot was probably the most memorable (I wish it wasn't) part of my experience as the bar had tequila infused with whatever they put in it. Ours ended up being tequila with ketchup and sriracha - which surprisingly went down smoothly considering I didn't know what it even was before I drank it :) For $2 it's worth a try and they change it up frequently. My friend said he's had even worse so I guess we got lucky this time :)Overall, service, food quality and price, and selection of beers and alcohol made this visit enjoyable. Would recommend to anyone wanting to eat affordable quality food or just wanting to drink with friends!",,,
9,June L.,"Manhattan, NY",3,41,60,2.0,9/15/2018,"Average spot for a burger. I had the California burger and my friend had the Dirty Hipster burger and both were so soggy and hard to eat. The flavor of my burger was pretty good, but the bottom bun was completely soaked in sauce and drippings and made it hard to properly enjoy. The lettuce and tomato were already soft and wilted instead of fresh and crisp. There was a only a chunk of avocado on the burger instead of being evenly placed. For the price of our meal, which included shared fries, I'd say its not worth the trouble to be eating heavy, wet burgers! To top it off, our waiter was pretty much MIA during and after our meals, we kept having to hunt him down and he didn't even bother asking if we needed change for our check--just took the cash and later said he couldn't give us a receipt because he closed the order already.",,,
10,Sophia L.,"Manhattan, NY",0,20,1,1.0,11/18/2018,My elderly mother had an emergency and needed to use the bathroom. She wasn't a customer but entered and asked politely. Mel's wouldn't let use the bathroom and the staff member she asked was rude to her.,,,
11,Jon W.,"New York, NY",3012,290,1008,1.0,9/30/2017,"Great Bar....Terrible Food!This burger bar just could not live up to the hype. I came in here and took a seat and the bar to get some dinner and drinks. There is a bar as soon as you walk in a tables all over which would be great for gameday as they have tv's all over the bar.  The bartender was really cool and I got a beer from the draft and ordered the widow maker burger which is mac n' cheese, bacon, served on a potato bun medium rare and garlic fries. While waiting for my food the yankees game was on and the Cincinnati reds game was on. I asked if they could put on the rangers/devils game since it was 3-3 in the third period but the manager said no, which I thought was ridiculous. For the food It came out as ordered medium rare burger with red on the inside of the burger but it was not juicy at all, so it taste like they freeze their burgers so needless to say the quality of burger was pretty poor here and did not taste very good. For the garlic fries they give you a pretty good portion and were good. In short:- Bad Frozen like burgers- Good Fries- Nice bartenders- Won't Play Hockey- Won't be back",10,4,4
12,Christina R.,"West Islip, NY",314,186,129,5.0,5/29/2018,Great food and drinks that also shows all the sports games. Californication burger was delicious and they serve on softer buns which is what I prefer. Vodka lemonade was awesome and refreshing. They have outdoor seating which is nice during the warmer weather. Most burgers range from $10-13 but have the option to add more meat for $3,,,
13,Angely R.,"West Bronx, NY",450,61,365,5.0,3/25/2018,I've ate at Mel's burger several times and I love it soooo much!!! Ive been there during the summer in which I sat outside (sidewalk seating) and also been there at night on weekends in which it's pretty loungy. Love the ambiance! Their servers are all so friendly. And love the entire decor and concept! Their burgers are SOOO good and fresh! Ive tried almost every kind. Love their wings and their milkshakes! Favorite is the S'mores milkshake. This place also had good beers and great cocktails. Def one of my fav burger spots!!,2,,
14,McQuay J.,"New York, NY",12,20,12,4.0,10/25/2018,WOW! Burgers and boozy shakes! I mean who doesn't love boozy shakes?! The prices are good and fair and the burger and drinks are better. This is the stuff dreams are made of! I will ALWAYS love this place!,,,
15,Scott T.,"New York, NY",7,77,14,4.0,3/25/2018,Consistently good food. Burgers are great and fries have the perfect balance of crispness and greasiness. Full bar and sports on TV. What's not to like?Only criticism: fix the FRONT DOOR so it closes!,1,,
16,Eugene C.,"Manhattan, NY",415,51,133,3.0,7/8/2018,So unfortunately there are a lot of mediocre restaurants in morningside heights because of the constant churn in the area and Mel's Burger is one of them. Their burger is good but I wouldn't put it on a list of burgers to try in NYC. Shake shack and five guys is better. In fact the fries at Mels are actually better than their burgers. The decor is nice and wooden and has somewhat of a cabin feeling. They have a huge beer selection. All of these are pluses but it's hard to give a place 4 stars if the food item in the title of the restaurant is not spectacular.,2,1,1
17,Mark B.,"Presque Isle, MI",279,3,0,5.0,9/8/2018,"This is THE BEST PLACE EVER! We came in extremely hungry, ordered the WTF burger which was so satisfying and the price is awesome!!!!! Split the classic fries between two people and it was absolutely perfect. Service was prompt and nice, nice throwback music. I want to come here every day!!!!!! Omfg",,,
18,Kimarah L.,"New York, NY",58,5,3,1.0,7/22/2018,"I really liked their burgers. Yesterday I realized that this restaurant is stealing from their customers. When I looked a my receipt the amount of the suggested tip was complexly in accurate. So imagine for the people not paying attention or good at simple math that simple use the suggestions. Take a look at the receipt. The mgr excuse was that it was the pos system not the companyIn addition they charge our cards excessively and for in correct amounts. When calling to get it handled the manger Chris was rude AF and hung up on me and threatened to call the police if I called again because he refused to just listen to me and correct the situation. And yes I was yelling at him because he was being a complete dick. He was telling me and excise that made no sense since the charges are all for different amounts. So instead of canceling the transaction he decided to use what authority he thinks he has to do absolute lot nothing but to threaten to call the police. (This is a new thing now) and wtf were they going to do? Either way check your recipets, do your math and check your account because Mel's dinner is STEALING FROM YOU!!!!So if you've been here you probably have been charged",1,,
19,Shaji K.,"Queens, NY",282,1524,1490,2.0,8/15/2017,"Saw this walking down the street Monday night and caved into cravings. This bar is known for their shakes and burgers and was pumped to try it.Noticed they didn't have too many waiters going around this place (despite the restaurant being fairly large), so decided to sit at one of the remaining stools at the bar. After realizing the shake were only on the brunch menu (booo), settled on the Widowmaker ($12.50) and a beer ($7). Given the price-tag, was hoping for some substance for my buck. In actuality, the burger is fairly small - a properly cooked patty inside a basic bun with lukewarm mac n' cheese on top and a couple slices of bacon. Overall the meal was meh, plus it didn't come with any fries (only a pickle).Service here is a certainly slow. The bartender doesn't have much help and I didn't get any utensils/napkins to go with my food. It does well given the area, but really a run-of-the-mill burger place.",1,,1
20,Justin L.,"New York, NY",904,988,34,4.0,"1/20/2018
            





Updated review","Ok I have to revise my rating here since coming back and trying a properly cooked burger.  I confirmed my suspicions that the meat here is good quality; I got the french onion burger and it was awesome.  Dipping the rare beef in the broth put this one over the edge, but even so the onions/horseradish/swiss combo was killer.  I also got the cookie monster milkshake which was similarly awesome, and a large portion.I get why this place is so highly rated now.  Will be back!",2,,3
21,Kym G.,"Southbury, CT",3,68,28,4.0,2/17/2018,"A friend and I went here for brunch today, we were seated right away and not on top of the customers. Food was good and there was plenty of it. I got an egg omlet and she got blueberry pancakes, both were excellent.  Drinks were so so, but for 25 bucks of unlimited mimosas you can't really complain. My only complaint with this place is the unisex bathroom and the odd setup of the stalls.",,,
22,Lily K.,"New York, NY",2,33,0,5.0,9/24/2018,"I love the food and the servers are great. They're also really friendly characters. Don't come here when you're on a diet (or broke- the food's a little pricey,) because you'll want to eat and drink everything on the menu. They've got some sort of mac n' cheese burger that I get most of the time, and their gravy fries are super tasty. Also one of the guys who handles seating looks like Thor. There's an outdoor area if you're into people watching. I haven't tried their brunch or their boozy milkshakes yet, but they're on my to-do list.",,,
23,Nathan I.,"Brooklyn, NY",138,87,10,5.0,9/21/2018,"I love this place which I why I will always give it 5 stars. But word to the manager, the softball team that you sponsor over the summer are a bunch sore losers that only make your restaurant look bad.",,,
24,Carlos C.,"Manhattan, New York, NY",16,26,39,4.0,1/9/2018,Came to this place with some friends and everything was good. From the service to the food.an overall good experience.I had the hot mess which us delicious and spicy. I also had to share the disco fries smothered in cheese and a house brown gravy. My friend also mentioned there 5 dollar special beer and a shot can't best it.A good inexpensive stop will return to try another one of the burgers.,,,1
25,Victoria G.,"Fairfield, CT",104,43,253,4.0,6/26/2017,"When we first got here, I was disappointed by the service. We had already decided what we were going, and we still had to wait for about twenty minutes until the server came. Thankfully, once we ordered, our server changed (??), and he even offered to check on our food! Within a minute or two, our burgers had already arrived, and they were divine. I ordered a Bo Burger, and my friends ordered a Widowmaker and a Cheeseburger Baby. We also had chicken fingers for the table. The meal itself was very satisfying, and the portion was great, as I felt full but not overstuffed. I would  come back to try more burgers, but I wished that the service was better.",,,
26,Elena B.,"New York, NY",0,1,0,1.0,11/5/2018,"I am very disappointed with my experience at Mels. First, we were rudely seated. The hostess did not speak to us. Second, we got the mac and cheese balls, which were $8. When we got them, there were only 3 golf ball sized mac and cheese balls. Third, we got our sodas WAY after we ordered them and when we got it, they were flat and tasteless. Our burgers were also extremely salty and wayyy greasy. Would not come back.",,,
27,Grace C.,"Brooklyn, NY",1,18,3,5.0,2/19/2018,"Despite serving a clientele of mostly college kids, Mel's serves consistently good food in huge portions at affordable prices and is a place to bookmark in the impoverished dining landscape that is Morningside Heights.I'm not just being hyperbolic when I say the portions are huge. You'll likely order a burger and share the side and fries because dining everywhere else in New York has conditioned you to believe that it'd be the appropriate amount of food to order for two people.Throw that assumption out the window when you come here. Those hipster burger places where you pay $6-7 for a handful of fries in a metal waffle cone that's just enough for a chipmunk and a burger the size of your fist with a $15 markup? Mel's isn't one of them.The menu is wide and inclusive, so whether you want a classic burger or one buried under mountains of accoutrements, Mel's got you covered on both fronts.The food is good and without pretense. Service is attentive to a fault, and they have a decently sized list of craft beers that'll impress you because you're in...MoHi. Why aren't you there already?",,,
28,Rodrigo G.,"Upper West Side, Manhattan, NY",62,124,8,5.0,6/29/2018,"Love this place.We've decided to check it out because my wife name's Mel.The burger,beers, Fries and service were awesome!",,,
