,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Melissa V.,"New York, NY",693,138,516,4.0,10/26/2018,Perfect place for drinks with a big group! I came down here with some of my friends from Columbia and I really appreciated how conducive this environment was to large gatherings. They had a lot of indoor picnic style tables and cheap happy hour drinks. You get the perks of affordability in a really upscale looking place. I would recommend the grapefruit IPA ($5 during HH) and the pretzels - the cheese sauce was pretty bomb.,,,
1,Randy C.,"Woodinville, WA",60,418,62,1.0,11/9/2018,"Worst service I've ever had! As a matter of fact, we coined a new phrase, ""west ended"" as in, boy that service was bad, but at least we weren't ""west ended""! Sunday night, after waiting 20 minutes for our ""server"" to saunter by we ordered, sliders, pretzel, and tots. Tots came out 1st, quick and hot. 20 minutes later the pretzel comes out, not so hot but whatever. After another 20 minutes our server tells us the sliders are on the way. 10 minutes later, from my table, I order a pizza from Mama's too, we cancel the sliders, ask Mr Happy for the tab and go get our pizza.Walking by 2 days later in the morning, I see a 1/2 open box of ""fresh"" pretzels sitting outside the door. SEE PHOTO!Hard pass!!",,,
2,Steve A.,"Hilliard, OH",852,1390,1959,3.0,10/15/2018,West End Hall has an excellent selection of beer. It probably has the best selection on the Upper West Side. There's lots of local breweries on tap. Prices aren't too outrageous. The craft beers are priced comparatively well. I had a Five Boroughs Hoppy Ale. It's not overwhelmingly hoppy. This is about $7 for a pint. It's pretty crisp and tastes clean. There are also local selections from around the city including Brooklyn Brewery and Coney Island. As for the food it's just typical stuff you can get from a bar. Skip it. It might be the best bar in this area of Broadway. It has the biggest beer selection. The bar also has lots of TVs.,,,
3,Danny H.,"New York, NY",0,9,0,3.0,9/7/2018,"I've been to the West End Hall maybe 3 or 4 times. They have a good selection of beer on tap and a limited menu consisting mostly of burgers, sandwiches, salads, and appetizers. Burgers are juicy and tasty, but there's no information about where the meat comes from so my guess is it's industrially grown feedlot beef.On most occasions, I've found the music and overall sound level to be oppressively loud, making it hard to talk. At least in the evening in the summer, this place is very much a party scene.I saw the Mexico-Germany game of the 2018 World Cup at this sports bar and was very disappointed. The TVs are big and numerous but relatively low quality. All the indoor seating is on benches at long tables, which means there's not much you can do to adjust your seat if you don't happen to be directly facing a screen. That means that the odds of having to watch in a twisted position are pretty high.The staff is hit or miss.",2,,
4,Scott B.,"New York, NY",8,171,204,5.0,3/8/2018,"Beer garden style picnic table seating with lots of beers to choose from. The food was really good. They have an outdoor area but it wasn't​ open when I​ went in the winter.Tried the wings and nachos. Wings were nice and big and had a great flavor. We did half of the two current flavor available, buffalo and bbq. Came with a giant boat of ranch which is worth a star all on its own in NYC.The nachos we more than enough for 4 people and held their own with all the toppings. Served on a sheet pan so you know there's​ a lot.19 taps of beer and 10+ bottles​ and cans so there is a brew for anyone.Can't wait to roll through​ during the summer and check out the outside. Tons of TV's for sports viewing. A must stop for beer gardens in NYC.",,,
5,Mar R.,"Manhattan, NY",0,49,3,2.0,11/18/2018,"Food was ok. Service was bad. We were one of the only tables in there and the waiter was not attentive. We had 4 empty water pitchers and it took several minutes to get his attention. They charged a 20%tip because we were a large group, least they could do was come by.",,,
6,Holly S.,"Riverdale, Bronx, NY",110,160,116,4.0,6/20/2018,"My boyfriend and I went for happy hour and early dinner and we had a good time. The burgers are super cheap ($9-11 plus $2 for fries, sweet potato fries, or tots) and the veggie burger I had was actually the best I've ever tasted. It fell apart easily but was so delicious I didn't even mind. The sweet potato fries were awesome too.They have a rotating selection of about 20 beers on tap and the variety is great... everything from IPAs to stouts to sour beer. There is a selection of beers available for $5 during happy hour (3-7pm weekdays) plus some house wine and well drink specials as well. Service at the tables could have been better but I'll be back nonetheless.",,,
7,Michele B.,"San Antonio, TX",305,128,372,3.0,1/13/2018,"Location: West End is located off of 106th and Broadway. It has a large open area suitable for many people and has a pretty chill, laid back vibe. They've got board games to play at request, so my friends and I had a connect four tournament. There are tons of flat screens, so we were able to watch the football games anywhere we were located in West End. Service: When we first sat down, no one came to greet or acknowledge any of the tables we were at. We did come in a fairly large group, but we sat waiting for someone to come by for well over 20 minutes. Many of the people I came with ended up going to the bar to order their drinks. We didn't get water until we had been there for 30-45 minutes. We were there to socialize with one another so we took care of what we needed at the bar. Because I was quite hungry, I asked a waiter if he could come and take our order. He said we needed to go to the bar because he can't split checks, which is fine but I would have loved to know that way beforehand. The service took this place down a notch, but I was still really excited to try the food. Food: We ordered the American burger with fries, cauliflower buffalo wings, a quesadilla, and nachos. Unfortunately, I was only able to get pictures of the quesadilla and cauliflower wings (pictured below). The nachos were a huge portion and was tasty. The portion could definitely serve 2 for a light meal. The nachos are topped with melted cheese, black beans, guacamole, and jalapeños. The burger definitely left something to be desired. It was overdone, overly charred, and had zero flavor. I was only able to eat a few bites. Which is really unfortunate because burgers are my jam. The fries were fantastic, though. As for the cauliflower wings, they were tasty. They didn't have any distinguishing features or anything of that sort. The quesadilla also was standard. It didn't have anything to remember. It was bland, but it did its job. All in all, I gave West End 3 stars for the overall experience.",,,
8,James C.,"New York, NY",0,16,11,2.0,9/23/2018,"One of my favorite places to go because of atmosphere and the wait staff.  However, management has let this place go with the quality of the televisions and projectors. Hard to call yourself a sports bar when every tv is a different color. Hope to see improvement.",,,
9,Justin R.,"New York, NY",308,17,1,3.0,8/23/2018,"I've always wanted to go here cause it's fairly new, there's not a lot of great food around, and looks like a nice hang from the outside.  Here are my thoughts.  Food- I got fish tacos.  BANGIN!   My gf got a burger.  GREAT!Drinks- a beer place.  Good selection.  If you like beer you'll like it.  Service.l-  they were super nice and the hostess even let me put my bike inside.   But..... took too long to take order and bring it out.  Ambiance- here's the bad news.   Music is god awful and LOUD!  Like the worst pop song put to a loud techno remix.  Everyone in the place is yelling over the music.  I literally won't go here cause of loud BS in my ear.   I'm not asking for Mozart.   Just sayin.  Pick something a little ummmm. Better.  Or at least keep it down.",,,
