,er_name,er_location,er_freinds,er_reviews,er_photos,er_rating,er_date,er_text,er_useful,er_funny,er_cool
0,Henry T.,"New York, NY",305,668,1934,5.0,8/24/2018,"With rising costs of living and renting or owning property not only in the Lower East Side, but in NYC in general, I'm glad that nostalgic places like Classic Coffee Shop still exist. Walking into here is exactly like walking into a time portal going back 30, 40, 50 years. There are old school signages, bar stools, radios and photographs all around the store. This coffee shop is supposedly second generation owned and the man who spearheads the store nowadays went to school directly across the street at P.S.42.  There is nothing fancy about the menu and what is offered here. Nothing overly complicated and hipster. Just what kids would typically want to eat as a quick snack before or after school at extremely inexpensive prices. I'm a big fan of the ham and egg on a bialy here. Aside from that, cold cuts, snacks, cheese sandwiches and old school beverages such as the Lower East Side classic egg cream are also offered here. I tried my very first egg cream at this spot now that I think about it. Overall, I'd highly recommend giving this place a shot if you're ever in the neighborhood and looking for a quick snack. Everything in this venue has a very homey atmosphere. Everything from the 2 tables and chairs to the pan used to fry up your egg that is not much bigger than the size of your palm. The man running the shop is a extremely cool guy and won't hesitate to strike up a friendly conversation with you. I truly hope this Lower East Side staple stays open for another 50 years!",1,,1
1,Hannah S.,"Brooklyn, NY",2,31,19,5.0,7/29/2018,"Walked passed this place a number of times while wandering around Chinatown and finally decided to stop in and try it out. What lured me in was the sign exclaiming they made good, old-fashioned egg creams, and admittedly I'm a sucker for a good egg cream.The place itself is small, with 2 or 3 tables for seating, some counter stools, and that's about it. The decor is nothing fancy and the place lives up to it's name: classic. To put it simply, this is a no-frills place that's won my heart over. The vanilla egg cream I got was perfect, a good size for what I paid for, done right. I also snagged a brownie for $1 just to give that a try as well. Both items were tasty and I'll definitely be back on a more regular basis. Stop by this place while you still can, I'm honestly afraid it's going to be gone before I can even finish typing the word hyper-gentrification...",,,
2,Retro Richie G.,"Manhattan, New York, NY",0,1,0,5.0,7/17/2018,"The name speaks for itself: Classic!!1.The prices are good, & my aunt Judy, used to come here since the early 80`s. 2. I like the decor this is a real, retro, coffee shop, that`s been here for 42 years.   3. I call this Classic Coffee Shop, a Time Machine, you'll feel like you time traveled to the 1950's.4. Coffee, & food is tasty, the owner Carmine is a nice person to talk to, & his son Mike is into the same music as me. I highly recommend this place!! :) Note: There's not too many places like this, left in NYC.",2,2,
3,Alan N.,"New York, NY",284,229,801,5.0,6/17/2018,"This one is another staple of the lower east side. No frills, just simple breakfast sandwich and coffee. As a kid I would remember how amazing the bagel with butter or bagel with cream cheese were. The brownie is also absolutely delicious. The original owner doesn't seem to make too many appearances there anymore, but his son? has taken over. My friend and I stopped by today and it definitely has the same feeling. Although the food seems to be a bit different from what we remembered as kids, it was still a great nostalgic visit. $2 for a bagel with cream cheese! Make sure to get the bagel toasted to let the butter and cream cheese melt alitte!",3,1,
4,Alexa B.,"New York, NY",164,100,191,5.0,1/27/2018,"This place deserves six stars because it's finally a no frills just good old coffee and food place. Many coffee I have encountered recently serve this organic coffee that literally tastes like cigarettes and I'm sick of it!!!I begin to ask myself ""what happened to the mom and pop shop that serves coffee out of the pot and none of those fancy machines??"" Classic Coffee shop answered this question for me. The space is small but it's made for a quick bite and coffee. Prices are extremely inexpensive, I got two coffees and a brownie for 4 bucks. Everyone try the brownie! No nuts, no fudge just a yummy and gooey brownie for $1. This delicious dessert melts in your mouth and pairs perfectly with their delicious coffee. No joke I think this is one of the best cups of coffee I have had in NYC. The staff is so nice too. The man who was working there engaged in conversation with my boyfriend and I. He really seemed to enjoy talking to people and didn't rush us out which I loved!!! Now that I know this place is here I will DEFINITELY be back!! I highly recommend for great no frills coffee and desserts at an insanely fair price!",,,
5,Kate S.,"New York, NY",76,679,3070,5.0,"8/5/2017
            





Updated review","Super friendly service from Michael today. He can make a pretty mean tuna fish on rye. Also a good conversationalist, like his pops.Btw, just discovered there is a bathroom in the back. You wouldn't think it because of the size of the place, but it's there and also decorated with lots of pictures, so it's worth a visit even just to wash your hands.",1,,2
6,Amanda D.,"New York, NY",64,29,1,5.0,9/6/2018,"Old fashioned, walking in here is taking a trip into American history--it's just a great vibe and the owner is an open book--they have been open for 42 years, cheers to that, price was right food was yummy especially the EGG CREAM!",,1,
7,Shiu Lei W.,"New York, NY",12,198,1168,5.0,6/13/2018,"Me and sis was walking around the area where we used to go to elementary school. Saw the classic coffee shop and decided to get a light bite. We looked at the menu and decided on a egg with cheese bagel and the popular egg cream. The classic coffee shop is know for their egg cream which is like almost 100 years old. It's made from milk and seltzer. The owner is very friendly and took his time making the bagel and egg cream. The cafe was opened by the owners dad. The dad went to the elementary across the street ps 42. So cool that a student from that elementary school opened this cafe. This cafe is very old school and with old school radios, posters, fridge, counters and chairs. The bagel was made to perfection. Me and sis shared half of the bagel. After leaving the cafe me and sis wanted to order another bagel because it was so delicious. It's made so good that makes us want to go back for more. Best to go on weekends when it's quite and not crowded. When school is in session it can be quite crowded. Since I went on the weekend and me and sis were the only customer. The owner really took his time making the bagel to perfection. Definitely going back for more of the delicious bagels. You don't get to see much of these old school cafes in the city.",,,
8,Helen L.,"New York, NY",129,131,36,5.0,3/14/2018,"Old school mom and pop coffee shops like this are amazing. Food and coffee here is very fairly priced and as other reviewers mentioned, no frills.The decor of the shop is incredible and makes me feel like I've time traveled every time I come here. Great place to grab coffee and catch up with friends.",1,,
9,Heidi V.,"Brooklyn, NY",29,41,102,4.0,12/18/2017,"It is exactly what the name of this place describes it to be: classic coffee shop. You have your typical coffee and breakfast sandwiches. There are bagels, bialys, rolls, toast, and desserts. This is your no-frills, old diner style cafe, with amazing service. The owner is really friendly and has a lot of love for what he does, I can tell. I overheard him talking to a tourist about how it has been a family business for over 40 years! What impressed me the most were the wall decorations, which consists of old pictures of the shop and its owners. The prices are really good for a place on the LES, portions are huge.",2,,
