,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,11/11/2018,1,,"Brooklyn, NY",Thomas S.,1,4.0,13,"TLDR; Great coffee, great croissants, great service, can be crowded.Details:This location has a very friendly environment and friendly staff although it can be crowded. Has a large variety of coffee and other beverages as well as pastries and food. First at this establishment and I only had a coffee and croissant. The coffee was incredible, but the croissant was probably the best I've ever had.",
1,,10/2/2018,146,,"Manhattan, NY",Sonya W.,71,2.0,59,"It was just a decent experience, less than average. Service: 2/5; food: 3/5; drinks: 3/5Me and my boyfriend trief ordering like 3 sandwiches but apparently they were sold out. While ordering the lady on the counter was just upright rude. She didn't even let me email or text my receipt. Her coworker also made my drink wrong. When I got my iced chai latte I was presented with a hot chai latte so they had to remake it. The chai was really not that impressive but it was different in that it was milkier. There wasn't much chai taste in it. It was a really short experience but yet I felt so many things. I don't even know what to say except for disappointed. Incredibly disappointed. The place did look pretty though, that's all I can say.",1
2,,8/25/2018,484,,"Jersey City, NJ",May C.,591,3.0,663,"My husband and I were going to a venue close by and since we were early, we decided to pop in here for some food. When you walk in, you automatically smell the aroma of coffee and pastries. It was so nice and inviting. The organization of the place though is a hot mess. The cash register is so close to the door that if there's more than 3 people waiting to order, the line is already out the door. If you move over to the right, you'll be in the way of people and the seating area. There's also no clear sign that says where you can pick up your beverage/food, so if you're not dining in, it's awkward not knowing where to stand (and there aren't many places to stand!). They do have two picnic tables to the right of the entrance, but they don't fit too many people. There's limited seating towards the back of the cafe and the walkway is very narrow. Anyway, once we finally figured out the place, I ordered an almond croissant, an iced chai and my husband ordered the cuban sandwich. Altogether we paid $21, which is pretty steep in my opinion. My almond croissant was a bit on the heavier side. The croissant was very dense and wasn't as flaky as I would like it. The iced chai was pretty good though. My husband enjoyed his cuban sandwich, but it's quite small for $10. He pretty much left the place slightly less hungry than before.Overall, it's a cute coffee shop, but I don't think the prices justify coming here often. If I'm in the area, I'll pop in. If not, there are other coffee shops to visit.",
3,5,8/28/2018,141,,"Manhattan, NY",Anisha R.,950,4.0,249,"Stopped by here for a quick cup of coffee to-go. Looks like a nice casual place, with wooden benches around for you to chill out and work while sipping coffee. Service is quite fast. I ordered the cortado, well made, strong enough with very fresh smell and flavors. They do have extensive menu for breakfast with a variety of different sandwiches. Stop by for a coffee if you are in the area!",5
4,,7/24/2018,201,,"Upper West Side, Manhattan, NY",Nicholas C.,584,3.0,204,"I had the opportunity to visit Ground Support for the first time while grabbing coffee with a friend on a Saturday in Soho. We had planned to check out an art exhibit nearby and thought this would be an ideal spot to enjoy some cold brew beforehand.The space itself is really interesting! When you walk in you instantly notice the long wooden picnic tables set up for customers to sit at. They also have pretty standard beverage choices, along with a variety of food options to choose from. So if you're just looking to grab a cup of coffee or enjoy a full meal this place seems good for both.My friend and I ordered our ice coffees ($4) and actually opted to sit at a bar they have that's located towards the back of the space. There's natural lighting that makes it's way into the cafe which was also really great too. Even though we were more towards the back we didn't feel like we were ""in the back"" so to say.The only issue I have with this place is their restroom. There's only one, and it's located all the way in the back in between the staff's private section and the trash disposal closet. Also, it was pretty dirty when I used it so that was in itself a really off putting experience.Overall a decent coffee shop where you could either do work, catch up with a friend, or enjoy what looks like a decent meal! I might just try and use the restroom elsewhere if you really have to.",1
5,1,8/28/2018,729,,"New York, NY",Carol L.,1367,4.0,392,"Came here looking for coffee and a place to sit down at the end of a long afternoon in SoHo. My friend works in the area so he'd been here a lot and said I should try it out, so we did. I got the cold drip coffee, and he got a chai latte - I liked the cold drip coffee ($3), taste was pretty strong and did the job. Friend liked his chai latte (I'm not a fan of chai, so don't really know if it was good or not). There is a decent amount of seating for SoHo, but still not enough for all the people trying to sit/chat and grab coffee or sit and stay a while to study or work. Friend and I wanted to sit and stay, but it was a little too busy for us to focus on our conversation so we decided to grab and go instead. Solid place, fast service, good coffee, bustling place good for grab and go coffees.",2
6,1,4/18/2018,8,,"Elmhurst, NY",Raviana R.,29,4.0,93,"Nice hipster cafe with everyone on their laptops doing work. This place looks like it's the bees knees with the crowd who comes in.I was just there to kill time while my students were out and about shopping til they drop in SoHo. Pretty good chai latte, a little too foamy than what I'm used too but hey, still good. Also loving the custom stamp on the simple white cup to brand the store. Only minus 1 star cause the cashier looked bothered from us. Maybe caught him on an off day and bc it was super cold out?!",1
7,1,7/28/2018,340,1,"Berkeley, CA",Jane L.,136,5.0,86,"First time in SoHo, and this coffee place had very unique drinks for the summer. One of them was similar to Starbucks frappucino, but much less sweet and more coffee flavor, almost closer to melted coffee ice cream (minus the creamy taste), and the other one was matcha and lemonade blended. I am not sure if these types of drinks are common throughout NY, but was great experience for me, and was a great coffee break in the middle of humid and hot summer day :)",1
8,,4/12/2018,107,1,"Watertown, CT",Victoria T.,416,5.0,79,"I only nipped into Ground Support quickly but I fell in love. First, it is surprisingly hard to find a good chill coffee shop in Soho, probably because the rent is Chanel & Louis-worthy and therefore precludes the humble cafe. Second, the inside is adorably airy and relaxed, with a lot of natural light and shabby chic vibes. It is a very popular nomad workstation so to take into account if you want a seat or are one yourself! Third, the barista gave me a latte with two kissing swans!! And said he wanted it to match my outfit, which is the sweetest thing I've heard lately. And fourth, when I posted the latte to my Insta, the coffee shop reached out to thank me and we had a great chat. Fifth, I then found out they refuse to post foodporn and only post photos of visiting dogs to their company IG. I'm totally charmed. If I could marry a coffee shop, I would. Swipe right on Ground Support if you're in Soho!",1
9,2,9/10/2018,2501,2,"Manhattan, NY",Yan T.,228,4.0,1708,"Great cup of artisanal joe here. Probably the best specialty coffee shop in SoHo and they've been around awhile. There's plenty of comfortable seating, free WiFi, and a friendly staff. Certainly a notch above Starbucks and a refuge from the shopping hordes a few blocks east.",4
