,er_cool,er_date,er_freinds,er_funny,er_location,er_name,er_photos,er_rating,er_reviews,er_text,er_useful
0,,11/10/2018,74,,"Old Lyme, CT",Nicki L.,0.0,4.0,52,"I think it's really disappointing that the Tick Tock doesn't have better reviews on here. I accompanied a friend after a concert at the Hammerstein Ballroom as it was literally next door. I guess it's not advisable to have really high expectations when venturing into a diner, but I thought these guys did a pretty good job. The coffee was refilled without asking, the menu boasts a pretty good selection, and I was pleased with what I ordered. I had the grilled chicken caesar wrap with a side of spicy waffle fries. My companion got a chicken club sandwich with French fries.One thing that should be worked on is the awkward procedure of seating guests. There's no convenient place to actually wait to be seated and we stood right inside the door for a number of minutes before a server finally flagged us down.  Overall I had a positive experience and if in the area super late at night, I would stop back in. It's certainly affordable.",
1,,11/8/2018,1,,"New York, NY",William A.,0.0,2.0,7,"This was my second time here within two months. I returned because the spaghetti was so good. This time, I was disappointed; taste as if it was from a jar. What makes a good restaurant for me? Consistency....Secondly, I ordered Chicken tenders. I expected real cutlets from the breast; I received what appeared to be chicken pieces from a grocery bulk pack.  This diner is a block from Madison Square Gardens; come on! Finally the coffee was stale.  I will return again only for the Belgian waffles; it's the only consistent item for me.",
2,1,11/7/2018,39,,"Cherry Hill, NJ",Hollie S.,282,4.0,196,"Before the New York City Marathon, I decided to go to the Tick Tock Diner. I've walked by the Tick Tock before, and this was a diner I wanted to go too.Atmosphere: When Tara and I arrived around lunchtime, it was crowded, but we quickly got a seat. In fact, we got the most corner booth, but it was nice to stay private.The outside of Tick Tock is bright, shiny, and stands out. It's directly across the street from Penn Station, and you can't miss it.It's the largest diner in Manhattan. There are plenty of booties, and tables, and even a full-length bar.Coffee: The coffee was brewed hot and fresh, but I could have used more refills. I also appreciated the personalized mugs.Food: The Tick Tock Diner has plenty of options from breakfast, lunch, and dinner options. There are several healthy salad options and huge burgers too.I decided to order the Tick Tock Pancake Trio which came with a banana pancake, cinnamon, and chocolate chip. Plus there was delicious cream cheese frosting too. To be honest, they were some of the best pancakes I've ordered!Service: I was happy the food came out quickly but the waiter barely came over, and it took a long time to get the check.Overall Thoughts/Would I come back?I liked the Tick Tock Diner, and it's one of my favorite diners in the city.",1
3,1,11/4/2018,340,,"Reston, VA",Stefan S.,236,5.0,619,"Noticed this great looking diner as I got off the train. Walked in and was immediately confused as I wasn't sure if I should seat myself or wait. Eventually the hostess seated me and Joseph waited on me. Got some water and a single pancake with bacon and eggs. Ordered well done bacon and it came out just like that. Food literally was on the table less than ten minutes after ordering. Joseph periodically checked on me while I scarfed down the deliciousness in a hurry. Finished, paid and off to the next stop. I see why this is such a popular place. I'm going to try and come again when I get back to New York the next time. Great place, relatively inexpensive and highly recommended.",1
4,,"10/12/2018
            





Updated review",76,,"Norwood, NY",Manda R.,73,1.0,77,"Have been wanting to come here for about a week or two for late night/early morning breakfast food. Got in, used the restroom, then sat down. I needed a minute and that minute turned into 20 minutes because my server never came back to take my order. Meanwhile, the guys that sat down after me enjoyed the pleasure of eating their food while I sat and waited.",1
5,1,10/2/2018,313,1,"Santa Cruz, CA",Athonia C.,486,4.0,369,"if Kendrick ate here he'd be like ""Ewwww, that pancake  good why don't you sit it on my taste buds?   ""seriously: try the Quinoa Pancakes but request vegan. they're high proteinThe breakfast menu seems to be vegan friendly too. Their breakfast wrap is lit if you ask them to hold the dairy stuff. i only wish they'd call out exactly what can be made vegan on their menu.",1
6,1,8/1/2018,976,,"New York, NY",Jayson C.,913,5.0,190,"I don't know why but I haven't been to a New York diner ever. Weird because they are everywhere. So we went to a movie at the AMC theater on 34th Street in Manhattan. Across the street, a diner is there called Tick Tock Diner. Walking in you feel like you're in the 50's. Very cool decor. We sat down at a table and a very nice waiter named David came over to help us.The place was a little shy of guests but it was nice nonetheless. I ordered a dish called Great Balls Of Fire. Basically macaroni and cheese balls that are fried. OMG, amazing!!The french fries are thick steak fries which are always nice!All in all, I may have missjudged a diner, but i will definitely go back!!",
7,1,6/26/2018,251,2,"Brooklyn, NY",Jordan B.,528,3.0,148,"Great location, nice atmosphere, slow service, mediocre food. There are a few great diners left in NYC that are standing the test of time and the great diner-extinction event of the last decade. This is not one of them. But it's alright. This place doesn't hold a candle to spots like Parkview Diner in Brooklyn, or Cross-Bay Diner in Queens, but it's not terrible. One thing I have to say for them is that their menu looks awesome. It's very exciting. Like a menu at Red Robin or something. With huge pictures of juicy burgers, snazzy colors, and modern design. Unfortunately, the food looks 100x better in the menu than it does when it arrives on the plate. Our food was ok, but we were expecting better. And for the price/value? Well, it's midtown so I don't want to be too scathing. I guess we got what we paid for. It was just alright, but I don't think we will be back. Additionally, the service was really slow and it didn't appear to be too busy inside. It's got a great proximity to the big AMC theater across the street though, so this is a prime candidate for lunch before/after a matinee or late dinner after an evening showing. Cheers!",4
8,2,6/4/2018,439,1,"New York, NY",Isabelle C.,348,4.0,99,"i wouldn't quite consider tick tock to be ""no-fail"" ... yet my friends and i keep returning, even with tons of certifiably reliable diners in the vicinity (probably).WHY?because of their fun and irresistible menu. strawberry nutella french toast, crispy chicken and waffles, COOKIE CREPES? call me a kid, but they don't serve these guilty-pleasure goodies at just any diner. as a general observation i've found these sweet things to be more reliable than the savory things, but the burgers and sandwiches ain't bad. perhaps some disappointing news for some, but music to the ears of those of you with sweet toothz like me.but hey, the service is average to good, the space is tidy, the bathrooms are clean. try risking it for the biscuit that is on-par comfort food in an old-school neon environment.",2
9,,9/10/2018,221,,"Brooklyn, NY",Jessy L.,369,4.0,174,"It was late Spring/early Summer when my friend and I dined here immediately following an event called ""Dussepalooza"" held next door at the Hammerstein Ballroom. I had low expectations upon coming here since it's a diner and not a legitimate restaurant. These expectations were put to same as soon as my meal arrived. My sandwich, fries, and beverage were all satisfying and freshly prepared. The waiter was super attentive and earned every cent of his tip (constantly refilled our glasses, came around to see if we were doing okay, etc.) The prices are very affordable as well. I wouldn't mind coming here for a second to get a quick bite to eat either before or after attending another event at the venue next door. Or just in general,  I'll drop by if/when I happen to be in the area.",
10,,11/16/2018,0,,"Homewood, IL",A M.,0,4.0,1,"My first meal in NYC. I had the chicken & waffles. While I was disappointed with the chicken portion of it, the waffle was delicious! Why did O give it a 4 stars you ask? DORA, my waitress was awesome! She had an authentic kindness about her, but you still knew she didn't take no sh**. Her discrete sense of humor was much appreciated. She was attentive but not annoying. Great service experience in my first stop in NYC. Watch out though,  she has a killer Long Island Iced Tea- you have been warned! If you read this DORA, thank you!!!!",
11,2,3/16/2018,203,7,"Manhattan, NY",Edward M.,1439,1.0,238,"Much like putting lipstick on a pig, giving a midtown diner a fresh coat of paint and trendy looking menus still makes it a mediocre midtown diner. Served by waiters who make you feel like it is your privilege to tell them your order, Tic Tock takes the bar for a diner and drags it to the floor (if not lower). While most diners aren't expected to be world class restaurants, they can usually be relied on for serving a lot of different dishes of relatively good quality. Tic Tock fails at even this basic test. Against my better judgement, I ordered a BBQ Ranch burger, that came out with a tiny dollop of ranch dressing on a sad looking burger. Despite their boasts about high quality meats, the value of the cow is useless if the burger is cooked dryer then the Sahara. Though perhaps I made the best selection of the menu, as my friends chicken and waffles were 2 sad looking chicken tenders served on top of a luke warm waffle - a far cry from how the meal was actually described. Much like the clocks lining the walls of the diner, eating here will lead you to wish to count the time until the sweet release end of your so called meal.",8
12,,10/3/2018,0,1,"Bothell, WA",Bronson A.,0,1.0,41,"Yeah, I wasn't impressed. The food was okay but I think Wendy's can make a better hamburger. And again, subpar service doesn't deserve a tip. Let me explain to you what great wait service entails. Customer seated by hostess and waiter comes over, greats the customers and recites specials, wine and beer list without having to read off a list. Waiter makes that personal connection with customer by asking if they've ever eaten here before, etc. None of that happens at TickTock.Tick tock, tick tock, the burger came but it was not hot. Tick tock, this diner is a freaking crock.",2
13,,11/14/2018,2,,"Buffalo, NY",Michele P.,0,2.0,5,"Mediocre food, terrible service & I went when it wasn't very busy at all.  I ordered the chicken soup which they always have - broth was ok and the rest wasn't anything to write home about.  I was going to order something else but the waitress never came back to my table.",
14,,10/24/2018,3,,"Queens, NY",Christine L.,44,3.0,21,"Decided to come here on a whim last night since my boyfriend and I were passing by. At 7pm on a weeknight it was fairly empty, so we got to sit at a full booth which was nice. Our server was very nice when we spoke to him, though it did take him longer than I expected to come over to take our order! He also never came over to check on us/ refill our water during our meal. Our food and milkshake came out pretty quickly. I did have to remind the waiter that fries came with my sandwich and he brought them out soon after. I really enjoyed my tuna avocado melt! They put a lot in the sandwich so it was very filling! The Texas toast was super crispy and buttery! My boyfriend got the garden burger which was pretty standard, as was the cookies and cream milkshake. The fries were nice and crispy! Overall, I was pretty satisfied, especially because of how hungry I was. I think that this place would be great for a late-night meal!",
15,2,3/2/2018,14,1,"New York, NY",Susan L.,173,3.0,114,"We came late night after a movie. Was hungry and saw this diner that is open 24 hours. Great decor and big space. It even has a bar in the diner. It's called Tick Tock and it has a wall full of phrases and sayings referring to time in some way. Very creative. Chicken and waffles was listed on the menu. I automatically assumed it was fried chicken with bones in. It's really chicken fingers (small, none-the-less) with waffles (big if you like it). That's a skip. Chicken was ok, but leaves you wanting more. Maybe the ""125th Street Buttermilk Fried Chicken"" is better.The turkey burger with bacon strips on it that comes with sweet potato fries was pretty good. Not too dry and the bacon gives it juice and flavor. Good enough for a late-night dinner or snack if you share.The half-half burger is 50% burger and 50% bacon grounded into a patty. My friend liked the first couple of bites. It's probably shareable. It may be too much bacon for one person at one time. Can you ever have too much bacon really? Yes if you're trying to be on a diet.",1
16,,11/11/2018,201,,"Vienna, VA",Cat K.,74,2.0,53,"Cute clock and clock quotes on the wall. The decor is a diner as expected. They give you lots of food but it does not taste good lol. Fries were hard and tasteless. I got a lukewarm avocado chicken sandwich. Services will remember everything you request but you will have to flag them down, which was tbh not to hard to do.",
17,,10/21/2018,54,,"Fernandina Beach, FL",Michelle D.,4,5.0,4,The breakfast was amazing and fast. A small wait but fast service. The quinoa lemon ricotta pancakes are amazing. Our waiter Armondo was excellent and super nice!,
18,1,1/23/2018,161,1,"New York, NY",Kwame S.,558,4.0,613,"Going into this place, I really was not expecting AMAZING food, because it is a typical NYC diner. That said, I really do not have any complaints about Tick Tock Diner's food or service. Often, I have to take a train out of Penn Station or a Bolt Bus from 11th avenue, and this place has been a great spot to get some grub before heading out of the city. Now, would I host a brunch get together here? Probably not. In terms of getting moderately priced food in a hurry (outside of a a hot dog truck), Tik Tock is pretty decent. Like most diners in this city, the menu is pretty extensive, and one can get breakfast, lunch, and/or dinner at any point of the day (or night). Since the diner is located near Penn Station, the service is pretty fast. All in all, do not come here with high expectations and you will not be disappointed.",1
19,1,3/2/2018,23,,"New York, NY",Winny L.,1440,3.0,140,"Hungry and looking for a place to eat after a late movie? Go to Tick Tock Diner! It's open 24 hours and omg it has a bar! Say what? Yes, this is the first diner that I actually have seen serve alcohol. Located next to/connected to the New Yorker Hotel.Retro décor with wall full of ""time"" themed phrases with watches or clocks the represent the word ""time"". One can't help but read the walls. Catch phrases like: In the nick of time... 3rd times a charm...there's a place and time for everything...It's about time...Ceiling colored lines reminds me of a rubix cube older style themed restaurants. Service was good.Quite a variety of food choices on the menu...Tried the half-half burger (1/2 bacon & 1/2 ground beef). First two bites were good as it was savory with beef and bacon. However, after that it was bacon overkill... I prefer my bacon as slices on top of the burger. Doesn't hurt to try something different. The crispy chicken and waffles my friend ordered...hold on...we thought was going to be chicken drumstick or something. It was 2 strips of chicken tenders on a waffle. However, it was good but you will ask, where's there rest of the chicken. Fries were a bit bland, but add salt or ketchup and you're fine.  chicken avocado club was good, but too much for one person alone. So we were full and forgot about dessert! Will have to come back and try next time along with some other items.",
20,,8/27/2018,9,2,"Brooklyn, Brooklyn, NY",Jessica T.,7,1.0,14,I think I just ate a burger with cat meat. The half and half burger was literally the most disgusting thing I've ever tasted in my life. Shame on me for disregarding the Yelp rating of 2.5 stars and still going here. Hopefully I don't wake up with stomach issues in the morning.... avoid at all costs!!!!!!,3
21,,2/21/2018,34,,"New York, NY",Christina I.,197,5.0,115,This place is a cute little diner. The food is good and the service was great. What was really amazing though was the water I had like 8 glasses of water. Our server was a good sport about it even joked with us. I don't know what water they were giving but it was great. I had a pesto dish. The sauce was watered down a bit but it tasted good.,
22,,11/5/2018,0,,"London, United Kingdom",F S.,2,4.0,132,Food was basic but decent diner food. Portion sizes were average not enormous. Our waiter was so friendly. I wish I'd taken his name. He was cheery and efficient. I'd definitely go back as the place is quite large and I don't think you'd ever have to wait too long for a table.,
23,,11/19/2018,0,,"Manhattan, New York, NY",Jelissa C.,0,1.0,2,Terrible waiter experience. Do not come here if you want to be treated like a decent human being.,
24,,2/8/2018,163,,"Lake Oswego, OR",Ping K.,1224,3.0,130,"Tick Tock Diner is located in the same block where we stayed. It was late and we needed food. Obviously it's been around for decades. The interior reminded me of the 70's. I had the fried chicken and they were quite salty. My friends ordered onion soup and salmon salad. On scale 1 to 5, 3.5 they said. We have to give thump-up to our waiter though. He was super nice, with friendly smile and funny too. (We find that rare in NY city. Most restaurants we went to, wait staffs were not that approachable. Smiles were not free).",
25,,8/19/2018,3,,"Brooklyn, NY",Eugene F.,18,1.0,37,Just... avoid. I went here for breakfast with a friend. I ordered their classic eggs benedict - it was the worst eggs benedict I have ever had. The bread was so hard that I couldn't even cut through it. I had to lift the bread and bite it hard to eat anything. The bread was obviously the cheapest and nastiest and oldest bread possible. The eggs were plain. The sauce they put on top was crap. I don't know how this place is still open. New York has great diners; this is NOT one of them.And service was terrible. This place failed on every level.,2
26,,8/15/2018,123,,"Brooklyn, NY",Yaffa N.,79,1.0,68,"So I was gonna edit my review and make it a little better, because I went back yesterday to eat there, because my friend likes that place and she's very stalwart in her ways, and got the Asian Salad. It was so so good, and I was shocked. But then I discovered a hair in the salad. Cue the barfing.Ew.I'm guessing the only way this place is still open is because people continuously are enticed by the thought of good, simple, satisfying to the soul diner food. But it isn't anything like that. Food is gross. Been here twice now, tasted three dishes, and the food is just lacking. In taste and in texture. Just gross. I've been to diners before, and most have been at least a four star rating. That includes service. The staff here is unenthusiastic and slow. Waste of your money.",2
27,3,4/2/2018,459,3,"Huntington Station, NY",Samantha K.,276,4.0,138,"I've been going to Tick Tock since I was in college. This place is always packed but you never wait more than a few minutes to be seated. My favorite is the Nutella French toast, but my recent visit included a turkey burger with sweet potato fries and a cookies and cream milkshake. I thought the turkey burger was phenomenal and juicy. The sweet potato fries were cold but still tasty. The milkshake was perfect! I thought service was timely and we received our food pretty quickly. We left stuffed, and with a bill of $40 for 2 people in NYC for dinner- I was mad!",3
28,,10/21/2018,434,,"South Los Angeles, Los Angeles, CA",Carolyn R.,0,1.0,1,Ordered salmon Benedict had this ammonia taste and smell to it.....guy working register had attitude when I asked to have something else....service very rude and food was nasty,1
29,,5/6/2018,196,,"New York, NY",Vivian C.,2,4.0,65,"I was a bit hesitant on coming to this diner based on the poor reviews on Yelp, but I'm glad I did! (I only tried one item on the menu, so I can only vouch for such). I came to Tick Tock Diner for a quick brunch/lunch on a Sunday afternoon and ordered the Chipotle Burger. The burger arrived exactly as ordered (medium) and the accompanying fries were hot and crispy. The portions were large - the burger was very flavorful, and arrived with cheese, caramelized onions, peppers, jalapeños, lettuce and sweet bacon. Overall, would recommend checking out the diner if you are in the area (its super close to Penn Station), hungry and in the mood for a diner with a ton of options. Expect a typical diner atmosphere and diner food.",1
30,1,7/31/2018,967,,"Jersey City, NJ",Dave R.,0,1.0,88,"Let me get to the point. Don't come here. The food is mediocre,prepared minimally ,served when convenient for the staff,whose attitude is indicative of people who are poorly trained , possibly abused and  incapable of  providing great service.You will pay a lot for bad food,and be treated poorly. Got it? Good.",2
